,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Min_Playing Time,Mn/MP_Playing Time,Min%_Playing Time,90s_Playing Time,Starts_Starts,Mn/Start_Starts,Compl_Starts,Subs_Subs,Mn/Sub_Subs,unSub_Subs,PPM_Team Success,onG_Team Success,onGA_Team Success,+/-_Team Success,+/-90_Team Success,On-Off_Team Success,onxG_Team Success (xG),onxGA_Team Success (xG),xG+/-_Team Success (xG),xG+/-90_Team Success (xG),On-Off_Team Success (xG)
139,Jean Cléber,br  BRA,MF,Avaí,31,1990,26,868,33,25.4,9.6,7,78,3,19,17,10,1.07,11,18,-7,-0.73,-0.06,13.4,15.8,-2.3,-0.24,+0.33
140,Cleiton,br  BRA,DF,Flamengo,18,2003,1,2,2,0.1,0.0,0,,0,1,2,8,3.00,0,1,-1,-45.00,-45.58,,,,,
141,Andrés Colorado,co  COL,MF,São Paulo,23,1998,8,308,39,9.0,3.4,5,56,0,3,10,15,2.25,3,3,0,0.00,-0.38,4.2,4.9,-0.7,-0.19,-0.37
142,Germán Conti,ar  ARG,DF,América (MG),27,1994,23,1653,72,48.3,18.4,17,90,17,6,21,4,1.30,16,22,-6,-0.33,-0.63,20.4,26.5,-6.1,-0.33,-0.43
143,Jonathan Copete,co  COL,FW,Avaí,34,1988,7,279,40,8.2,3.1,3,62,0,4,23,8,1.14,1,4,-3,-0.97,-0.31,2.9,3.5,-0.6,-0.19,+0.33
144,Bruno Cortez,br  BRA,DF,Avaí,34,1987,27,2430,90,71.1,27.0,27,90,27,0,,0,1.04,26,40,-14,-0.52,+0.57,32.3,43.2,-10.9,-0.40,+0.30
145,Talles Costa,br  BRA,MF,São Paulo,19,2002,12,546,46,16.0,6.1,5,81,2,7,20,8,1.25,11,8,+3,+0.49,+0.18,7.0,7.9,-0.9,-0.15,-0.34
146,Ayrton Cougo,uy  URU,"DF,FW",Avaí,25,1996,0,,,,,0,,0,0,,4,,,,,,,,,,,
147,Lucas Crispim,br  BRA,"DF,MF",Fortaleza,27,1994,23,1170,51,34.2,13.0,14,72,3,9,18,6,1.09,12,18,-6,-0.46,-0.98,11.4,15.3,-3.9,-0.30,-0.51
148,Daniel Cruz,br  BRA,"FW,DF",Botafogo (RJ),20,2001,2,12,6,0.4,0.1,0,,0,2,6,4,1.50,0,0,0,0.00,+0.05,0.7,0.6,+0.1,+0.53,+0.76
149,Tomás Cuello,ar  ARG,FW,Atl Paranaense,21,2000,31,1616,52,47.3,18.0,19,70,3,12,24,2,1.39,19,18,+1,+0.06,+0.11,20.9,22.7,-1.8,-0.10,-0.13
150,Víctor Cuesta,ar  ARG,DF,Botafogo (RJ),33,1988,29,2569,89,75.1,28.5,28,90,26,1,55,1,1.52,31,28,+3,+0.11,+0.63,31.2,34.0,-2.8,-0.10,+0.49
151,Matheus Cunha,br  BRA,GK,Flamengo,20,2001,0,,,,,0,,0,0,,15,,,,,,,,,,,
152,Michel Custódio,br  BRA,DF,Atl Goianiense,21,2001,0,,,,,0,,0,0,,7,,,,,,,,,,,
153,Andrés D'Alessandro,ar  ARG,FW,Internacional,40,1981,1,71,71,2.1,0.8,1,71,0,0,,0,3.00,1,1,0,0.00,-0.73,1.2,0.8,+0.4,+0.52,+0.24
154,Adailson Dadá,br  BRA,"MF,FW",Goiás,24,1997,33,2508,76,73.3,27.9,30,80,13,3,36,0,1.33,26,36,-10,-0.36,-0.06,23.4,44.3,-20.9,-0.75,-0.14
155,Daniel,br  BRA,GK,Internacional,27,1994,23,2070,90,60.5,23.0,23,90,23,0,,5,1.83,39,21,+18,+0.78,+0.18,35.5,28.9,+6.6,+0.29,+0.01
156,Carlos Daniel,br  BRA,DF,Atlético Mineiro,20,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
157,Kayke David,br  BRA,"FW,MF",Flamengo,19,2003,2,26,13,0.8,0.3,0,,0,2,13,4,0.50,1,0,+1,+3.46,+2.93,1.3,0.1,+1.2,+4.15,+3.40
158,Giorgian De Arrascaeta,uy  URU,MF,Flamengo,27,1994,24,1477,62,43.2,16.4,16,82,6,8,21,1,2.00,28,15,+13,+0.79,+0.42,30.9,14.4,+16.4,+1.00,+0.39
159,Dedé,br  BRA,DF,Atl Paranaense,33,1988,0,,,,,0,,0,0,,15,,,,,,,,,,,
160,Romildo Del Piage,br  BRA,MF,Botafogo (RJ),21,2000,14,509,36,14.9,5.7,3,54,0,11,31,8,1.00,5,5,0,0.00,+0.06,6.2,7.3,-1.1,-0.20,+0.03
161,Gabriel Delfim,br  BRA,GK,Atlético Mineiro,19,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
162,Denilson,br  BRA,MF,Cuiabá,20,2001,12,701,58,20.5,7.8,8,81,5,4,14,5,1.00,9,13,-4,-0.51,-0.28,9.1,14.1,-4.9,-0.63,-0.57
163,Valentín Depietri,ar  ARG,"FW,MF",Fortaleza,21,2000,16,234,15,6.8,2.6,0,,0,16,15,11,1.25,2,2,0,0.00,-0.20,5.3,1.8,+3.5,+1.34,+1.40
164,Derik,br  BRA,DF,Atl Paranaense,16,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,
165,Deyverson,br  BRA,FW,Cuiabá,30,1991,16,1269,79,37.1,14.1,15,83,6,1,25,0,1.13,15,17,-2,-0.14,+0.23,17.5,20.8,-3.2,-0.23,-0.08
166,Luan Dias,br  BRA,"MF,FW",Goiás,24,1997,22,770,35,22.5,8.6,7,63,1,15,22,2,0.91,10,16,-6,-0.70,-0.46,9.7,14.4,-4.7,-0.55,+0.21
167,Matheus Dias,br  BRA,MF,Internacional,24,1997,2,108,54,3.2,1.2,1,77,0,1,31,6,3.00,2,0,+2,+1.67,+0.99,1.1,1.4,-0.4,-0.32,-0.62
168,Juan Díaz,co  COL,MF,Coritiba,20,2001,4,137,34,4.0,1.5,1,90,1,3,16,6,1.00,1,2,-1,-0.66,-0.11,1.1,3.6,-2.5,-1.62,-1.38
169,Dieguinho,br  BRA,"MF,DF",Goiás,26,1995,34,2893,85,84.6,32.1,34,85,22,0,,0,1.12,32,44,-12,-0.37,-0.20,27.6,52.2,-24.6,-0.77,-0.36
170,Dija,br  BRA,DF,Bragantino,18,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
171,Diogenes,br  BRA,GK,Santos,21,2001,0,,,,,0,,0,0,,7,,,,,,,,,,,
172,Dodô,br  BRA,DF,Atlético Mineiro,29,1992,13,905,70,26.5,10.1,11,77,5,2,31,9,1.38,11,7,+4,+0.40,+0.25,14.9,8.2,+6.7,+0.67,+0.18
173,Matheus Donelli,br  BRA,GK,Corinthians,19,2002,3,181,60,5.3,2.0,2,90,2,1,1,14,0.33,1,6,-5,-2.49,-2.85,1.4,3.6,-2.2,-1.10,-1.16
174,Renan dos Santos,br  BRA,GK,Atl Goianiense,32,1989,16,1440,90,42.1,16.0,16,90,16,0,,13,1.06,18,23,-5,-0.31,+0.28,15.2,22.3,-7.1,-0.45,-0.40
175,Dourado,br  BRA,DF,Atl Paranaense,17,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
176,Rodrigo Dourado,br  BRA,MF,Internacional,27,1994,8,450,56,13.2,5.0,5,81,3,3,14,3,2.00,7,5,+2,+0.40,-0.36,5.1,6.7,-1.6,-0.32,-0.70
177,David Duarte,br  BRA,DF,Fluminense,27,1995,4,84,21,2.5,0.9,0,,0,4,21,19,1.75,1,3,-2,-2.14,-2.79,0.5,2.5,-2.0,-2.16,-2.48
178,Pablo Dyego,br  BRA,FW,Avaí,27,1994,10,484,48,14.2,5.4,4,74,0,6,31,2,1.00,5,10,-5,-0.93,-0.29,6.2,10.9,-4.7,-0.87,-0.44
179,Edenílson,br  BRA,MF,Internacional,32,1989,31,2184,70,63.9,24.3,24,84,14,7,23,0,1.74,31,21,+10,+0.41,-0.83,34.1,32.1,+2.0,+0.08,-0.55
180,Eder,br  BRA,DF,América (MG),26,1995,33,2942,89,86.0,32.7,33,89,32,0,,0,1.39,32,35,-3,-0.09,-0.66,39.2,42.3,-3.1,-0.10,+0.09
181,Éder,it  ITA,"FW,MF",São Paulo,35,1986,23,667,29,19.5,7.4,6,61,0,17,18,9,1.50,12,10,+2,+0.27,-0.09,8.5,9.8,-1.3,-0.17,-0.39
182,Edinho,br  BRA,MF,Juventude,27,1994,10,366,37,10.7,4.1,4,50,0,6,28,0,0.70,5,7,-2,-0.49,+0.63,,,,,
183,Elton,br  BRA,MF,Juventude,31,1990,18,1163,65,34.0,12.9,12,79,3,6,37,2,0.50,9,28,-19,-1.47,-0.63,10.0,20.8,-10.7,-0.83,-0.32
184,Emersonn,br  BRA,FW,Atl Paranaense,17,2004,0,,,,,0,,0,0,,5,,,,,,,,,,,
185,Leandro Emmanuel Martínez,ar  ARG,MF,América (MG),27,1994,4,261,65,7.6,2.9,3,61,0,1,78,0,1.50,3,2,+1,+0.34,+0.37,3.9,3.2,+0.7,+0.23,+0.37
186,Alan Empereur,br  BRA,DF,Cuiabá,27,1994,28,2221,79,64.9,24.7,25,88,22,3,7,0,1.21,22,29,-7,-0.28,+0.02,26.4,36.3,-9.9,-0.40,-0.63
187,Endrick,br  BRA,FW,Palmeiras,15,2006,7,307,44,9.0,3.4,3,66,0,4,27,4,2.29,10,3,+7,+2.05,+1.13,9.6,1.8,+7.8,+2.28,+1.47
188,Erison,br  BRA,FW,Botafogo (RJ),22,1999,20,1483,74,43.4,16.5,17,83,8,3,24,0,1.15,17,20,-3,-0.18,-0.23,16.0,21.4,-5.4,-0.33,-0.19
189,Estevão,br  BRA,"FW,MF",Internacional,19,2002,8,108,14,3.2,1.2,0,,0,8,14,22,1.75,1,0,+1,+0.83,+0.13,0.9,1.3,-0.4,-0.37,-0.67
190,Lucas Evangelista,br  BRA,MF,Bragantino,26,1995,34,2610,77,76.3,29.0,31,81,14,3,36,0,1.15,35,50,-15,-0.52,-1.07,37.4,37.9,-0.4,-0.02,-0.32
191,Everaldo,br  BRA,"MF,FW",América (MG),27,1994,29,1892,65,55.3,21.0,25,71,6,4,31,0,1.34,20,22,-2,-0.10,-0.21,25.7,29.4,-3.7,-0.18,-0.15
192,Éverson,br  BRA,GK,Atlético Mineiro,31,1990,37,3330,90,97.4,37.0,37,90,37,0,,0,1.54,45,37,+8,+0.22,+0.22,52.8,33.2,+19.6,+0.53,-0.25
193,Éverton,br  BRA,"MF,FW",Cuiabá,33,1988,7,400,57,11.7,4.4,5,71,0,2,24,2,1.14,2,6,-4,-0.90,-0.69,3.4,6.4,-3.0,-0.66,-0.55
194,Fabinho,br  BRA,MF,Palmeiras,19,2002,4,69,17,2.0,0.8,0,,0,4,17,13,2.50,2,0,+2,+2.61,+1.61,0.9,1.0,-0.1,-0.15,-1.11
195,Fagner,br  BRA,DF,Corinthians,32,1989,17,904,53,26.4,10.0,9,80,6,8,24,7,1.88,14,8,+6,+0.60,+0.53,14.9,8.6,+6.3,+0.63,+0.86
196,Willian Farias,br  BRA,MF,Coritiba,32,1989,21,1597,76,46.7,17.7,19,83,14,2,9,2,1.14,17,26,-9,-0.51,+0.09,24.5,26.3,-1.8,-0.10,+0.36
197,Lucas Fasson,br  BRA,DF,Atl Paranaense,20,2001,1,74,74,2.2,0.8,1,74,0,0,,2,0.00,0,0,0,0.00,0.00,0.8,0.3,+0.5,+0.58,+0.63
198,Felipe Felicio,br  BRA,FW,Atlético Mineiro,19,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,
199,Felipe,br  BRA,MF,Fortaleza,27,1994,12,880,73,25.7,9.8,11,78,8,1,18,4,0.58,8,13,-5,-0.51,-0.94,10.3,9.4,+1.0,+0.10,+0.08
200,Luis Felipe,br  BRA,DF,Santos,28,1993,13,982,76,28.7,10.9,10,88,9,3,34,20,1.54,15,10,+5,+0.46,+0.53,,,,,
201,Marcos Felipe,br  BRA,GK,Fluminense,25,1996,0,,,,,0,,0,0,,31,,,,,,,,,,,
202,Matheus Felipe,br  BRA,DF,Atl Paranaense,23,1998,23,1779,77,52.0,19.8,19,90,19,4,17,14,1.48,22,24,-2,-0.10,-0.21,22.6,25.7,-3.1,-0.16,-0.26
203,Lucas Fernandes,br  BRA,MF,Botafogo (RJ),24,1997,24,1677,70,49.0,18.6,20,77,8,4,36,1,1.33,18,21,-3,-0.16,-0.21,17.8,26.9,-9.2,-0.49,-0.53
204,Matheus Fernandes,br  BRA,MF,Atl Paranaense,23,1998,14,687,49,20.1,7.6,8,72,3,6,19,17,1.50,4,9,-5,-0.66,-0.82,7.6,8.6,-1.0,-0.13,-0.11
205,Gatito Fernández,py  PAR,GK,Botafogo (RJ),33,1988,32,2809,88,82.1,31.2,32,88,31,0,,1,1.34,31,37,-6,-0.19,-0.78,34.6,41.8,-7.1,-0.23,-0.04
206,Ignacio Fernández,ar  ARG,MF,Atlético Mineiro,32,1990,34,2222,65,65.0,24.7,25,79,7,9,28,2,1.47,29,24,+5,+0.20,-0.02,34.6,21.5,+13.1,+0.53,-0.01
207,Rodrigo Fernández,uy  URU,MF,Santos,26,1996,29,2309,80,67.5,25.7,28,82,16,1,12,1,1.34,31,25,+6,+0.23,+0.48,35.1,29.9,+5.2,+0.20,+0.76
208,Fernandinho,br  BRA,MF,Atl Paranaense,36,1985,13,970,75,28.4,10.8,12,79,7,1,20,0,1.69,13,12,+1,+0.09,+0.13,13.5,10.1,+3.4,+0.31,+0.49
209,Derick Fernando,br  BRA,DF,Santos,19,2002,1,20,20,0.6,0.2,0,,0,1,20,4,0.00,0,1,-1,-4.50,-4.61,0.0,0.2,-0.2,-0.80,-0.76
210,Luiz Fernando,br  BRA,"FW,MF",Atl Goianiense,25,1996,29,1742,60,50.9,19.4,23,67,2,6,35,1,0.97,22,32,-10,-0.52,-0.09,21.8,23.2,-1.4,-0.07,+0.29
211,Nahuel Ferraresi,ve  VEN,DF,São Paulo,23,1998,9,710,79,20.8,7.9,9,79,6,0,,5,0.78,8,10,-2,-0.25,-0.75,8.4,8.6,-0.2,-0.03,-0.21
212,Matheus Ferraz,br  BRA,DF,Fluminense,36,1985,0,,,,,0,,0,0,,3,,,,,,,,,,,
213,Jael Ferreira,br  BRA,FW,Ceará,33,1988,0,,,,,0,,0,0,,1,,,,,,,,,,,
214,Luiz Filipe,br  BRA,"MF,FW",Goiás,20,2001,2,32,16,0.9,0.4,0,,0,2,16,1,0.00,1,1,0,0.00,+0.35,1.4,0.8,+0.6,+1.65,+2.38
215,Flávio,br  BRA,MF,América (MG),21,2000,2,26,13,0.8,0.3,0,,0,2,13,9,0.00,0,0,0,0.00,0.00,0.4,0.1,+0.3,+1.02,+1.14
216,Rafael Forster,br  BRA,DF,Juventude,31,1990,19,1631,86,47.7,18.1,19,86,17,0,,4,0.58,15,33,-18,-0.99,+0.11,19.6,27.5,-7.9,-0.44,+0.36
217,Matheus França,br  BRA,"FW,MF",Flamengo,17,2004,17,672,40,19.6,7.5,7,77,1,10,13,2,1.65,13,12,+1,+0.13,-0.52,12.6,6.0,+6.6,+0.88,+0.13
218,Fred,br  BRA,"FW,MF",Fluminense,38,1983,6,129,22,3.8,1.4,1,67,0,5,12,3,1.83,2,1,+1,+0.70,+0.12,1.5,1.5,0.0,0.00,-0.26
219,Lucas Freitas,br  BRA,DF,Palmeiras,21,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,
220,Marlon Freitas,br  BRA,MF,Atl Goianiense,26,1995,36,2475,69,72.4,27.5,27,83,19,9,26,1,0.92,30,45,-15,-0.55,-0.26,32.9,36.4,-3.6,-0.13,+0.31
221,Douglas Friedrich,br  BRA,GK,Avaí,33,1988,11,939,85,27.5,10.4,11,85,9,0,,0,1.18,12,16,-4,-0.38,+0.41,12.8,13.0,-0.2,-0.02,+0.65
222,Eduardo Gabriel,br  BRA,DF,Santos,25,1996,33,2969,90,86.8,33.0,33,90,32,0,,2,1.39,41,33,+8,+0.24,+1.24,40.9,41.8,-0.9,-0.03,+0.15
223,Igo Gabriel,br  BRA,GK,Botafogo (RJ),20,2001,0,,,,,0,,0,0,,15,,,,,,,,,,,
224,Luiz Gabriel,br  BRA,"FW,MF",Coritiba,19,2002,5,101,20,3.0,1.1,0,,0,5,20,9,0.40,1,4,-3,-2.67,-2.19,0.7,2.3,-1.6,-1.50,-1.24
225,Marquinhos Gabriel,br  BRA,"MF,FW",Goiás,31,1990,12,755,63,22.1,8.4,9,74,0,3,28,1,1.00,7,10,-3,-0.36,-0.02,5.9,10.1,-4.2,-0.50,+0.27
226,Thalisson Gabriel,br  BRA,DF,Coritiba,20,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
227,Vitor Gabriel,br  BRA,"FW,MF",Juventude,22,2000,22,774,35,22.6,8.6,5,81,4,17,22,5,0.73,7,15,-8,-0.93,+0.16,9.5,10.3,-0.8,-0.10,+0.68
228,Matías Galarza,py  PAR,MF,Coritiba,19,2002,11,604,55,17.7,6.7,9,64,2,2,15,14,0.82,4,14,-10,-1.49,-1.14,7.5,11.3,-3.7,-0.55,-0.31
229,Matheus Galdezani,br  BRA,MF,Avaí,29,1992,6,292,49,8.5,3.2,3,77,0,3,21,4,1.33,6,5,+1,+0.31,+1.09,6.2,4.5,+1.7,+0.53,+1.12
230,Thiago Galhardo,br  BRA,"FW,MF",Fortaleza,32,1989,19,1346,71,39.4,15.0,15,80,3,4,35,0,1.84,18,14,+4,+0.27,+0.14,15.7,17.1,-1.4,-0.10,-0.23
231,Giuliano Galoppo,ar  ARG,MF,São Paulo,22,1999,14,710,51,20.8,7.9,6,77,3,8,31,5,1.50,6,12,-6,-0.76,-1.39,8.8,13.0,-4.2,-0.53,-0.84
232,Léo Gamalho,br  BRA,FW,Coritiba,36,1986,28,1658,59,48.5,18.4,17,80,7,11,27,2,1.18,19,29,-10,-0.54,+0.02,22.1,28.6,-6.5,-0.35,-0.11
233,Ganso,br  BRA,"MF,FW",Fluminense,32,1989,33,2477,75,72.4,27.5,33,75,6,0,,1,1.82,44,27,+17,+0.62,+0.14,36.9,25.6,+11.3,+0.41,+0.56
234,García,br  BRA,"DF,MF",Palmeiras,20,2002,4,97,24,2.8,1.1,0,,0,4,24,17,2.40,5,1,+4,+3.71,+2.76,2.9,0.9,+2.0,+1.84,+0.92
235,Bryan García,ec  ECU,MF,Atl Paranaense,21,2001,7,276,39,8.1,3.1,4,67,1,3,3,11,1.86,3,3,0,0.00,0.00,2.1,3.9,-1.8,-0.58,-0.59
236,Luan Garcia,br  BRA,DF,Palmeiras,28,1993,16,1225,77,35.8,13.6,14,87,12,2,6,14,2.31,25,10,+15,+1.10,+0.12,25.3,14.6,+10.7,+0.78,-0.25
237,Gaspar,br  BRA,FW,Avaí,19,2002,3,40,13,1.2,0.4,0,,0,3,13,0,2.33,1,0,+1,+2.25,+2.97,1.1,1.3,-0.2,-0.53,-0.04
238,Rafael Gava,br  BRA,MF,Cuiabá,28,1993,29,2044,70,59.8,22.7,24,80,7,5,23,7,1.10,20,20,0,0.00,+0.72,23.2,22.8,+0.4,+0.02,+0.49
239,Lucas Gazal,br  BRA,DF,Atl Goianiense,22,1999,15,1304,87,38.1,14.5,15,87,14,0,,2,1.27,19,18,+1,+0.07,+0.88,15.9,18.5,-2.6,-0.18,+0.06
240,Guilherme Gehring,br  BRA,MF,Juventude,16,2005,1,6,6,0.2,0.1,0,,0,1,6,0,0.00,0,1,-1,-15.00,-13.97,0.0,0.9,-0.9,-13.17,-12.57
241,Geovane,br  BRA,MF,Ceará,22,1999,17,552,32,16.1,6.1,5,69,0,12,17,17,1.11,9,16,-7,-1.14,-1.14,6.3,12.5,-6.2,-1.01,-1.08
242,Gil,br  BRA,DF,Corinthians,34,1987,25,2047,82,59.9,22.7,23,87,20,2,26,8,1.80,25,20,+5,+0.22,+0.02,27.9,24.7,+3.3,+0.14,+0.37
243,Giovane,br  BRA,"FW,DF",Corinthians,18,2003,10,300,30,8.8,3.3,2,75,1,8,19,16,1.60,3,6,-3,-0.90,-1.22,5.7,6.2,-0.6,-0.17,-0.18
244,Giovani,br  BRA,"FW,MF",Palmeiras,18,2004,2,35,18,1.0,0.4,0,,0,2,18,4,0.00,1,2,-1,-2.57,-3.63,1.2,1.1,+0.1,+0.25,-0.70
245,Glédson,br  BRA,GK,Avaí,38,1983,5,450,90,13.2,5.0,5,90,5,0,,32,1.17,5,9,-4,-0.80,-0.13,6.3,6.1,+0.3,+0.05,+0.62
246,Diego Godín,uy  URU,DF,Atlético Mineiro,35,1986,1,90,90,2.6,1.0,1,90,1,0,,2,1.00,2,2,0,0.00,-0.22,1.8,1.6,+0.2,+0.20,-0.35
247,Bruno Gomes,br  BRA,MF,Coritiba,20,2001,18,1497,83,43.8,16.6,16,87,12,2,55,0,1.22,16,23,-7,-0.42,+0.23,15.4,20.6,-5.2,-0.31,-0.03
248,João Gomes,br  BRA,MF,Flamengo,20,2001,29,1880,65,55.0,20.9,22,79,12,7,19,6,1.48,31,23,+8,+0.38,-0.38,32.7,20.9,+11.8,+0.56,-0.48
249,Gustavo Gómez,py  PAR,DF,Palmeiras,28,1993,30,2700,90,78.9,30.0,30,90,30,0,,0,2.20,54,22,+32,+1.07,+0.19,58.2,25.9,+32.3,+1.08,+0.64
250,Aloísio dos Santos Gonçalves,cn  CHN,"FW,MF",América (MG),33,1988,22,949,43,27.7,10.5,10,65,1,12,25,4,1.09,13,14,-1,-0.09,-0.13,14.1,14.2,0.0,0.00,+0.15
251,Diego Gonçalves,br  BRA,FW,Botafogo (RJ),27,1994,11,483,44,14.1,5.4,5,63,0,6,28,1,1.36,6,7,-1,-0.19,-0.16,6.1,9.3,-3.2,-0.68,-0.52
252,Matheus Gonçalves,br  BRA,FW,Flamengo,16,2005,3,27,9,0.8,0.3,0,,0,3,9,2,1.00,0,0,0,0.00,-0.56,0.2,0.1,+0.1,+0.35,-0.43
253,Ricardo Goulart,br  BRA,"MF,FW",Santos,30,1991,11,402,37,11.8,4.5,4,61,0,7,23,1,1.15,7,8,-1,-0.22,-0.34,7.0,6.1,+0.9,+0.20,+0.29
254,Daniel Guedes,br  BRA,"DF,MF",Cuiabá,27,1994,14,796,57,23.3,8.8,9,75,3,5,24,14,1.07,9,15,-6,-0.68,-0.51,9.7,13.2,-3.4,-0.39,-0.27
255,Roger Guedes,br  BRA,"FW,MF",Corinthians,25,1996,36,2550,71,74.6,28.3,33,74,12,3,35,1,1.75,37,25,+12,+0.42,+0.84,32.7,29.3,+3.4,+0.12,+0.49
256,Paolo Guerrero,pe  PER,FW,Avaí,38,1984,10,431,43,12.6,4.8,4,81,2,6,18,0,0.70,3,6,-3,-0.63,+0.07,6.2,4.3,+1.9,+0.40,+1.02
257,Guga,br  BRA,DF,Atlético Mineiro,23,1998,22,1674,76,48.9,18.6,19,86,13,3,16,16,1.64,23,19,+4,+0.22,+0.01,26.6,18.1,+8.5,+0.45,-0.16
258,Leo Guimarães,br  BRA,GK,Atl Goianiense,19,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
259,Gustavinho,br  BRA,MF,América (MG),20,2001,10,391,39,11.4,4.3,6,54,0,4,18,13,1.10,4,5,-1,-0.23,-0.26,6.1,4.7,+1.4,+0.33,+0.50
260,Guthierres,br  BRA,MF,Ceará,20,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,
261,Habraão,br  BRA,DF,Fortaleza,20,2001,5,219,44,6.4,2.4,2,90,2,3,13,18,2.00,1,3,-2,-0.82,-1.07,2.8,3.4,-0.6,-0.26,-0.32
262,Niko Hämäläinen,fi  FIN,"DF,MF",Botafogo (RJ),24,1997,0,,,,,0,,0,0,,3,,,,,,,,,,,
263,Cesar Haydar,co  COL,DF,Bragantino,20,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
264,Hayner,br  BRA,DF,Atl Goianiense,26,1995,19,1377,72,40.3,15.3,16,82,12,3,21,4,0.89,16,25,-9,-0.59,-0.19,18.4,20.4,-2.0,-0.13,+0.14
265,Heitor,br  BRA,DF,Internacional,21,2000,5,395,79,11.5,4.4,4,84,2,1,60,13,1.80,6,4,+2,+0.46,-0.29,8.1,6.1,+2.0,+0.46,+0.20
266,Thiago Heleno,br  BRA,DF,Atl Paranaense,33,1988,13,1140,88,33.3,12.7,13,88,11,0,,1,1.46,17,17,0,0.00,0.00,16.9,12.7,+4.2,+0.33,+0.55
267,Helinho,br  BRA,"FW,MF",Bragantino,21,2000,31,1710,55,50.0,19.0,19,74,3,12,25,0,1.23,22,27,-5,-0.26,0.00,26.9,27.1,-0.2,-0.01,-0.14
268,Henrique,br  BRA,DF,Coritiba,35,1986,18,1615,90,47.2,17.9,18,90,17,0,,11,1.00,21,28,-7,-0.39,+0.31,23.7,25.7,-2.1,-0.11,+0.34
269,Arthur Henrique,br  BRA,DF,Atl Goianiense,27,1994,22,967,44,28.3,10.7,11,66,3,11,22,10,1.05,12,18,-6,-0.56,-0.12,11.8,16.6,-4.8,-0.45,-0.33
270,Bruno Henrique,br  BRA,"FW,MF",Flamengo,31,1990,8,612,77,17.9,6.8,8,77,4,0,,0,1.38,9,9,0,0.00,-0.67,9.2,8.5,+0.8,+0.11,-0.81
271,Daniel Henrique,br  BRA,FW,Ceará,17,2004,1,24,24,0.7,0.3,0,,0,1,24,0,3.00,2,0,+2,+7.50,+7.74,1.2,0.1,+1.1,+4.20,+4.34
272,Gustavo Henrique,br  BRA,DF,Flamengo,28,1993,5,345,69,10.1,3.8,3,90,3,2,38,5,1.80,7,2,+5,+1.30,+0.84,9.4,3.4,+6.0,+1.57,+0.88
273,Luis Henrique,br  BRA,"FW,MF",Botafogo (RJ),20,2001,10,265,27,7.7,2.9,1,64,0,9,22,8,0.90,3,2,+1,+0.34,+0.43,2.9,3.6,-0.7,-0.22,0.00
274,Luiz Henrique,br  BRA,"FW,MF",Fluminense,21,2001,14,1054,75,30.8,11.7,12,83,6,2,27,0,1.50,15,11,+4,+0.34,-0.34,12.3,13.7,-1.4,-0.12,-0.54
275,Paulo Henrique,br  BRA,"DF,MF",Juventude,25,1996,26,1502,58,43.9,16.7,17,79,9,9,18,3,0.69,13,25,-12,-0.72,+0.59,16.4,22.4,-6.0,-0.36,+0.47
276,Ángelo Henríquez,cl  CHI,FW,Fortaleza,27,1994,0,,,,,0,,0,0,,5,,,,,,,,,,,
277,Breno Herculano,br  BRA,FW,Goiás,22,1999,0,,,,,0,,0,0,,5,,,,,,,,,,,
278,Hércules,br  BRA,"MF,FW",Fortaleza,21,2000,28,1367,49,40.0,15.2,12,75,2,16,29,3,1.50,24,16,+8,+0.53,+0.57,23.4,15.8,+7.5,+0.49,+0.76
279,Nicolás Hernández,co  COL,DF,Atl Paranaense,24,1998,20,1619,81,47.3,18.0,18,87,16,2,25,11,1.55,25,20,+5,+0.28,+0.53,21.3,23.6,-2.4,-0.13,-0.18
280,Hiago,br  BRA,DF,Atlético Mineiro,21,2000,0,,,,,0,,0,0,,12,,,,,,,,,,,
281,Victor Hugo,br  BRA,MF,Flamengo,17,2004,21,1251,60,36.6,13.9,17,72,2,4,9,8,2.05,23,12,+11,+0.79,+0.38,22.1,9.7,+12.4,+0.89,+0.18
282,Vitor Hugo,br  BRA,FW,Goiás,17,2004,1,1,1,0.0,0.0,0,,0,1,1,2,0.00,0,0,0,0.00,+0.34,0.0,0.0,0.0,0.00,+0.71
283,Hulk,br  BRA,FW,Atlético Mineiro,35,1986,25,2088,84,61.1,23.2,24,86,16,1,20,0,1.48,27,24,+3,+0.13,-0.21,31.6,21.4,+10.2,+0.44,-0.25
284,José Hurtado,ec  ECU,DF,Bragantino,20,2001,16,598,37,17.5,6.6,5,86,4,11,15,10,1.06,11,9,+2,+0.30,+0.68,9.3,7.4,+1.9,+0.29,+0.27
