,Player,Nation,Pos,Squad,Age,Born,90s,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Challenges,Att_Challenges,Tkl%_Challenges,Lost_Challenges,Blocks_Blocks,Sh_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
539,Carlos Sánchez,uy  URU,MF,Santos,37,1984,8.7,12,8,5,4,3,5,16,31.3,11,10,2,8,5,17,4,0
540,Sandry,br  BRA,MF,Santos,19,2002,7.7,24,14,6,17,1,10,27,37.0,17,16,1,15,11,35,7,0
541,Alex Santana,br  BRA,MF,Atl Paranaense,26,1995,9.9,18,8,9,9,0,9,22,40.9,13,11,3,8,12,30,14,0
542,Santos,br  BRA,GK,Flamengo,31,1990,19.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,0
543,Ademir Santos,br  BRA,"FW,MF",Atlético Mineiro,26,1995,16.6,29,18,14,7,8,13,42,31.0,29,27,2,25,8,37,8,0
544,Chayene Santos,br  BRA,"MF,FW",Botafogo (RJ),31,1990,6.5,13,9,4,5,4,7,17,41.2,10,10,0,10,5,18,1,0
545,Fábio Santos,br  BRA,DF,Corinthians,36,1985,17.4,21,15,9,10,2,16,32,50.0,16,18,5,13,19,40,48,0
546,Guilherme Santos,br  BRA,"FW,MF",Bragantino,20,2001,0.5,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,0,0
547,Gustavo Santos,br  BRA,FW,Avaí,19,2002,0.2,,0,,,,,,,,,,,0,,,
548,Juan Santos,br  BRA,FW,São Paulo,19,2002,0.6,0,0,0,0,0,0,0,,0,2,1,1,0,0,0,0
549,Júnior Santos,br  BRA,"FW,MF",Botafogo (RJ),27,1994,11.9,16,13,11,4,1,6,16,37.5,10,16,0,16,2,18,13,0
550,Luis Eduardo Marques dos Santos,br  BRA,DF,Atl Goianiense,24,1997,18.2,36,19,25,6,5,27,45,60.0,18,28,12,16,26,62,44,1
551,Matheus Santos,br  BRA,MF,Goiás,23,1998,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
552,Rafael Santos,br  BRA,DF,Coritiba,23,1998,12.7,24,9,13,8,3,11,17,64.7,6,5,3,2,7,31,36,0
553,Mateus Sarará,br  BRA,MF,Avaí,19,2002,4.8,8,3,3,3,2,4,6,66.7,2,6,4,2,4,12,12,0
554,Renzo Saravia,ar  ARG,"DF,MF",Botafogo (RJ),28,1993,20.2,48,31,30,16,2,33,70,47.1,37,27,5,22,32,80,36,2
555,Eduardo Sasha,br  BRA,"FW,MF",Atlético Mineiro,29,1992,14.3,8,6,4,4,0,3,8,37.5,5,12,1,11,6,14,7,0
556,Lucas Sasha,br  BRA,MF,Fortaleza,31,1990,14.1,66,46,30,33,3,24,47,51.1,23,22,5,17,20,86,35,1
557,Gustavo Sauer,br  BRA,"FW,MF",Botafogo (RJ),28,1993,3.2,6,3,2,3,1,3,9,33.3,6,5,0,5,1,7,1,0
558,Jefferson Savarino,ve  VEN,FW,Atlético Mineiro,25,1996,1.0,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0
559,Sávio,br  BRA,"FW,MF",Atlético Mineiro,17,2004,2.4,3,1,1,2,0,2,8,25.0,6,2,0,2,3,6,0,0
560,Savio,br  BRA,DF,Goiás,26,1995,9.4,20,12,16,3,1,12,25,48.0,13,5,1,4,6,26,24,0
561,Gustavo Scarpa,br  BRA,"MF,FW",Palmeiras,28,1994,28.6,18,10,8,8,2,3,21,14.3,18,9,1,8,13,31,15,0
562,Cleiton Schwengber,br  BRA,GK,Bragantino,24,1997,37.0,1,1,1,0,0,0,3,0.0,3,1,0,1,0,1,25,5
563,Shaylon,br  BRA,"FW,MF",Atl Goianiense,24,1997,15.0,17,9,7,6,4,6,17,35.3,11,12,1,11,5,22,9,0
564,Sidcley,br  BRA,"DF,MF",Cuiabá,28,1993,3.7,1,1,0,1,0,1,2,50.0,1,5,0,5,9,10,3,0
565,Sidimar,br  BRA,DF,Goiás,29,1992,5.0,10,4,9,0,1,4,5,80.0,1,5,4,1,8,18,27,0
566,Sidnei,br  BRA,DF,Goiás,32,1989,3.3,3,3,3,0,0,2,3,66.7,1,1,1,0,7,10,20,0
567,Pablo Siles,uy  URU,MF,Atl Paranaense,24,1997,1.8,5,1,1,1,3,4,8,50.0,4,4,3,1,3,8,0,0
568,Aderlan Silva,br  BRA,DF,Bragantino,31,1990,29.7,94,62,46,34,14,46,92,50.0,46,40,11,29,45,139,60,1
569,Bruno Silva,br  BRA,MF,Avaí,35,1986,28.9,88,52,43,40,5,43,96,44.8,53,48,8,40,30,118,60,0
570,Da Silva,br  BRA,DF,Goiás,20,2001,6.3,5,3,2,3,0,2,3,66.7,1,8,6,2,7,12,37,1
571,Cristiano da Silva Leite,br  BRA,DF,Fluminense,28,1993,8.3,15,8,5,6,4,8,10,80.0,2,5,1,4,10,25,13,0
572,Felipe Silva Lipe,br  BRA,DF,Avaí,19,2002,3.0,5,5,4,1,0,2,2,100.0,0,1,1,0,9,14,15,1
573,Lucas Silva,br  BRA,"FW,MF",Avaí,24,1998,1.2,2,0,1,1,0,1,1,100.0,0,1,0,1,2,4,1,0
574,Marcão Silva,br  BRA,"MF,DF",Cuiabá,31,1991,14.1,32,16,13,15,4,17,28,60.7,11,23,4,19,11,43,44,0
575,Márcio Silva,br  BRA,DF,Coritiba,20,2001,2.0,1,1,0,1,0,0,1,0.0,1,7,4,3,1,2,12,0
576,Nathan Silva,br  BRA,DF,Atlético Mineiro,24,1997,19.2,24,14,15,9,0,9,13,69.2,4,17,12,5,29,53,76,0
577,Ricardo Silva,br  BRA,DF,América (MG),29,1992,8.3,9,6,5,3,1,7,11,63.6,4,12,10,2,7,16,41,0
578,Miguel Silveira,br  BRA,"MF,FW",Bragantino,18,2003,6.3,12,6,6,2,4,5,15,33.3,10,9,0,9,1,13,2,0
579,Vinicius Silvestre,br  BRA,GK,Palmeiras,27,1994,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
580,Jailson Siqueira,br  BRA,MF,Palmeiras,26,1995,0.2,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0
581,Everton Soares,br  BRA,"FW,MF",Flamengo,25,1996,15.7,22,13,3,9,10,6,12,50.0,6,8,0,8,6,28,2,0
582,Tiquinho Soares,br  BRA,FW,Botafogo (RJ),31,1991,13.7,7,4,0,7,0,5,7,71.4,2,3,1,2,2,9,13,0
583,Fernando Sobral,br  BRA,MF,Ceará,27,1994,11.2,27,22,17,7,3,16,36,44.4,20,20,5,15,4,31,14,0
584,Yeferson Soteldo,ve  VEN,"FW,MF",Santos,24,1997,6.3,5,0,0,3,2,3,12,25.0,9,1,0,1,1,6,0,0
585,Yan Souto,br  BRA,DF,Goiás,20,2001,6.8,6,4,4,2,0,3,7,42.9,4,11,9,2,11,17,49,0
586,Hugo Souza,br  BRA,GK,Flamengo,23,1999,14.3,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,7,1
587,Igor Vinícius de Souza,br  BRA,"DF,FW",São Paulo,24,1997,12.9,42,24,20,15,7,18,37,48.6,19,11,3,8,12,54,13,0
588,Bruno Tabata,br  BRA,FW,Palmeiras,24,1997,5.2,,5,,,,,,,,,,,2,,,
589,Tadeu,br  BRA,GK,Goiás,29,1992,38.0,0,0,0,0,0,0,0,,0,2,0,2,2,2,17,0
590,Tailson,br  BRA,"FW,DF",Santos,22,1999,0.4,1,0,0,1,0,0,1,0.0,1,0,0,0,1,2,0,0
591,Taison,br  BRA,"MF,FW",Internacional,34,1988,8.1,8,7,3,5,0,5,15,33.3,10,5,0,5,7,15,3,0
592,Tchê Tchê,br  BRA,MF,Botafogo (RJ),29,1992,25.7,29,18,9,20,0,9,32,28.1,23,15,3,12,27,56,16,1
593,David Terans,uy  URU,MF,Atl Paranaense,27,1994,22.3,19,10,4,12,3,6,21,28.6,15,10,0,10,5,24,1,0
594,Miguel Terceros,bo  BOL,FW,Santos,17,2004,0.3,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
595,Thiago,br  BRA,GK,São Paulo,22,1999,2.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1
596,Guilherme Tinga,br  BRA,DF,Fortaleza,28,1993,13.1,32,17,22,9,1,21,28,75.0,7,10,7,3,19,51,49,0
597,Titi,br  BRA,DF,Fortaleza,33,1988,31.1,32,21,24,8,0,20,31,64.5,11,15,14,1,43,75,84,0
598,Igor Torres,br  BRA,"FW,MF",Fortaleza,21,2000,0.1,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
599,Jesús Trindade,uy  URU,MF,Coritiba,28,1993,14.6,34,17,17,15,2,16,34,47.1,18,15,4,11,10,44,12,0
