,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Min_Playing Time,Mn/MP_Playing Time,Min%_Playing Time,90s_Playing Time,Starts_Playing Time,Mn/Start_Starts,Compl_Starts,Subs_Subs,Mn/Sub_Subs,unSub_Subs,PPM_Team Success,onG_Team Success,onGA_Team Success,+/-_Team Success,+/-90_Team Success,On-Off_Team Success
180,Marouane Fellaini,be  BEL,MF,Manchester Utd,26,1987,27,1831,68,53.5,20.3,19,,14,8,,2,1.85,34,17,+17,+0.84,+0.38
181,Leroy Fer,nl  NED,MF,QPR,24,1990,29,2360,81,69.0,26.2,27,,17,2,,0,0.90,29,53,-24,-0.92,-0.32
182,Rio Ferdinand,eng  ENG,DF,QPR,35,1978,11,990,90,28.9,11.0,11,,11,0,,11,0.64,9,21,-12,-1.09,-0.39
183,Federico Fernández,ar  ARG,DF,Swansea City,25,1989,28,2475,88,72.4,27.5,27,,27,1,,1,1.43,31,37,-6,-0.22,-0.50
184,Fernandinho,br  BRA,"DF,MF",Manchester City,29,1985,33,2267,69,66.3,25.2,25,,12,8,,3,2.03,53,33,+20,+0.79,-1.16
185,Fernando,br  BRA,MF,Manchester City,27,1987,25,1879,75,54.9,20.9,22,,17,3,,6,2.24,44,17,+27,+1.29,+0.24
186,Facundo Ferreyra,ar  ARG,FW,Newcastle Utd,23,1991,0,,,,,0,,0,0,,3,,,,,,
187,Maynor Figueroa,hn  HON,DF,Hull City,31,1983,3,209,70,6.1,2.3,2,,1,1,,8,0.00,0,5,-5,-2.15,-1.79
188,Mathieu Flamini,fr  FRA,MF,Arsenal,30,1984,23,1460,63,42.7,16.2,15,,11,8,,9,2.00,29,21,+8,+0.49,-0.75
189,Jake Flannigan,eng  ENG,MF,Southampton,18,1996,0,,,,,0,,0,0,,2,,,,,,
190,Steven Fletcher,sco  SCO,FW,Sunderland,27,1987,30,1784,59,52.2,19.8,20,,12,10,,3,1.00,18,35,-17,-0.86,-0.58
191,José Fonte,pt  POR,DF,Southampton,30,1983,37,3330,90,97.4,37.0,37,,37,0,,0,1.54,51,32,+19,+0.51,-1.49
192,Fraser Forster,eng  ENG,GK,Southampton,26,1988,30,2623,87,76.7,29.1,30,,29,0,,0,1.77,40,21,+19,+0.65,+0.43
193,Ben Foster,eng  ENG,GK,West Brom,31,1983,28,2485,89,72.7,27.6,28,,27,0,,0,1.14,25,34,-9,-0.33,+0.06
194,Brad Friedel,us  USA,,Tottenham,43,1971,0,,,,,0,,0,0,,6,,,,,,
195,Zeki Fryers,eng  ENG,DF,Crystal Palace,21,1992,1,4,4,0.1,0.0,0,,0,1,,5,3.00,0,0,0,0.00,+0.11
196,Jay Fulton,sco  SCO,MF,Swansea City,20,1994,2,115,58,3.4,1.3,1,,1,1,,10,1.50,1,1,0,0.00,+0.08
197,Darnell Furlong,eng  ENG,DF,QPR,18,1995,3,225,75,6.6,2.5,3,,2,0,,3,0.00,2,7,-5,-2.00,-1.27
198,Sam Gallagher,eng  ENG,FW,Southampton,18,1995,0,,,,,0,,0,0,,1,,,,,,
199,Brendan Galloway,eng  ENG,DF,Everton,18,1996,2,173,87,5.1,1.9,2,,1,0,,0,1.50,2,2,0,0.00,+0.06
200,Cristian Gamboa,cr  CRC,"DF,MF",West Brom,24,1989,10,242,24,7.1,2.7,1,,1,9,,11,0.60,3,3,0,0.00,+0.37
201,Dominic Gape,eng  ENG,MF,Southampton,19,1994,1,2,2,0.1,0.0,0,,0,1,,1,3.00,0,0,0,0.00,-0.55
202,Luke Garbutt,eng  ENG,"DF,MF",Everton,21,1993,4,287,72,8.4,3.2,3,,3,1,,19,0.00,2,8,-6,-1.88,-2.00
203,Craig Gardner,eng  ENG,MF,West Brom,27,1986,35,2678,77,78.3,29.8,30,,19,5,,1,1.20,29,36,-7,-0.24,+0.49
204,Florin Gardoș,ro  ROU,"DF,MF",Southampton,25,1988,10,574,57,16.8,6.4,5,,3,5,,22,2.36,11,3,+8,+1.25,+0.84
205,Dwight Gayle,eng  ENG,FW,Crystal Palace,23,1990,25,1097,44,32.1,12.2,11,,4,14,,8,1.08,13,18,-5,-0.41,-0.45
206,Paulo Gazzaniga,ar  ARG,GK,Southampton,22,1992,2,180,90,5.3,2.0,2,,2,0,,6,1.50,6,3,+3,+1.50,+1.00
207,David de Gea,es  ESP,GK,Manchester Utd,23,1990,37,3313,90,96.9,36.8,37,,36,0,,0,1.86,62,36,+26,+0.71,+1.55
208,Steven Gerrard,eng  ENG,MF,Liverpool,34,1980,29,2236,77,65.4,24.8,25,,21,4,,1,1.41,33,39,-6,-0.24,-1.00
209,Emanuele Giaccherini,it  ITA,"FW,MF",Sunderland,29,1985,8,308,39,9.0,3.4,2,,0,6,,5,0.38,3,5,-2,-0.58,-0.01
210,Kieran Gibbs,eng  ENG,"DF,MF",Arsenal,24,1989,22,1659,75,48.5,18.4,18,,15,4,,13,1.95,32,22,+10,+0.54,-0.74
211,Darron Gibson,ie  IRL,MF,Everton,26,1987,9,416,46,12.2,4.6,3,,3,6,,7,1.22,8,8,0,0.00,+0.06
212,Carles Gil,es  ESP,"FW,MF",Aston Villa,21,1992,5,359,72,10.5,4.0,4,,3,1,,5,0.00,2,11,-9,-2.26,-1.76
213,Matt Gilks,sco  SCO,GK,Burnley,32,1982,0,,,,,0,,0,0,,38,,,,,,
214,Olivier Giroud,fr  FRA,FW,Arsenal,27,1986,27,1862,69,54.4,20.7,21,,10,6,,0,2.19,41,14,+27,+1.31,+0.84
215,Shay Given,ie  IRL,GK,Aston Villa,38,1976,3,270,90,7.9,3.0,3,,3,0,,34,2.00,5,8,-3,-1.00,-0.34
216,Jordi Gómez,es  ESP,MF,Sunderland,29,1985,29,1941,67,56.8,21.6,22,,14,7,,6,1.17,20,24,-4,-0.19,+0.91
217,Bafétimbi Gomis,fr  FRA,FW,Swansea City,28,1985,31,1648,53,48.2,18.3,18,,11,13,,4,1.39,17,26,-9,-0.49,-0.80
218,Yoan Gouffran,fr  FRA,"FW,MF",Newcastle Utd,28,1986,31,1965,63,57.5,21.8,24,,9,7,,6,1.00,21,44,-23,-1.05,-1.05
219,Danny Graham,eng  ENG,FW,Sunderland,28,1985,14,627,45,18.3,7.0,7,,1,7,,9,1.07,4,5,-1,-0.14,+0.53
220,Jake Gray,eng  ENG,MF,Crystal Palace,18,1995,0,,,,,0,,0,0,,1,,,,,,
221,Jack Grealish,eng  ENG,"FW,MF",Aston Villa,18,1995,17,821,48,24.0,9.1,7,,3,10,,11,1.47,12,18,-6,-0.66,+0.03
222,André Green,eng  ENG,"FW,MF",Aston Villa,16,1998,0,,,,,0,,0,0,,1,,,,,,
223,Robert Green,eng  ENG,GK,QPR,34,1980,36,3183,88,93.1,35.4,36,,35,0,,0,0.83,37,65,-28,-0.79,+0.35
224,Reece Grego-Cox,ie  IRL,"FW,MF",QPR,17,1996,4,144,36,4.2,1.6,1,,1,3,,4,0.75,3,5,-2,-1.25,-0.45
225,Russell Griffiths,eng  ENG,GK,Everton,18,1996,0,,,,,0,,0,0,,6,,,,,,
226,Matt Grimes,eng  ENG,MF,Swansea City,19,1995,3,44,15,1.3,0.5,0,,0,3,,6,2.00,2,1,+1,+2.05,+2.15
227,Adlène Guedioura,dz  ALG,MF,Crystal Palace,28,1985,7,127,18,3.7,1.4,0,,0,7,,2,2.29,4,2,+2,+1.42,+1.58
228,Jonás Gutiérrez,ar  ARG,MF,Newcastle Utd,31,1983,10,638,64,18.7,7.1,6,,6,4,,1,0.40,6,13,-7,-0.99,-0.47
229,Brad Guzan,us  USA,GK,Aston Villa,29,1984,34,3060,90,89.5,34.0,34,,34,0,,4,0.94,26,48,-22,-0.65,+0.35
230,Massadio Haïdara,ml  MLI,"DF,MF",Newcastle Utd,21,1992,15,1101,73,32.2,12.2,12,,11,3,,9,1.53,15,19,-4,-0.33,+0.41
231,Ben Hamer,eng  ENG,GK,Leicester City,26,1987,8,720,90,21.1,8.0,8,,8,0,,16,1.25,6,8,-2,-0.25,-0.02
232,Dean Hammond,eng  ENG,MF,Leicester City,31,1983,12,778,65,22.7,8.6,9,,3,3,,10,1.58,13,13,0,0.00,+0.31
233,Brede Hangeland,no  NOR,DF,Crystal Palace,33,1981,14,1173,84,34.3,13.0,12,,11,2,,17,1.00,13,18,-5,-0.38,-0.42
234,Raheem Hanley,kn  SKN,MF,Swansea City,20,1994,0,,,,,0,,0,0,,2,,,,,,
235,Steve Harper,eng  ENG,GK,Hull City,39,1975,10,852,85,24.9,9.5,10,,9,0,,20,1.10,7,10,-3,-0.32,+0.21
236,Joe Hart,eng  ENG,GK,Manchester City,27,1987,36,3240,90,94.7,36.0,36,,36,0,,2,2.03,76,34,+42,+1.17,-0.33
237,Eden Hazard,be  BEL,"FW,MF",Chelsea,23,1991,38,3367,89,98.5,37.4,38,,26,0,,0,2.29,71,30,+41,+1.10,+1.10
238,Tom Heaton,eng  ENG,GK,Burnley,28,1986,38,3420,90,100.0,38.0,38,,38,0,,0,0.87,28,53,-25,-0.66,
239,Jordan Henderson,eng  ENG,MF,Liverpool,24,1990,37,3256,88,95.2,36.2,36,,36,1,,0,1.68,51,45,+6,+0.17,+1.26
240,Wayne Hennessey,wal  WAL,GK,Crystal Palace,27,1987,3,216,72,6.3,2.4,2,,2,1,,35,2.33,4,2,+2,+0.83,+1.00
241,Karl Henry,eng  ENG,"DF,MF",QPR,31,1982,33,2504,76,73.2,27.8,27,,20,6,,4,0.82,32,51,-19,-0.68,+0.50
242,Rushian Hepburn-Murphy,eng  ENG,FW,Aston Villa,15,1998,1,8,8,0.2,0.1,0,,0,1,,0,3.00,0,0,0,0.00,+0.69
243,Chris Herd,au  AUS,"DF,MF",Aston Villa,25,1989,0,,,,,0,,0,0,,6,,,,,,
244,Abel Hernández,uy  URU,FW,Hull City,23,1990,25,1313,53,38.4,14.6,15,,6,10,,7,0.80,14,17,-3,-0.21,+0.44
245,Javier Hernández,mx  MEX,FW,Manchester Utd,26,1988,1,45,45,1.3,0.5,1,,0,0,,2,0.00,0,1,-1,-2.00,-2.69
246,Ander Herrera,es  ESP,MF,Manchester Utd,24,1989,26,1870,72,54.7,20.8,19,,14,7,,6,1.88,38,23,+15,+0.72,+0.14
247,Jake Hesketh,eng  ENG,"FW,MF",Southampton,18,1996,2,52,26,1.5,0.6,1,,0,1,,1,0.00,0,0,0,0.00,-0.56
248,Steven Hewitt,eng  ENG,MF,Burnley,20,1993,0,,,,,0,,0,0,,1,,,,,,
249,Tony Hibbert,eng  ENG,DF,Everton,33,1981,4,329,82,9.6,3.7,4,,2,0,,7,1.00,3,5,-2,-0.55,-0.55
250,Clint Hill,eng  ENG,DF,QPR,35,1978,19,1406,74,41.1,15.6,15,,11,4,,11,0.84,16,31,-15,-0.96,-0.25
251,Junior Hoilett,ca  CAN,"FW,MF",QPR,24,1990,22,886,40,25.9,9.8,9,,3,13,,11,0.77,7,22,-15,-1.52,-0.96
252,Lewis Holtby,de  GER,MF,Tottenham,23,1990,1,30,30,0.9,0.3,0,,0,1,,2,3.00,1,0,+1,+3.00,+2.89
253,George Honeyman,eng  ENG,MF,Sunderland,19,1994,0,,,,,0,,0,0,,1,,,,,,
254,Jos Hooiveld,nl  NED,"DF,MF",Southampton,31,1983,0,,,,,0,,0,0,,3,,,,,,
255,Tom Hopper,eng  ENG,FW,Leicester City,20,1993,0,,,,,0,,0,0,,2,,,,,,
256,Tim Howard,us  USA,GK,Everton,35,1979,32,2835,89,82.9,31.5,32,,31,0,,0,1.28,44,44,0,0.00,+0.31
257,Tom Huddlestone,eng  ENG,MF,Hull City,27,1986,31,2541,82,74.3,28.2,30,,23,1,,1,0.94,24,35,-11,-0.39,+0.33
258,Alan Hutton,sco  SCO,DF,Aston Villa,29,1984,30,2420,81,70.8,26.9,27,,26,3,,0,0.97,14,42,-28,-1.04,-1.22
259,Jordon Ibe,eng  ENG,"FW,MF",Liverpool,18,1995,12,617,51,18.0,6.9,7,,2,5,,1,1.75,9,7,+2,+0.29,+0.23
260,Brown Ideye,ng  NGA,FW,West Brom,25,1988,24,1301,54,38.0,14.5,13,,7,11,,9,1.17,13,17,-4,-0.28,+0.11
261,Tom Ince,eng  ENG,"FW,MF",Hull City,22,1992,7,301,43,8.8,3.3,3,,0,4,,2,1.00,3,4,-1,-0.30,+0.19
262,Danny Ings,eng  ENG,FW,Burnley,22,1992,35,3024,86,88.4,33.6,35,,24,0,,0,0.89,26,47,-21,-0.62,+0.28
263,Stephen Ireland,ie  IRL,MF,Stoke City,27,1986,17,933,55,27.3,10.4,11,,3,6,,10,1.59,10,15,-5,-0.48,-0.77
264,Lloyd Isgrove,wal  WAL,MF,Southampton,21,1993,1,9,9,0.3,0.1,0,,0,1,,6,0.00,0,0,0,0.00,-0.55
265,Mauricio Isla,cl  CHI,"DF,MF",QPR,26,1988,26,2130,82,62.3,23.7,24,,20,2,,4,0.88,30,43,-13,-0.55,+0.71
266,Branislav Ivanović,rs  SRB,DF,Chelsea,30,1984,38,3420,90,100.0,38.0,38,,37,0,,0,2.29,73,31,+42,+1.11,
267,Jussi Jääskeläinen,fi  FIN,GK,West Ham,39,1975,1,28,28,0.8,0.3,0,,0,1,,37,1.00,0,0,0,0.00,+0.08
268,Phil Jagielka,eng  ENG,"DF,MF",Everton,31,1982,37,3285,89,96.1,36.5,37,,36,0,,0,1.27,46,47,-1,-0.03,+0.64
269,Eldin Jakupović,ch  SUI,GK,Hull City,29,1984,3,228,76,6.7,2.5,2,,2,1,,8,0.67,1,2,-1,-0.39,+0.08
270,Matty James,eng  ENG,MF,Leicester City,23,1991,27,1895,70,55.4,21.1,20,,17,7,,3,1.07,25,33,-8,-0.38,-0.32
271,Reece James,eng  ENG,"DF,MF",Manchester Utd,20,1993,0,,,,,0,,0,0,,3,,,,,,
272,Daryl Janmaat,nl  NED,DF,Newcastle Utd,25,1989,37,3251,88,95.1,36.1,37,,32,0,,0,1.03,37,60,-23,-0.64,-0.64
273,Adnan Januzaj,be  BEL,"FW,MF",Manchester Utd,19,1995,18,856,48,25.0,9.5,7,,4,11,,17,1.56,13,10,+3,+0.32,-0.46
274,Matt Jarvis,eng  ENG,MF,West Ham,28,1986,11,416,38,12.2,4.6,4,,0,7,,15,1.27,2,5,-3,-0.65,-0.65
275,Mile Jedinak,au  AUS,MF,Crystal Palace,29,1984,24,2078,87,60.8,23.1,24,,20,0,,3,1.04,29,34,-5,-0.22,-0.28
276,Nikica Jelavić,hr  CRO,FW,Hull City,28,1985,26,1805,69,52.8,20.1,21,,12,5,,1,1.00,20,25,-5,-0.25,+0.48
277,Carl Jenkinson,eng  ENG,DF,West Ham,22,1992,32,2669,83,78.0,29.7,29,,28,3,,0,1.38,33,30,+3,+0.10,+0.82
278,Adam Johnson,eng  ENG,MF,Sunderland,27,1987,32,2079,65,60.8,23.1,23,,11,9,,1,1.00,15,28,-13,-0.56,+0.04
279,Andrew Johnson,eng  ENG,FW,Crystal Palace,33,1981,0,,,,,0,,0,0,,1,,,,,,
280,Glen Johnson,eng  ENG,DF,Liverpool,29,1984,19,1332,70,38.9,14.8,15,,13,4,,7,1.74,16,17,-1,-0.07,-0.28
281,Billy Jones,eng  ENG,DF,Sunderland,27,1987,14,1254,90,36.7,13.9,14,,12,0,,8,1.21,15,18,-3,-0.22,+0.57
282,Brad Jones,au  AUS,GK,Liverpool,32,1982,3,195,65,5.7,2.2,3,,2,0,,21,1.33,2,5,-3,-1.38,-1.58
283,David Jones,eng  ENG,MF,Burnley,29,1984,36,3201,89,93.6,35.6,36,,27,0,,0,0.89,25,47,-22,-0.62,+0.61
284,Phil Jones,eng  ENG,"DF,MF",Manchester Utd,22,1992,22,1876,85,54.9,20.8,22,,19,0,,2,1.77,34,18,+16,+0.77,+0.24
285,Siem de Jong,nl  NED,"FW,MF",Newcastle Utd,25,1989,4,149,37,4.4,1.7,1,,0,3,,1,0.50,3,2,+1,+0.60,+1.26
286,Stevan Jovetić,me  MNE,"FW,MF",Manchester City,24,1989,17,784,46,22.9,8.7,9,,0,8,,6,1.82,17,7,+10,+1.15,-0.05
287,Lukas Jutkiewicz,eng  ENG,FW,Burnley,25,1989,25,981,39,28.7,10.9,10,,4,15,,12,0.52,6,17,-11,-1.01,-0.49
288,Younès Kaboul,fr  FRA,DF,Tottenham,28,1986,11,990,90,28.9,11.0,11,,11,0,,4,1.27,14,16,-2,-0.18,-0.44
289,Shinji Kagawa,jp  JPN,"FW,MF",Manchester Utd,25,1989,0,,,,,0,,0,0,,2,,,,,,
290,Harry Kane,eng  ENG,FW,Tottenham,21,1993,34,2581,76,75.5,28.7,28,,22,6,,2,1.85,48,39,+9,+0.31,+0.74
291,Will Keane,eng  ENG,FW,Manchester Utd,21,1993,0,,,,,0,,0,0,,1,,,,,,
292,Martin Kelly,eng  ENG,"DF,MF",Crystal Palace,24,1990,31,2498,81,73.0,27.8,27,,23,4,,7,1.39,40,39,+1,+0.04,+0.52
293,Olivier Kemen,fr  FRA,MF,Newcastle Utd,18,1996,0,,,,,0,,0,0,,3,,,,,,
294,Michael Kightly,eng  ENG,"FW,MF",Burnley,28,1986,17,948,56,27.7,10.5,10,,1,7,,19,0.71,8,22,-14,-1.33,-0.93
295,Andy King,wal  WAL,MF,Leicester City,25,1988,24,1376,57,40.2,15.3,16,,12,8,,10,1.17,18,17,+1,+0.07,+0.51
296,Lewis Kinsella,eng  ENG,DF,Aston Villa,19,1994,0,,,,,0,,0,0,,2,,,,,,
297,Anthony Knockaert,fr  FRA,"FW,MF",Leicester City,22,1991,9,335,37,9.8,3.7,3,,2,6,,6,0.67,2,4,-2,-0.54,-0.33
298,Aleksandar Kolarov,rs  SRB,DF,Manchester City,28,1985,21,1489,71,43.5,16.5,16,,15,5,,9,2.19,41,12,+29,+1.75,+1.01
299,Vincent Kompany,be  BEL,DF,Manchester City,28,1986,25,2034,81,59.5,22.6,23,,21,2,,3,1.84,45,23,+22,+0.97,-0.52
300,Paul Konchesky,eng  ENG,"DF,FW",Leicester City,33,1981,26,2246,86,65.7,25.0,26,,20,0,,10,0.77,23,38,-15,-0.60,-1.06
301,Arouna Koné,ci  CIV,FW,Everton,30,1983,12,601,50,17.6,6.7,7,,2,5,,11,1.92,9,8,+1,+0.15,+0.25
302,Laurent Koscielny,fr  FRA,DF,Arsenal,28,1985,27,2287,85,66.9,25.4,26,,24,1,,3,2.11,45,19,+26,+1.02,+0.31
303,Cheikhou Kouyaté,sn  SEN,"DF,MF",West Ham,24,1989,31,2657,86,77.7,29.5,30,,24,1,,0,1.19,31,38,-7,-0.24,-0.71
304,Cole Kpekawa,eng  ENG,DF,QPR,18,1996,1,6,6,0.2,0.1,0,,0,1,,0,0.00,0,1,-1,-15.00,-14.21
305,Andrej Kramarić,hr  CRO,"FW,MF",Leicester City,23,1991,13,577,44,16.9,6.4,6,,2,7,,4,1.38,6,8,-2,-0.31,-0.09
306,Niko Kranjčar,hr  CRO,MF,QPR,29,1984,22,1119,51,32.7,12.4,11,,6,11,,8,0.91,19,28,-9,-0.72,+0.14
307,Bojan Krkić,es  ESP,"FW,MF",Stoke City,23,1990,16,1203,75,35.2,13.4,14,,6,2,,5,1.13,15,20,-5,-0.37,-0.70
308,Tim Krul,nl  NED,GK,Newcastle Utd,26,1988,30,2700,90,78.9,30.0,30,,30,0,,0,1.03,29,47,-18,-0.60,+0.03
309,Daniel Lafferty,nir  NIR,DF,Burnley,25,1989,1,17,17,0.5,0.2,0,,0,1,,2,3.00,0,0,0,0.00,+0.66
310,Adam Lallana,eng  ENG,"FW,MF",Liverpool,26,1988,27,1779,66,52.0,19.8,23,,8,4,,4,1.59,28,22,+6,+0.30,+0.41
311,Rickie Lambert,eng  ENG,FW,Liverpool,32,1982,25,839,34,24.5,9.3,7,,5,18,,11,1.36,15,11,+4,+0.43,+0.43
312,Érik Lamela,ar  ARG,"FW,MF",Tottenham,22,1992,33,2299,70,67.2,25.5,25,,16,8,,2,1.58,37,30,+7,+0.27,+0.43
313,Frank Lampard,eng  ENG,MF,Manchester City,36,1978,32,1002,31,29.3,11.1,10,,0,22,,1,2.16,28,7,+21,+1.89,+0.99
314,Seb Larsson,se  SWE,MF,Sunderland,29,1985,36,3051,85,89.2,33.9,36,,26,0,,0,1.03,26,43,-17,-0.50,+0.72
315,Tom Lawrence,wal  WAL,"FW,MF",Leicester City,20,1994,3,54,18,1.6,0.6,0,,0,3,,2,1.33,0,0,0,0.00,+0.24
316,Joe Ledley,wal  WAL,MF,Crystal Palace,27,1987,32,2571,80,75.2,28.6,30,,24,2,,2,1.34,31,39,-8,-0.28,-0.70
317,Ryan Ledson,eng  ENG,MF,Everton,16,1997,0,,,,,0,,0,0,,1,,,,,,
318,Elliot Lee,eng  ENG,"FW,MF",West Ham,19,1994,1,14,14,0.4,0.2,0,,0,1,,4,0.00,0,1,-1,-6.43,-6.38
319,Lucas Leiva,br  BRA,MF,Liverpool,27,1987,20,1313,66,38.4,14.6,16,,11,4,,6,1.90,23,20,+3,+0.21,+0.16
320,Joleon Lescott,eng  ENG,DF,West Brom,31,1982,34,3060,90,89.5,34.0,34,,34,0,,0,1.24,36,44,-8,-0.24,+1.01
321,Anders Lindegaard,dk  DEN,GK,Manchester Utd,30,1984,0,,,,,0,,0,0,,21,,,,,,
322,Jesse Lingard,eng  ENG,"FW,MF",Manchester Utd,21,1992,1,23,23,0.7,0.3,1,,0,0,,0,0.00,0,0,0,0.00,-0.66
323,Jake Livermore,eng  ENG,MF,Hull City,24,1989,35,3028,87,88.5,33.6,35,,30,0,,0,0.89,28,46,-18,-0.54,-0.54
324,Sebastian Lletget,us  USA,MF,West Ham,21,1992,0,,,,,0,,0,0,,1,,,,,,
325,Hugo Lloris,fr  FRA,GK,Tottenham,27,1986,35,3063,88,89.6,34.0,35,,34,0,,0,1.71,51,48,+3,+0.09,-0.42
326,Ruben Loftus-Cheek,eng  ENG,MF,Chelsea,18,1996,3,132,44,3.9,1.5,2,,0,1,,6,0.67,1,4,-3,-2.05,-3.25
327,Kevin Long,ie  IRL,DF,Burnley,23,1990,1,20,20,0.6,0.2,0,,0,1,,13,1.00,1,1,0,0.00,+0.66
328,Shane Long,ie  IRL,FW,Southampton,27,1987,32,1545,48,45.2,17.2,16,,5,16,,3,1.56,31,15,+16,+0.93,+0.69
329,Dejan Lovren,hr  CRO,DF,Liverpool,25,1989,26,2037,78,59.6,22.6,22,,21,4,,6,1.65,28,28,0,0.00,-0.26
330,Matthew Lowton,eng  ENG,DF,Aston Villa,25,1989,12,756,63,22.1,8.4,8,,7,4,,11,0.83,10,13,-3,-0.36,+0.42
331,Filipe Luís,br  BRA,DF,Chelsea,28,1985,15,942,63,27.5,10.5,9,,8,6,,20,2.07,21,12,+9,+0.86,-0.30
332,Romelu Lukaku,be  BEL,FW,Everton,21,1993,36,2870,80,83.9,31.9,32,,22,4,,0,1.19,41,40,+1,+0.03,+0.52
333,Matt Macey,eng  ENG,GK,Arsenal,19,1994,0,,,,,0,,0,0,,3,,,,,,
334,Harry Maguire,eng  ENG,DF,Hull City,21,1993,3,94,31,2.7,1.0,0,,0,3,,4,1.00,0,3,-3,-2.87,-2.47
335,Riyad Mahrez,dz  ALG,"FW,MF",Leicester City,23,1991,30,2079,69,60.8,23.1,25,,15,5,,4,1.07,28,31,-3,-0.13,+0.27
336,Ainsley Maitland-Niles,eng  ENG,"DF,FW",Arsenal,16,1997,1,1,1,0.0,0.0,0,,0,1,,3,3.00,0,0,0,0.00,-0.92
337,Mikael Mandron,fr  FRA,FW,Sunderland,19,1994,1,5,5,0.1,0.1,0,,0,1,,0,0.00,0,0,0,0.00,+0.58
338,Sadio Mané,sn  SEN,"FW,MF",Southampton,22,1992,30,2132,71,62.3,23.7,24,,15,6,,1,1.37,28,25,+3,+0.13,-1.13
339,Eliaquim Mangala,fr  FRA,DF,Manchester City,23,1991,25,2189,88,64.0,24.3,24,,23,1,,6,2.32,59,22,+37,+1.52,+0.94
340,Vito Mannone,it  ITA,GK,Sunderland,26,1988,10,900,90,26.3,10.0,10,,10,0,,28,0.80,9,20,-11,-1.10,-0.71
341,Javier Manquillo,es  ESP,DF,Liverpool,20,1994,10,759,76,22.2,8.4,10,,7,0,,12,1.70,14,11,+3,+0.36,+0.32
342,Adrian Mariappa,jm  JAM,DF,Crystal Palace,27,1986,12,843,70,24.6,9.4,8,,7,4,,11,0.92,8,13,-5,-0.53,-0.57
343,Lazar Marković,rs  SRB,"FW,MF",Liverpool,20,1994,19,934,49,27.3,10.4,11,,3,8,,14,1.83,13,11,+2,+0.19,+0.12
344,Dean Marney,eng  ENG,MF,Burnley,30,1984,20,1685,84,49.3,18.7,20,,17,0,,0,1.00,17,25,-8,-0.43,+0.45
345,Emiliano Martínez,ar  ARG,GK,Arsenal,21,1992,4,302,76,8.8,3.4,3,,3,1,,12,1.50,5,4,+1,+0.30,-0.68
346,Ryan Mason,eng  ENG,MF,Tottenham,23,1991,31,2312,75,67.6,25.7,29,,14,2,,0,1.74,37,36,+1,+0.04,-0.29
347,Juan Mata,es  ESP,"FW,MF",Manchester Utd,26,1988,33,2303,70,67.3,25.6,27,,15,6,,5,1.82,41,25,+16,+0.63,-0.10
348,Nemanja Matić,rs  SRB,MF,Chelsea,25,1988,36,3123,87,91.3,34.7,35,,33,1,,0,2.33,70,28,+42,+1.21,+1.51
349,Charalampos Mavrias,gr  GRE,"FW,MF",Sunderland,20,1994,0,,,,,0,,0,0,,8,,,,,,
350,Emmanuel Mayuka,zm  ZAM,FW,Southampton,23,1990,5,54,11,1.6,0.6,0,,0,5,,9,0.80,2,2,0,0.00,-0.56
351,Conor McAleny,eng  ENG,"FW,MF",Everton,21,1992,0,,,,,0,,0,0,,1,,,,,,
352,James McArthur,sco  SCO,MF,Crystal Palace,26,1987,32,2601,81,76.1,28.9,29,,20,3,,1,1.44,35,32,+3,+0.10,+0.87
353,Gareth McAuley,nir  NIR,DF,West Brom,34,1979,24,2072,86,60.6,23.0,24,,23,0,,13,1.29,24,28,-4,-0.17,+0.43
354,Alex McCarthy,eng  ENG,GK,QPR,24,1989,3,237,79,6.9,2.6,2,,2,1,,30,1.00,5,8,-3,-1.14,-0.35
355,James McCarthy,ie  IRL,MF,Everton,23,1990,28,2400,86,70.2,26.7,27,,23,1,,0,1.36,38,35,+3,+0.11,+0.55
356,Jason McCarthy,eng  ENG,DF,Southampton,18,1995,1,4,4,0.1,0.0,0,,0,1,,6,3.00,0,0,0,0.00,-0.55
357,Paddy McCarthy,ie  IRL,DF,Crystal Palace,31,1983,0,,,,,0,,0,0,,3,,,,,,
358,Aiden McGeady,ie  IRL,"FW,MF",Everton,28,1986,16,884,55,25.8,9.8,10,,1,6,,10,1.19,15,13,+2,+0.20,+0.35
359,Allan McGregor,sco  SCO,GK,Hull City,32,1982,26,2340,90,68.4,26.0,26,,26,0,,7,0.88,25,39,-14,-0.54,-0.21
360,Callum McManaman,eng  ENG,"FW,MF",West Brom,23,1991,8,345,43,10.1,3.8,5,,0,3,,4,1.25,4,8,-4,-1.04,-0.78
361,Paddy McNair,nir  NIR,"DF,MF",Manchester Utd,19,1995,16,1027,64,30.0,11.4,12,,7,4,,12,1.94,15,14,+1,+0.09,-0.81
362,Sam McQueen,eng  ENG,MF,Southampton,19,1995,0,,,,,0,,0,0,,3,,,,,,
363,Paul McShane,ie  IRL,DF,Hull City,28,1986,20,1694,85,49.5,18.8,19,,17,1,,4,1.00,16,22,-6,-0.32,+0.31
364,Ben Mee,eng  ENG,DF,Burnley,24,1989,33,2887,87,84.4,32.1,32,,30,1,,5,0.79,22,44,-22,-0.69,-0.18
365,Per Mertesacker,de  GER,DF,Arsenal,29,1984,35,3150,90,92.1,35.0,35,,35,0,,2,1.89,65,34,+31,+0.89,-0.45
