,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance,CrdR_Performance,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes,xG_Expected,npxG_Expected,xAG_Expected,npxG+xAG_Expected,xG_Per 90 Minutes,xAG_Per 90 Minutes,xG+xAG_Per 90 Minutes,npxG_Per 90 Minutes,npxG+xAG_Per 90 Minutes
361,Pere Milla,es  ESP,"MF,FW",Elche,28,1992,32,17,1644,18.3,8,3,8,0,0,4,0,0.44,0.16,0.60,0.44,0.60,4.6,4.6,1.5,6.1,0.25,0.08,0.34,0.25,0.34
362,Santi Mina,es  ESP,FW,Celta Vigo,25,1995,33,30,2367,26.3,7,3,7,0,1,4,0,0.27,0.11,0.38,0.27,0.38,8.4,7.6,2.9,10.5,0.32,0.11,0.43,0.29,0.40
363,Óscar Mingueza,es  ESP,DF,Barcelona,22,1999,19,9,894,9.9,0,1,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,0.3,0.3,0.8,1.1,0.03,0.08,0.11,0.03,0.11
364,Rafa Mir,es  ESP,FW,Sevilla,24,1997,34,18,1808,20.1,10,0,10,0,0,6,0,0.50,0.00,0.50,0.50,0.50,8.7,8.7,0.4,9.1,0.44,0.02,0.45,0.44,0.45
365,Jorge Miramón,es  ESP,DF,Levante,32,1989,29,22,1977,22.0,1,0,1,0,0,5,0,0.05,0.00,0.05,0.05,0.05,0.5,0.5,1.3,1.7,0.02,0.06,0.08,0.02,0.08
366,Juan Miranda,es  ESP,DF,Betis,21,2000,13,9,783,8.7,0,2,0,0,0,3,0,0.00,0.23,0.23,0.00,0.23,0.2,0.2,1.5,1.7,0.03,0.17,0.20,0.03,0.20
367,Stefan Mitrović,rs  SRB,DF,Getafe,31,1990,32,31,2667,29.6,0,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.01,0.00,0.01,0.01,0.01
368,Luka Modrić,hr  CRO,MF,Real Madrid,35,1985,28,25,2032,22.6,2,8,1,1,1,4,0,0.09,0.35,0.44,0.04,0.40,2.5,1.7,5.2,6.9,0.11,0.23,0.34,0.08,0.31
369,Johan Mojica,co  COL,DF,Elche,28,1992,33,32,2855,31.7,2,5,2,0,0,4,1,0.06,0.16,0.22,0.06,0.22,0.9,0.9,4.3,5.3,0.03,0.14,0.17,0.03,0.17
370,Jorge Molina,es  ESP,FW,Granada,39,1982,35,19,1966,21.8,10,5,10,0,1,2,0,0.46,0.23,0.69,0.46,0.69,7.0,6.2,4.0,10.2,0.32,0.18,0.50,0.29,0.47
371,Jon Moncayola,es  ESP,MF,Osasuna,23,1998,36,33,2915,32.4,2,3,2,0,0,2,0,0.06,0.09,0.15,0.06,0.15,2.6,2.6,1.8,4.4,0.08,0.06,0.14,0.08,0.14
372,Monchu,es  ESP,MF,Granada,21,1999,14,7,668,7.4,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.7,1.3,0.07,0.10,0.17,0.07,0.17
373,Gonzalo Montiel,ar  ARG,DF,Sevilla,24,1997,18,15,1066,11.8,1,2,1,0,0,7,0,0.08,0.17,0.25,0.08,0.25,0.4,0.4,1.6,2.0,0.03,0.14,0.17,0.03,0.17
374,Ángel Montoro,es  ESP,MF,Granada,33,1988,24,13,1331,14.8,1,1,1,0,0,5,0,0.07,0.07,0.14,0.07,0.14,2.3,2.3,1.9,4.2,0.15,0.13,0.28,0.15,0.28
375,Martín Montoya,es  ESP,DF,Betis,30,1991,6,6,518,5.8,0,1,0,0,0,2,0,0.00,0.17,0.17,0.00,0.17,0.4,0.4,1.1,1.5,0.06,0.19,0.26,0.06,0.26
376,Jon Morcillo,es  ESP,"MF,FW",Athletic Club,22,1998,7,0,54,0.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.45,0.00,0.45,0.45,0.45
377,Alberto Moreno,es  ESP,"MF,DF",Villarreal,29,1992,24,13,1223,13.6,3,2,3,0,0,3,0,0.22,0.15,0.37,0.22,0.37,3.3,3.3,1.9,5.3,0.25,0.14,0.39,0.25,0.39
378,Álex Moreno,es  ESP,DF,Betis,28,1993,30,28,2404,26.7,5,3,5,0,0,3,1,0.19,0.11,0.30,0.19,0.30,3.5,3.5,2.1,5.6,0.13,0.08,0.21,0.13,0.21
379,Gerard Moreno,es  ESP,FW,Villarreal,29,1992,17,14,1191,13.2,9,3,8,1,2,2,0,0.68,0.23,0.91,0.60,0.83,7.9,6.3,5.5,11.8,0.59,0.42,1.01,0.47,0.89
380,Tete Morente,es  ESP,MF,Elche,24,1996,32,18,1632,18.1,3,3,3,0,0,4,0,0.17,0.17,0.33,0.17,0.33,3.9,3.9,2.1,5.9,0.21,0.11,0.33,0.21,0.33
381,Ilaix Moriba,gn  GUI,MF,Valencia,18,2003,14,9,818,9.1,0,0,0,0,0,9,1,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.3,1.2,0.11,0.03,0.14,0.11,0.14
382,Manu Morlanes,es  ESP,MF,Espanyol,22,1999,27,11,1144,12.7,2,0,2,0,0,6,1,0.16,0.00,0.16,0.16,0.16,0.8,0.8,0.4,1.2,0.06,0.03,0.10,0.06,0.10
383,Cristhian Mosquera,co  COL,DF,Valencia,17,2004,6,3,212,2.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.10,0.00,0.10,0.10,0.10
384,Toni Moya,es  ESP,MF,Alavés,23,1998,28,17,1386,15.4,0,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,1.3,1.3,2.1,3.4,0.08,0.14,0.22,0.08,0.22
385,Iker Muniain,es  ESP,MF,Athletic Club,28,1992,35,34,2785,30.9,4,10,3,1,3,3,0,0.13,0.32,0.45,0.10,0.42,6.9,4.4,10.5,14.9,0.22,0.34,0.56,0.14,0.48
386,Aihen Muñoz,es  ESP,DF,Real Sociedad,23,1997,20,15,1342,14.9,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.6,0.02,0.03,0.05,0.01,0.04
387,Jeison Murillo,co  COL,DF,Celta Vigo,29,1992,19,12,1117,12.4,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.6,0.05,0.00,0.05,0.05,0.05
388,Vedat Muriqi,xk  KVX,FW,Mallorca,27,1994,16,16,1438,16.0,5,3,3,2,2,6,0,0.31,0.19,0.50,0.19,0.38,6.0,4.4,1.7,6.1,0.38,0.10,0.48,0.28,0.38
389,Yunus Musah,us  USA,"MF,FW",Valencia,18,2002,29,13,1259,14.0,1,0,1,0,0,5,0,0.07,0.00,0.07,0.07,0.07,0.7,0.7,1.3,2.0,0.05,0.10,0.15,0.05,0.15
390,Shkodran Mustafi,de  GER,DF,Levante,29,1992,11,8,658,7.3,1,0,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14,0.2,0.2,0.0,0.2,0.03,0.00,0.03,0.03,0.03
391,Nacho,es  ESP,DF,Real Madrid,31,1990,28,17,1555,17.3,3,0,3,0,0,7,0,0.17,0.00,0.17,0.17,0.17,1.6,1.6,0.6,2.1,0.09,0.03,0.12,0.09,0.12
392,Roberto Navarro,es  ESP,"MF,FW",Real Sociedad,19,2002,6,3,199,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.6,0.26,0.03,0.29,0.26,0.29
393,Ximo Navarro,es  ESP,DF,Alavés,31,1990,18,16,1347,15.0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.6,1.4,0.05,0.04,0.09,0.05,0.09
394,Jesús Navas,es  ESP,DF,Sevilla,35,1985,25,19,1786,19.8,0,3,0,0,0,4,0,0.00,0.15,0.15,0.00,0.15,0.5,0.5,4.4,5.0,0.03,0.22,0.25,0.03,0.25
395,Álvaro Negredo,es  ESP,FW,Cádiz,35,1985,34,24,2157,24.0,7,2,5,2,3,3,0,0.29,0.08,0.38,0.21,0.29,8.5,6.1,2.8,8.9,0.35,0.12,0.47,0.26,0.37
396,Neto,br  BRA,GK,Barcelona,32,1989,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.03,0.03,0.00,0.03
397,Carlos Neva,es  ESP,DF,Granada,25,1996,26,24,2108,23.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,1.1,1.9,0.03,0.05,0.08,0.03,0.08
398,Saúl Ñíguez,es  ESP,"FW,MF",Atlético Madrid,26,1994,3,2,201,2.2,0,1,0,0,0,0,0,0.00,0.45,0.45,0.00,0.45,0.2,0.2,0.2,0.4,0.10,0.08,0.19,0.10,0.19
399,Fernando Niño,es  ESP,FW,Mallorca,20,2000,23,9,884,9.8,2,0,2,0,0,2,0,0.20,0.00,0.20,0.20,0.20,3.9,3.9,0.6,4.5,0.40,0.06,0.46,0.40,0.46
400,Peru Nolaskoain,es  ESP,DF,Athletic Club,22,1998,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
401,Nolito,es  ESP,MF,Celta Vigo,34,1986,32,15,1384,15.4,2,0,2,0,0,2,0,0.13,0.00,0.13,0.13,0.13,3.1,3.1,2.1,5.2,0.20,0.14,0.34,0.20,0.34
402,Randy Ntekja,fr  FRA,"FW,MF",Rayo Vallecano,23,1997,34,16,1462,16.2,3,0,3,0,0,2,0,0.18,0.00,0.18,0.18,0.18,3.7,3.7,1.7,5.4,0.23,0.11,0.33,0.23,0.33
403,Unai Núñez,es  ESP,DF,Athletic Club,24,1997,9,7,622,6.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.2,1.0,0.12,0.03,0.15,0.12,0.15
404,Allan Nyom,cm  CMR,DF,Getafe,33,1988,5,3,244,2.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.05,0.05,0.00,0.05
405,Jan Oblak,si  SVN,GK,Atlético Madrid,28,1993,38,38,3420,38.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
406,Lucas Ocampos,ar  ARG,FW,Sevilla,27,1994,30,23,2125,23.6,6,4,6,0,0,7,0,0.25,0.17,0.42,0.25,0.42,6.4,6.4,2.2,8.6,0.27,0.09,0.36,0.27,0.36
407,Lucas Olaza,uy  URU,DF,Elche,27,1994,5,3,295,3.3,1,0,1,0,0,1,0,0.31,0.00,0.31,0.31,0.31,0.8,0.8,0.4,1.2,0.25,0.11,0.36,0.25,0.36
408,Oier Olazábal,es  ESP,GK,Espanyol,31,1989,2,1,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
409,Brian Oliván,es  ESP,DF,Mallorca,27,1994,28,24,2189,24.3,1,0,1,0,1,7,0,0.04,0.00,0.04,0.04,0.04,2.0,1.2,2.7,4.0,0.08,0.11,0.20,0.05,0.16
410,Mathías Olivera,uy  URU,DF,Getafe,23,1997,32,32,2803,31.1,1,3,1,0,0,10,0,0.03,0.10,0.13,0.03,0.13,2.3,2.0,2.7,4.7,0.08,0.09,0.16,0.06,0.15
411,Javier Ontiveros,es  ESP,"FW,MF",Osasuna,23,1997,3,0,39,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.22,0.00,0.22,0.22,0.22
412,Pedro Ortiz,es  ESP,MF,Sevilla,20,2000,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.6,1.87,5.34,7.21,1.87,7.21
413,Milutin Osmajić,me  MNE,"FW,MF",Cádiz,22,1999,10,2,257,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.17,0.00,0.17,0.17,0.17
414,Jesús Owono,gq  EQG,GK,Alavés,20,2001,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
415,Mikel Oyarzabal,es  ESP,"FW,MF",Real Sociedad,24,1997,22,19,1671,18.6,9,3,5,4,5,0,1,0.48,0.16,0.65,0.27,0.43,9.8,5.9,4.2,10.1,0.53,0.23,0.76,0.32,0.54
416,Fernando Pacheco,es  ESP,GK,Alavés,29,1992,34,34,3053,33.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.5,0.00,0.01,0.01,0.00,0.01
417,Jon Pacheco,es  ESP,DF,Real Sociedad,20,2001,10,4,381,4.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
418,Helibelton Palacios,co  COL,DF,Elche,28,1993,26,22,1931,21.5,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.00,0.01,0.01,0.00,0.01
419,Isaac Palazón Camacho,es  ESP,"FW,MF",Rayo Vallecano,26,1994,34,27,2288,25.4,2,4,2,0,0,7,0,0.08,0.16,0.24,0.08,0.24,3.7,3.7,4.0,7.7,0.15,0.16,0.30,0.15,0.30
420,Daniel Parejo,es  ESP,MF,Villarreal,32,1989,33,32,2704,30.0,2,10,1,1,1,3,0,0.07,0.33,0.40,0.03,0.37,1.7,0.9,8.0,8.9,0.06,0.27,0.32,0.03,0.30
421,Raúl Parra,es  ESP,DF,Cádiz,21,1999,2,1,88,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
422,Javier Pastore,ar  ARG,"MF,FW",Elche,32,1989,13,6,525,5.8,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.8,1.3,0.09,0.14,0.23,0.09,0.23
423,Gabriel Paulista,br  BRA,DF,Valencia,30,1990,19,19,1592,17.7,2,1,2,0,0,2,0,0.11,0.06,0.17,0.11,0.17,1.0,1.0,0.4,1.4,0.06,0.02,0.08,0.06,0.08
424,Alfonso Pedraza,es  ESP,DF,Villarreal,25,1996,28,19,1701,18.9,4,4,4,0,0,2,0,0.21,0.21,0.42,0.21,0.42,2.0,2.0,4.4,6.4,0.11,0.23,0.34,0.11,0.34
425,Pedri,es  ESP,MF,Barcelona,18,2002,12,10,885,9.8,3,1,3,0,0,0,0,0.31,0.10,0.41,0.31,0.41,1.4,1.4,1.2,2.5,0.14,0.12,0.26,0.14,0.26
426,Pedrosa,es  ESP,DF,Espanyol,23,1998,31,31,2720,30.2,1,1,1,0,0,8,0,0.03,0.03,0.07,0.03,0.07,1.6,1.6,1.6,3.2,0.05,0.05,0.11,0.05,0.11
427,Facundo Pellistri,uy  URU,"MF,FW",Alavés,19,2001,21,6,672,7.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.6,1.4,0.12,0.07,0.19,0.12,0.19
428,Rubén Peña,es  ESP,"MF,FW",Villarreal,30,1991,7,1,132,1.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.0,1.3,0.17,0.71,0.87,0.17,0.87
429,Alberto Perea,es  ESP,MF,Cádiz,30,1990,18,8,777,8.6,0,1,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12,1.5,1.5,0.9,2.4,0.18,0.10,0.28,0.18,0.28
430,Victor Perea,es  ESP,DF,Espanyol,21,2000,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
431,Iñigo Pérez,es  ESP,MF,Osasuna,33,1988,10,4,338,3.8,1,0,1,0,0,0,0,0.27,0.00,0.27,0.27,0.27,0.2,0.2,0.9,1.1,0.04,0.24,0.28,0.04,0.28
432,Juan Pérez,es  ESP,GK,Osasuna,25,1996,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
433,Kike Pérez,es  ESP,"MF,FW",Elche,24,1997,12,5,519,5.8,2,0,2,0,0,1,0,0.35,0.00,0.35,0.35,0.35,1.0,1.0,1.2,2.2,0.18,0.21,0.38,0.18,0.38
434,Njegoš Petrović,rs  SRB,MF,Granada,22,1999,15,10,918,10.2,0,1,0,0,0,5,0,0.00,0.10,0.10,0.00,0.10,0.9,0.9,0.2,1.0,0.09,0.02,0.10,0.09,0.10
435,Alex Petxa,es  ESP,"DF,MF",Athletic Club,24,1997,17,1,412,4.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.4,0.03,0.05,0.09,0.03,0.09
436,Germán Pezzella,ar  ARG,DF,Betis,30,1991,23,22,1988,22.1,1,0,1,0,0,5,1,0.05,0.00,0.05,0.05,0.05,1.6,1.6,0.0,1.6,0.07,0.00,0.07,0.07,0.07
437,Pablo Piatti,ar  ARG,"MF,FW",Elche,32,1989,10,3,312,3.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.7,0.06,0.14,0.20,0.06,0.20
438,Cristiano Piccini,it  ITA,DF,Valencia,28,1992,6,3,322,3.6,1,0,1,0,0,1,0,0.28,0.00,0.28,0.28,0.28,0.3,0.3,0.2,0.5,0.08,0.07,0.15,0.08,0.15
439,Tomás Pina Isla,es  ESP,MF,Alavés,33,1987,29,16,1444,16.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.7,0.03,0.02,0.04,0.03,0.04
440,Orbelín Pineda,mx  MEX,"MF,FW",Celta Vigo,25,1996,7,0,99,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.8,0.65,0.07,0.72,0.65,0.72
441,Yeremi Pino,es  ESP,"MF,FW",Villarreal,18,2002,31,21,1678,18.6,6,4,6,0,0,2,0,0.32,0.21,0.54,0.32,0.54,6.4,6.4,3.7,10.1,0.34,0.20,0.54,0.34,0.54
442,Gerard Piqué,es  ESP,DF,Barcelona,34,1987,27,25,2092,23.2,1,0,1,0,0,10,1,0.04,0.00,0.04,0.04,0.04,2.1,2.1,0.6,2.7,0.09,0.03,0.12,0.09,0.12
443,Ezequiel Ponce,ar  ARG,FW,Elche,24,1997,13,5,667,7.4,1,0,1,0,0,1,1,0.13,0.00,0.13,0.13,0.13,2.4,2.4,0.4,2.8,0.33,0.05,0.38,0.33,0.38
444,Pere Pons,es  ESP,MF,Alavés,28,1993,27,17,1366,15.2,1,0,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,1.7,1.7,1.0,2.7,0.11,0.07,0.18,0.11,0.18
445,Portu,es  ESP,"FW,MF",Real Sociedad,29,1992,37,17,1590,17.7,1,2,0,1,1,5,0,0.06,0.11,0.17,0.00,0.11,3.2,2.4,2.4,4.8,0.18,0.14,0.32,0.14,0.27
446,Sergio Postigo,es  ESP,DF,Levante,32,1988,13,10,848,9.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.3,0.01,0.02,0.03,0.01,0.03
447,Darío Poveda,es  ESP,"FW,MF",Getafe,24,1997,15,3,380,4.2,1,0,1,0,0,0,0,0.24,0.00,0.24,0.24,0.24,0.3,0.3,0.1,0.4,0.08,0.02,0.10,0.08,0.10
448,José Pozo,es  ESP,"MF,DF",Rayo Vallecano,25,1996,5,0,72,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.6,0.23,0.48,0.71,0.23,0.71
449,Abdón Prats,es  ESP,FW,Mallorca,28,1992,23,6,641,7.1,3,0,3,0,0,3,0,0.42,0.00,0.42,0.42,0.42,2.1,2.1,0.8,2.9,0.30,0.11,0.41,0.30,0.41
450,Alejandro Primo,es  ESP,GK,Levante,17,2004,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
451,Javi Puado,es  ESP,"MF,FW",Espanyol,23,1998,30,26,2245,24.9,4,1,4,0,0,5,0,0.16,0.04,0.20,0.16,0.20,5.1,5.1,1.3,6.4,0.20,0.05,0.26,0.20,0.26
452,Pubill,es  ESP,"DF,MF",Levante,18,2003,11,5,512,5.7,0,1,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18,1.3,1.3,1.1,2.5,0.23,0.20,0.43,0.23,0.43
453,Antonio Puertas,es  ESP,"MF,FW",Granada,29,1992,33,25,2261,25.1,6,1,6,0,0,4,0,0.24,0.04,0.28,0.24,0.28,4.2,4.2,1.5,5.7,0.17,0.06,0.23,0.17,0.23
454,Riqui Puig,es  ESP,MF,Barcelona,21,1999,15,2,487,5.4,1,0,1,0,0,0,0,0.18,0.00,0.18,0.18,0.18,0.9,0.9,0.3,1.2,0.17,0.05,0.22,0.17,0.22
455,Yacine Qasmi,ma  MAR,FW,Rayo Vallecano,30,1991,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
456,Quini,es  ESP,DF,Granada,31,1989,32,27,2304,25.6,0,1,0,0,0,11,0,0.00,0.04,0.04,0.00,0.04,0.8,0.8,1.5,2.2,0.03,0.06,0.09,0.03,0.09
457,Uroš Račić,rs  SRB,MF,Valencia,23,1998,28,13,1206,13.4,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.5,1.8,0.09,0.04,0.13,0.09,0.13
458,Nemanja Radoja,rs  SRB,MF,Levante,28,1993,19,17,1214,13.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.6,0.9,0.03,0.05,0.07,0.03,0.07
459,Rafinha,br  BRA,MF,Real Sociedad,28,1993,17,13,1050,11.7,1,0,1,0,0,3,0,0.09,0.00,0.09,0.09,0.09,2.6,2.6,0.6,3.2,0.22,0.05,0.27,0.22,0.27
460,Antonio Raillo,es  ESP,DF,Mallorca,29,1991,17,17,1530,17.0,2,0,2,0,0,8,0,0.12,0.00,0.12,0.12,0.12,0.9,0.9,0.0,0.9,0.05,0.00,0.05,0.05,0.05
461,Ivan Rakitić,hr  CRO,MF,Sevilla,33,1988,35,26,2182,24.2,4,6,3,1,2,5,0,0.16,0.25,0.41,0.12,0.37,3.6,2.0,3.3,5.3,0.15,0.14,0.29,0.08,0.22
462,Jonás Ramalho,es  ESP,DF,Osasuna,28,1993,3,3,243,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03
463,Sandro Ramírez,es  ESP,FW,Getafe,26,1995,29,19,1462,16.2,3,0,3,0,0,7,0,0.18,0.00,0.18,0.18,0.18,3.9,3.9,1.0,4.9,0.24,0.06,0.30,0.24,0.30
464,Raúl,es  ESP,"FW,DF",Betis,20,2000,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
465,Lluís Recasens,es  ESP,DF,Espanyol,19,2002,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
466,Manolo Reina,es  ESP,GK,Mallorca,36,1985,21,21,1890,21.0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
467,Karim Rekik,nl  NED,DF,Sevilla,26,1994,18,11,1098,12.2,0,2,0,0,0,2,0,0.00,0.16,0.16,0.00,0.16,0.4,0.4,0.4,0.7,0.03,0.03,0.06,0.03,0.06
468,Álex Remiro,es  ESP,GK,Real Sociedad,26,1995,35,35,3150,35.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
469,Nico Ribaudo,es  ESP,"MF,FW",Espanyol,20,2001,31,7,1116,12.4,2,0,2,0,0,5,1,0.16,0.00,0.16,0.16,0.16,1.2,1.2,1.6,2.8,0.10,0.13,0.22,0.10,0.22
470,Diego Rico,es  ESP,DF,Real Sociedad,28,1993,21,19,1644,18.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,1.1,1.5,0.03,0.06,0.08,0.03,0.08
471,Sergio Rico,es  ESP,GK,Mallorca,27,1993,14,14,1260,14.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
472,Luis Rioja,es  ESP,"MF,FW",Alavés,27,1993,37,36,3111,34.6,1,3,1,0,0,3,0,0.03,0.09,0.12,0.03,0.12,3.8,3.8,5.2,9.0,0.11,0.15,0.26,0.11,0.26
473,Rober,es  ESP,DF,Levante,26,1995,27,21,2010,22.3,1,0,1,0,0,5,1,0.04,0.00,0.04,0.04,0.04,1.4,1.4,0.3,1.7,0.06,0.01,0.07,0.06,0.07
474,Sergi Roberto,es  ESP,"MF,DF",Barcelona,29,1992,9,4,400,4.4,2,1,2,0,0,1,0,0.45,0.23,0.68,0.45,0.68,1.5,1.5,0.5,2.0,0.33,0.11,0.44,0.33,0.44
475,Rubén Rochina,es  ESP,"MF,FW",Granada,30,1991,15,8,743,8.3,1,3,1,0,0,3,0,0.12,0.36,0.48,0.12,0.48,0.7,0.7,1.0,1.8,0.09,0.12,0.21,0.09,0.21
476,Enzo Roco,cl  CHI,DF,Elche,28,1992,30,29,2552,28.4,1,0,1,0,0,10,0,0.04,0.00,0.04,0.04,0.04,1.2,1.2,0.2,1.4,0.04,0.01,0.05,0.04,0.05
477,Rodrigo,es  ESP,FW,Betis,21,2000,21,10,881,9.8,1,2,1,0,0,1,0,0.10,0.20,0.31,0.10,0.31,1.4,1.4,2.2,3.6,0.14,0.23,0.37,0.14,0.37
478,Kévin Rodrigues,pt  POR,"DF,FW",Rayo Vallecano,27,1994,13,5,435,4.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.03,0.02,0.05,0.03,0.05
479,Ángel Rodríguez,es  ESP,"FW,MF",Mallorca,34,1987,29,19,1544,17.2,4,2,4,0,0,4,0,0.23,0.12,0.35,0.23,0.35,4.6,4.6,1.1,5.7,0.27,0.06,0.33,0.27,0.33
480,Dani Rodríguez,es  ESP,"MF,FW",Mallorca,33,1988,36,33,2832,31.5,3,3,3,0,0,7,0,0.10,0.10,0.19,0.10,0.19,3.4,3.4,3.5,6.9,0.11,0.11,0.22,0.11,0.22
481,Guido Rodríguez,ar  ARG,MF,Betis,27,1994,32,29,2529,28.1,1,2,1,0,0,9,1,0.04,0.07,0.11,0.04,0.11,1.2,1.2,0.9,2.1,0.04,0.03,0.07,0.04,0.07
482,Rodrygo,br  BRA,FW,Real Madrid,20,2001,33,17,1523,16.9,4,4,4,0,0,4,0,0.24,0.24,0.47,0.24,0.47,3.5,3.5,3.1,6.6,0.21,0.19,0.39,0.21,0.39
