,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance,CrdR_Performance,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes,xG_Expected,npxG_Expected,xAG_Expected,npxG+xAG_Expected,xG_Per 90 Minutes,xAG_Per 90 Minutes,xG+xAG_Per 90 Minutes,npxG_Per 90 Minutes,npxG+xAG_Per 90 Minutes
119,Álex Collado,es  ESP,"MF,FW",Granada,22,1999,17,13,1020,11.3,2,1,2,0,0,1,0,0.18,0.09,0.26,0.18,0.26,1.1,1.1,1.2,2.3,0.10,0.10,0.20,0.10,0.20
120,Eray Cömert,ch  SUI,DF,Valencia,23,1998,8,5,408,4.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.09,0.02,0.11,0.09,0.11
121,Santi Comesaña,es  ESP,MF,Rayo Vallecano,24,1996,35,32,2682,29.8,1,2,1,0,0,12,1,0.03,0.07,0.10,0.03,0.10,3.9,3.9,2.4,6.3,0.13,0.08,0.21,0.13,0.21
122,Diego Conde,es  ESP,GK,Getafe,22,1998,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
123,Francis Coquelin,fr  FRA,MF,Villarreal,30,1991,20,8,830,9.2,2,1,2,0,0,3,0,0.22,0.11,0.33,0.22,0.33,0.4,0.4,0.9,1.2,0.04,0.09,0.13,0.04,0.13
124,Jesús Corona,mx  MEX,"FW,DF",Sevilla,28,1993,18,12,1157,12.9,2,4,2,0,0,2,0,0.16,0.31,0.47,0.16,0.47,2.2,2.2,3.1,5.3,0.17,0.24,0.41,0.17,0.41
125,Ángel Correa,ar  ARG,"FW,MF",Atlético Madrid,26,1995,36,21,1856,20.6,12,5,12,0,0,3,1,0.58,0.24,0.82,0.58,0.82,7.6,7.6,4.4,12.0,0.37,0.21,0.58,0.37,0.58
126,Thierry Correia,pt  POR,DF,Valencia,22,1999,19,18,1414,15.7,0,1,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,0.2,0.2,0.7,0.9,0.01,0.04,0.06,0.01,0.06
127,Hélder Costa,ao  ANG,"MF,FW",Valencia,27,1994,22,13,1118,12.4,0,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,0.5,0.5,2.3,2.8,0.04,0.18,0.22,0.04,0.22
128,Jaume Costa,es  ESP,DF,Mallorca,33,1988,25,21,1828,20.3,0,4,0,0,0,5,1,0.00,0.20,0.20,0.00,0.20,0.6,0.6,2.4,3.0,0.03,0.12,0.15,0.03,0.15
129,Thibaut Courtois,be  BEL,GK,Real Madrid,29,1992,36,36,3240,36.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
130,Philippe Coutinho,br  BRA,"MF,FW",Barcelona,29,1992,12,5,503,5.6,2,0,1,1,1,1,0,0.36,0.00,0.36,0.18,0.18,3.3,2.6,0.2,2.7,0.60,0.04,0.63,0.46,0.49
131,Cristo,es  ESP,DF,Real Sociedad,21,2000,1,0,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.06,0.13,0.19,0.06,0.19
132,Juan Cruz Armada,es  ESP,DF,Osasuna,29,1992,23,22,1934,21.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.3,0.01,0.00,0.01,0.01,0.01
133,Marc Cucurella,es  ESP,"MF,DF",Getafe,23,1998,1,0,23,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.24,0.49,0.73,0.24,0.73
134,Jorge Cuenca,es  ESP,DF,Getafe,21,1999,32,31,2683,29.8,1,0,1,0,0,6,2,0.03,0.00,0.03,0.03,0.03,1.1,1.1,0.1,1.2,0.04,0.00,0.04,0.04,0.04
135,Matheus Cunha,br  BRA,FW,Atlético Madrid,22,1999,29,8,1063,11.8,6,4,6,0,0,3,0,0.51,0.34,0.85,0.51,0.85,6.0,6.0,2.1,8.1,0.51,0.18,0.69,0.51,0.69
136,Sergi Darder,es  ESP,MF,Espanyol,27,1993,36,36,3125,34.7,3,9,3,0,0,4,0,0.09,0.26,0.35,0.09,0.35,3.1,3.1,3.8,6.9,0.09,0.11,0.20,0.09,0.20
137,Rodrigo De Paul,ar  ARG,MF,Atlético Madrid,27,1994,36,24,2151,23.9,3,1,3,0,0,7,0,0.13,0.04,0.17,0.13,0.17,1.9,1.9,5.4,7.2,0.08,0.22,0.30,0.08,0.30
138,Thomas Delaney,dk  DEN,MF,Sevilla,29,1991,26,15,1549,17.2,2,1,2,0,0,4,1,0.12,0.06,0.17,0.12,0.17,1.4,1.4,1.0,2.4,0.08,0.06,0.14,0.08,0.14
139,Ousmane Dembélé,fr  FRA,FW,Barcelona,24,1997,21,15,1409,15.7,1,13,1,0,0,3,0,0.06,0.83,0.89,0.06,0.89,3.1,3.1,8.4,11.5,0.20,0.54,0.74,0.20,0.74
140,Yusuf Demir,at  AUT,FW,Barcelona,18,2003,6,2,192,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.00,0.05,0.05,0.05
141,Sergiño Dest,us  USA,"DF,FW",Barcelona,20,2000,21,17,1512,16.8,0,3,0,0,0,2,0,0.00,0.18,0.18,0.00,0.18,1.4,1.4,2.8,4.2,0.08,0.17,0.25,0.08,0.25
142,Boulaye Dia,sn  SEN,FW,Villarreal,24,1996,25,13,1269,14.1,5,5,5,0,0,3,0,0.35,0.35,0.71,0.35,0.71,5.9,5.9,2.7,8.7,0.42,0.19,0.62,0.42,0.62
143,Mouctar Diakhaby,gn  GUI,DF,Valencia,24,1996,29,21,1948,21.6,0,1,0,0,0,11,0,0.00,0.05,0.05,0.00,0.05,0.9,0.9,0.4,1.3,0.04,0.02,0.06,0.04,0.06
144,Javier Díaz,es  ESP,GK,Sevilla,24,1997,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
145,Víctor Díaz,es  ESP,DF,Granada,33,1988,22,18,1500,16.7,1,0,1,0,0,5,0,0.06,0.00,0.06,0.06,0.06,0.8,0.8,0.1,0.9,0.05,0.01,0.05,0.05,0.05
146,Landry Dimata,be  BEL,"FW,MF",Espanyol,23,1997,17,4,541,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.5,1.5,0.6,2.1,0.26,0.10,0.35,0.26,0.35
147,Stole Dimitrievski,mk  MKD,GK,Rayo Vallecano,27,1993,31,30,2772,30.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
148,Matías Dituro,ar  ARG,GK,Celta Vigo,34,1987,38,38,3420,38.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
149,Djené,tg  TOG,DF,Getafe,29,1991,35,35,3115,34.6,0,1,0,0,0,11,1,0.00,0.03,0.03,0.00,0.03,0.2,0.2,0.5,0.7,0.01,0.01,0.02,0.01,0.02
150,Naïs Djouahra,fr  FRA,"FW,MF",Real Sociedad,21,1999,7,1,219,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.8,0.13,0.20,0.34,0.13,0.34
151,Marko Dmitrović,rs  SRB,GK,Sevilla,29,1992,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
152,Jaume Doménech,es  ESP,GK,Valencia,30,1990,4,3,343,3.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
153,Carlos Dominguez,es  ESP,DF,Celta Vigo,20,2001,8,3,344,3.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03
154,Mario Dominguez,es  ESP,FW,Valencia,17,2004,2,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
155,John Donald,es  ESP,DF,Elche,20,2000,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.4,0.18,0.03,0.21,0.18,0.21
156,Domingos Duarte,pt  POR,DF,Granada,26,1995,21,19,1687,18.7,1,0,1,0,0,7,1,0.05,0.00,0.05,0.05,0.05,0.9,0.9,0.7,1.6,0.05,0.04,0.08,0.05,0.08
157,Óscar Duarte,cr  CRC,DF,Levante,32,1989,23,20,1773,19.7,2,0,2,0,0,5,0,0.10,0.00,0.10,0.10,0.10,1.4,1.4,0.4,1.8,0.07,0.02,0.09,0.07,0.09
158,Rubén Duarte,es  ESP,DF,Alavés,25,1995,34,31,2621,29.1,0,4,0,0,0,12,1,0.00,0.14,0.14,0.00,0.14,0.4,0.4,2.4,2.8,0.01,0.08,0.10,0.01,0.10
159,Unai Dufur,es  ESP,DF,Osasuna,22,1999,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.04,0.00,0.04,0.04,0.04
160,Aritz Elustondo,es  ESP,DF,Real Sociedad,27,1994,30,22,2105,23.4,4,1,4,0,0,3,1,0.17,0.04,0.21,0.17,0.21,1.8,1.8,0.2,2.0,0.08,0.01,0.08,0.08,0.08
161,Adri Embarba,es  ESP,"FW,MF",Espanyol,29,1992,32,24,1986,22.1,0,2,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09,3.7,3.7,3.2,6.9,0.17,0.14,0.31,0.17,0.31
162,Emerson,br  BRA,DF,Barcelona,22,1999,3,1,91,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
163,Youssef En-Nesyri,ma  MAR,FW,Sevilla,24,1997,23,15,1277,14.2,5,1,4,1,1,1,0,0.35,0.07,0.42,0.28,0.35,6.5,5.7,1.4,7.2,0.46,0.10,0.56,0.40,0.50
164,Gonzalo Escalante,ar  ARG,MF,Alavés,28,1993,17,15,1300,14.4,5,0,5,0,0,8,1,0.35,0.00,0.35,0.35,0.35,2.7,2.7,0.3,3.0,0.19,0.02,0.21,0.19,0.21
165,Aarón Escandell,es  ESP,GK,Granada,25,1995,4,3,284,3.2,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
166,Sergio Escudero,es  ESP,"DF,MF",Granada,31,1989,27,15,1434,15.9,2,1,2,0,0,6,0,0.13,0.06,0.19,0.13,0.19,1.1,1.1,1.5,2.6,0.07,0.09,0.16,0.07,0.16
167,Alfonso Espino,uy  URU,DF,Cádiz,29,1992,37,37,3329,37.0,2,2,2,0,0,6,0,0.05,0.05,0.11,0.05,0.11,1.8,1.6,3.1,4.7,0.05,0.08,0.13,0.04,0.13
168,Estanis,es  ESP,FW,Barcelona,17,2003,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
169,Pervis Estupiñán,ec  ECU,DF,Villarreal,23,1998,28,17,1575,17.5,0,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,1.0,1.0,2.8,3.8,0.05,0.16,0.21,0.05,0.21
170,Abdessamad Ezzalzouli,ma  MAR,FW,Barcelona,19,2001,10,6,580,6.4,1,0,1,0,0,4,0,0.16,0.00,0.16,0.16,0.16,1.8,1.8,0.9,2.7,0.27,0.15,0.42,0.27,0.42
171,Radamel Falcao,co  COL,FW,Rayo Vallecano,35,1986,22,8,838,9.3,6,0,6,0,0,1,0,0.64,0.00,0.64,0.64,0.64,5.4,5.4,0.5,5.9,0.58,0.05,0.63,0.58,0.63
172,Fali,es  ESP,"DF,MF",Cádiz,27,1993,28,23,1803,20.0,0,2,0,0,0,6,0,0.00,0.10,0.10,0.00,0.10,0.9,0.9,1.4,2.2,0.04,0.07,0.11,0.04,0.11
173,Omar Faraj,se  SWE,FW,Levante,19,2002,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
174,Ansu Fati,es  ESP,FW,Barcelona,18,2002,10,3,336,3.7,4,0,4,0,0,0,0,1.07,0.00,1.07,1.07,1.07,1.6,1.6,0.5,2.1,0.42,0.14,0.56,0.42,0.56
175,Aleix Febas,es  ESP,MF,Mallorca,25,1996,4,1,117,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.17,0.17,0.00,0.17
176,Nabil Fekir,fr  FRA,MF,Betis,28,1993,34,33,2794,31.0,6,8,6,0,0,7,1,0.19,0.26,0.45,0.19,0.45,6.1,6.1,8.5,14.6,0.20,0.28,0.47,0.20,0.47
177,Felipe,br  BRA,DF,Atlético Madrid,32,1989,26,15,1504,16.7,2,1,2,0,0,5,1,0.12,0.06,0.18,0.12,0.18,1.0,1.0,0.4,1.5,0.06,0.03,0.09,0.06,0.09
178,João Félix,pt  POR,"FW,MF",Atlético Madrid,21,1999,24,13,1263,14.0,8,4,8,0,0,3,1,0.57,0.29,0.86,0.57,0.86,6.2,6.2,3.4,9.7,0.44,0.24,0.69,0.44,0.69
179,Aitor Fernández,es  ESP,GK,Levante,30,1991,13,13,1166,13.0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
180,Álex Fernández,es  ESP,MF,Cádiz,28,1992,32,22,2051,22.8,3,2,2,1,2,2,0,0.13,0.09,0.22,0.09,0.18,3.3,1.7,1.9,3.6,0.15,0.08,0.23,0.08,0.16
181,Fernando,br  BRA,"MF,DF",Sevilla,34,1987,24,21,1850,20.6,1,1,1,0,0,6,0,0.05,0.05,0.10,0.05,0.10,0.8,0.8,0.3,1.1,0.04,0.02,0.05,0.04,0.05
182,Fidel,es  ESP,MF,Elche,31,1989,33,29,2261,25.1,5,6,4,1,1,9,0,0.20,0.24,0.44,0.16,0.40,2.9,2.1,4.6,6.7,0.12,0.18,0.30,0.08,0.27
183,José Fontán,es  ESP,DF,Celta Vigo,21,2000,9,3,276,3.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.04,0.03,0.07,0.04,0.07
184,Juan Foyth,ar  ARG,DF,Villarreal,23,1998,25,22,1924,21.4,1,1,1,0,0,6,1,0.05,0.05,0.09,0.05,0.09,0.8,0.8,0.9,1.8,0.04,0.04,0.08,0.04,0.08
185,Enric Franquesa,es  ESP,"DF,FW",Levante,24,1997,16,6,625,6.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.01,0.02,0.04,0.01,0.04
186,Jorge de Frutos,es  ESP,"MF,FW",Levante,24,1997,25,20,1760,19.6,4,7,4,0,0,4,0,0.20,0.36,0.56,0.20,0.56,6.4,6.4,3.7,10.1,0.33,0.19,0.52,0.33,0.52
187,Javi Galán,es  ESP,DF,Celta Vigo,26,1994,37,37,3298,36.6,0,3,0,0,0,8,0,0.00,0.08,0.08,0.00,0.08,0.6,0.6,2.5,3.1,0.02,0.07,0.09,0.02,0.08
188,Iñigo Ruiz de Galarreta,es  ESP,MF,Mallorca,27,1993,22,17,1378,15.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.7,1.3,0.04,0.05,0.08,0.04,0.08
189,Thiago Galhardo,br  BRA,"FW,MF",Celta Vigo,32,1989,31,9,1148,12.8,2,2,2,0,0,5,0,0.16,0.16,0.31,0.16,0.31,4.2,4.2,2.2,6.4,0.33,0.17,0.50,0.33,0.50
190,Álvaro García,es  ESP,"FW,MF",Rayo Vallecano,28,1992,36,34,2998,33.3,7,4,7,0,0,6,0,0.21,0.12,0.33,0.21,0.33,6.9,6.9,5.3,12.2,0.21,0.16,0.36,0.21,0.36
191,Dani García,es  ESP,MF,Athletic Club,31,1990,32,27,2177,24.2,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.7,1.3,0.02,0.03,0.05,0.02,0.05
192,David García,es  ESP,DF,Osasuna,27,1994,35,35,3105,34.5,4,0,4,0,0,8,0,0.12,0.00,0.12,0.12,0.12,1.5,1.5,0.5,2.0,0.04,0.02,0.06,0.04,0.06
193,Eric García,es  ESP,DF,Barcelona,20,2001,26,23,2039,22.7,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.6,0.01,0.02,0.03,0.01,0.03
194,Francisco Garcia,es  ESP,DF,Rayo Vallecano,21,1999,34,34,3025,33.6,1,0,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,1.3,1.3,2.0,3.3,0.04,0.06,0.10,0.04,0.10
195,Joan García,es  ESP,GK,Espanyol,20,2001,2,1,108,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
196,Manu García,es  ESP,MF,Alavés,23,1998,24,10,1077,12.0,0,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,0.5,0.5,1.3,1.8,0.04,0.11,0.15,0.04,0.15
197,Raúl García,es  ESP,FW,Athletic Club,35,1986,35,24,1802,20.0,6,2,6,0,1,3,0,0.30,0.10,0.40,0.30,0.40,6.1,5.3,3.0,8.2,0.30,0.15,0.45,0.26,0.41
198,Rubén García,es  ESP,"MF,FW",Osasuna,28,1993,37,30,2375,26.4,1,6,1,0,2,1,0,0.04,0.23,0.27,0.04,0.27,3.5,1.9,4.1,6.0,0.13,0.16,0.29,0.07,0.23
199,Saúl García,es  ESP,MF,Alavés,26,1994,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
200,Unai García,es  ESP,DF,Osasuna,29,1992,18,15,1408,15.6,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.02,0.01,0.03,0.02,0.03
201,Mario Gaspar,es  ESP,DF,Villarreal,30,1990,12,7,623,6.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.7,1.0,0.04,0.11,0.15,0.04,0.15
202,Gavi,es  ESP,"MF,FW",Barcelona,16,2004,34,28,2316,25.7,2,5,2,0,0,11,1,0.08,0.19,0.27,0.08,0.27,4.4,4.4,3.0,7.4,0.17,0.12,0.29,0.17,0.29
203,Óscar Gil,es  ESP,DF,Espanyol,24,1997,22,20,1688,18.8,0,2,0,0,0,7,0,0.00,0.11,0.11,0.00,0.11,0.3,0.3,2.2,2.5,0.02,0.11,0.13,0.02,0.13
204,Mario Gila,es  ESP,DF,Real Madrid,20,2000,2,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
205,Dani Gómez,es  ESP,FW,Levante,23,1998,28,11,1063,11.8,4,2,4,0,0,1,0,0.34,0.17,0.51,0.34,0.51,5.3,5.3,1.9,7.2,0.44,0.16,0.61,0.44,0.61
206,Maxi Gómez,uy  URU,FW,Valencia,24,1996,29,21,1956,21.7,5,1,5,0,0,7,1,0.23,0.05,0.28,0.23,0.28,5.4,5.4,1.6,6.9,0.25,0.07,0.32,0.25,0.32
207,Moi Gómez,es  ESP,"MF,FW",Villarreal,27,1994,29,13,1286,14.3,2,2,2,0,0,2,0,0.14,0.14,0.28,0.14,0.28,2.7,2.7,2.9,5.6,0.19,0.20,0.39,0.19,0.39
208,Papu Gómez,ar  ARG,"FW,MF",Sevilla,33,1988,29,19,1784,19.8,5,1,5,0,0,4,0,0.25,0.05,0.30,0.25,0.30,2.7,2.6,2.6,5.2,0.14,0.13,0.27,0.13,0.26
209,Sergi Gómez,es  ESP,DF,Espanyol,29,1992,31,31,2720,30.2,1,2,1,0,0,1,1,0.03,0.07,0.10,0.03,0.10,0.7,0.7,1.2,1.9,0.02,0.04,0.06,0.02,0.06
210,Maxime Gonalons,fr  FRA,MF,Granada,32,1989,25,20,1550,17.2,0,2,0,0,0,6,0,0.00,0.12,0.12,0.00,0.12,0.5,0.5,0.9,1.4,0.03,0.05,0.08,0.03,0.08
211,Diego González,es  ESP,DF,Elche,26,1995,28,19,1793,19.9,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.02,0.01,0.03,0.02,0.03
212,Édgar González,es  ESP,DF,Betis,24,1997,21,14,1464,16.3,1,1,1,0,0,6,0,0.06,0.06,0.12,0.06,0.12,1.0,1.0,1.0,1.9,0.06,0.06,0.12,0.06,0.12
213,Giovanni González,uy  URU,DF,Mallorca,26,1994,9,3,365,4.1,1,0,1,0,0,1,0,0.25,0.00,0.25,0.25,0.25,0.4,0.4,0.8,1.2,0.10,0.19,0.29,0.10,0.29
214,Nicolás González,es  ESP,MF,Barcelona,19,2002,27,12,1114,12.4,2,1,2,0,0,6,0,0.16,0.08,0.24,0.16,0.24,1.4,1.4,1.1,2.5,0.12,0.09,0.20,0.12,0.20
215,Peter González,do  DOM,"MF,DF",Real Madrid,19,2002,3,0,27,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.26,0.81,1.06,0.26,1.06
216,Roberto González,es  ESP,"FW,MF",Betis,20,2001,4,1,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.08,0.05,0.13,0.08,0.13
217,Gori,es  ESP,MF,Espanyol,19,2002,1,0,9,0.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.74,0.74,0.00,0.74
218,Andoni Gorosabel,es  ESP,DF,Real Sociedad,24,1996,32,25,2289,25.4,0,4,0,0,0,4,0,0.00,0.16,0.16,0.00,0.16,0.8,0.8,3.1,3.9,0.03,0.12,0.15,0.03,0.15
219,Jaume Grau,es  ESP,MF,Osasuna,24,1997,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
220,Dominik Greif,sk  SVK,GK,Mallorca,24,1997,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
221,Clément Grenier,fr  FRA,MF,Mallorca,30,1991,5,0,60,0.7,1,0,1,0,0,1,0,1.50,0.00,1.50,1.50,1.50,0.6,0.6,0.0,0.6,0.90,0.04,0.93,0.90,0.93
222,Arnaut Groeneveld,nl  NED,FW,Villarreal,24,1997,23,17,1472,16.4,10,3,7,3,3,1,0,0.61,0.18,0.79,0.43,0.61,11.8,10.1,2.5,12.6,0.72,0.15,0.88,0.62,0.77
223,Andrés Guardado,mx  MEX,MF,Betis,34,1986,28,17,1393,15.5,0,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,1.1,1.1,0.4,1.5,0.07,0.03,0.10,0.07,0.10
224,Sergi Guardiola,es  ESP,FW,Rayo Vallecano,30,1991,32,20,1710,19.0,8,2,7,1,1,3,0,0.42,0.11,0.53,0.37,0.47,7.7,6.9,2.2,9.1,0.41,0.12,0.52,0.37,0.48
225,Nemanja Gudelj,rs  SRB,"DF,MF",Sevilla,29,1991,21,9,1046,11.6,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.3,0.01,0.01,0.02,0.01,0.02
226,Gonçalo Guedes,pt  POR,"FW,MF",Valencia,24,1996,36,30,2606,29.0,11,6,10,1,2,3,0,0.38,0.21,0.59,0.35,0.55,6.6,4.9,5.2,10.1,0.23,0.18,0.41,0.17,0.35
227,Ander Guevara,es  ESP,MF,Real Sociedad,24,1997,17,11,867,9.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.01,0.03,0.04,0.01,0.04
228,John Guidetti,se  SWE,"FW,MF",Alavés,29,1992,10,2,279,3.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.2,1.1,0.27,0.07,0.34,0.27,0.34
229,Hugo Guillamón,es  ESP,"MF,DF",Valencia,21,2000,31,28,2361,26.2,1,0,1,0,0,11,2,0.04,0.00,0.04,0.04,0.04,0.6,0.6,0.5,1.1,0.02,0.02,0.04,0.02,0.04
230,Gerard Gumbau,es  ESP,MF,Elche,26,1994,31,20,1890,21.0,0,4,0,0,0,8,1,0.00,0.19,0.19,0.00,0.19,1.0,1.0,3.0,4.0,0.05,0.14,0.19,0.05,0.19
231,Jon Guridi,es  ESP,MF,Real Sociedad,26,1995,8,1,206,2.3,1,0,1,0,0,0,0,0.44,0.00,0.44,0.44,0.44,0.8,0.8,0.1,1.0,0.37,0.06,0.42,0.37,0.42
232,Raúl Guti,es  ESP,MF,Elche,24,1996,31,17,1627,18.1,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,1.6,1.6,0.4,2.0,0.09,0.02,0.11,0.09,0.11
233,Marcos Mauro López Gutiérrez,ar  ARG,DF,Cádiz,30,1991,3,1,136,1.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
234,Miguel Gutiérrez,es  ESP,DF,Real Madrid,20,2001,3,3,260,2.9,0,1,0,0,0,1,0,0.00,0.35,0.35,0.00,0.35,0.0,0.0,0.4,0.4,0.00,0.14,0.14,0.00,0.14
235,Munir El Haddadi,ma  MAR,"FW,MF",Sevilla,25,1995,16,4,474,5.3,2,0,2,0,0,3,0,0.38,0.00,0.38,0.38,0.38,1.5,1.5,0.8,2.3,0.28,0.15,0.43,0.28,0.43
236,Varazdat Haroyan,am  ARM,DF,Cádiz,28,1992,17,16,1437,16.0,1,0,1,0,0,9,0,0.06,0.00,0.06,0.06,0.06,0.7,0.7,0.2,0.9,0.04,0.01,0.05,0.04,0.05
237,Eden Hazard,be  BEL,"FW,MF",Real Madrid,30,1991,18,7,717,8.0,0,1,0,0,0,3,0,0.00,0.13,0.13,0.00,0.13,1.2,1.2,2.4,3.6,0.15,0.30,0.45,0.15,0.45
238,Kike Hermoso,es  ESP,DF,Betis,21,1999,1,1,90,1.0,1,0,1,0,0,0,0,1.00,0.00,1.00,1.00,1.00,0.2,0.2,0.0,0.2,0.24,0.00,0.24,0.24,0.24
239,Mario Hermoso,es  ESP,DF,Atlético Madrid,26,1995,26,21,1865,20.7,2,1,2,0,0,6,1,0.10,0.05,0.14,0.10,0.14,2.4,2.4,0.6,3.0,0.11,0.03,0.14,0.11,0.14
