,Player,Nation_x,Pos_x,Age_x,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance,CrdR_Performance,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes,xG_Expected_x,npxG_Expected_x,xA_Expected,npxG+xA_Expected,xG_Per 90 Minutes,xA_Per 90 Minutes,xG+xA_Per 90 Minutes,npxG_Per 90 Minutes,npxG+xA_Per 90 Minutes,Nation_y,Pos_y,Age_y,90s_x,Gls_Standard,Sh_Standard,SoT_Standard,SoT%_Standard,Sh/90_Standard,SoT/90_Standard,G/Sh_Standard,G/SoT_Standard,Dist_Standard,FK_Standard,PK_Standard,PKatt_Standard,xG_Expected_y,npxG_Expected_y,npxG/Sh_Expected,G-xG_Expected,np:G-xG_Expected,Nation_x,Pos_x,Age_x,90s_y,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Nation_y,Pos_y,Age_y,90s_x,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes,Nation_x,Pos_x,Age_x,90s_y,SCA_SCA,SCA90_SCA,PassLive_SCA Types,PassDead_SCA Types,Drib_SCA Types,Sh_SCA Types,Fld_SCA Types,Def_SCA Types,GCA_GCA,GCA90_GCA,PassLive_GCA Types,PassDead_GCA Types,Drib_GCA Types,Sh_GCA Types,Fld_GCA Types,Def_GCA Types,OG_GCA Types,Nation_y,Pos_y,Age_y,90s_x,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs Dribbles,Att_Vs Dribbles,Tkl%_Vs Dribbles,Past_Vs Dribbles,Press_Pressures,Succ_Pressures,%_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err,Nation,Pos,Age,90s_y,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
20,Adrián,es  ESP,GK,34-078,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es  ESP,GK,34-078,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,es  ESP,GK,34-078,3.0,76,99,76.8,2016,1127,18,18,100.0,35,36,97.2,21,43,48.8,0,0.0,0.0,0,0,0,0,0,es  ESP,GK,34-078,3.0,99,70,29,7,0,9,1,0,0,0,0,0,57,9,33,13,65,0,0,20,76,1,2,0,0,es  ESP,GK,34-078,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,es  ESP,GK,34-078,3.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,1,es  ESP,GK,34-078,3.0,113,102,113,0,0,0,84,0,0,,0,0,50,161,72,0,0,0,0,0,47,46,97.9,0
21,Neco Williams,wal  WAL,DF,19-343,5,3,248.0,2.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,0.03,0.1,0.13,0.03,0.13,wal  WAL,DF,19-343,2.8,0,2,0,0.0,0.73,0.0,0.0,,17.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,wal  WAL,DF,19-343,2.8,156,213,73.2,2551,870,81,91,89.0,53,65,81.5,15,34,44.1,0,0.3,-0.3,3,10,1,1,16,wal  WAL,DF,19-343,2.8,213,185,28,2,0,20,0,11,0,0,0,0,128,51,34,7,169,9,26,0,156,2,3,6,16,wal  WAL,DF,19-343,2.8,4,1.45,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,wal  WAL,DF,19-343,2.8,6,5,4,2,0,3,8,37.5,5,42,11,26.2,17,16,9,8,1,0,7,5,11,4,0,wal  WAL,DF,19-343,2.8,242,5,58,93,101,10,214,6,8,75.0,6,0,173,778,388,21,5,1,1,2,174,162,93.1,15
22,Takumi Minamino,jp  JPN,"MF,FW",26-065,9,2,293.0,3.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.31,0.0,0.31,0.31,0.31,0.7,0.7,0.0,0.7,0.2,0.0,0.2,0.2,0.2,jp  JPN,"MF,FW",26-065,3.3,1,7,3,42.9,2.15,0.92,0.14,0.33,16.4,0,0,0,0.7,0.7,0.09,0.3,0.3,jp  JPN,"MF,FW",26-065,3.3,111,139,79.9,1589,332,66,73,90.4,40,49,81.6,3,12,25.0,0,0.0,0.0,0,11,2,0,4,jp  JPN,"MF,FW",26-065,3.3,139,135,4,0,0,23,1,3,1,0,0,0,95,23,21,20,111,4,1,0,111,0,3,3,4,jp  JPN,"MF,FW",26-065,3.3,6,1.84,3,0,1,1,1,0,1,0.31,0,0,1,0,0,0,0,jp  JPN,"MF,FW",26-065,3.3,4,3,1,2,1,0,12,0.0,12,82,25,30.5,19,41,22,0,0,0,0,0,4,3,0,jp  JPN,"MF,FW",26-065,3.3,171,5,20,93,68,12,167,8,9,88.9,8,0,126,506,202,14,3,3,5,6,178,131,73.6,20
23,Alex Oxlade-Chamberlain,eng  ENG,"FW,MF",27-219,9,2,228.0,2.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.39,0.0,0.39,0.2,0.2,0.2,0.4,0.06,0.09,0.15,0.06,0.15,eng  ENG,"FW,MF",27-219,2.5,0,6,1,16.7,2.37,0.39,0.0,0.0,22.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2,eng  ENG,"FW,MF",27-219,2.5,101,131,77.1,2138,425,37,48,77.1,43,53,81.1,18,20,90.0,1,0.2,0.8,2,16,2,0,14,eng  ENG,"FW,MF",27-219,2.5,131,129,2,0,1,13,6,1,0,0,0,0,86,18,27,4,115,9,1,0,101,1,2,2,8,eng  ENG,"FW,MF",27-219,2.5,5,1.97,5,0,0,0,0,0,2,0.79,2,0,0,0,0,0,0,eng  ENG,"FW,MF",27-219,2.5,2,1,0,2,0,0,4,0.0,4,39,11,28.2,2,21,16,2,0,0,2,1,3,1,0,eng  ENG,"FW,MF",27-219,2.5,162,3,11,91,72,5,160,2,5,40.0,3,0,103,624,298,15,7,0,8,7,161,121,75.2,21
24,Rhys Williams,eng  ENG,DF,20-047,3,2,211.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.02,0.08,0.1,0.02,0.1,eng  ENG,DF,20-047,2.3,0,1,0,0.0,0.43,0.0,0.0,,10.0,0,0,0,0.0,0.0,0.04,0.0,0.0,eng  ENG,DF,20-047,2.3,166,182,91.2,3826,1052,37,44,84.1,85,89,95.5,44,48,91.7,0,0.2,-0.2,1,10,1,0,8,eng  ENG,DF,20-047,2.3,182,180,2,2,1,14,3,0,0,0,0,0,151,11,20,10,150,17,0,0,166,0,0,3,0,eng  ENG,DF,20-047,2.3,1,0.43,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,eng  ENG,DF,20-047,2.3,2,2,0,2,0,0,0,,0,11,3,27.3,5,4,2,0,0,0,0,1,3,22,1,eng  ENG,DF,20-047,2.3,208,19,91,117,9,1,206,0,0,,0,0,132,596,276,8,2,0,0,0,146,145,99.3,2
25,Divock Origi,be  BEL,FW,25-338,9,2,186.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.2,1.1,0.44,0.11,0.55,0.44,0.55,be  BEL,FW,25-338,2.1,0,7,2,28.6,3.39,0.97,0.0,0.0,17.9,0,0,0,0.9,0.9,0.13,-0.9,-0.9,be  BEL,FW,25-338,2.1,47,61,77.0,586,79,27,32,84.4,15,19,78.9,0,2,0.0,0,0.2,-0.2,2,2,0,0,1,be  BEL,FW,25-338,2.1,61,60,1,0,0,6,0,3,0,0,0,0,51,5,5,5,51,2,1,0,47,1,1,1,4,be  BEL,FW,25-338,2.1,3,1.45,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,be  BEL,FW,25-338,2.1,4,3,1,2,1,1,1,100.0,0,39,15,38.5,3,11,25,4,1,0,3,1,5,2,0,be  BEL,FW,25-338,2.1,94,3,9,38,57,15,93,1,3,33.3,1,0,69,326,212,10,6,3,8,5,119,65,54.6,22
26,Caoimhín Kelleher,ie  IRL,GK,22-119,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ie  IRL,GK,22-119,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ie  IRL,GK,22-119,2.0,51,62,82.3,1459,732,6,6,100.0,26,26,100.0,19,30,63.3,0,0.0,0.0,0,0,0,0,0,ie  IRL,GK,22-119,2.0,62,45,17,3,0,3,3,0,0,0,0,0,43,3,16,7,43,0,0,10,51,0,0,0,0,ie  IRL,GK,22-119,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,ie  IRL,GK,22-119,2.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,ie  IRL,GK,22-119,2.0,68,58,68,0,0,0,51,0,0,,0,0,28,97,27,0,0,0,0,0,33,33,100.0,0
27,Kostas Tsimikas,gr  GRE,DF,24-314,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gr  GRE,DF,24-314,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,gr  GRE,DF,24-314,0.1,6,8,75.0,118,0,4,4,100.0,1,2,50.0,1,2,50.0,0,0.0,0.0,0,0,0,0,0,gr  GRE,DF,24-314,0.1,8,6,2,0,0,0,0,1,0,0,0,0,4,3,1,6,0,0,2,0,6,0,0,0,0,gr  GRE,DF,24-314,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,gr  GRE,DF,24-314,0.1,0,0,0,0,0,0,0,,0,4,3,75.0,0,2,2,0,0,0,0,0,0,0,0,gr  GRE,DF,24-314,0.1,10,0,1,3,6,0,8,0,0,,0,0,8,29,12,2,0,0,1,1,11,8,72.7,1
28,Squad Total,,,27.6,29,319,2610.0,29.0,45.0,28.0,39.0,6.0,6.0,32.0,0.0,1.55,0.97,2.52,1.34,2.31,51.8,47.3,34.0,81.4,1.79,1.17,2.96,1.63,2.81,,,27.6,29.0,45,427,143,33.5,14.72,4.93,0.09,0.27,16.4,15,6,6,51.8,47.3,0.11,-6.8,-8.3,,,27.6,29.0,16863,20016,84.2,331168,96388,6509,7247,89.8,7670,8489,90.4,2432,3643,66.8,28,34.0,-6.0,311,1380,410,70,1490,,,27.6,29.0,20016,18656,1360,329,39,2095,573,444,187,45,88,17,14648,2337,3031,4884,13388,607,624,216,16863,43,198,329,439,,,27.6,29.0,661,22.79,501,46,33,37,33,11,63,2.17,42,4,4,8,4,1,0,,,27.6,29.0,411,267,160,175,76,144,415,34.7,271,3679,1207,32.8,892,1592,1195,383,53,2,330,234,645,516,18,,,27.6,29.0,23154,1604,5948,11776,6851,1001,21807,316,520,60.8,341,20,15878,76015,41095,1756,531,157,374,343,19240,16863,87.6,1525
29,Opponent Total,,,27.2,29,319,2610.0,29.0,36.0,23.0,32.0,4.0,8.0,42.0,2.0,1.24,0.79,2.03,1.1,1.9,35.6,29.6,22.1,51.8,1.23,0.76,1.99,1.02,1.79,,,27.2,29.0,36,241,104,43.2,8.31,3.59,0.13,0.31,17.2,9,4,8,35.6,29.6,0.12,0.4,2.4,,,27.2,29.0,8909,11839,75.3,178797,64967,3721,4356,85.4,3553,4274,83.1,1471,2752,53.5,23,22.1,0.9,175,596,155,48,646,,,27.2,29.0,11839,10673,1166,320,55,1795,344,253,82,37,24,8,7156,1667,3016,3047,7144,610,444,183,8909,73,267,224,324,,,27.2,29.0,390,13.45,285,27,28,17,25,8,53,1.83,37,3,3,3,6,1,0,,,27.2,29.0,520,322,318,164,38,177,518,34.2,341,4304,1207,28.0,1801,1773,730,569,136,3,433,349,869,1003,16,,,27.2,29.0,15456,2532,6850,6377,3054,477,14308,249,416,59.9,271,19,8726,43181,22550,771,225,102,316,267,11021,8909,80.8,665
