,,,,Nation,Pos,Age,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog
,,,,,,,,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,,,,,,,,
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Mallorca,Iñigo Ruiz de Galarreta,ESP,MF,27.0,15.3,612,759,80.6,11791,3409,244,280,87.1,273,321,85.0,82,123,66.7,0,0.7,-0.7,12,73,11,1,81
ESP-La Liga,2122,Mallorca,Jaume Costa,ESP,DF,33.0,20.3,734,1001,73.3,12777,5490,350,404,86.6,308,403,76.4,67,157,42.7,4,2.4,1.6,22,38,29,13,78
ESP-La Liga,2122,Mallorca,Javier Llabrés,,"FW,MF",,1.5,44,63,69.8,793,132,23,28,82.1,16,23,69.6,5,10,50.0,0,0.1,-0.1,2,2,1,0,1
ESP-La Liga,2122,Mallorca,Joan Sastre Vanrell,ESP,DF,24.0,2.9,79,109,72.5,1584,760,29,36,80.6,35,48,72.9,13,21,61.9,0,0.0,0.0,0,4,0,0,3
ESP-La Liga,2122,Mallorca,Jordi Mboula,ESP,FW,22.0,4.8,52,90,57.8,708,168,35,47,74.5,16,34,47.1,0,3,0.0,0,0.1,-0.1,2,4,1,0,4
ESP-La Liga,2122,Mallorca,Josep Antoni Gayá,ESP,DF,21.0,0.6,20,25,80.0,317,70,11,11,100.0,4,7,57.1,3,5,60.0,0,0.0,0.0,0,1,0,0,0
ESP-La Liga,2122,Mallorca,Lago Junior,CIV,"FW,MF",30.0,2.0,27,48,56.3,369,107,21,27,77.8,5,11,45.5,1,5,20.0,0,0.0,0.0,0,0,0,0,1
ESP-La Liga,2122,Mallorca,Lee Kangin,KOR,"MF,FW",20.0,15.7,424,588,72.1,6777,1846,246,274,89.8,112,151,74.2,44,120,36.7,2,2.2,-0.2,23,27,13,2,40
ESP-La Liga,2122,Mallorca,Leonardo Román,ESP,GK,21.0,2.0,49,69,71.0,1460,824,10,10,100.0,19,19,100.0,20,40,50.0,0,0.0,0.0,0,1,0,0,0
ESP-La Liga,2122,Mallorca,Manolo Reina,ESP,GK,36.0,21.0,400,640,62.5,14073,9978,73,74,98.6,140,140,100.0,179,418,42.8,0,0.3,-0.3,1,10,1,0,0
ESP-La Liga,2122,Mallorca,Martin Valjent,SVK,DF,25.0,35.3,1111,1341,82.8,25399,9738,308,335,91.9,528,580,91.0,259,397,65.2,0,0.5,-0.5,6,74,1,0,60
ESP-La Liga,2122,Mallorca,Matthew Hoppe,USA,FW,20.0,1.5,26,36,72.2,348,26,18,20,90.0,6,10,60.0,1,1,100.0,1,0.2,0.8,3,1,0,0,0
ESP-La Liga,2122,Mallorca,Opponent Total,,,27.7,38.0,14517,18404,78.9,288877,95667,5729,6610,86.7,6218,7246,85.8,2291,3855,59.4,40,31.2,8.8,324,1051,325,99,1142
ESP-La Liga,2122,Mallorca,Pablo Maffeo,ESP,DF,24.0,32.7,901,1317,68.4,15683,6809,442,513,86.2,353,488,72.3,89,262,34.0,4,2.4,1.6,24,35,32,22,69
ESP-La Liga,2122,Mallorca,Rodrigo Battaglia,ARG,MF,30.0,13.1,435,526,82.7,7253,2094,215,236,91.1,158,191,82.7,49,72,68.1,0,0.1,-0.1,4,33,1,0,37
ESP-La Liga,2122,Mallorca,Salva Sevilla,ESP,MF,37.0,16.7,798,988,80.8,15605,5234,342,386,88.6,304,345,88.1,140,228,61.4,3,2.8,0.2,26,86,24,0,103
ESP-La Liga,2122,Mallorca,Sergio Rico,ESP,GK,27.0,14.0,246,359,68.5,9394,6960,32,32,100.0,81,83,97.6,130,241,53.9,0,0.0,0.0,1,3,0,0,0
ESP-La Liga,2122,Mallorca,Squad Total,,,27.9,38.0,11176,15002,74.5,220176,85080,4690,5478,85.6,4416,5446,81.1,1784,3379,52.8,23,25.1,-2.1,292,781,235,62,981
ESP-La Liga,2122,Mallorca,Takefusa Kubo,JPN,"FW,MF",20.0,17.8,363,516,70.3,5885,2113,193,243,79.4,120,169,71.0,38,67,56.7,0,2.6,-2.6,31,29,26,7,63
ESP-La Liga,2122,Mallorca,Vedat Muriqi,KVX,FW,27.0,16.0,264,466,56.7,3687,782,158,237,66.7,77,155,49.7,12,33,36.4,3,1.6,1.4,13,18,13,2,33
ESP-La Liga,2122,Mallorca,Ángel Rodríguez,ESP,FW,34.0,17.2,198,273,72.5,2934,572,114,145,78.6,56,73,76.7,16,30,53.3,2,1.3,0.7,12,16,12,2,25
ESP-La Liga,2122,Osasuna,Ante Budimir,CRO,FW,30.0,19.3,225,362,62.2,3202,533,139,205,67.8,61,105,58.1,13,18,72.2,2,1.3,0.7,9,19,4,1,16
ESP-La Liga,2122,Osasuna,Aridane Hernández,EQG,DF,32.0,12.9,434,534,81.3,10180,3316,91,111,82.0,238,274,86.9,98,141,69.5,0,0.1,-0.1,2,28,0,0,32
ESP-La Liga,2122,Osasuna,Barbero,ESP,"MF,FW",22.0,0.2,6,13,46.2,63,0,6,11,54.5,0,2,0.0,0,0,,0,0.0,0.0,1,0,0,0,0
ESP-La Liga,2122,Osasuna,Darko Brašanac,SRB,MF,29.0,26.7,689,917,75.1,10894,2373,363,452,80.3,251,317,79.2,47,82,57.3,2,1.6,0.4,28,58,16,4,55
ESP-La Liga,2122,Osasuna,David García,ESP,DF,27.0,34.5,1177,1422,82.8,27263,9584,278,325,85.5,635,718,88.4,257,366,70.2,0,0.3,-0.3,8,101,2,0,100
ESP-La Liga,2122,Osasuna,Ezequiel Ávila,ARG,"FW,MF",27.0,20.8,307,545,56.3,6178,1873,128,191,67.0,119,191,62.3,53,122,43.4,1,1.3,-0.3,17,30,24,17,45
ESP-La Liga,2122,Osasuna,Iker Benito,ESP,"MF,FW",18.0,1.3,22,29,75.9,271,106,13,15,86.7,6,10,60.0,0,0,,0,0.1,-0.1,1,2,1,1,2
ESP-La Liga,2122,Osasuna,Iñigo Pérez,ESP,MF,33.0,3.8,98,151,64.9,1987,696,41,56,73.2,38,49,77.6,18,42,42.9,0,0.9,-0.9,8,15,6,3,18
ESP-La Liga,2122,Osasuna,Jaume Grau,ESP,MF,24.0,0.0,2,4,50.0,38,21,1,3,33.3,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2122,Osasuna,Javi Martínez,ESP,MF,21.0,9.8,286,399,71.7,4863,1272,148,185,80.0,105,135,77.8,27,59,45.8,1,1.0,0.0,11,22,4,1,24
ESP-La Liga,2122,Osasuna,Javier Ontiveros,ESP,"MF,FW",23.0,0.4,25,32,78.1,439,120,14,18,77.8,8,10,80.0,3,4,75.0,0,0.0,0.0,0,5,1,1,1
ESP-La Liga,2122,Osasuna,Jesús Areso,ESP,DF,22.0,2.1,49,74,66.2,1027,518,16,17,94.1,24,38,63.2,9,19,47.4,0,0.0,0.0,1,4,0,0,3
ESP-La Liga,2122,Osasuna,Jon Moncayola,ESP,MF,23.0,32.4,1089,1398,77.9,22644,5739,391,444,88.1,477,555,85.9,202,342,59.1,3,2.3,0.7,34,105,25,8,101
ESP-La Liga,2122,Osasuna,Jonás Ramalho,ESP,DF,28.0,2.7,97,130,74.6,1743,748,41,47,87.2,47,60,78.3,9,17,52.9,0,0.0,0.0,0,12,1,0,12
ESP-La Liga,2122,Osasuna,José Ángel,ESP,DF,31.0,12.0,599,788,76.0,13525,6115,206,243,84.8,262,315,83.2,127,214,59.3,1,1.3,-0.3,8,65,22,11,72
ESP-La Liga,2122,Osasuna,Juan Cruz Armada,ESP,DF,29.0,21.5,786,951,82.6,16138,5992,254,282,90.1,417,475,87.8,111,179,62.0,0,0.0,0.0,2,56,4,1,65
ESP-La Liga,2122,Osasuna,Juan Pérez,ESP,GK,25.0,2.0,17,42,40.5,639,429,2,2,100.0,6,6,100.0,9,34,26.5,0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2122,Osasuna,Kike,ESP,FW,31.0,20.7,351,517,67.9,5539,1070,205,275,74.5,96,144,66.7,33,58,56.9,1,2.1,-1.1,20,30,17,4,34
ESP-La Liga,2122,Osasuna,Kike Barja,ESP,"MF,FW",24.0,9.6,263,382,68.8,4674,1140,128,159,80.5,97,134,72.4,31,62,50.0,0,0.6,-0.6,5,21,9,1,32
ESP-La Liga,2122,Osasuna,Lucas Torró,ESP,MF,27.0,30.3,985,1257,78.4,17548,4612,438,531,82.5,413,503,82.1,106,166,63.9,0,0.3,-0.3,7,88,13,1,122
ESP-La Liga,2122,Osasuna,Manuel Sánchez,ESP,DF,20.0,25.1,878,1169,75.1,15019,6856,411,473,86.9,380,474,80.2,71,160,44.4,3,2.0,1.0,19,79,36,14,101
ESP-La Liga,2122,Osasuna,Nacho Vidal,ESP,DF,26.0,32.2,1102,1531,72.0,21017,9415,431,518,83.2,511,673,75.9,141,273,51.6,1,2.0,-1.0,18,83,27,10,96
ESP-La Liga,2122,Osasuna,Oier Sanjurjo,ESP,MF,35.0,8.4,227,311,73.0,4263,1262,96,123,78.0,90,119,75.6,33,52,63.5,0,0.2,-0.2,2,29,9,2,31
ESP-La Liga,2122,Osasuna,Opponent Total,,,27.6,38.0,14869,19090,77.9,293367,96592,6039,6922,87.2,6171,7240,85.2,2350,4199,56.0,37,30.7,6.3,327,1050,264,80,1060
ESP-La Liga,2122,Osasuna,Robert Ibáñez,ESP,MF,28.0,1.0,34,41,82.9,515,195,17,20,85.0,10,12,83.3,2,2,100.0,0,0.2,-0.2,2,2,3,0,7
ESP-La Liga,2122,Osasuna,Roberto Torres,ESP,"MF,FW",32.0,9.0,272,437,62.2,5650,1929,121,148,81.8,92,139,66.2,57,129,44.2,2,2.1,-0.1,24,26,14,5,32
ESP-La Liga,2122,Osasuna,Rubén García,ESP,"FW,MF",28.0,26.4,891,1247,71.5,16474,5375,437,518,84.4,300,394,76.1,132,265,49.8,6,3.4,2.6,54,56,50,19,99
ESP-La Liga,2122,Osasuna,Sergio Herrera,ESP,GK,28.0,36.0,657,1147,57.3,31527,25328,34,35,97.1,160,164,97.6,462,945,48.9,0,0.0,0.0,1,62,0,0,0
ESP-La Liga,2122,Osasuna,Squad Total,,,27.7,38.0,12020,16434,73.1,255228,100297,4534,5512,82.3,5082,6298,80.7,2180,3966,55.0,23,23.2,-0.2,285,1045,290,104,1138
ESP-La Liga,2122,Osasuna,Unai Dufur,ESP,DF,22.0,1.0,37,50,74.0,827,276,11,13,84.6,20,25,80.0,6,11,54.5,0,0.0,0.0,0,4,0,0,6
ESP-La Liga,2122,Osasuna,Unai García,ESP,DF,29.0,15.6,415,554,74.9,11081,3404,73,92,79.3,218,256,85.2,123,204,60.3,0,0.1,-0.1,3,43,2,0,32
ESP-La Liga,2122,Rayo Vallecano,Alejandro Asensio,ESP,FW,20.0,0.1,7,8,87.5,172,51,3,4,75.0,2,2,100.0,2,2,100.0,0,0.0,0.0,1,1,1,1,0
ESP-La Liga,2122,Rayo Vallecano,Andrés Martín,ESP,"FW,MF",22.0,2.1,23,36,63.9,367,96,9,11,81.8,11,16,68.8,2,5,40.0,0,0.0,0.0,0,2,0,0,4
ESP-La Liga,2122,Rayo Vallecano,Bebé,CPV,"FW,MF",31.0,9.6,211,342,61.7,3999,1039,103,122,84.4,68,107,63.6,34,89,38.2,2,1.9,0.1,16,13,11,5,18
ESP-La Liga,2122,Rayo Vallecano,Catena,ESP,DF,26.0,36.0,1383,1672,82.7,35586,13242,291,332,87.7,652,715,91.2,430,601,71.5,2,0.7,1.3,7,86,2,0,73
ESP-La Liga,2122,Rayo Vallecano,Esteban Saveljich,MNE,DF,30.0,18.9,495,583,84.9,11490,3004,105,117,89.7,283,307,92.2,102,144,70.8,0,0.3,-0.3,2,16,4,2,25
ESP-La Liga,2122,Rayo Vallecano,Francisco Garcia,ESP,DF,21.0,33.6,1333,1694,78.7,24297,8799,572,627,91.2,606,732,82.8,139,273,50.9,0,1.2,-1.2,28,95,36,22,111
ESP-La Liga,2122,Rayo Vallecano,Isaac Palazón Camacho,ESP,"FW,MF",26.0,25.4,644,894,72.0,12250,3381,305,368,82.9,233,295,79.0,95,185,51.4,4,2.5,1.5,32,75,18,4,80
ESP-La Liga,2122,Rayo Vallecano,Iván Balliu,ALB,DF,29.0,35.0,1373,1796,76.4,26205,12003,584,654,89.3,579,726,79.8,188,340,55.3,2,4.0,-2.0,43,94,39,29,138
ESP-La Liga,2122,Rayo Vallecano,José Pozo,ESP,MF,25.0,0.8,45,52,86.5,884,268,21,22,95.5,17,22,77.3,6,6,100.0,0,0.3,-0.3,3,5,5,0,8
ESP-La Liga,2122,Rayo Vallecano,Kévin Rodrigues,POR,"DF,FW",27.0,4.8,162,225,72.0,2723,1224,72,88,81.8,72,89,80.9,13,34,38.2,0,0.1,-0.1,4,14,3,2,13
ESP-La Liga,2122,Rayo Vallecano,Luca Zidane,FRA,"GK,MF",23.0,7.2,169,231,73.2,5513,3832,29,29,100.0,68,69,98.6,72,133,54.1,0,0.0,0.0,0,2,0,0,0
ESP-La Liga,2122,Rayo Vallecano,Mamadou Sylla,SEN,"FW,MF",27.0,2.8,49,68,72.1,786,188,24,31,77.4,19,26,73.1,4,8,50.0,0,0.5,-0.5,2,4,1,0,7
ESP-La Liga,2122,Rayo Vallecano,Mario Hernández,ESP,"DF,FW",22.0,4.4,141,206,68.4,2553,1260,61,70,87.1,63,84,75.0,14,45,31.1,0,0.0,0.0,2,13,5,1,13
ESP-La Liga,2122,Rayo Vallecano,Mario Suárez,ESP,DF,34.0,7.9,252,312,80.8,5911,2095,60,67,89.6,130,147,88.4,61,96,63.5,0,0.0,0.0,1,15,0,0,20
ESP-La Liga,2122,Rayo Vallecano,Martín Merquelanz,ESP,FW,26.0,1.9,49,69,71.0,892,292,21,27,77.8,22,24,91.7,5,12,41.7,0,0.7,-0.7,6,2,6,2,7
ESP-La Liga,2122,Rayo Vallecano,Nikola Maraš,SRB,DF,25.0,11.6,380,447,85.0,8219,2498,100,112,89.3,209,234,89.3,68,97,70.1,0,0.0,0.0,1,14,0,0,28
ESP-La Liga,2122,Rayo Vallecano,Opponent Total,,,27.6,38.0,13060,17172,76.1,262025,100056,5256,6105,86.1,5444,6484,84.0,2087,3816,54.7,33,32.0,1.0,301,1028,288,62,1166
ESP-La Liga,2122,Rayo Vallecano,Pathé Ciss,SEN,MF,27.0,12.2,447,535,83.6,9353,2489,171,194,88.1,177,197,89.8,89,123,72.4,1,0.5,0.5,4,50,3,0,47
ESP-La Liga,2122,Rayo Vallecano,Radamel Falcao,COL,FW,35.0,9.3,133,174,76.4,1967,261,69,87,79.3,50,63,79.4,6,7,85.7,0,0.7,-0.7,5,10,2,1,7
ESP-La Liga,2122,Rayo Vallecano,Randy Ntekja,FRA,"FW,MF",23.0,16.2,281,412,68.2,4146,885,169,211,80.1,83,128,64.8,18,38,47.4,0,1.9,-1.9,16,20,8,0,25
ESP-La Liga,2122,Rayo Vallecano,Santi Comesaña,ESP,MF,24.0,29.8,1241,1488,83.4,23731,7137,508,591,86.0,525,594,88.4,175,233,75.1,2,2.5,-0.5,28,130,22,3,149
ESP-La Liga,2122,Rayo Vallecano,Sergi Guardiola,ESP,FW,30.0,19.0,303,436,69.5,4700,970,179,232,77.2,88,121,72.7,22,40,55.0,2,1.4,0.6,13,14,13,2,21
ESP-La Liga,2122,Rayo Vallecano,Squad Total,,,27.5,38.0,12871,16832,76.5,267015,96814,4956,5729,86.5,5397,6408,84.2,2294,4045,56.7,28,31.5,-3.5,354,1018,277,106,1152
ESP-La Liga,2122,Rayo Vallecano,Stole Dimitrievski,MKD,GK,27.0,30.8,538,955,56.3,19858,14443,87,87,100.0,177,182,97.3,272,683,39.8,0,0.0,0.0,0,20,0,0,0
ESP-La Liga,2122,Rayo Vallecano,Unai López,ESP,MF,25.0,12.9,667,818,81.5,13951,3229,284,303,93.7,234,266,88.0,136,218,62.4,0,1.7,-1.7,22,72,9,1,54
ESP-La Liga,2122,Rayo Vallecano,Yacine Qasmi,MAR,MF,30.0,0.0,1,3,33.3,17,0,0,2,0.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2122,Rayo Vallecano,Álvaro Aguirre,ESP,FW,21.0,0.1,2,2,100.0,24,0,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2122,Rayo Vallecano,Álvaro García,ESP,FW,28.0,33.3,645,1035,62.3,11321,3908,311,421,73.9,253,371,68.2,66,183,36.1,4,5.1,-1.1,49,33,49,26,77
ESP-La Liga,2122,Rayo Vallecano,Óscar Trejo,ARG,MF,33.0,22.3,793,1032,76.8,13915,4235,399,459,86.9,278,335,83.0,97,192,50.5,9,4.3,4.7,55,89,27,4,107
ESP-La Liga,2122,Rayo Vallecano,Óscar Valentín,ESP,MF,26.0,28.5,1104,1307,84.5,22185,5985,417,459,90.8,497,555,89.5,178,258,69.0,0,1.1,-1.1,14,129,13,1,120
ESP-La Liga,2122,Real Madrid,Andriy Lunin,UKR,GK,22.0,2.0,72,82,87.8,1683,769,18,18,100.0,38,40,95.0,16,24,66.7,0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2122,Real Madrid,Blanco,ESP,MF,21.0,0.3,17,18,94.4,277,37,8,8,100.0,8,9,88.9,1,1,100.0,0,0.0,0.0,0,1,0,0,1
ESP-La Liga,2122,Real Madrid,Casemiro,BRA,MF,29.0,28.5,1714,1983,86.4,34844,9441,672,744,90.3,680,774,87.9,322,395,81.5,3,2.6,0.4,24,181,20,2,144
ESP-La Liga,2122,Real Madrid,Dani Carvajal,ESP,DF,29.0,17.2,1040,1205,86.3,18625,5014,476,521,91.4,411,467,88.0,134,176,76.1,3,2.4,0.6,26,45,27,8,68
ESP-La Liga,2122,Real Madrid,Dani Ceballos,ESP,MF,24.0,3.1,238,263,90.5,4350,1084,107,117,91.5,98,104,94.2,29,35,82.9,0,0.1,-0.1,3,16,5,1,13
ESP-La Liga,2122,Real Madrid,David Alaba,AUT,DF,29.0,29.4,1804,1967,91.7,33608,10916,751,778,96.5,811,860,94.3,216,285,75.8,3,2.4,0.6,22,132,18,5,102
ESP-La Liga,2122,Real Madrid,Eden Hazard,BEL,"FW,MF",30.0,8.0,366,411,89.1,5376,946,223,247,90.3,113,124,91.1,20,21,95.2,1,2.6,-1.6,28,16,12,0,21
ESP-La Liga,2122,Real Madrid,Eduardo Camavinga,FRA,MF,18.0,13.7,758,841,90.1,14817,3289,308,332,92.8,327,355,92.1,118,135,87.4,1,1.2,-0.2,13,65,6,2,60
ESP-La Liga,2122,Real Madrid,Federico Valverde,URU,MF,23.0,20.4,1043,1190,87.6,17208,3945,546,596,91.6,369,400,92.3,95,133,71.4,1,2.1,-1.1,24,104,22,3,69
ESP-La Liga,2122,Real Madrid,Ferland Mendy,FRA,DF,26.0,19.3,1247,1361,91.6,19015,5667,722,760,95.0,407,440,92.5,85,103,82.5,1,1.3,-0.3,20,76,17,5,73
ESP-La Liga,2122,Real Madrid,Gareth Bale,WAL,FW,32.0,3.1,48,64,75.0,784,203,24,30,80.0,20,24,83.3,3,7,42.9,0,0.0,0.0,1,4,3,0,9
ESP-La Liga,2122,Real Madrid,Isco,ESP,"MF,FW",29.0,3.7,238,269,88.5,4287,1138,107,117,91.5,89,95,93.7,32,43,74.4,0,1.0,-1.0,9,25,6,0,24
ESP-La Liga,2122,Real Madrid,Jesús Vallejo,ESP,DF,24.0,3.8,183,212,86.3,3640,1075,65,69,94.2,85,90,94.4,30,46,65.2,0,0.0,0.0,1,2,0,0,1
ESP-La Liga,2122,Real Madrid,Karim Benzema,FRA,FW,33.0,28.8,1058,1249,84.7,15601,3568,630,709,88.9,306,355,86.2,74,95,77.9,12,9.5,2.5,61,66,84,4,137
ESP-La Liga,2122,Real Madrid,Latasa,ESP,FW,20.0,0.1,4,5,80.0,37,0,2,3,66.7,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2122,Real Madrid,Lucas Vázquez,ESP,DF,30.0,20.4,1339,1551,86.3,23266,6753,646,696,92.8,545,613,88.9,127,203,62.6,0,2.7,-2.7,33,63,40,10,100
ESP-La Liga,2122,Real Madrid,Luka Jović,SRB,FW,23.0,4.1,54,69,78.3,852,139,32,39,82.1,15,20,75.0,4,4,100.0,3,0.8,2.2,4,4,2,0,7
ESP-La Liga,2122,Real Madrid,Luka Modrić,CRO,MF,35.0,22.6,1527,1734,88.1,28816,8248,698,741,94.2,555,613,90.5,234,297,78.8,8,4.2,3.8,38,174,38,4,163
ESP-La Liga,2122,Real Madrid,Marcelo,BRA,DF,33.0,5.8,385,468,82.3,6665,1664,202,222,91.0,147,166,88.6,34,68,50.0,2,0.6,1.4,9,26,12,4,31
ESP-La Liga,2122,Real Madrid,Marco Asensio,ESP,"FW,MF",25.0,19.2,740,904,81.9,12641,2393,391,438,89.3,243,275,88.4,85,146,58.2,0,2.3,-2.3,30,50,20,3,54
ESP-La Liga,2122,Real Madrid,Mariano,DOM,FW,27.0,3.8,44,58,75.9,683,149,25,30,83.3,13,15,86.7,4,8,50.0,1,0.6,0.4,5,2,4,0,5
ESP-La Liga,2122,Real Madrid,Mario Gila,ESP,DF,20.0,0.3,20,22,90.9,376,142,7,7,100.0,10,11,90.9,3,4,75.0,0,0.0,0.0,0,1,0,0,2
ESP-La Liga,2122,Real Madrid,Miguel Gutiérrez,ESP,DF,20.0,2.9,168,187,89.8,3196,890,70,76,92.1,63,66,95.5,29,37,78.4,1,0.5,0.5,3,14,3,2,13
ESP-La Liga,2122,Real Madrid,Nacho,ESP,DF,31.0,17.3,951,1024,92.9,17995,5415,363,381,95.3,447,476,93.9,121,139,87.1,0,0.5,-0.5,8,47,4,2,40
ESP-La Liga,2122,Real Madrid,Opponent Total,,,27.6,38.0,13382,16458,81.3,262821,91815,5669,6331,89.5,5478,6232,87.9,1991,3296,60.4,20,33.7,-13.7,316,984,252,73,1023
ESP-La Liga,2122,Real Madrid,Peter González,DOM,"MF,DF",19.0,0.3,16,19,84.2,249,31,9,9,100.0,2,2,100.0,3,6,50.0,0,0.3,-0.3,2,0,0,0,1
ESP-La Liga,2122,Real Madrid,Rodrygo,BRA,FW,20.0,16.9,558,673,82.9,7105,1627,384,411,93.4,128,160,80.0,18,51,35.3,4,1.6,2.4,26,26,20,1,40
ESP-La Liga,2122,Real Madrid,Sergio Santos,ESP,DF,20.0,0.1,7,7,100.0,133,37,4,4,100.0,1,1,100.0,2,2,100.0,0,0.0,0.0,1,0,1,1,0
ESP-La Liga,2122,Real Madrid,Squad Total,,,27.7,38.0,21520,24527,87.7,398590,114406,9719,10464,92.9,8422,9190,91.6,2914,3987,73.1,59,51.4,7.6,521,1589,479,71,1569
ESP-La Liga,2122,Real Madrid,Thibaut Courtois,BEL,GK,29.0,36.0,936,1139,82.2,23757,12759,176,176,100.0,516,517,99.8,239,441,54.2,0,0.0,0.0,0,4,0,0,1
ESP-La Liga,2122,Real Madrid,Toni Kroos,GER,MF,31.0,23.4,2076,2258,91.9,43854,12542,820,841,97.5,790,824,95.9,435,548,79.4,3,3.5,-0.5,50,269,41,5,208
ESP-La Liga,2122,Real Madrid,Vinicius Júnior,BRA,FW,21.0,29.9,1090,1299,83.9,16332,3618,676,755,89.5,321,372,86.3,64,92,69.6,10,7.8,2.2,69,35,67,8,111
ESP-La Liga,2122,Real Madrid,Éder Militão,BRA,DF,23.0,33.7,1779,1995,89.2,38518,10907,557,589,94.6,863,921,93.7,337,442,76.2,2,1.2,0.8,11,141,7,1,71
ESP-La Liga,2122,Real Sociedad,Adnan Januzaj,BEL,"FW,MF",26.0,18.1,478,736,64.9,9685,3392,212,258,82.2,168,222,75.7,89,220,40.5,0,3.4,-3.4,33,54,30,12,74
ESP-La Liga,2122,Real Sociedad,Aihen Muñoz,ESP,DF,23.0,14.9,581,758,76.6,10251,4414,256,290,88.3,272,321,84.7,45,112,40.2,0,0.5,-0.5,6,46,10,4,40
ESP-La Liga,2122,Real Sociedad,Alex Sola,ESP,"DF,FW",22.0,0.5,15,21,71.4,258,123,7,8,87.5,7,8,87.5,1,3,33.3,0,0.1,-0.1,1,1,0,0,0
ESP-La Liga,2122,Real Sociedad,Alexander Isak,SWE,FW,21.0,23.8,332,455,73.0,4761,948,201,247,81.4,96,129,74.4,19,33,57.6,2,3.0,-1.0,19,23,21,2,39
ESP-La Liga,2122,Real Sociedad,Alexander Sørloth,NOR,FW,25.0,19.6,337,463,72.8,4896,720,201,255,78.8,102,141,72.3,20,32,62.5,0,2.6,-2.6,20,19,14,2,28
ESP-La Liga,2122,Real Sociedad,Ander Barrenetxea,ESP,"FW,MF",19.0,6.1,136,187,72.7,2121,569,70,86,81.4,49,64,76.6,10,16,62.5,1,1.0,0.0,8,5,8,1,14
ESP-La Liga,2122,Real Sociedad,Ander Guevara,ESP,MF,24.0,9.6,531,604,87.9,10046,1985,199,224,88.8,258,287,89.9,64,72,88.9,0,0.2,-0.2,5,39,5,0,33
ESP-La Liga,2122,Real Sociedad,Ander Martin,ESP,"FW,MF",20.0,1.0,36,46,78.3,502,103,23,27,85.2,9,11,81.8,3,6,50.0,0,0.1,-0.1,2,1,2,1,2
ESP-La Liga,2122,Real Sociedad,Andoni Gorosabel,ESP,DF,24.0,25.4,1224,1465,83.5,19747,7708,655,705,92.9,471,558,84.4,78,151,51.7,4,2.8,1.2,23,66,25,7,87
ESP-La Liga,2122,Real Sociedad,Aritz Elustondo,ESP,DF,27.0,23.4,991,1164,85.1,21437,6878,286,323,88.5,501,561,89.3,193,258,74.8,1,0.2,0.8,2,58,3,0,72
ESP-La Liga,2122,Real Sociedad,Asier Illarramendi,ESP,MF,31.0,4.2,251,282,89.0,4349,1018,116,122,95.1,100,109,91.7,26,35,74.3,0,0.2,-0.2,4,15,2,0,19
ESP-La Liga,2122,Real Sociedad,Beñat Turrientes,ESP,MF,19.0,2.3,81,94,86.2,1461,254,43,46,93.5,24,31,77.4,13,15,86.7,0,0.2,-0.2,3,5,1,0,3
ESP-La Liga,2122,Real Sociedad,Cristo,ESP,DF,21.0,0.2,11,12,91.7,182,109,6,6,100.0,2,2,100.0,1,2,50.0,0,0.1,-0.1,1,0,2,1,2
ESP-La Liga,2122,Real Sociedad,David Silva,ESP,MF,35.0,19.1,913,1043,87.5,15626,3568,444,492,90.2,352,391,90.0,90,113,79.6,4,4.4,-0.4,40,74,43,5,97
ESP-La Liga,2122,Real Sociedad,Diego Rico,ESP,DF,28.0,18.3,859,1131,76.0,15422,7207,345,399,86.5,420,515,81.6,79,163,48.5,0,0.9,-0.9,14,53,33,13,94
ESP-La Liga,2122,Real Sociedad,Germán Valera,ESP,"FW,MF",19.0,0.6,14,17,82.4,209,36,9,9,100.0,3,5,60.0,2,3,66.7,0,0.0,0.0,0,0,0,0,1
ESP-La Liga,2122,Real Sociedad,Igor Zubeldia,ESP,DF,24.0,18.3,919,1035,88.8,20319,5700,245,259,94.6,478,519,92.1,192,245,78.4,1,0.2,0.8,1,49,4,2,42
ESP-La Liga,2122,Real Sociedad,Jon Bautista,ESP,"FW,MF",26.0,0.5,6,8,75.0,81,21,4,5,80.0,0,1,0.0,1,1,100.0,0,0.0,0.0,0,0,1,0,2
ESP-La Liga,2122,Real Sociedad,Jon Guridi,ESP,MF,26.0,2.3,59,80,73.8,953,203,31,41,75.6,21,27,77.8,6,8,75.0,0,0.2,-0.2,1,6,1,1,5
ESP-La Liga,2122,Real Sociedad,Jon Pacheco,ESP,DF,20.0,4.2,190,221,86.0,3889,1064,67,71,94.4,89,96,92.7,32,49,65.3,0,0.0,0.0,0,6,1,0,8
