,,,,Nation,Pos,Age,90s,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Pressures,Pressures,Pressures,Pressures,Pressures,Pressures,Blocks,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err
,,,,,,,,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,,,,
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Osasuna,José Ángel,ESP,DF,31.0,12.0,29,24,12,14,3,13,21,61.9,8,117,38,32.5,45,56,16,16,1,0,15,18,47,22,0
ESP-La Liga,2122,Osasuna,Juan Cruz Armada,ESP,DF,29.0,21.5,28,15,21,6,1,11,20,55.0,9,155,55,35.5,77,69,9,26,13,0,13,44,72,54,0
ESP-La Liga,2122,Osasuna,Juan Pérez,ESP,GK,25.0,2.0,0,0,0,0,0,0,1,0.0,1,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0
ESP-La Liga,2122,Osasuna,Kike,ESP,FW,31.0,20.7,17,12,5,4,8,4,20,20.0,16,340,88,25.9,29,154,157,14,3,0,11,10,27,13,0
ESP-La Liga,2122,Osasuna,Kike Barja,ESP,"MF,FW",24.0,9.6,16,7,3,7,6,8,24,33.3,16,148,52,35.1,24,72,52,16,2,0,14,16,32,3,0
ESP-La Liga,2122,Osasuna,Lucas Torró,ESP,MF,27.0,30.3,84,52,31,46,7,39,68,57.4,29,495,152,30.7,147,284,64,56,10,0,46,73,157,80,0
ESP-La Liga,2122,Osasuna,Manuel Sánchez,ESP,DF,20.0,25.1,71,40,39,19,13,42,88,47.7,46,544,148,27.2,195,239,110,41,4,0,37,33,104,41,0
ESP-La Liga,2122,Osasuna,Nacho Vidal,ESP,DF,26.0,32.2,76,43,46,21,9,39,87,44.8,48,446,128,28.7,207,150,89,81,14,0,67,59,135,78,0
ESP-La Liga,2122,Osasuna,Oier Sanjurjo,ESP,MF,35.0,8.4,13,10,5,6,2,5,20,25.0,15,164,41,25.0,49,92,23,9,4,0,5,2,15,10,0
ESP-La Liga,2122,Osasuna,Opponent Total,,,27.6,38.0,547,334,273,224,50,168,434,38.7,266,5115,1559,30.5,1773,2381,961,586,112,1,474,544,1091,995,13
ESP-La Liga,2122,Osasuna,Robert Ibáñez,ESP,MF,28.0,1.0,2,0,2,0,0,0,0,,0,18,7,38.9,7,5,6,1,0,0,1,2,4,0,0
ESP-La Liga,2122,Osasuna,Roberto Torres,ESP,"MF,FW",32.0,9.0,6,3,2,2,2,3,11,27.3,8,102,20,19.6,26,44,32,11,0,0,11,12,18,7,0
ESP-La Liga,2122,Osasuna,Rubén García,ESP,"FW,MF",28.0,26.4,44,24,12,22,10,14,47,29.8,33,417,116,27.8,113,185,119,51,5,0,46,22,66,20,1
ESP-La Liga,2122,Osasuna,Sergio Herrera,ESP,GK,28.0,36.0,0,0,0,0,0,0,4,0.0,4,7,1,14.3,7,0,0,2,0,0,2,0,0,1,1
ESP-La Liga,2122,Osasuna,Squad Total,,,27.7,38.0,626,373,291,242,93,269,641,42.0,372,5526,1572,28.4,1605,2510,1411,588,133,1,455,554,1180,801,4
ESP-La Liga,2122,Osasuna,Unai Dufur,ESP,DF,22.0,1.0,1,1,0,1,0,0,0,,0,7,3,42.9,4,3,0,1,0,0,1,3,4,3,0
ESP-La Liga,2122,Osasuna,Unai García,ESP,DF,29.0,15.6,29,14,20,7,2,18,24,75.0,6,121,33,27.3,71,44,6,29,11,0,18,34,63,83,0
ESP-La Liga,2122,Rayo Vallecano,Alejandro Asensio,ESP,FW,20.0,0.1,0,0,0,0,0,0,0,,0,3,1,33.3,1,1,1,0,0,0,0,0,0,0,0
ESP-La Liga,2122,Rayo Vallecano,Andrés Martín,ESP,"FW,MF",22.0,2.1,1,0,0,1,0,1,2,50.0,1,41,10,24.4,6,19,16,2,0,0,2,3,4,0,0
ESP-La Liga,2122,Rayo Vallecano,Bebé,CPV,"FW,MF",31.0,9.6,10,5,3,4,3,3,10,30.0,7,134,32,23.9,28,46,60,21,0,0,21,8,18,9,0
ESP-La Liga,2122,Rayo Vallecano,Catena,ESP,DF,26.0,36.0,36,22,21,15,0,20,36,55.6,16,190,68,35.8,110,73,7,50,27,2,23,55,91,191,0
ESP-La Liga,2122,Rayo Vallecano,Esteban Saveljich,MNE,DF,30.0,18.9,20,12,12,8,0,7,12,58.3,5,131,49,37.4,66,63,2,28,12,0,16,22,42,94,0
ESP-La Liga,2122,Rayo Vallecano,Francisco Garcia,ESP,DF,21.0,33.6,57,33,39,16,2,35,77,45.5,42,495,139,28.1,263,188,44,76,8,0,68,71,128,66,0
ESP-La Liga,2122,Rayo Vallecano,Isaac Palazón Camacho,ESP,"FW,MF",26.0,25.4,45,30,18,24,3,15,57,26.3,42,483,152,31.5,108,239,136,45,4,0,41,23,68,22,0
ESP-La Liga,2122,Rayo Vallecano,Iván Balliu,ALB,DF,29.0,35.0,32,15,13,11,8,11,27,40.7,16,316,93,29.4,135,113,68,49,7,0,42,58,90,73,0
ESP-La Liga,2122,Rayo Vallecano,José Pozo,ESP,MF,25.0,0.8,1,1,0,1,0,1,2,50.0,1,17,4,23.5,3,9,5,2,0,0,2,1,2,0,0
ESP-La Liga,2122,Rayo Vallecano,Kévin Rodrigues,POR,"DF,FW",27.0,4.8,16,12,9,6,1,4,11,36.4,7,88,37,42.0,38,39,11,11,1,0,10,10,26,4,0
ESP-La Liga,2122,Rayo Vallecano,Luca Zidane,FRA,"GK,MF",23.0,7.2,0,0,0,0,0,0,1,0.0,1,2,0,0.0,2,0,0,0,0,0,0,0,0,0,1
ESP-La Liga,2122,Rayo Vallecano,Mamadou Sylla,SEN,"FW,MF",27.0,2.8,3,2,1,2,0,0,1,0.0,1,48,16,33.3,7,17,24,2,1,0,1,3,6,3,0
ESP-La Liga,2122,Rayo Vallecano,Mario Hernández,ESP,"DF,FW",22.0,4.4,5,4,4,1,0,2,7,28.6,5,56,18,32.1,23,17,16,5,0,0,5,10,15,4,0
ESP-La Liga,2122,Rayo Vallecano,Mario Suárez,ESP,DF,34.0,7.9,8,4,6,2,0,5,14,35.7,9,59,15,25.4,37,20,2,8,4,0,4,18,26,55,0
ESP-La Liga,2122,Rayo Vallecano,Martín Merquelanz,ESP,FW,26.0,1.9,3,2,3,0,0,3,6,50.0,3,30,5,16.7,6,14,10,3,0,0,3,0,3,1,0
ESP-La Liga,2122,Rayo Vallecano,Nikola Maraš,SRB,DF,25.0,11.6,12,11,9,3,0,8,16,50.0,8,77,36,46.8,42,32,3,27,14,0,13,16,28,62,0
ESP-La Liga,2122,Rayo Vallecano,Opponent Total,,,27.6,38.0,695,440,320,286,89,263,615,42.8,352,5977,1820,30.5,1896,2787,1294,588,144,2,444,539,1234,792,4
ESP-La Liga,2122,Rayo Vallecano,Pathé Ciss,SEN,MF,27.0,12.2,33,19,15,15,3,12,26,46.2,14,198,63,31.8,89,97,12,26,8,0,18,31,64,38,0
ESP-La Liga,2122,Rayo Vallecano,Radamel Falcao,COL,FW,35.0,9.3,3,1,1,1,1,0,2,0.0,2,148,46,31.1,8,62,78,5,1,0,4,0,3,12,0
ESP-La Liga,2122,Rayo Vallecano,Randy Ntekja,FRA,"FW,MF",23.0,16.2,21,16,5,11,5,7,16,43.8,9,365,99,27.1,47,154,164,32,1,0,31,14,35,11,0
ESP-La Liga,2122,Rayo Vallecano,Santi Comesaña,ESP,MF,24.0,29.8,91,64,49,31,11,34,96,35.4,62,790,247,31.3,267,388,135,61,8,0,53,54,145,39,2
ESP-La Liga,2122,Rayo Vallecano,Sergi Guardiola,ESP,FW,30.0,19.0,17,14,5,8,4,2,15,13.3,13,412,117,28.4,21,164,227,16,4,0,12,11,28,16,0
ESP-La Liga,2122,Rayo Vallecano,Squad Total,,,27.5,38.0,657,419,309,271,77,254,662,38.4,408,6112,1864,30.5,1869,2766,1477,618,115,3,503,589,1246,794,5
ESP-La Liga,2122,Rayo Vallecano,Stole Dimitrievski,MKD,GK,27.0,30.8,0,0,0,0,0,0,0,,0,2,0,0.0,2,0,0,0,0,0,0,0,0,1,2
ESP-La Liga,2122,Rayo Vallecano,Unai López,ESP,MF,25.0,12.9,28,18,9,15,4,9,28,32.1,19,248,73,29.4,57,127,64,18,0,0,18,21,49,9,0
ESP-La Liga,2122,Rayo Vallecano,Yacine Qasmi,MAR,MF,30.0,0.0,0,0,0,0,0,0,0,,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0
ESP-La Liga,2122,Rayo Vallecano,Álvaro Aguirre,ESP,FW,21.0,0.1,1,1,0,0,1,0,0,,0,3,1,33.3,0,0,3,0,0,0,0,0,1,0,0
ESP-La Liga,2122,Rayo Vallecano,Álvaro García,ESP,FW,28.0,33.3,52,36,17,23,12,8,36,22.2,28,445,135,30.3,117,158,170,55,3,0,52,61,113,21,0
ESP-La Liga,2122,Rayo Vallecano,Óscar Trejo,ARG,MF,33.0,22.3,43,31,13,19,11,14,42,33.3,28,569,145,25.5,106,300,163,27,1,0,26,17,60,14,0
ESP-La Liga,2122,Rayo Vallecano,Óscar Valentín,ESP,MF,26.0,28.5,119,66,57,54,8,53,122,43.4,69,761,263,34.6,280,426,55,49,11,1,38,82,201,49,0
ESP-La Liga,2122,Real Madrid,Andriy Lunin,UKR,GK,22.0,2.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0
ESP-La Liga,2122,Real Madrid,Blanco,ESP,MF,21.0,0.3,0,0,0,0,0,0,1,0.0,1,9,2,22.2,6,3,0,1,1,0,0,2,2,1,1
ESP-La Liga,2122,Real Madrid,Casemiro,BRA,MF,29.0,28.5,90,64,51,34,5,32,70,45.7,38,445,179,40.2,209,189,47,65,19,0,46,59,149,84,3
ESP-La Liga,2122,Real Madrid,Dani Carvajal,ESP,DF,29.0,17.2,35,22,15,12,8,12,31,38.7,19,233,65,27.9,90,85,58,33,9,0,24,34,69,35,2
ESP-La Liga,2122,Real Madrid,Dani Ceballos,ESP,MF,24.0,3.1,12,6,5,7,0,5,8,62.5,3,66,20,30.3,18,32,16,6,2,0,4,7,19,0,0
ESP-La Liga,2122,Real Madrid,David Alaba,AUT,DF,29.0,29.4,25,18,13,10,2,9,16,56.3,7,223,83,37.2,100,100,23,37,17,1,20,41,66,67,2
ESP-La Liga,2122,Real Madrid,Eden Hazard,BEL,"FW,MF",30.0,8.0,8,6,5,3,0,3,6,50.0,3,75,20,26.7,21,37,17,3,1,0,2,8,16,1,0
ESP-La Liga,2122,Real Madrid,Eduardo Camavinga,FRA,MF,18.0,13.7,50,32,21,21,8,18,33,54.5,15,345,91,26.4,115,172,58,28,2,0,26,18,68,16,0
ESP-La Liga,2122,Real Madrid,Federico Valverde,URU,MF,23.0,20.4,33,21,7,18,8,9,30,30.0,21,303,101,33.3,76,154,73,24,4,0,20,41,74,16,0
ESP-La Liga,2122,Real Madrid,Ferland Mendy,FRA,DF,26.0,19.3,26,16,14,9,3,9,20,45.0,11,138,51,37.0,63,44,31,32,2,0,30,33,59,20,0
ESP-La Liga,2122,Real Madrid,Gareth Bale,WAL,FW,32.0,3.1,1,1,0,0,1,0,4,0.0,4,36,15,41.7,5,21,10,2,0,0,2,5,6,1,0
ESP-La Liga,2122,Real Madrid,Isco,ESP,"MF,FW",29.0,3.7,10,6,7,3,0,3,12,25.0,9,75,22,29.3,21,39,15,1,0,0,1,2,12,0,0
ESP-La Liga,2122,Real Madrid,Jesús Vallejo,ESP,DF,24.0,3.8,8,7,8,0,0,7,9,77.8,2,47,17,36.2,34,11,2,15,8,0,7,5,13,15,0
ESP-La Liga,2122,Real Madrid,Karim Benzema,FRA,FW,33.0,28.8,11,5,2,5,4,2,9,22.2,7,261,76,29.1,17,79,165,10,0,0,10,7,18,15,0
ESP-La Liga,2122,Real Madrid,Latasa,ESP,FW,20.0,0.1,0,0,0,0,0,0,0,,0,2,0,0.0,0,2,0,0,0,0,0,0,0,0,0
ESP-La Liga,2122,Real Madrid,Lucas Vázquez,ESP,DF,30.0,20.4,48,31,31,9,8,22,39,56.4,17,294,95,32.3,136,95,63,44,7,0,37,29,77,28,1
ESP-La Liga,2122,Real Madrid,Luka Jović,SRB,FW,23.0,4.1,3,2,1,2,0,1,1,100.0,0,44,8,18.2,3,24,17,2,0,0,2,2,5,4,0
ESP-La Liga,2122,Real Madrid,Luka Modrić,CRO,MF,35.0,22.6,20,13,7,10,3,7,20,35.0,13,296,89,30.1,60,150,86,14,5,0,9,31,51,6,0
ESP-La Liga,2122,Real Madrid,Marcelo,BRA,DF,33.0,5.8,8,4,4,2,2,4,10,40.0,6,33,14,42.4,14,9,10,7,2,0,5,6,14,6,0
ESP-La Liga,2122,Real Madrid,Marco Asensio,ESP,"FW,MF",25.0,19.2,16,10,8,6,2,7,20,35.0,13,184,44,23.9,37,76,71,15,1,0,14,25,41,5,1
ESP-La Liga,2122,Real Madrid,Mariano,DOM,FW,27.0,3.8,2,2,1,0,1,0,0,,0,63,11,17.5,9,24,30,1,0,0,1,1,3,4,0
ESP-La Liga,2122,Real Madrid,Mario Gila,ESP,DF,20.0,0.3,1,1,1,0,0,0,1,0.0,1,2,1,50.0,2,0,0,0,0,0,0,2,3,1,0
ESP-La Liga,2122,Real Madrid,Miguel Gutiérrez,ESP,DF,20.0,2.9,5,4,4,0,1,2,4,50.0,2,23,7,30.4,9,9,5,1,0,0,1,5,10,4,0
ESP-La Liga,2122,Real Madrid,Nacho,ESP,DF,31.0,17.3,19,11,11,6,2,8,22,36.4,14,126,37,29.4,58,58,10,23,16,0,7,37,56,63,0
ESP-La Liga,2122,Real Madrid,Opponent Total,,,27.6,38.0,675,429,381,183,111,316,765,41.3,449,6188,1450,23.4,2308,2343,1537,617,186,5,431,558,1233,630,7
ESP-La Liga,2122,Real Madrid,Peter González,DOM,"MF,DF",19.0,0.3,1,1,0,1,0,0,0,,0,7,4,57.1,4,2,1,0,0,0,0,1,2,0,0
ESP-La Liga,2122,Real Madrid,Rodrygo,BRA,FW,20.0,16.9,20,15,9,5,6,3,17,17.6,14,293,70,23.9,68,121,104,25,0,0,25,18,38,5,0
ESP-La Liga,2122,Real Madrid,Sergio Santos,ESP,DF,20.0,0.1,0,0,0,0,0,0,0,,0,1,1,100.0,0,1,0,0,0,0,0,0,0,0,0
ESP-La Liga,2122,Real Madrid,Squad Total,,,27.7,38.0,608,404,304,219,85,225,530,42.5,305,4830,1473,30.5,1574,2049,1207,480,127,2,353,520,1128,537,14
ESP-La Liga,2122,Real Madrid,Thibaut Courtois,BEL,GK,29.0,36.0,0,0,0,0,0,0,1,0.0,1,4,0,0.0,4,0,0,0,0,0,0,0,0,1,1
ESP-La Liga,2122,Real Madrid,Toni Kroos,GER,MF,31.0,23.4,44,31,14,22,8,22,46,47.8,24,367,100,27.2,102,204,61,13,4,1,9,17,61,11,0
ESP-La Liga,2122,Real Madrid,Vinicius Júnior,BRA,FW,21.0,29.9,47,35,24,20,3,13,50,26.0,37,551,152,27.6,139,209,203,29,3,0,26,14,61,3,0
ESP-La Liga,2122,Real Madrid,Éder Militão,BRA,DF,23.0,33.7,65,40,41,14,10,27,50,54.0,23,283,98,34.6,153,99,31,49,24,0,25,70,135,125,3
ESP-La Liga,2122,Real Sociedad,Adnan Januzaj,BEL,"FW,MF",26.0,18.1,18,10,2,9,7,3,17,17.6,14,190,58,30.5,43,92,55,22,3,0,19,17,35,14,0
ESP-La Liga,2122,Real Sociedad,Aihen Muñoz,ESP,DF,23.0,14.9,37,18,18,16,3,18,31,58.1,13,209,75,35.9,82,103,24,20,1,0,19,26,63,38,1
ESP-La Liga,2122,Real Sociedad,Alex Sola,ESP,"DF,FW",22.0,0.5,1,1,1,0,0,1,2,50.0,1,6,1,16.7,3,2,1,3,0,0,3,1,2,4,0
ESP-La Liga,2122,Real Sociedad,Alexander Isak,SWE,FW,21.0,23.8,14,9,2,8,4,3,11,27.3,8,259,66,25.5,19,81,159,15,3,0,12,4,18,8,0
ESP-La Liga,2122,Real Sociedad,Alexander Sørloth,NOR,FW,25.0,19.6,25,15,5,9,11,6,17,35.3,11,345,84,24.3,37,147,161,13,1,0,12,7,32,14,0
ESP-La Liga,2122,Real Sociedad,Ander Barrenetxea,ESP,"FW,MF",19.0,6.1,21,15,13,7,1,7,18,38.9,11,130,38,29.2,34,55,41,5,0,0,5,7,28,3,0
ESP-La Liga,2122,Real Sociedad,Ander Guevara,ESP,MF,24.0,9.6,20,10,9,9,2,10,19,52.6,9,176,55,31.3,66,89,21,23,6,0,17,14,34,13,0
ESP-La Liga,2122,Real Sociedad,Ander Martin,ESP,"FW,MF",20.0,1.0,1,1,0,0,1,0,1,0.0,1,35,9,25.7,6,20,9,1,0,0,1,3,4,1,0
ESP-La Liga,2122,Real Sociedad,Andoni Gorosabel,ESP,DF,24.0,25.4,49,29,35,10,4,23,45,51.1,22,292,93,31.8,135,107,50,37,3,0,34,25,74,58,0
ESP-La Liga,2122,Real Sociedad,Aritz Elustondo,ESP,DF,27.0,23.4,26,16,20,6,0,6,14,42.9,8,168,62,36.9,88,65,15,32,14,0,18,50,76,103,0
ESP-La Liga,2122,Real Sociedad,Asier Illarramendi,ESP,MF,31.0,4.2,9,7,5,3,1,0,8,0.0,8,75,21,28.0,34,29,12,8,1,0,7,9,18,17,0
ESP-La Liga,2122,Real Sociedad,Beñat Turrientes,ESP,MF,19.0,2.3,2,1,0,1,1,0,5,0.0,5,38,13,34.2,8,19,11,2,0,0,2,2,4,4,0
ESP-La Liga,2122,Real Sociedad,Cristo,ESP,DF,21.0,0.2,0,0,0,0,0,0,1,0.0,1,4,0,0.0,0,3,1,0,0,0,0,0,0,0,0
ESP-La Liga,2122,Real Sociedad,David Silva,ESP,MF,35.0,19.1,33,28,11,18,4,5,22,22.7,17,316,101,32.0,71,161,84,19,4,0,15,15,48,11,0
ESP-La Liga,2122,Real Sociedad,Diego Rico,ESP,DF,28.0,18.3,47,27,26,17,4,15,40,37.5,25,281,94,33.5,121,116,44,53,6,0,47,48,95,44,0
ESP-La Liga,2122,Real Sociedad,Germán Valera,ESP,"FW,MF",19.0,0.6,3,1,2,1,0,1,1,100.0,0,14,5,35.7,6,4,4,1,0,0,1,0,3,1,0
ESP-La Liga,2122,Real Sociedad,Igor Zubeldia,ESP,DF,24.0,18.3,26,15,17,9,0,13,21,61.9,8,155,48,31.0,79,56,20,27,9,0,18,31,57,63,0
ESP-La Liga,2122,Real Sociedad,Jon Bautista,ESP,"FW,MF",26.0,0.5,3,0,0,2,1,0,1,0.0,1,16,2,12.5,0,6,10,1,0,0,1,1,4,1,0
ESP-La Liga,2122,Real Sociedad,Jon Guridi,ESP,MF,26.0,2.3,6,4,3,3,0,0,3,0.0,3,55,13,23.6,16,24,15,2,1,0,1,2,8,6,0
ESP-La Liga,2122,Real Sociedad,Jon Pacheco,ESP,DF,20.0,4.2,8,4,5,3,0,5,6,83.3,1,29,13,44.8,17,12,0,5,3,0,2,7,15,26,0
ESP-La Liga,2122,Real Sociedad,Joseba Zaldúa,ESP,DF,29.0,13.0,38,22,25,10,3,16,24,66.7,8,171,42,24.6,90,57,24,29,5,1,24,12,50,37,0
ESP-La Liga,2122,Real Sociedad,Julen Lobete,ESP,"FW,MF",20.0,3.2,4,3,2,1,1,0,3,0.0,3,78,30,38.5,16,27,35,6,1,0,5,0,4,0,0
ESP-La Liga,2122,Real Sociedad,Martín Zubimendi,ESP,MF,22.0,28.8,61,32,27,27,7,22,40,55.0,18,394,129,32.7,132,216,46,39,14,0,25,50,111,64,0
ESP-La Liga,2122,Real Sociedad,Mathew Ryan,AUS,GK,29.0,3.0,0,0,0,0,0,0,0,,0,1,1,100.0,1,0,0,0,0,0,0,0,0,0,0
ESP-La Liga,2122,Real Sociedad,Mikel Merino,ESP,MF,25.0,32.1,76,50,24,42,10,22,61,36.1,39,579,177,30.6,149,315,115,62,11,0,51,37,113,60,2
ESP-La Liga,2122,Real Sociedad,Mikel Oyarzabal,ESP,"FW,MF",24.0,18.6,23,14,10,10,3,3,17,17.6,14,269,75,27.9,61,103,105,24,2,0,22,16,39,15,0
ESP-La Liga,2122,Real Sociedad,Naïs Djouahra,FRA,"FW,MF",21.0,2.4,4,2,1,2,1,2,7,28.6,5,42,13,31.0,15,15,12,5,0,0,5,2,6,2,0
ESP-La Liga,2122,Real Sociedad,Opponent Total,,,27.7,38.0,736,448,376,277,83,264,622,42.4,358,6292,1765,28.1,2121,2832,1339,611,139,3,472,554,1290,692,4
ESP-La Liga,2122,Real Sociedad,Portu,ESP,"FW,MF",29.0,17.7,20,11,7,6,7,7,25,28.0,18,340,82,24.1,81,122,137,31,4,0,27,11,31,8,0
ESP-La Liga,2122,Real Sociedad,Rafinha,BRA,"MF,FW",28.0,11.7,45,27,18,16,11,14,26,53.8,12,285,80,28.1,77,147,61,25,2,0,23,22,67,5,0
ESP-La Liga,2122,Real Sociedad,Roberto Navarro,ESP,"MF,FW",19.0,2.2,7,4,3,1,3,2,4,50.0,2,59,14,23.7,12,28,19,2,0,0,2,1,8,3,0
ESP-La Liga,2122,Real Sociedad,Robin Le Normand,FRA,DF,24.0,37.0,46,27,34,8,4,19,35,54.3,16,295,105,35.6,181,99,15,50,23,0,27,59,105,176,1
ESP-La Liga,2122,Real Sociedad,Squad Total,,,25.7,38.0,673,403,325,254,94,223,526,42.4,303,5308,1599,30.1,1682,2320,1306,562,117,1,445,479,1152,801,7
ESP-La Liga,2122,Real Sociedad,Álex Remiro,ESP,GK,26.0,35.0,0,0,0,0,0,0,1,0.0,1,2,0,0.0,2,0,0,0,0,0,0,0,0,2,3
ESP-La Liga,2122,Sevilla,Anthony Martial,FRA,"FW,MF",25.0,5.4,4,4,0,1,3,2,6,33.3,4,84,27,32.1,8,34,42,5,0,0,5,3,7,2,0
ESP-La Liga,2122,Sevilla,Carmona,ESP,DF,19.0,0.3,0,0,0,0,0,0,0,,0,2,2,100.0,2,0,0,0,0,0,0,1,1,1,0
ESP-La Liga,2122,Sevilla,Diego Carlos,BRA,DF,28.0,32.9,47,38,32,13,2,14,21,66.7,7,202,80,39.6,120,64,18,58,36,0,22,52,99,140,4
ESP-La Liga,2122,Sevilla,Fernando,BRA,"MF,DF",34.0,20.6,29,23,17,10,2,10,37,27.0,27,201,74,36.8,100,91,10,35,13,0,22,42,71,46,0
ESP-La Liga,2122,Sevilla,Gonzalo Montiel,ARG,DF,24.0,11.8,13,4,9,3,1,8,16,50.0,8,100,38,38.0,47,36,17,16,2,0,14,15,28,16,0
ESP-La Liga,2122,Sevilla,Ivan Rakitić,CRO,MF,33.0,24.2,40,27,13,21,6,17,38,44.7,21,364,102,28.0,77,193,94,47,10,0,37,26,66,35,1
ESP-La Liga,2122,Sevilla,Iván Romero,ESP,FW,20.0,2.0,1,1,0,1,0,0,0,,0,53,15,28.3,2,19,32,2,0,0,2,3,4,0,0
ESP-La Liga,2122,Sevilla,Javier Díaz,ESP,GK,24.0,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
ESP-La Liga,2122,Sevilla,Jesús Corona,MEX,"FW,DF",28.0,12.9,13,7,8,3,2,3,7,42.9,4,131,41,31.3,32,55,44,8,0,0,8,13,26,4,0
ESP-La Liga,2122,Sevilla,Jesús Navas,ESP,DF,35.0,19.8,19,6,10,6,3,8,18,44.4,10,146,41,28.1,65,51,30,35,4,0,31,25,44,36,0
ESP-La Liga,2122,Sevilla,Joan Jordán,ESP,MF,27.0,27.9,63,47,22,34,7,28,63,44.4,35,497,139,28.0,151,274,72,30,6,0,24,43,106,15,2
ESP-La Liga,2122,Sevilla,Juan Sánchez,ESP,MF,17.0,0.1,1,1,1,0,0,0,1,0.0,1,5,1,20.0,4,0,1,1,0,0,1,0,1,0,0
ESP-La Liga,2122,Sevilla,Jules Koundé,FRA,DF,22.0,30.4,38,22,26,9,3,17,27,63.0,10,220,82,37.3,116,80,24,41,18,0,23,55,93,114,3
ESP-La Liga,2122,Sevilla,Karim Rekik,NED,DF,26.0,12.2,19,13,9,9,1,6,11,54.5,5,120,49,40.8,53,51,16,15,6,0,9,15,34,34,0
ESP-La Liga,2122,Sevilla,Lucas Ocampos,ARG,FW,27.0,23.6,54,27,25,21,8,25,54,46.3,29,397,107,27.0,109,174,114,39,3,0,36,28,82,24,0
ESP-La Liga,2122,Sevilla,Ludwig Augustinsson,SWE,DF,27.0,8.8,19,13,11,4,4,6,13,46.2,7,114,39,34.2,57,30,27,19,4,0,15,9,28,28,0
ESP-La Liga,2122,Sevilla,Luismi,ESP,FW,20.0,0.1,0,0,0,0,0,0,0,,0,4,1,25.0,4,0,0,0,0,0,0,0,0,0,0
ESP-La Liga,2122,Sevilla,Marcos Acuña,ARG,DF,29.0,25.1,58,39,33,15,10,21,35,60.0,14,293,99,33.8,132,119,42,36,4,0,32,31,89,30,0
ESP-La Liga,2122,Sevilla,Marko Dmitrović,SRB,GK,29.0,6.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,1
ESP-La Liga,2122,Sevilla,Munir El Haddadi,MAR,"FW,MF",25.0,5.3,6,3,0,5,1,2,6,33.3,4,95,25,26.3,19,49,27,9,1,0,8,8,14,5,0
ESP-La Liga,2122,Sevilla,Nemanja Gudelj,SRB,"MF,DF",29.0,11.6,22,16,12,7,3,9,11,81.8,2,131,46,35.1,62,57,12,23,8,0,15,18,40,47,1
ESP-La Liga,2122,Sevilla,Opponent Total,,,27.8,38.0,622,373,321,194,107,218,538,40.5,320,5715,1435,25.1,1771,2437,1507,509,112,3,397,554,1176,773,8
ESP-La Liga,2122,Sevilla,Oussama Idrissi,MAR,"FW,MF",25.0,1.4,1,1,0,1,0,0,1,0.0,1,24,9,37.5,1,13,10,1,0,0,1,4,5,1,0
ESP-La Liga,2122,Sevilla,Papu Gómez,ARG,"MF,FW",33.0,19.8,21,17,11,7,3,11,26,42.3,15,195,55,28.2,45,87,63,18,1,0,17,18,39,9,0
ESP-La Liga,2122,Sevilla,Pedro Ortiz,ESP,MF,20.0,0.1,0,0,0,0,0,0,0,,0,3,0,0.0,1,0,2,0,0,0,0,0,0,1,0
ESP-La Liga,2122,Sevilla,Rafa Mir,ESP,FW,24.0,20.1,7,7,1,3,3,0,8,0.0,8,284,79,27.8,21,122,141,8,3,0,5,4,11,17,0
ESP-La Liga,2122,Sevilla,Squad Total,,,28.6,38.0,596,395,284,232,80,217,486,44.7,269,4765,1454,30.5,1474,2168,1123,530,138,0,392,470,1066,672,14
ESP-La Liga,2122,Sevilla,Suso,ESP,FW,27.0,4.3,5,2,1,4,0,2,7,28.6,5,45,13,28.9,9,28,8,6,0,0,6,1,6,0,0
ESP-La Liga,2122,Sevilla,Thomas Delaney,DEN,MF,29.0,17.2,43,24,19,21,3,9,24,37.5,15,267,76,28.5,97,144,26,30,13,0,17,21,64,36,1
ESP-La Liga,2122,Sevilla,Valentino Scotta,ESP,DF,19.0,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,1,1,0,0
ESP-La Liga,2122,Sevilla,Yassine Bounou,MAR,GK,30.0,31.0,0,0,0,0,0,0,0,,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,1
ESP-La Liga,2122,Sevilla,Youssef En-Nesyri,MAR,FW,24.0,14.2,9,5,4,3,2,3,12,25.0,9,226,51,22.6,15,109,102,13,5,0,8,5,14,18,0
ESP-La Liga,2122,Sevilla,Érik Lamela,ARG,FW,29.0,11.3,34,28,13,15,6,9,17,52.9,8,226,82,36.3,56,102,68,15,0,0,15,11,45,3,0
