,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Min_Playing Time,Mn/MP_Playing Time,Min%_Playing Time,90s_Playing Time,Starts_Starts,Mn/Start_Starts,Compl_Starts,Subs_Subs,Mn/Sub_Subs,unSub_Subs,PPM_Team Success,onG_Team Success,onGA_Team Success,+/-_Team Success,+/-90_Team Success,On-Off_Team Success,onxG_Team Success (xG),onxGA_Team Success (xG),xG+/-_Team Success (xG),xG+/-90_Team Success (xG),On-Off_Team Success (xG)
563,Stefan Savić,me  MNE,DF,Atlético Madrid,32-043,1991,14,1223,87,61.8,13.6,14,87,11,0,,0,1.71,17,11,+6,+0.44,-0.51,17.3,13.8,+3.5,+0.26,-0.40
564,Manuel Sebastián,es  ESP,MF,Sevilla,18-208,2004,0,,,,,0,,0,0,,5,,,,,,,,,,,
565,Haris Seferović,ch  SUI,"FW,MF",Celta Vigo,30-363,1992,3,100,33,5.1,1.1,0,,0,3,33,0,1.33,2,2,0,0.00,+0.53,2.0,3.5,-1.5,-1.35,-1.43
566,Jaime Seoane,es  ESP,MF,Getafe,26-029,1997,12,288,24,15.2,3.2,2,59,0,10,17,9,1.00,1,8,-7,-2.19,-2.02,2.4,4.6,-2.3,-0.71,-0.35
567,David Silva,es  ESP,MF,Real Sociedad,37-043,1986,16,1115,70,56.3,12.4,15,71,0,1,45,1,2.31,26,13,+13,+1.05,+1.36,18.7,8.0,+10.6,+0.86,+0.91
568,Rui Silva,pt  POR,GK,Betis,29-013,1994,18,1620,90,81.8,18.0,18,90,18,0,,4,1.78,26,20,+6,+0.33,+0.33,26.2,22.4,+3.8,+0.21,+0.32
569,Unai Simón,es  ESP,GK,Athletic Club,25-254,1997,21,1890,90,95.5,21.0,21,90,21,0,,1,1.52,31,22,+9,+0.43,+1.43,27.9,17.3,+10.6,+0.50,+0.89
570,Rubén Sobrino,es  ESP,"FW,MF",Cádiz,30-264,1992,18,1207,67,61.0,13.4,13,84,8,5,22,1,1.06,10,16,-6,-0.45,+0.95,11.6,19.6,-8.0,-0.60,+0.39
571,Alex Sola,es  ESP,DF,Real Sociedad,23-256,1999,7,287,41,14.5,3.2,3,77,1,4,14,3,2.00,7,5,+2,+0.63,+0.20,4.3,2.9,+1.5,+0.46,+0.01
572,Augusto Solari,ar  ARG,"MF,FW",Celta Vigo,31-048,1992,8,194,24,9.8,2.2,2,50,0,6,16,9,2.00,4,2,+2,+0.93,+1.58,2.2,1.0,+1.2,+0.56,+0.61
573,Carlos Soler,es  ESP,MF,Valencia,26-049,1997,3,242,81,12.8,2.7,3,81,2,0,,0,1.00,1,2,-1,-0.37,-0.43,2.7,2.6,+0.1,+0.03,-0.07
574,Marco Soler,es  ESP,DF,Elche,22-321,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,
575,David Soria,es  ESP,GK,Getafe,29-322,1993,21,1890,90,100.0,21.0,21,90,21,0,,0,0.90,18,28,-10,-0.48,,16.2,24.7,-8.5,-0.41,
576,Hugo Sotelo,es  ESP,MF,Celta Vigo,19-063,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
577,Dyego Sousa,pt  POR,FW,Almería,33-159,1989,13,347,27,17.5,3.9,2,59,0,11,21,7,0.62,1,6,-5,-1.30,-0.86,3.7,6.2,-2.5,-0.66,-0.26
578,Vinicius Souza,br  BRA,MF,Espanyol,23-248,1999,20,1706,85,86.2,19.0,20,85,10,0,,0,1.10,22,26,-4,-0.21,+0.45,20.6,23.2,-2.6,-0.14,-0.21
579,Lautaro Spatz,ar  ARG,DF,Cádiz,21-124,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
580,Jørgen Strand Larsen,no  NOR,FW,Celta Vigo,23-014,2000,18,1107,62,55.9,12.3,14,68,3,4,41,0,1.06,15,21,-6,-0.49,+0.03,14.9,11.1,+3.9,+0.31,+0.69
581,Cristhian Stuani,uy  URU,FW,Girona,36-131,1986,17,667,39,33.7,7.4,5,80,2,12,22,1,1.35,16,8,+8,+1.08,+1.63,13.6,9.5,+4.1,+0.55,+0.62
582,Damián Suárez,uy  URU,DF,Getafe,34-299,1988,13,900,69,47.6,10.0,12,75,7,1,1,4,1.15,10,10,0,0.00,+0.91,9.2,9.6,-0.4,-0.04,+0.71
583,Denis Suárez,es  ESP,MF,Espanyol,29-045,1994,3,152,51,7.7,1.7,1,76,0,2,38,0,1.33,2,2,0,0.00,+0.30,1.6,2.4,-0.8,-0.47,-0.39
584,Mario Suárez,es  ESP,"DF,MF",Rayo Vallecano,35-361,1987,1,6,6,0.3,0.1,0,,0,1,6,19,3.00,0,0,0,0.00,-0.23,0.0,0.1,-0.1,-1.77,-1.77
585,Suso,es  ESP,"MF,FW",Sevilla,29-093,1993,11,395,36,19.9,4.4,3,81,1,8,19,9,1.64,8,4,+4,+0.91,+1.48,7.9,4.3,+3.6,+0.82,+1.59
586,Martin Šviderský,sk  SVK,MF,Almería,20-139,2002,0,,,,,0,,0,0,,9,,,,,,,,,,,
587,Williot Swedberg,se  SWE,MF,Celta Vigo,19-019,2004,1,34,34,1.7,0.4,0,,0,1,34,21,0.00,0,0,0,0.00,+0.51,0.2,0.1,+0.1,+0.32,+0.32
588,Alexander Sørloth,no  NOR,FW,Real Sociedad,27-077,1995,18,1444,80,72.9,16.0,18,80,6,0,,0,2.06,27,13,+14,+0.87,+1.54,21.6,12.5,+9.1,+0.57,+0.40
589,Renato Tapia,pe  PER,"MF,DF",Celta Vigo,27-207,1995,17,792,47,40.0,8.8,9,70,2,8,20,5,1.18,5,17,-12,-1.36,-1.44,9.2,11.2,-2.0,-0.23,-0.40
590,Aurélien Tchouaméni,fr  FRA,MF,Real Madrid,23-024,2000,17,1085,64,54.8,12.1,13,77,7,4,20,1,2.35,26,15,+11,+0.91,-0.90,24.6,12.9,+11.8,+0.98,-0.55
591,Alex Telles,br  BRA,DF,Sevilla,30-067,1992,14,843,60,42.6,9.4,8,81,5,6,33,1,0.86,9,13,-4,-0.43,-0.27,7.9,15.6,-7.7,-0.82,-0.65
592,Arnau Tenas,es  ESP,GK,Barcelona,21-266,2001,0,,,0.0,0.0,0,,0,0,,20,1.00,1,1,0,,,,,,,
593,Marc-André ter Stegen,de  GER,GK,Barcelona,30-296,1992,22,1980,90,100.0,22.0,22,90,22,0,,0,2.68,45,7,+38,+1.73,,45.3,17.8,+27.5,+1.25,
594,Raúl de Tomás,es  ESP,FW,Rayo Vallecano,28-126,1994,4,67,17,3.4,0.7,0,,0,4,17,1,1.25,0,0,0,0.00,-0.24,1.9,0.6,+1.3,+1.77,+1.84
595,Pablo Torre,es  ESP,FW,Barcelona,19-323,2003,1,14,14,0.7,0.2,0,,0,1,14,14,3.00,0,0,0,0.00,-1.74,0.0,0.4,-0.4,-2.49,-3.76
596,David Torres,es  ESP,DF,Valladolid,19-352,2003,2,101,51,5.1,1.1,1,90,1,1,11,14,1.50,1,3,-2,-1.78,-1.21,1.5,3.6,-2.2,-1.93,-1.32
597,Ferrán Torres,es  ESP,FW,Barcelona,22-356,2000,19,745,39,37.6,8.3,7,71,2,12,21,1,2.74,14,5,+9,+1.09,-1.03,18.4,8.5,+9.8,+1.19,-0.10
598,Óliver Torres,es  ESP,"MF,FW",Sevilla,28-102,1994,20,1492,75,75.4,16.6,20,75,4,0,,2,1.25,20,17,+3,+0.18,+1.84,18.6,20.9,-2.3,-0.14,+1.26
599,Pau Torres,es  ESP,DF,Villarreal,26-035,1997,19,1710,90,86.4,19.0,19,90,19,0,,1,1.47,22,18,+4,+0.21,+0.88,26.9,23.6,+3.3,+0.17,+0.87
600,Roberto Torres,es  ESP,"FW,MF",Osasuna,33-350,1989,2,11,6,0.6,0.1,0,,0,2,6,13,3.00,0,0,0,0.00,+0.09,0.6,0.1,+0.5,+4.22,+4.19
601,Lucas Torró,es  ESP,MF,Osasuna,28-216,1994,21,1655,79,83.6,18.4,21,79,12,0,,0,1.38,16,16,0,0.00,+0.55,20.8,19.1,+1.7,+0.09,+0.26
602,Nabil Touaizi,ma  MAR,MF,Espanyol,22-019,2001,1,3,3,0.2,0.0,0,,0,1,3,2,1.00,1,0,+1,+30.00,+30.32,0.8,0.0,+0.8,+23.65,+23.80
603,Óscar Trejo,ar  ARG,"MF,FW",Rayo Vallecano,34-300,1988,20,1340,67,67.7,14.9,18,72,1,2,27,0,1.50,21,18,+3,+0.20,-0.08,15.8,18.4,-2.6,-0.18,-0.52
604,Manu Trigueros,es  ESP,"MF,FW",Villarreal,31-126,1991,13,408,31,20.6,4.5,4,53,0,9,22,3,1.46,5,4,+1,+0.22,+0.16,5.1,7.0,-1.9,-0.41,-0.59
605,Viktor Tsyhankov,ua  UKR,MF,Girona,25-097,1997,3,105,35,5.3,1.2,1,64,0,2,21,2,2.00,4,0,+4,+3.43,+3.62,3.4,1.0,+2.4,+2.05,+2.02
606,Beñat Turrientes,es  ESP,"MF,FW",Real Sociedad,21-020,2002,6,106,18,5.4,1.2,1,45,0,5,12,12,1.50,1,2,-1,-0.85,-1.38,0.9,2.3,-1.4,-1.17,-1.72
607,Enes Ünal,tr  TUR,FW,Getafe,25-286,1997,21,1821,87,96.3,20.2,21,87,10,0,,0,0.90,16,27,-11,-0.54,-1.85,15.4,23.2,-7.8,-0.38,+0.59
608,Oscar Ureña,es  ESP,MF,Girona,20-050,2003,3,100,33,5.1,1.1,1,58,0,2,21,4,0.00,0,2,-2,-1.80,-1.90,1.3,1.7,-0.4,-0.40,-0.56
609,Óscar Valentín,es  ESP,MF,Rayo Vallecano,28-184,1994,19,1400,74,70.7,15.6,16,81,6,3,36,0,1.58,19,14,+5,+0.32,+0.32,18.7,16.8,+1.9,+0.12,+0.43
610,Valery,es  ESP,"MF,DF",Girona,23-089,1999,15,575,38,29.0,6.4,5,75,1,10,20,3,1.13,9,7,+2,+0.31,+0.44,10.8,10.3,+0.5,+0.08,-0.08
611,Enrique Valiente,es  ESP,DF,Sevilla,20-303,2002,6,368,61,18.6,4.1,4,73,2,2,39,10,1.00,6,5,+1,+0.24,+0.64,4.3,7.2,-2.9,-0.71,-0.32
612,Martin Valjent,sk  SVK,DF,Mallorca,27-071,1995,18,1598,89,80.7,17.8,18,89,16,0,,2,1.39,14,17,-3,-0.17,-0.40,14.7,19.6,-4.9,-0.27,0.00
613,Jesús Vallejo,es  ESP,DF,Real Madrid,26-046,1997,0,,,,,0,,0,0,,20,,,,,,,,,,,
614,Federico Valverde,uy  URU,"FW,MF",Real Madrid,24-213,1998,22,1686,77,85.2,18.7,19,84,12,3,30,0,2.32,38,15,+23,+1.23,-0.61,37.7,17.3,+20.4,+1.09,-0.89
615,Jesus Vazquez,es  ESP,"DF,MF",Valencia,20-049,2003,6,171,29,9.0,1.9,2,67,0,4,10,14,0.67,1,3,-2,-1.05,-1.16,2.5,3.5,-1.0,-0.53,-0.67
616,Kevin Vázquez,es  ESP,"MF,DF",Celta Vigo,29-334,1993,4,90,23,4.5,1.0,1,71,0,3,6,18,2.00,0,0,0,0.00,+0.52,1.0,0.4,+0.6,+0.58,+0.59
617,Lucas Vázquez,es  ESP,DF,Real Madrid,31-234,1991,10,426,43,21.5,4.7,4,83,1,6,16,6,2.40,11,4,+7,+1.48,+0.20,11.4,4.4,+7.0,+1.48,+0.32
618,Gabriel Veiga,es  ESP,MF,Celta Vigo,20-269,2002,21,1212,58,61.2,13.5,14,74,2,7,26,0,1.14,15,17,-2,-0.15,+0.91,15.9,14.7,+1.1,+0.08,+0.19
619,Unai Vencedor Paris,es  ESP,MF,Athletic Club,22-097,2000,6,141,24,7.1,1.6,0,,0,6,24,16,1.50,2,4,-2,-1.28,-1.77,2.0,1.4,+0.6,+0.41,-0.05
620,Gonzalo Verdú,es  ESP,DF,Elche,34-122,1988,10,471,47,23.8,5.2,6,68,3,4,16,5,0.60,3,9,-6,-1.15,+0.28,2.9,8.5,-5.6,-1.08,+0.15
621,Mikel Vesga,es  ESP,MF,Athletic Club,29-275,1993,21,1575,75,79.5,17.5,17,87,14,4,23,0,1.38,20,16,+4,+0.23,-0.66,21.0,14.9,+6.1,+0.35,-0.55
622,Pau Victor Delgado,es  ESP,FW,Girona,21-086,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
623,Aleix Vidal,es  ESP,"MF,FW",Espanyol,33-183,1989,17,826,49,41.7,9.2,9,68,1,8,27,0,1.18,12,14,-2,-0.22,+0.09,11.1,10.1,+1.0,+0.11,+0.37
624,Nacho Vidal,es  ESP,DF,Osasuna,28-027,1995,13,891,69,45.0,9.9,10,81,7,3,26,1,1.54,9,10,-1,-0.10,-0.02,11.7,7.8,+3.9,+0.39,+0.62
625,Daniel Villahermosa,es  ESP,MF,Espanyol,22-049,2001,0,,,,,0,,0,0,,9,,,,,,,,,,,
626,Asier Villalibre,es  ESP,FW,Athletic Club,25-143,1997,5,97,19,4.9,1.1,1,56,0,4,10,13,1.60,2,0,+2,+1.86,+1.57,3.0,0.7,+2.3,+2.14,+1.76
627,Gonzalo Villar,es  ESP,MF,Getafe,24-334,1998,5,146,29,7.7,1.6,1,45,0,4,25,0,0.40,1,2,-1,-0.62,-0.15,1.6,2.0,-0.4,-0.27,+0.15
628,Iván Villar,es  ESP,GK,Celta Vigo,25-226,1997,3,270,90,13.6,3.0,3,90,3,0,,19,1.33,5,5,0,0.00,+0.58,4.3,5.6,-1.3,-0.44,-0.53
629,Ricardo Visus,es  ESP,DF,Betis,21-302,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
630,Daniel Vivian,es  ESP,DF,Athletic Club,23-220,1999,16,1355,85,68.4,15.1,15,90,15,1,5,3,1.38,21,13,+8,+0.53,+0.53,19.7,13.0,+6.7,+0.44,-0.06
631,Victor Wehbi,br  BRA,GK,Cádiz,20-126,2002,0,,,,,0,,0,0,,11,,,,,,,,,,,
632,Shon Weissman,il  ISR,FW,Valladolid,27-006,1996,15,747,50,37.7,8.3,6,74,1,9,34,1,1.07,5,13,-8,-0.96,-0.53,6.1,14.6,-8.5,-1.03,-0.56
633,Axel Werner,ar  ARG,GK,Elche,26-357,1996,0,,,,,0,,0,0,,22,,,,,,,,,,,
634,Iñaki Williams,gh  GHA,FW,Athletic Club,28-250,1994,20,1574,79,79.5,17.5,19,81,7,1,31,0,1.45,22,18,+4,+0.23,-0.66,22.7,13.4,+9.3,+0.53,+0.34
635,Nico Williams,es  ESP,"FW,MF",Athletic Club,20-223,2002,22,1724,78,87.1,19.2,21,81,7,1,21,0,1.45,30,19,+11,+0.57,+1.63,25.0,16.2,+8.8,+0.46,0.00
636,Axel Witsel,be  BEL,"DF,MF",Atlético Madrid,34-039,1989,18,1276,71,64.4,14.2,14,87,12,4,16,3,1.89,25,13,+12,+0.85,+0.59,22.4,15.9,+6.5,+0.46,+0.14
637,Jawad El Yamiq,ma  MAR,DF,Valladolid,30-356,1992,13,652,50,32.9,7.2,7,77,5,6,19,4,1.23,4,11,-7,-0.97,-0.49,6.2,14.2,-8.0,-1.00,-0.50
638,Joseba Zaldúa,es  ESP,DF,Cádiz,30-241,1992,10,639,64,32.3,7.1,7,84,5,3,17,0,0.70,3,17,-14,-1.97,-1.70,4.3,13.7,-9.4,-1.33,-0.86
639,Oier Zarraga,es  ESP,"MF,FW",Athletic Club,24-047,1999,16,507,32,25.6,5.6,3,73,0,13,22,6,1.19,2,9,-7,-1.24,-2.16,5.2,4.6,+0.6,+0.10,-0.48
640,Igor Zubeldia,es  ESP,DF,Real Sociedad,25-327,1997,18,1437,80,72.6,16.0,16,87,14,2,24,3,1.89,21,15,+6,+0.38,-0.29,21.1,13.6,+7.5,+0.47,+0.05
641,Andoni Zubiaurre,es  ESP,GK,Real Sociedad,26-078,1996,0,,,,,0,,0,0,,21,,,,,,,,,,,
642,Martín Zubimendi,es  ESP,MF,Real Sociedad,24-018,1999,21,1781,85,89.9,19.8,20,88,19,1,26,0,1.90,29,22,+7,+0.35,-1.00,25.8,17.9,+7.9,+0.40,-0.57
643,Lulo Dasilva,,,Sevilla,,,0,,,,,0,,0,0,,0,,,,,,,,,,,
