,Player,Nation,Pos,Squad,Age,Born,90s,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Challenges,Att_Challenges,Tkl%_Challenges,Lost_Challenges,Blocks_Blocks,Sh_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
191,Diego González,es  ESP,DF,Elche,28-014,1995,8.1,10,6,7,3,0,5,9,55.6,4,12,11,1,5,15,35,0
192,Édgar González,es  ESP,DF,Betis,25-316,1997,11.7,15,11,10,5,0,9,13,69.2,4,7,7,0,14,29,67,0
193,Giovanni González,uy  URU,DF,Mallorca,28-144,1994,5.8,10,4,7,1,2,6,13,46.2,7,4,1,3,5,15,14,0
194,Nicolás González,es  ESP,MF,Valencia,21-039,2002,6.6,11,5,3,5,3,4,10,40.0,6,6,2,4,7,18,7,0
195,Roberto González,es  ESP,"FW,MF",Betis,22-036,2001,0.6,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0
196,Andoni Gorosabel,es  ESP,DF,Real Sociedad,26-191,1996,8.2,19,7,11,3,5,12,16,75.0,4,7,0,7,7,26,7,0
197,José Gragera,es  ESP,MF,Espanyol,22-073,2000,0.3,2,1,2,0,0,0,0,,0,1,0,1,1,3,2,0
198,Ivo Grbić,hr  CRO,GK,Atlético Madrid,27-024,1996,2.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
199,Clément Grenier,fr  FRA,MF,Mallorca,32-035,1991,6.6,17,8,4,10,3,7,10,70.0,3,9,1,8,6,23,7,0
200,Antoine Griezmann,fr  FRA,"FW,MF",Atlético Madrid,31-327,1991,14.1,23,16,4,14,5,6,22,27.3,16,19,2,17,11,34,7,0
201,Andrés Guardado,mx  MEX,"MF,FW",Betis,36-136,1986,6.7,17,10,8,9,0,6,16,37.5,10,8,3,5,9,26,11,0
202,Nemanja Gudelj,rs  SRB,"DF,MF",Sevilla,31-087,1991,16.8,21,17,12,8,1,11,17,64.7,6,27,21,6,13,34,66,1
203,Ander Guevara,es  ESP,MF,Real Sociedad,25-219,1997,1.5,2,0,0,1,1,0,1,0.0,1,3,1,2,1,3,2,0
204,Pape Gueye,sn  SEN,MF,Sevilla,24-018,1999,0.9,4,4,1,1,2,1,2,50.0,1,2,0,2,1,5,1,0
205,Hugo Guillamón,es  ESP,MF,Valencia,23-011,2000,12.7,13,5,7,6,0,3,17,17.6,14,9,1,8,12,25,12,2
206,Gerard Gumbau,es  ESP,MF,Elche,28-055,1994,14.0,24,14,14,9,1,8,20,40.0,12,19,7,12,12,36,22,0
207,Gorka Guruzeta,es  ESP,"FW,MF",Athletic Club,26-152,1996,5.7,6,6,2,2,2,4,6,66.7,2,6,0,6,3,9,1,0
208,Raúl Guti,es  ESP,MF,Elche,26-043,1996,8.5,14,8,6,7,1,7,15,46.7,8,8,2,6,7,21,3,0
209,Miguel Gutiérrez,es  ESP,DF,Girona,21-199,2001,16.0,20,10,13,4,3,9,12,75.0,3,15,2,13,11,31,22,1
210,Munir El Haddadi,ma  MAR,"MF,FW",Getafe,27-163,1995,3.5,4,2,2,1,1,1,3,33.3,2,7,0,7,1,5,0,0
211,Eden Hazard,be  BEL,FW,Real Madrid,32-035,1991,1.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
212,Luiz Henrique,br  BRA,FW,Betis,22-040,2001,12.8,30,22,15,12,3,10,25,40.0,15,12,0,12,10,40,7,0
213,Mario Hermoso,es  ESP,DF,Atlético Madrid,27-238,1995,5.9,2,1,1,0,1,0,2,0.0,2,10,5,5,4,6,26,0
214,Aridane Hernández,gq  EQG,DF,Osasuna,33-325,1989,5.6,5,2,4,1,0,2,4,50.0,2,7,5,2,10,15,23,1
215,Luis Hernández,es  ESP,DF,Cádiz,33-303,1989,18.0,15,9,11,3,1,10,15,66.7,5,18,16,2,13,28,80,0
216,Mario Hernández,es  ESP,FW,Rayo Vallecano,24-017,1999,0.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
217,Ander Herrera,es  ESP,MF,Athletic Club,33-181,1989,3.4,6,4,2,3,1,2,3,66.7,1,6,1,5,5,11,5,0
218,Sergio Herrera,es  ESP,GK,Osasuna,29-251,1993,10.0,0,0,0,0,0,0,0,,0,1,0,1,1,1,5,0
219,Yangel Herrera,ve  VEN,"MF,FW",Girona,25-035,1998,8.6,22,8,9,11,2,5,11,45.5,6,12,1,11,2,24,8,0
220,Omar El Hilali,ma  MAR,"DF,MF",Espanyol,19-152,2003,1.0,3,2,3,0,0,1,2,50.0,1,1,0,1,1,4,6,0
221,Martin Hongla,cm  CMR,DF,Valladolid,24-332,1998,0.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
222,Pablo Ibáñez,es  ESP,MF,Osasuna,24-144,1998,2.1,7,2,3,2,2,3,8,37.5,5,4,0,4,3,10,5,0
223,Iglesias,es  ESP,DF,Getafe,24-223,1998,15.0,40,21,27,10,3,18,32,56.3,14,21,5,16,12,52,55,0
224,Borja Iglesias,es  ESP,FW,Betis,30-025,1993,15.7,8,4,3,3,2,2,7,28.6,5,5,1,4,1,9,9,0
225,Asier Illarramendi,es  ESP,MF,Real Sociedad,32-340,1990,5.6,18,8,7,9,2,11,22,50.0,11,15,6,9,10,28,12,0
226,Alexander Isak,se  SWE,FW,Real Sociedad,23-143,1999,1.7,1,1,0,0,1,0,0,,0,0,0,0,0,1,2,0
227,Isco,es  ESP,"MF,FW",Sevilla,30-296,1992,8.9,15,9,6,5,4,8,14,57.1,6,3,0,3,10,25,3,0
228,Nicolas Jackson,sn  SEN,FW,Villarreal,21-236,2001,8.8,7,6,2,5,0,1,4,25.0,3,10,2,8,2,9,3,0
229,Adnan Januzaj,be  BEL,FW,Sevilla,28-006,1995,0.5,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0
230,Javi,es  ESP,DF,Girona,24-285,1998,4.1,5,3,4,0,1,3,4,75.0,1,1,0,1,2,7,9,0
231,Luis Javier Suárez,co  COL,FW,Almería,25-071,1997,2.6,3,2,0,2,1,1,2,50.0,1,2,0,2,0,3,0,0
232,Joaquín,es  ESP,"MF,FW",Betis,41-205,1981,2.4,1,1,0,1,0,0,2,0.0,2,1,0,1,2,3,2,0
233,Frenkie de Jong,nl  NED,MF,Barcelona,25-275,1997,14.5,27,14,8,13,6,12,22,54.5,10,5,0,5,20,47,12,1
234,Joan Jordán,es  ESP,MF,Sevilla,28-220,1994,12.9,26,14,10,14,2,12,23,52.2,11,10,4,6,11,37,8,0
235,Filip Jörgensen,dk  DEN,GK,Villarreal,20-301,2002,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
236,Josan,es  ESP,"DF,MF",Elche,33-070,1989,4.7,6,5,5,1,0,3,5,60.0,2,2,0,2,0,6,6,0
237,Willian José,br  BRA,FW,Betis,31-080,1991,3.9,5,3,4,1,0,2,5,40.0,3,2,0,2,0,5,6,0
238,Joselu,es  ESP,FW,Espanyol,32-321,1990,19.0,3,1,1,0,2,1,8,12.5,7,17,4,13,4,7,30,0
239,Juanmi,es  ESP,FW,Betis,29-267,1993,5.1,6,5,2,2,2,3,11,27.3,8,3,0,3,2,8,2,0
240,Juanpe,es  ESP,DF,Girona,31-287,1991,7.8,7,4,2,5,0,4,7,57.1,3,1,1,0,5,12,28,1
241,Lago Junior,ci  CIV,"FW,MF",Mallorca,32-042,1990,0.6,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
242,Vinicius Júnior,br  BRA,FW,Real Madrid,22-214,2000,19.5,26,17,10,9,7,12,24,50.0,12,17,1,16,6,32,1,0
243,Tino Kadewere,zw  ZIM,"FW,MF",Mallorca,27-037,1996,1.2,1,0,0,1,0,0,0,,0,1,0,1,0,1,0,0
244,Kaiky,br  BRA,DF,Almería,19-030,2004,5.4,5,5,5,0,0,3,6,50.0,3,17,10,7,11,16,20,0
245,Lee Kangin,kr  KOR,"MF,FW",Mallorca,21-357,2001,15.9,18,11,3,12,3,7,27,25.9,20,11,2,9,2,20,2,0
246,Jon Karrikaburu,es  ESP,FW,Real Sociedad,20-145,2002,1.0,1,0,0,1,0,0,0,,0,2,0,2,0,1,0,0
247,Kenedy,br  BRA,"FW,MF",Valladolid,27-003,1996,0.9,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
248,Franck Kessié,ci  CIV,MF,Barcelona,26-054,1996,4.1,6,3,2,2,2,2,5,40.0,3,5,1,4,6,12,2,1
249,Kike,es  ESP,FW,Osasuna,33-078,1989,6.1,2,2,0,1,1,0,2,0.0,2,0,0,0,1,3,6,0
250,Justin Kluivert,nl  NED,"FW,MF",Valencia,23-282,1999,7.5,13,10,5,3,5,4,7,57.1,3,1,0,1,4,17,4,0
251,Koke,es  ESP,MF,Atlético Madrid,31-034,1992,12.5,27,18,11,14,2,10,23,43.5,13,14,6,8,7,34,9,0
252,Luca Koleosho,ca  CAN,"FW,DF",Espanyol,18-149,2004,0.3,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
253,Geoffrey Kondogbia,cf  CTA,MF,Atlético Madrid,29-361,1993,10.7,36,20,17,18,1,16,24,66.7,8,9,1,8,25,61,11,1
254,Jules Koundé,fr  FRA,DF,Barcelona,24-091,1998,11.5,15,10,8,5,2,8,9,88.9,1,13,5,8,9,24,16,0
255,Toni Kroos,de  GER,MF,Real Madrid,33-038,1990,13.5,28,18,8,20,0,14,31,45.2,17,17,2,15,14,42,5,0
256,Takefusa Kubo,jp  JPN,"FW,MF",Real Sociedad,21-252,2001,13.9,24,13,12,6,6,6,15,40.0,9,10,0,10,2,26,1,0
257,César de la Hoz,es  ESP,MF,Almería,30-318,1992,9.5,19,12,6,12,1,9,16,56.3,7,15,5,10,6,25,14,0
258,Luca de la Torre,us  USA,MF,Celta Vigo,24-264,1998,3.9,11,6,5,5,1,4,8,50.0,4,5,1,4,1,12,1,0
259,Érik Lamela,ar  ARG,"FW,MF",Sevilla,30-344,1992,13.5,25,13,6,7,12,5,17,29.4,12,14,1,13,2,27,0,0
260,Cyle Larin,ca  CAN,FW,Valladolid,27-300,1995,0.5,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0
261,Latasa,es  ESP,"FW,DF",Getafe,21-325,2001,1.2,2,1,1,0,1,1,1,100.0,0,2,1,1,1,3,4,0
262,Toni Lato,es  ESP,"MF,DF",Valencia,25-082,1997,5.8,10,4,3,7,0,2,4,50.0,2,6,0,6,3,13,9,0
263,Lázaro,br  BRA,"MF,FW",Almería,20-336,2002,2.6,0,0,0,0,0,0,3,0.0,3,6,0,6,2,2,1,0
264,Robin Le Normand,fr  FRA,DF,Real Sociedad,26-092,1996,15.1,19,11,15,4,0,8,11,72.7,3,16,11,5,15,34,50,0
265,Benjamin Lecomte,fr  FRA,GK,Espanyol,31-291,1991,10.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,2
266,Jeremías Ledesma,ar  ARG,GK,Cádiz,29-363,1993,20.0,2,1,2,0,0,2,3,66.7,1,1,0,1,2,4,13,1
267,Florian Lejeune,fr  FRA,DF,Rayo Vallecano,31-267,1991,16.5,18,10,12,5,1,11,16,68.8,5,15,11,4,10,28,72,0
268,Iñigo Lekue,es  ESP,DF,Athletic Club,29-283,1993,11.8,18,12,14,4,0,7,13,53.8,6,12,2,10,13,31,25,1
269,Thomas Lemar,fr  FRA,MF,Atlético Madrid,27-091,1995,7.4,14,7,7,4,3,2,10,20.0,8,7,3,4,4,18,6,0
270,Sergio León,es  ESP,FW,Valladolid,34-036,1989,10.1,4,3,0,3,1,2,2,100.0,0,4,0,4,0,4,3,0
271,Robert Lewandowski,pl  POL,FW,Barcelona,34-174,1988,14.8,8,5,0,3,5,5,9,55.6,4,10,0,10,1,9,4,0
272,Pol Lirola,es  ESP,DF,Elche,25-182,1997,6.1,12,6,8,3,1,7,10,70.0,3,1,0,1,6,18,12,0
273,Javier Llabrés,es  ESP,FW,Mallorca,20-153,2002,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
274,Marcos Llorente,es  ESP,"MF,DF",Atlético Madrid,28-012,1995,11.3,21,11,13,5,3,14,20,70.0,6,14,0,14,12,33,11,0
275,Giovani Lo Celso,ar  ARG,"MF,FW",Villarreal,26-308,1996,5.8,21,17,3,13,5,8,12,66.7,4,6,0,6,5,26,3,0
276,David López,es  ESP,DF,Girona,33-125,1989,10.4,15,10,6,8,1,8,9,88.9,1,14,9,5,5,20,39,1
277,Diego López,es  ESP,GK,Rayo Vallecano,41-100,1981,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1
278,Unai López,es  ESP,MF,Rayo Vallecano,27-104,1995,8.8,19,12,6,10,3,9,21,42.9,12,7,1,6,12,31,4,1
279,Anthony Lozano,hn  HON,FW,Cádiz,29-292,1993,12.5,3,2,0,2,1,0,2,0.0,2,8,1,7,3,6,17,0
280,Pol Lozano,es  ESP,MF,Espanyol,23-128,1999,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
281,José Luis Gayà,es  ESP,DF,Valencia,27-262,1995,15.5,36,22,27,7,2,21,33,63.6,12,18,7,11,13,49,25,0
282,José Luis Morales,es  ESP,"FW,MF",Villarreal,35-203,1987,6.6,3,2,1,0,2,3,6,50.0,3,9,1,8,2,5,2,0
283,Andriy Lunin,ua  UKR,GK,Real Madrid,24-000,1999,5.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
284,Awer Mabil,au  AUS,"MF,FW",Cádiz,27-149,1995,1.8,2,0,0,1,1,1,3,33.3,2,1,1,0,0,2,1,0
285,Darwin Machís,ve  VEN,FW,Valladolid,30-004,1993,2.0,3,2,0,2,1,1,3,33.3,2,1,0,1,1,4,3,0
286,Pablo Maffeo,es  ESP,DF,Mallorca,25-214,1997,16.3,32,21,21,9,2,18,31,58.1,13,17,8,9,12,44,35,0
287,Lisandro Magallán,ar  ARG,DF,Elche,29-137,1993,1.4,3,1,1,2,0,3,3,100.0,0,1,0,1,0,3,5,0
288,Jon Magunacelaya,es  ESP,"MF,FW",Real Sociedad,22-213,2000,0.7,1,0,0,0,1,0,1,0.0,1,0,0,0,0,1,1,0
289,Nemanja Maksimović,rs  SRB,MF,Getafe,28-016,1995,7.9,13,4,5,6,2,5,9,55.6,4,17,9,8,10,23,8,0
290,Hugo Mallo,es  ESP,DF,Celta Vigo,31-234,1991,13.4,28,13,17,8,3,16,23,69.6,7,14,1,13,9,37,35,0
291,Mickael Malsa,mq  MTQ,MF,Valladolid,27-122,1995,0.8,2,2,1,1,0,1,4,25.0,3,1,1,0,2,4,3,0
292,Giorgi Mamardashvili,ge  GEO,GK,Valencia,22-135,2000,20.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,8,1
293,Reinildo Mandava,mz  MOZ,DF,Atlético Madrid,29-021,1994,18.4,54,37,38,16,0,30,37,81.1,7,24,10,14,24,78,55,0
294,Aïssa Mandi,dz  ALG,DF,Villarreal,31-112,1991,4.9,8,5,5,2,1,1,4,25.0,3,6,5,1,10,18,17,0
295,Maranhão,br  BRA,"FW,MF",Valencia,26-114,1996,4.8,4,1,1,1,2,1,2,50.0,1,4,1,3,0,4,0,0
296,Marcão,br  BRA,DF,Sevilla,26-251,1996,4.0,2,2,1,1,0,1,1,100.0,0,3,3,0,5,7,13,0
297,Agustín Marchesín,ar  ARG,GK,Celta Vigo,34-332,1988,19.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,0
298,Óscar de Marcos,es  ESP,DF,Athletic Club,33-303,1989,17.0,35,15,18,13,4,20,35,57.1,15,23,4,19,13,48,27,0
299,José Mari,es  ESP,MF,Cádiz,35-067,1987,3.6,13,7,10,2,1,8,14,57.1,6,2,1,1,5,18,6,0
300,José María Giménez,uy  URU,DF,Atlético Madrid,28-022,1995,11.2,17,10,13,4,0,9,13,69.2,4,16,9,7,16,33,52,1
301,Mariano,do  DOM,FW,Real Madrid,29-194,1993,0.5,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0
302,Pablo Marín,es  ESP,"MF,FW",Real Sociedad,19-223,2003,3.6,7,5,3,3,1,1,6,16.7,5,1,0,1,4,11,2,0
303,Ander Martin,es  ESP,"MF,FW",Real Sociedad,22-087,2000,0.5,2,2,1,1,0,1,4,25.0,3,0,0,0,0,2,1,0
304,Andrés Martín,es  ESP,FW,Rayo Vallecano,23-215,1999,1.5,3,2,1,1,1,2,4,50.0,2,1,0,1,0,3,2,0
305,Iván Martín,es  ESP,"MF,FW",Girona,23-362,1999,5.2,2,2,0,2,0,2,2,100.0,0,4,0,4,1,3,2,0
306,Arnau Martinez,es  ESP,DF,Girona,19-292,2003,14.0,29,17,18,8,3,19,35,54.3,16,19,3,16,13,42,21,0
307,Iñigo Martínez,es  ESP,DF,Athletic Club,31-270,1991,9.0,8,3,6,2,0,2,4,50.0,2,9,5,4,14,22,31,0
308,Roger Martínez,es  ESP,DF,Espanyol,18-312,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
309,Omar Mascarell,es  ESP,MF,Elche,30-009,1993,17.2,26,14,15,9,2,11,30,36.7,19,27,8,19,22,48,30,1
310,Jordi Masip,es  ESP,GK,Valladolid,34-039,1989,15.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
311,Jaime Mata,es  ESP,FW,Getafe,34-110,1988,0.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
312,Borja Mayoral,es  ESP,FW,Getafe,25-312,1997,18.0,8,3,6,2,0,4,10,40.0,6,11,0,11,1,9,5,0
313,Mamadou Mbaye,sn  SEN,DF,Cádiz,24-228,1998,6.0,6,3,4,2,0,3,3,100.0,0,5,4,1,3,9,35,1
314,Gonzalo Melero,es  ESP,MF,Almería,29-040,1994,11.4,19,9,3,13,3,4,14,28.6,10,12,0,12,3,22,13,1
315,Houboulang Mendes,fr  FRA,DF,Almería,24-283,1998,7.2,13,8,12,1,0,7,15,46.7,8,8,1,7,4,17,18,0
316,Brais Méndez,es  ESP,MF,Real Sociedad,26-035,1997,16.1,39,23,12,20,7,19,38,50.0,19,16,2,14,8,47,9,1
317,Diego Méndez,es  ESP,MF,Rayo Vallecano,19-166,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
318,Ferland Mendy,fr  FRA,DF,Real Madrid,27-248,1995,12.5,17,9,12,5,0,11,18,61.1,7,6,2,4,13,30,12,0
319,Mikel Merino,es  ESP,MF,Real Sociedad,26-234,1996,14.3,42,25,12,23,7,18,31,58.1,13,20,5,15,14,56,33,0
320,Roque Mesa,es  ESP,MF,Valladolid,33-249,1989,11.9,19,8,13,6,0,8,24,33.3,16,9,0,9,8,27,14,0
321,Éder Militão,br  BRA,DF,Real Madrid,25-024,1998,13.5,23,15,12,9,2,13,15,86.7,2,30,15,15,17,40,48,1
322,Luis Milla,es  ESP,MF,Getafe,28-127,1994,12.9,31,20,15,10,6,15,29,51.7,14,8,0,8,18,49,14,1
323,Pere Milla,es  ESP,"FW,MF",Elche,30-141,1992,13.4,23,13,13,6,4,10,26,38.5,16,13,1,12,7,30,10,1
324,Marko Milovanović,rs  SRB,FW,Almería,19-191,2003,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
325,Óscar Mingueza,es  ESP,DF,Celta Vigo,23-274,1999,10.7,28,15,19,8,1,18,20,90.0,2,9,3,6,8,36,23,0
326,Rafa Mir,es  ESP,FW,Sevilla,25-238,1997,8.5,6,1,2,3,1,1,2,50.0,1,1,0,1,2,8,8,0
327,Juan Miranda,es  ESP,DF,Betis,23-023,2000,3.0,7,5,4,3,0,4,4,100.0,0,3,1,2,3,10,5,0
328,Stefan Mitrović,rs  SRB,DF,Getafe,32-265,1990,11.6,5,3,4,1,0,2,5,40.0,3,6,6,0,10,15,64,2
329,Luka Modrić,hr  CRO,MF,Real Madrid,37-155,1985,12.5,13,5,5,5,3,7,14,50.0,7,11,5,6,5,18,5,0
330,Nahuel Molina,ar  ARG,DF,Atlético Madrid,24-311,1998,15.3,32,21,19,10,3,18,35,51.4,17,17,3,14,7,39,31,1
331,Jon Moncayola,es  ESP,"MF,FW",Osasuna,24-274,1998,13.6,24,15,13,9,2,10,22,45.5,12,11,1,10,5,29,15,0
332,Monchu,es  ESP,MF,Valladolid,23-151,1999,11.1,32,16,12,16,4,11,21,52.4,10,17,9,8,8,40,13,1
333,César Montes,mx  MEX,DF,Espanyol,25-352,1997,3.5,5,2,2,3,0,2,2,100.0,0,6,4,2,4,9,28,0
334,Gonzalo Montiel,ar  ARG,DF,Sevilla,26-041,1997,8.5,11,5,5,6,0,8,12,66.7,4,11,4,7,12,23,12,0
335,Martín Montoya,es  ESP,DF,Betis,31-303,1991,2.0,7,5,5,2,0,6,6,100.0,0,2,0,2,2,9,5,0
336,Álvaro Morata,es  ESP,FW,Atlético Madrid,30-111,1992,12.9,12,8,4,5,3,2,5,40.0,3,7,3,4,0,12,15,0
337,Jon Morcillo,es  ESP,"FW,MF",Athletic Club,24-149,1998,0.7,1,0,1,0,0,0,1,0.0,1,0,0,0,1,2,0,0
338,Alberto Moreno,es  ESP,"DF,FW",Villarreal,30-221,1992,6.7,10,2,2,6,2,5,13,38.5,8,9,1,8,12,22,13,0
339,Álex Moreno,es  ESP,DF,Betis,29-248,1993,15.0,29,22,19,10,0,18,35,51.4,17,17,4,13,17,46,39,0
340,Diego Moreno,es  ESP,DF,Osasuna,21-235,2001,4.6,4,4,2,2,0,3,4,75.0,1,1,1,0,1,5,8,0
341,Gerard Moreno,es  ESP,FW,Villarreal,30-310,1992,10.2,7,5,0,4,3,2,3,66.7,1,5,2,3,3,10,9,0
342,Tete Morente,es  ESP,"MF,DF",Elche,26-069,1996,8.9,11,6,5,5,1,4,9,44.4,5,11,1,10,5,16,10,0
343,Ilaix Moriba,gn  GUI,MF,Valencia,20-023,2003,5.3,15,7,7,5,3,9,10,90.0,1,4,0,4,3,18,7,0
344,Manu Morlanes,es  ESP,MF,Villarreal,24-030,1999,1.8,3,2,2,1,0,3,3,100.0,0,3,2,1,1,4,2,0
345,Loren Morón,es  ESP,FW,Betis,29-043,1993,0.2,2,2,0,1,1,0,0,,0,0,0,0,0,2,1,0
346,Cristhian Mosquera,co  COL,DF,Valencia,18-229,2004,1.6,4,2,3,1,0,4,5,80.0,1,1,0,1,1,5,5,0
347,Abdul Mumin,gh  GHA,DF,Rayo Vallecano,24-250,1998,2.1,0,0,0,0,0,0,0,,0,2,2,0,1,1,4,0
348,Iker Muniain,es  ESP,MF,Athletic Club,30-054,1992,11.4,9,7,2,6,1,2,4,50.0,2,4,0,4,3,12,1,0
349,Aihen Muñoz,es  ESP,DF,Real Sociedad,25-179,1997,8.4,19,9,11,6,2,11,23,47.8,12,13,3,10,3,22,14,0
350,Pablo Muñoz,es  ESP,MF,Rayo Vallecano,19-160,2003,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
351,Vedat Muriqi,xk  KVX,FW,Mallorca,28-293,1994,17.4,6,4,3,3,0,2,6,33.3,4,9,3,6,3,9,34,0
352,Yunus Musah,us  USA,MF,Valencia,20-074,2002,14.7,31,23,10,17,4,10,17,58.8,7,11,0,11,10,41,12,2
353,Nacho,es  ESP,DF,Real Madrid,33-024,1990,5.6,6,4,4,2,0,3,7,42.9,4,3,3,0,6,12,13,0
354,Juanjo Narváez,co  COL,"MF,FW",Valladolid,27-364,1995,1.6,1,1,1,0,0,1,1,100.0,0,2,0,2,0,1,0,0
355,Matija Nastasić,rs  SRB,DF,Mallorca,29-320,1993,5.3,4,3,2,1,1,0,2,0.0,2,5,1,4,12,16,23,0
356,Roberto Navarro,es  ESP,"MF,FW",Real Sociedad,20-305,2002,3.5,4,3,3,0,1,1,2,50.0,1,6,0,6,2,6,2,0
357,Jesús Navas,es  ESP,"DF,FW",Sevilla,37-082,1985,11.3,12,7,3,2,7,8,15,53.3,7,8,4,4,5,17,19,1
358,Álvaro Negredo,es  ESP,FW,Cádiz,37-175,1985,6.2,4,4,1,1,2,1,1,100.0,0,4,1,3,0,4,6,0
359,Tanguy Nianzou,fr  FRA,DF,Sevilla,20-249,2002,9.1,12,9,7,4,1,6,6,100.0,0,6,4,2,9,21,25,3
360,Saúl Ñíguez,es  ESP,"MF,DF",Atlético Madrid,28-082,1994,6.0,25,15,9,12,4,12,20,60.0,8,15,2,13,9,34,13,0
361,Fernando Niño,es  ESP,MF,Villarreal,22-110,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
362,Diego Noguerol,es  ESP,"FW,DF",Valencia,20-274,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
363,Unai Núñez,es  ESP,DF,Celta Vigo,26-012,1997,19.0,24,16,12,11,1,9,18,50.0,9,10,6,4,40,64,81,1
364,Jan Oblak,si  SVN,GK,Atlético Madrid,30-035,1993,17.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0
365,Brian Ocampo,uy  URU,"MF,FW",Cádiz,23-231,1999,10.8,14,12,10,3,1,7,14,50.0,7,12,0,12,2,16,3,0
366,Lucas Ocampos,ar  ARG,"FW,MF",Sevilla,28-215,1994,2.9,4,1,0,3,1,2,6,33.3,4,5,0,5,1,5,1,0
367,Olasagasti,es  ESP,"MF,DF",Real Sociedad,22-179,2000,0.7,4,4,1,2,1,1,2,50.0,1,2,0,2,0,4,1,0
368,Lucas Olaza,uy  URU,DF,Valladolid,28-205,1994,9.7,19,12,9,8,2,14,17,82.4,3,12,3,9,10,29,18,0
369,Brian Oliván,es  ESP,DF,Espanyol,28-316,1994,18.3,36,20,24,8,4,13,19,68.4,6,20,5,15,15,51,43,0
370,Lucas Oliveira Rosa,br  BRA,DF,Valladolid,22-314,2000,6.4,27,9,16,7,4,9,14,64.3,5,7,2,5,14,41,16,0
371,Aimar Oroz,es  ESP,"MF,FW",Osasuna,21-076,2001,10.8,13,6,4,4,5,2,8,25.0,6,10,0,10,12,25,5,0
372,Pedro Ortiz,es  ESP,MF,Sevilla,22-176,2000,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
373,Mikel Oyarzabal,es  ESP,"FW,MF",Real Sociedad,25-296,1997,1.9,2,1,0,1,1,0,1,0.0,1,1,0,1,0,2,3,0
374,Cenk Özkacar,tr  TUR,DF,Valencia,22-128,2000,5.7,10,7,5,5,0,4,4,100.0,0,6,1,5,3,13,17,1
375,Fernando Pacheco,es  ESP,GK,Almería,30-269,1992,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
376,Jon Pacheco,es  ESP,DF,Real Sociedad,22-034,2001,7.5,9,7,6,3,0,2,4,50.0,2,3,3,0,6,15,20,0
377,Gonçalo Paciência,pt  POR,FW,Celta Vigo,28-194,1994,4.4,5,3,0,4,1,1,3,33.3,2,5,1,4,0,5,2,0
378,Helibelton Palacios,co  COL,DF,Elche,29-245,1993,12.9,20,12,11,7,2,9,12,75.0,3,16,7,9,12,32,36,0
379,Isaac Palazón Camacho,es  ESP,"FW,MF",Rayo Vallecano,28-046,1994,16.7,25,20,7,13,5,13,25,52.0,12,18,0,18,8,33,14,0
380,Aitor Paredes,es  ESP,DF,Athletic Club,22-288,2000,1.5,2,1,2,0,0,2,4,50.0,2,3,2,1,4,6,0,0
381,Daniel Parejo,es  ESP,MF,Villarreal,33-301,1989,19.5,34,19,15,10,9,11,33,33.3,22,21,8,13,14,48,20,1
382,Moises Parra Gutierrez,es  ESP,FW,Getafe,20-232,2002,0.1,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0
383,Raúl Parra,es  ESP,"DF,MF",Cádiz,23-077,1999,0.4,0,0,0,0,0,0,0,,0,1,1,0,1,1,2,0
