,Player,Nation,Pos,Squad,Age,Born,90s,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Att_Take-Ons,Succ_Take-Ons,Succ%_Take-Ons,Tkld_Take-Ons,Tkld%_Take-Ons,Carries_Carries,TotDist_Carries,PrgDist_Carries,PrgC_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Rec_Receiving,PrgR_Receiving
160,Carlos Fernández,es  ESP,FW,Real Sociedad,26-265,1996,2.8,100,3,13,40,48,9,100,9,3,33.3,4,44.4,59,344,108,4,2,2,6,4,74,25
161,Federico Fernández,ar  ARG,DF,Elche,33-355,1989,1.0,30,11,24,5,1,0,30,0,0,,0,,5,11,6,0,0,0,1,0,2,0
162,Joaquín Fernández,es  ESP,DF,Valladolid,26-256,1996,14.6,777,124,463,296,18,12,777,0,0,,0,,430,2008,1066,5,3,0,4,1,494,1
163,Fidel,es  ESP,"FW,MF",Elche,33-107,1989,4.5,214,5,41,91,86,7,214,20,6,30.0,12,60.0,133,774,481,14,8,1,9,5,145,24
164,Dimitri Foulquier,fr  FRA,"DF,MF",Valencia,29-325,1993,6.4,337,15,105,133,103,5,337,8,4,50.0,4,50.0,173,956,575,13,13,2,11,1,204,26
165,Juan Foyth,ar  ARG,DF,Villarreal,25-030,1998,7.0,490,27,142,266,90,7,490,20,6,30.0,11,55.0,257,1886,1050,20,18,1,8,6,294,6
166,Iván Fresneda,es  ESP,DF,Valladolid,18-136,2004,8.5,583,42,194,258,137,6,583,17,3,17.6,8,47.1,312,1695,830,20,14,4,10,8,333,54
167,Javi Galán,es  ESP,DF,Celta Vigo,28-084,1994,19.1,1384,34,378,600,423,21,1384,87,33,37.9,41,47.1,809,5064,2825,72,60,12,37,28,834,134
168,Iñigo Ruiz de Galarreta,es  ESP,MF,Mallorca,29-189,1993,13.5,722,19,163,444,123,1,722,15,7,46.7,6,40.0,414,1810,750,11,6,0,9,9,460,8
169,Aleix García,es  ESP,MF,Girona,25-228,1997,19.7,1429,51,291,786,361,15,1429,18,8,44.4,8,44.4,789,3647,1649,25,21,3,12,7,1008,49
170,Álvaro García,es  ESP,"FW,MF",Rayo Vallecano,30-107,1992,16.5,683,16,102,167,425,57,683,27,7,25.9,17,63.0,412,2384,1207,69,14,26,24,12,432,157
171,Borja García,es  ESP,"FW,MF",Girona,32-101,1990,1.0,30,1,5,13,12,4,30,0,0,,0,,20,106,55,2,1,0,2,1,21,4
172,Carlos García,es  ESP,DF,Cádiz,22-219,2000,0.3,28,2,12,15,1,1,28,1,1,100.0,0,0.0,15,50,27,0,0,0,0,0,17,0
173,Dani García,es  ESP,MF,Athletic Club,32-263,1990,6.5,361,20,76,233,56,0,361,1,1,100.0,0,0.0,191,534,168,4,2,0,3,1,222,2
174,David García,es  ESP,DF,Osasuna,28-362,1994,17.5,979,116,462,491,28,12,979,1,1,100.0,0,0.0,502,2432,1217,7,3,0,5,1,554,3
175,Eric García,es  ESP,DF,Barcelona,22-033,2001,8.3,724,55,320,389,21,3,724,2,0,0.0,2,100.0,497,2432,1363,11,9,0,2,0,548,0
176,Francisco Garcia,es  ESP,DF,Rayo Vallecano,23-181,1999,19.9,1323,49,313,611,417,16,1323,34,12,35.3,18,52.9,763,5859,3897,119,89,8,24,6,794,99
177,Raúl García,es  ESP,"FW,MF",Athletic Club,36-215,1986,5.6,238,6,23,99,118,39,238,9,5,55.6,3,33.3,133,633,313,9,11,2,7,4,169,36
178,Rubén García,es  ESP,"MF,FW",Osasuna,29-212,1993,6.9,416,8,45,178,197,16,416,10,4,40.0,6,60.0,229,1136,449,13,10,2,14,5,277,53
179,Unai García,es  ESP,DF,Osasuna,31-008,1992,14.1,712,67,344,350,27,7,712,5,4,80.0,0,0.0,372,1817,1044,10,5,0,4,4,413,2
180,Felix Garreta,es  ESP,DF,Betis,18-296,2004,1.0,47,7,25,22,0,0,47,0,0,,0,,30,98,47,0,0,0,0,0,30,0
181,Sékou Gassama,sn  SEN,FW,Valladolid,27-281,1995,0.4,12,1,1,4,7,4,12,0,0,,0,,7,25,16,1,0,1,1,0,8,1
182,Gavi,es  ESP,"MF,FW",Barcelona,18-190,2004,14.1,808,11,65,441,313,42,808,23,11,47.8,10,43.5,537,2683,1207,22,29,5,31,14,619,83
183,Paulo Gazzaniga,ar  ARG,GK,Girona,31-040,1992,10.0,404,351,404,0,0,0,404,0,0,,0,,239,1181,662,0,0,0,2,1,172,0
184,Óscar Gil,es  ESP,DF,Espanyol,25-291,1997,14.1,682,34,190,288,212,13,682,19,8,42.1,9,47.4,285,1576,701,22,18,1,22,5,318,65
185,Álvaro Giménez,es  ESP,FW,Cádiz,31-268,1991,0.2,5,0,0,2,3,0,5,1,0,0.0,1,100.0,3,6,0,0,0,0,1,0,3,2
186,Dani Gómez,es  ESP,"MF,FW",Espanyol,24-196,1998,0.8,24,0,4,9,12,3,24,0,0,,0,,14,90,19,1,1,0,2,1,15,6
187,Maxi Gómez,uy  URU,FW,Valencia,26-181,1996,1.2,27,2,2,9,16,8,27,2,0,0.0,2,100.0,19,93,64,1,0,3,3,1,21,1
188,Moi Gómez,es  ESP,"MF,FW",Osasuna,28-233,1994,18.2,1099,15,157,625,332,16,1099,23,16,69.6,5,21.7,716,4173,1764,30,34,5,23,15,791,56
189,Papu Gómez,ar  ARG,"MF,FW",Sevilla,34-361,1988,7.4,444,8,52,221,175,14,444,15,3,20.0,6,40.0,335,2160,928,19,25,3,13,11,368,42
190,Sergi Gómez,es  ESP,DF,Espanyol,30-320,1992,12.5,667,93,343,316,13,7,667,0,0,,0,,349,1405,588,0,2,0,4,0,395,0
191,Diego González,es  ESP,DF,Elche,28-014,1995,8.1,387,52,256,121,12,6,387,2,1,50.0,1,50.0,207,1121,620,1,0,0,0,3,227,1
192,Édgar González,es  ESP,DF,Betis,25-316,1997,11.7,680,107,387,280,15,10,680,2,1,50.0,0,0.0,338,1272,634,2,3,1,4,1,437,1
193,Giovanni González,uy  URU,DF,Mallorca,28-144,1994,5.8,283,18,90,120,74,14,283,13,6,46.2,6,46.2,143,682,345,9,6,3,6,2,166,29
194,Nicolás González,es  ESP,MF,Valencia,21-039,2002,6.6,477,12,81,277,123,10,477,17,12,70.6,2,11.8,286,1349,624,10,18,1,4,6,332,12
195,Roberto González,es  ESP,"FW,MF",Betis,22-036,2001,0.6,35,0,0,21,14,1,35,2,0,0.0,1,50.0,17,95,31,1,1,1,1,0,25,1
196,Andoni Gorosabel,es  ESP,DF,Real Sociedad,26-191,1996,8.2,534,13,118,246,171,6,534,7,1,14.3,4,57.1,266,1210,541,13,9,1,6,5,319,39
197,José Gragera,es  ESP,MF,Espanyol,22-073,2000,0.3,21,2,8,12,1,1,21,0,0,,0,,9,32,7,0,0,0,0,0,8,0
198,Ivo Grbić,hr  CRO,GK,Atlético Madrid,27-024,1996,2.3,96,81,96,0,0,0,96,0,0,,0,,45,269,196,0,0,0,0,0,32,0
199,Clément Grenier,fr  FRA,MF,Mallorca,32-035,1991,6.6,357,8,53,194,111,4,357,7,3,42.9,2,28.6,187,673,275,3,5,1,15,4,237,20
200,Antoine Griezmann,fr  FRA,"FW,MF",Atlético Madrid,31-327,1991,14.1,868,13,94,423,367,58,867,43,20,46.5,18,41.9,523,2809,1458,46,31,10,13,21,608,94
201,Andrés Guardado,mx  MEX,"MF,FW",Betis,36-136,1986,6.7,406,15,115,229,68,4,406,1,0,0.0,1,100.0,226,1030,483,4,4,0,11,4,255,8
202,Nemanja Gudelj,rs  SRB,"DF,MF",Sevilla,31-087,1991,16.8,1078,128,480,506,94,11,1078,1,1,100.0,0,0.0,625,3205,1855,16,23,0,12,1,751,4
203,Ander Guevara,es  ESP,MF,Real Sociedad,25-219,1997,1.5,132,1,12,82,39,0,132,1,1,100.0,0,0.0,87,375,189,1,3,0,1,1,104,1
204,Pape Gueye,sn  SEN,MF,Sevilla,24-018,1999,0.9,37,3,14,20,3,0,37,0,0,,0,,23,80,39,0,0,0,2,0,23,0
205,Hugo Guillamón,es  ESP,MF,Valencia,23-011,2000,12.7,838,38,192,467,187,5,837,3,0,0.0,2,66.7,460,1864,858,10,12,0,5,12,576,14
206,Gerard Gumbau,es  ESP,MF,Elche,28-055,1994,14.0,766,34,156,437,178,7,766,9,1,11.1,4,44.4,391,1622,734,7,9,1,11,3,455,15
207,Gorka Guruzeta,es  ESP,"FW,MF",Athletic Club,26-152,1996,5.7,193,4,13,88,93,25,193,3,1,33.3,2,66.7,107,361,116,3,3,2,11,10,140,37
208,Raúl Guti,es  ESP,MF,Elche,26-043,1996,8.5,331,9,88,181,63,8,331,8,2,25.0,6,75.0,199,833,303,4,8,2,12,13,227,12
209,Miguel Gutiérrez,es  ESP,DF,Girona,21-199,2001,16.0,921,36,261,362,306,27,921,38,14,36.8,21,55.3,528,3006,1333,45,26,12,22,12,595,100
210,Munir El Haddadi,ma  MAR,"MF,FW",Getafe,27-163,1995,3.5,174,2,16,76,85,15,174,11,3,27.3,6,54.5,115,496,180,6,5,3,9,7,131,24
211,Eden Hazard,be  BEL,FW,Real Madrid,32-035,1991,1.1,78,0,2,29,48,8,77,2,2,100.0,0,0.0,62,319,173,5,4,1,5,1,74,13
212,Luiz Henrique,br  BRA,FW,Betis,22-040,2001,12.8,510,9,87,220,218,31,510,74,30,40.5,30,40.5,313,2140,912,33,24,8,34,35,339,70
213,Mario Hermoso,es  ESP,DF,Atlético Madrid,27-238,1995,5.9,412,53,205,190,20,10,412,1,0,0.0,1,100.0,213,871,389,1,2,0,3,1,263,0
214,Aridane Hernández,gq  EQG,DF,Osasuna,33-325,1989,5.6,316,40,156,154,7,1,316,1,0,0.0,0,0.0,180,772,337,1,2,0,3,1,181,0
