,Player,Nation,Pos,Squad,Age,Born,90s,Gls_Standard,Sh_Standard,SoT_Standard,SoT%_Standard,Sh/90_Standard,SoT/90_Standard,G/Sh_Standard,G/SoT_Standard,Dist_Standard,FK_Standard,PK_Standard,PKatt_Standard,xG_Expected,npxG_Expected,npxG/Sh_Expected,G-xG_Expected,np:G-xG_Expected
148,Fali,es  ESP,"DF,MF",Cádiz,29-183,1993,9.2,0,4,0,0.0,0.44,0.00,0.00,,18.0,0,0,0,0.2,0.2,0.05,-0.2,-0.2
149,Mamadou Fall,sn  SEN,DF,Villarreal,20-082,2002,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
150,Ansu Fati,es  ESP,FW,Barcelona,20-103,2002,8.6,3,37,10,27.0,4.28,1.16,0.08,0.30,13.4,1,0,0,5.4,5.4,0.16,-2.4,-2.4
151,Zouhair Feddal,ma  MAR,DF,Valladolid,34-041,1989,4.2,0,1,0,0.0,0.24,0.00,0.00,,3.5,0,0,0,0.2,0.2,0.20,-0.2,-0.2
152,Nabil Fekir,fr  FRA,MF,Betis,29-208,1993,8.7,2,19,4,21.1,2.19,0.46,0.05,0.25,20.9,7,1,1,2.1,1.3,0.07,-0.1,-0.3
153,Felipe,br  BRA,DF,Atlético Madrid,33-271,1989,2.2,0,1,0,0.0,0.46,0.00,0.00,,10.6,0,0,0,0.0,0.0,0.03,0.0,0.0
154,Luiz Felipe,it  ITA,DF,Betis,25-326,1997,8.6,0,2,1,50.0,0.23,0.12,0.00,0.00,10.8,0,0,0,0.2,0.2,0.09,-0.2,-0.2
155,João Félix,pt  POR,"FW,MF",Atlético Madrid,23-093,1999,7.2,4,26,12,46.2,3.60,1.66,0.15,0.33,18.9,1,0,0,2.8,2.8,0.11,+1.2,+1.2
156,Kiko Femenía,es  ESP,DF,Villarreal,32-009,1991,9.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
157,Aitor Fernández,es  ESP,GK,Osasuna,31-284,1991,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
158,Álex Fernández,es  ESP,"MF,FW",Cádiz,30-119,1992,13.6,3,12,7,58.3,0.88,0.51,0.17,0.29,12.4,0,1,1,2.4,1.6,0.13,+0.6,+0.4
159,Álvaro Fernández,es  ESP,GK,Espanyol,24-304,1998,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
160,Carlos Fernández,es  ESP,FW,Real Sociedad,26-265,1996,2.8,0,7,3,42.9,2.46,1.05,0.00,0.00,17.6,0,0,0,0.5,0.5,0.08,-0.5,-0.5
161,Federico Fernández,ar  ARG,DF,Elche,33-355,1989,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
162,Joaquín Fernández,es  ESP,DF,Valladolid,26-256,1996,14.6,1,8,1,12.5,0.55,0.07,0.13,1.00,14.4,0,0,0,0.5,0.5,0.06,+0.5,+0.5
163,Fidel,es  ESP,"FW,MF",Elche,33-107,1989,4.5,0,2,0,0.0,0.44,0.00,0.00,,16.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1
164,Dimitri Foulquier,fr  FRA,"DF,MF",Valencia,29-325,1993,6.4,0,1,0,0.0,0.16,0.00,0.00,,12.1,0,0,0,0.0,0.0,0.03,0.0,0.0
165,Juan Foyth,ar  ARG,DF,Villarreal,25-030,1998,7.0,1,3,2,66.7,0.43,0.29,0.33,0.50,12.5,0,0,0,0.4,0.4,0.13,+0.6,+0.6
166,Iván Fresneda,es  ESP,DF,Valladolid,18-136,2004,8.5,0,1,0,0.0,0.12,0.00,0.00,,14.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1
167,Javi Galán,es  ESP,DF,Celta Vigo,28-084,1994,19.1,0,7,0,0.0,0.37,0.00,0.00,,25.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3
168,Iñigo Ruiz de Galarreta,es  ESP,MF,Mallorca,29-189,1993,13.5,0,7,2,28.6,0.52,0.15,0.00,0.00,25.8,0,0,0,0.2,0.2,0.02,-0.2,-0.2
169,Aleix García,es  ESP,MF,Girona,25-228,1997,19.7,0,24,11,45.8,1.22,0.56,0.00,0.00,23.8,3,0,0,1.1,1.1,0.05,-1.1,-1.1
170,Álvaro García,es  ESP,"FW,MF",Rayo Vallecano,30-107,1992,16.5,4,24,14,58.3,1.46,0.85,0.17,0.29,16.4,0,0,0,2.0,2.0,0.08,+2.0,+2.0
171,Borja García,es  ESP,"FW,MF",Girona,32-101,1990,1.0,1,3,3,100.0,2.90,2.90,0.33,0.33,22.3,0,0,0,0.3,0.3,0.09,+0.7,+0.7
172,Carlos García,es  ESP,DF,Cádiz,22-219,2000,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
173,Dani García,es  ESP,MF,Athletic Club,32-263,1990,6.5,0,2,0,0.0,0.31,0.00,0.00,,26.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
174,David García,es  ESP,DF,Osasuna,28-362,1994,17.5,1,8,2,25.0,0.46,0.11,0.13,0.50,10.7,0,0,0,0.3,0.3,0.04,+0.7,+0.7
175,Eric García,es  ESP,DF,Barcelona,22-033,2001,8.3,1,3,1,33.3,0.36,0.12,0.33,1.00,7.0,0,0,0,1.3,1.3,0.42,-0.3,-0.3
176,Francisco Garcia,es  ESP,DF,Rayo Vallecano,23-181,1999,19.9,0,18,6,33.3,0.91,0.30,0.00,0.00,29.2,0,0,0,0.6,0.6,0.03,-0.6,-0.6
177,Raúl García,es  ESP,"FW,MF",Athletic Club,36-215,1986,5.6,1,30,5,16.7,5.34,0.89,0.03,0.20,16.1,0,0,0,2.1,2.1,0.07,-1.1,-1.1
178,Rubén García,es  ESP,"MF,FW",Osasuna,29-212,1993,6.9,1,13,1,7.7,1.87,0.14,0.08,1.00,18.0,0,0,0,1.4,1.4,0.11,-0.4,-0.4
179,Unai García,es  ESP,DF,Osasuna,31-008,1992,14.1,0,4,1,25.0,0.28,0.07,0.00,0.00,13.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2
180,Felix Garreta,es  ESP,DF,Betis,18-296,2004,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
181,Sékou Gassama,sn  SEN,FW,Valladolid,27-281,1995,0.4,0,2,0,0.0,5.00,0.00,0.00,,10.7,0,0,0,0.4,0.4,0.21,-0.4,-0.4
182,Gavi,es  ESP,"MF,FW",Barcelona,18-190,2004,14.1,1,13,3,23.1,0.92,0.21,0.08,0.33,16.2,0,0,0,1.7,1.7,0.13,-0.7,-0.7
183,Paulo Gazzaniga,ar  ARG,GK,Girona,31-040,1992,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
184,Óscar Gil,es  ESP,DF,Espanyol,25-291,1997,14.1,0,6,2,33.3,0.43,0.14,0.00,0.00,17.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
185,Álvaro Giménez,es  ESP,FW,Cádiz,31-268,1991,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
186,Dani Gómez,es  ESP,"MF,FW",Espanyol,24-196,1998,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
187,Maxi Gómez,uy  URU,FW,Valencia,26-181,1996,1.2,0,3,0,0.0,2.50,0.00,0.00,,18.9,1,0,0,0.2,0.2,0.07,-0.2,-0.2
188,Moi Gómez,es  ESP,"MF,FW",Osasuna,28-233,1994,18.2,1,11,4,36.4,0.60,0.22,0.09,0.25,21.5,0,0,0,1.0,1.0,0.09,0.0,0.0
189,Papu Gómez,ar  ARG,"MF,FW",Sevilla,34-361,1988,7.4,0,16,6,37.5,2.15,0.81,0.00,0.00,22.1,0,0,0,1.1,1.1,0.07,-1.1,-1.1
190,Sergi Gómez,es  ESP,DF,Espanyol,30-320,1992,12.5,0,2,0,0.0,0.16,0.00,0.00,,7.8,0,0,0,0.3,0.3,0.17,-0.3,-0.3
191,Diego González,es  ESP,DF,Elche,28-014,1995,8.1,0,5,0,0.0,0.62,0.00,0.00,,13.4,0,0,0,0.6,0.6,0.13,-0.6,-0.6
192,Édgar González,es  ESP,DF,Betis,25-316,1997,11.7,0,5,1,20.0,0.43,0.09,0.00,0.00,8.6,0,0,0,0.7,0.7,0.14,-0.7,-0.7
193,Giovanni González,uy  URU,DF,Mallorca,28-144,1994,5.8,0,4,0,0.0,0.69,0.00,0.00,,19.0,0,0,0,0.2,0.2,0.05,-0.2,-0.2
194,Nicolás González,es  ESP,MF,Valencia,21-039,2002,6.6,1,9,2,22.2,1.36,0.30,0.11,0.50,16.6,0,0,0,0.8,0.8,0.09,+0.2,+0.2
195,Roberto González,es  ESP,"FW,MF",Betis,22-036,2001,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
196,Andoni Gorosabel,es  ESP,DF,Real Sociedad,26-191,1996,8.2,0,6,0,0.0,0.73,0.00,0.00,,23.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3
197,José Gragera,es  ESP,MF,Espanyol,22-073,2000,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
198,Ivo Grbić,hr  CRO,GK,Atlético Madrid,27-024,1996,2.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
199,Clément Grenier,fr  FRA,MF,Mallorca,32-035,1991,6.6,0,3,2,66.7,0.45,0.30,0.00,0.00,23.1,1,0,0,0.2,0.2,0.07,-0.2,-0.2
200,Antoine Griezmann,fr  FRA,"FW,MF",Atlético Madrid,31-327,1991,14.1,6,50,21,42.0,3.55,1.49,0.12,0.29,19.1,4,0,0,5.6,5.6,0.11,+0.4,+0.4
201,Andrés Guardado,mx  MEX,"MF,FW",Betis,36-136,1986,6.7,0,2,1,50.0,0.30,0.15,0.00,0.00,22.3,1,0,0,0.1,0.1,0.03,-0.1,-0.1
202,Nemanja Gudelj,rs  SRB,"DF,MF",Sevilla,31-087,1991,16.8,2,22,6,27.3,1.31,0.36,0.09,0.33,24.3,3,0,0,1.2,1.2,0.05,+0.8,+0.8
203,Ander Guevara,es  ESP,MF,Real Sociedad,25-219,1997,1.5,0,1,0,0.0,0.67,0.00,0.00,,23.7,0,0,0,0.0,0.0,0.03,0.0,0.0
204,Pape Gueye,sn  SEN,MF,Sevilla,24-018,1999,0.9,0,1,0,0.0,1.10,0.00,0.00,,27.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
205,Hugo Guillamón,es  ESP,MF,Valencia,23-011,2000,12.7,1,2,1,50.0,0.16,0.08,0.00,0.00,26.1,0,1,1,1.0,0.2,0.08,0.0,-0.2
206,Gerard Gumbau,es  ESP,MF,Elche,28-055,1994,14.0,0,14,3,21.4,1.00,0.21,0.00,0.00,27.1,3,0,0,0.5,0.5,0.03,-0.5,-0.5
207,Gorka Guruzeta,es  ESP,"FW,MF",Athletic Club,26-152,1996,5.7,5,22,10,45.5,3.85,1.75,0.23,0.50,14.2,0,0,0,2.5,2.5,0.11,+2.5,+2.5
208,Raúl Guti,es  ESP,MF,Elche,26-043,1996,8.5,0,8,4,50.0,0.94,0.47,0.00,0.00,19.0,0,0,0,0.8,0.8,0.10,-0.8,-0.8
209,Miguel Gutiérrez,es  ESP,DF,Girona,21-199,2001,16.0,0,11,1,9.1,0.69,0.06,0.00,0.00,19.1,0,0,0,0.5,0.5,0.05,-0.5,-0.5
210,Munir El Haddadi,ma  MAR,"MF,FW",Getafe,27-163,1995,3.5,1,9,1,11.1,2.59,0.29,0.11,1.00,21.7,1,0,0,0.4,0.4,0.05,+0.6,+0.6
211,Eden Hazard,be  BEL,FW,Real Madrid,32-035,1991,1.1,0,1,0,0.0,0.91,0.00,0.00,,29.4,0,0,1,0.8,0.1,0.06,-0.8,-0.1
212,Luiz Henrique,br  BRA,FW,Betis,22-040,2001,12.8,1,30,11,36.7,2.35,0.86,0.03,0.09,20.1,0,0,0,2.1,2.1,0.07,-1.1,-1.1
213,Mario Hermoso,es  ESP,DF,Atlético Madrid,27-238,1995,5.9,2,7,4,57.1,1.18,0.68,0.29,0.50,16.4,0,0,0,1.5,1.5,0.23,+0.5,+0.5
214,Aridane Hernández,gq  EQG,DF,Osasuna,33-325,1989,5.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
215,Luis Hernández,es  ESP,DF,Cádiz,33-303,1989,18.0,0,5,1,20.0,0.28,0.06,0.00,0.00,12.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2
216,Mario Hernández,es  ESP,FW,Rayo Vallecano,24-017,1999,0.0,0,2,0,0.0,180.00,0.00,0.00,,27.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
217,Ander Herrera,es  ESP,MF,Athletic Club,33-181,1989,3.4,0,4,1,25.0,1.17,0.29,0.00,0.00,20.5,2,0,0,0.2,0.2,0.06,-0.2,-0.2
218,Sergio Herrera,es  ESP,GK,Osasuna,29-251,1993,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
219,Yangel Herrera,ve  VEN,"MF,FW",Girona,25-035,1998,8.6,2,19,8,42.1,2.20,0.93,0.11,0.25,16.6,0,0,0,2.1,2.1,0.11,-0.1,-0.1
220,Omar El Hilali,ma  MAR,"DF,MF",Espanyol,19-152,2003,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
221,Martin Hongla,cm  CMR,DF,Valladolid,24-332,1998,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
222,Pablo Ibáñez,es  ESP,MF,Osasuna,24-144,1998,2.1,0,3,2,66.7,1.46,0.97,0.00,0.00,21.9,0,0,0,0.3,0.3,0.09,-0.3,-0.3
223,Iglesias,es  ESP,DF,Getafe,24-223,1998,15.0,1,13,5,38.5,0.87,0.33,0.08,0.20,19.4,0,0,0,0.5,0.5,0.04,+0.5,+0.5
224,Borja Iglesias,es  ESP,FW,Betis,30-025,1993,15.7,9,36,13,36.1,2.29,0.83,0.14,0.38,15.6,0,4,4,8.5,5.3,0.15,+0.5,-0.3
225,Asier Illarramendi,es  ESP,MF,Real Sociedad,32-340,1990,5.6,1,8,3,37.5,1.43,0.54,0.13,0.33,19.2,0,0,0,0.7,0.7,0.09,+0.3,+0.3
226,Alexander Isak,se  SWE,FW,Real Sociedad,23-143,1999,1.7,1,3,1,33.3,1.78,0.59,0.33,1.00,12.0,0,0,0,0.2,0.2,0.07,+0.8,+0.8
227,Isco,es  ESP,"MF,FW",Sevilla,30-296,1992,8.9,0,4,1,25.0,0.45,0.11,0.00,0.00,15.6,0,0,0,0.4,0.4,0.11,-0.4,-0.4
228,Nicolas Jackson,sn  SEN,FW,Villarreal,21-236,2001,8.8,2,16,7,43.8,1.82,0.80,0.13,0.29,13.8,0,0,0,2.5,2.5,0.15,-0.5,-0.5
229,Adnan Januzaj,be  BEL,FW,Sevilla,28-006,1995,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
230,Javi,es  ESP,DF,Girona,24-285,1998,4.1,0,4,0,0.0,0.99,0.00,0.00,,20.7,0,0,0,0.4,0.4,0.10,-0.4,-0.4
231,Luis Javier Suárez,co  COL,FW,Almería,25-071,1997,2.6,1,6,3,50.0,2.32,1.16,0.17,0.33,20.0,0,0,0,0.4,0.4,0.07,+0.6,+0.6
232,Joaquín,es  ESP,"MF,FW",Betis,41-205,1981,2.4,0,4,1,25.0,1.70,0.42,0.00,0.00,11.8,0,0,0,0.3,0.3,0.09,-0.3,-0.3
233,Frenkie de Jong,nl  NED,MF,Barcelona,25-275,1997,14.5,2,13,8,61.5,0.89,0.55,0.15,0.25,17.9,0,0,0,1.8,1.8,0.14,+0.2,+0.2
234,Joan Jordán,es  ESP,MF,Sevilla,28-220,1994,12.9,0,10,3,30.0,0.77,0.23,0.00,0.00,20.0,3,0,0,0.8,0.8,0.08,-0.8,-0.8
235,Filip Jörgensen,dk  DEN,GK,Villarreal,20-301,2002,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
236,Josan,es  ESP,"DF,MF",Elche,33-070,1989,4.7,1,3,2,66.7,0.64,0.43,0.33,0.50,14.1,0,0,0,0.2,0.2,0.07,+0.8,+0.8
237,Willian José,br  BRA,FW,Betis,31-080,1991,3.9,0,9,2,22.2,2.33,0.52,0.00,0.00,18.5,1,0,0,0.9,0.9,0.10,-0.9,-0.9
238,Joselu,es  ESP,FW,Espanyol,32-321,1990,19.0,11,46,19,41.3,2.42,1.00,0.17,0.42,16.2,2,3,3,7.9,5.5,0.12,+3.1,+2.5
239,Juanmi,es  ESP,FW,Betis,29-267,1993,5.1,3,9,5,55.6,1.77,0.98,0.33,0.60,12.9,0,0,0,2.0,2.0,0.22,+1.0,+1.0
240,Juanpe,es  ESP,DF,Girona,31-287,1991,7.8,0,2,0,0.0,0.26,0.00,0.00,,10.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1
241,Lago Junior,ci  CIV,"FW,MF",Mallorca,32-042,1990,0.6,0,2,1,50.0,3.46,1.73,0.00,0.00,17.4,0,0,0,0.0,0.0,0.01,0.0,0.0
242,Vinicius Júnior,br  BRA,FW,Real Madrid,22-214,2000,19.5,7,49,24,49.0,2.51,1.23,0.14,0.29,16.4,0,0,0,7.6,7.6,0.16,-0.6,-0.6
243,Tino Kadewere,zw  ZIM,"FW,MF",Mallorca,27-037,1996,1.2,0,8,3,37.5,6.43,2.41,0.00,0.00,21.8,0,0,0,0.4,0.4,0.05,-0.4,-0.4
244,Kaiky,br  BRA,DF,Almería,19-030,2004,5.4,0,1,0,0.0,0.19,0.00,0.00,,11.7,0,0,0,0.1,0.1,0.08,-0.1,-0.1
245,Lee Kangin,kr  KOR,"MF,FW",Mallorca,21-357,2001,15.9,2,22,8,36.4,1.38,0.50,0.09,0.25,20.8,3,0,0,1.4,1.4,0.06,+0.6,+0.6
246,Jon Karrikaburu,es  ESP,FW,Real Sociedad,20-145,2002,1.0,0,5,1,20.0,4.84,0.97,0.00,0.00,20.1,0,0,0,0.3,0.3,0.06,-0.3,-0.3
247,Kenedy,br  BRA,"FW,MF",Valladolid,27-003,1996,0.9,0,1,0,0.0,1.08,0.00,0.00,,29.0,0,0,0,0.0,0.0,0.02,0.0,0.0
248,Franck Kessié,ci  CIV,MF,Barcelona,26-054,1996,4.1,0,7,1,14.3,1.73,0.25,0.00,0.00,13.7,0,0,0,0.9,0.9,0.13,-0.9,-0.9
249,Kike,es  ESP,FW,Osasuna,33-078,1989,6.1,2,23,7,30.4,3.75,1.14,0.04,0.14,15.7,0,1,1,2.7,1.9,0.08,-0.7,-0.9
250,Justin Kluivert,nl  NED,"FW,MF",Valencia,23-282,1999,7.5,3,17,8,47.1,2.26,1.07,0.18,0.38,16.2,0,0,0,2.8,2.8,0.16,+0.2,+0.2
251,Koke,es  ESP,MF,Atlético Madrid,31-034,1992,12.5,0,6,0,0.0,0.48,0.00,0.00,,15.0,0,0,0,0.4,0.4,0.07,-0.4,-0.4
252,Luca Koleosho,ca  CAN,"FW,DF",Espanyol,18-149,2004,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
253,Geoffrey Kondogbia,cf  CTA,MF,Atlético Madrid,29-361,1993,10.7,0,11,0,0.0,1.03,0.00,0.00,,19.7,0,0,0,0.7,0.7,0.07,-0.7,-0.7
254,Jules Koundé,fr  FRA,DF,Barcelona,24-091,1998,11.5,0,6,0,0.0,0.52,0.00,0.00,,14.2,0,0,0,0.5,0.5,0.09,-0.5,-0.5
255,Toni Kroos,de  GER,MF,Real Madrid,33-038,1990,13.5,2,17,6,35.3,1.26,0.44,0.12,0.33,25.5,2,0,0,0.8,0.8,0.05,+1.2,+1.2
256,Takefusa Kubo,jp  JPN,"FW,MF",Real Sociedad,21-252,2001,13.9,3,35,17,48.6,2.52,1.23,0.09,0.18,19.2,2,0,0,2.4,2.4,0.07,+0.6,+0.6
257,César de la Hoz,es  ESP,MF,Almería,30-318,1992,9.5,1,4,1,25.0,0.42,0.11,0.25,1.00,27.8,0,0,0,0.1,0.1,0.03,+0.9,+0.9
258,Luca de la Torre,us  USA,MF,Celta Vigo,24-264,1998,3.9,0,3,1,33.3,0.77,0.26,0.00,0.00,18.2,0,0,0,0.3,0.3,0.08,-0.3,-0.3
259,Érik Lamela,ar  ARG,"FW,MF",Sevilla,30-344,1992,13.5,3,29,14,48.3,2.14,1.04,0.10,0.21,14.9,2,0,0,3.1,3.1,0.11,-0.1,-0.1
260,Cyle Larin,ca  CAN,FW,Valladolid,27-300,1995,0.5,2,3,2,66.7,5.74,3.83,0.67,1.00,8.1,0,0,0,0.7,0.7,0.23,+1.3,+1.3
261,Latasa,es  ESP,"FW,DF",Getafe,21-325,2001,1.2,0,8,3,37.5,6.79,2.55,0.00,0.00,13.0,0,0,0,0.6,0.6,0.07,-0.6,-0.6
262,Toni Lato,es  ESP,"MF,DF",Valencia,25-082,1997,5.8,1,7,1,14.3,1.20,0.17,0.14,1.00,19.5,1,0,0,0.5,0.5,0.07,+0.5,+0.5
263,Lázaro,br  BRA,"MF,FW",Almería,20-336,2002,2.6,1,2,1,50.0,0.76,0.38,0.50,1.00,14.6,0,0,0,0.2,0.2,0.11,+0.8,+0.8
264,Robin Le Normand,fr  FRA,DF,Real Sociedad,26-092,1996,15.1,0,3,1,33.3,0.20,0.07,0.00,0.00,14.3,0,0,0,0.2,0.2,0.07,-0.2,-0.2
265,Benjamin Lecomte,fr  FRA,GK,Espanyol,31-291,1991,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
266,Jeremías Ledesma,ar  ARG,GK,Cádiz,29-363,1993,20.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
267,Florian Lejeune,fr  FRA,DF,Rayo Vallecano,31-267,1991,16.5,3,25,11,44.0,1.51,0.67,0.12,0.27,30.2,13,0,0,1.4,1.4,0.06,+1.6,+1.6
268,Iñigo Lekue,es  ESP,DF,Athletic Club,29-283,1993,11.8,0,9,1,11.1,0.76,0.08,0.00,0.00,26.7,0,0,0,0.2,0.2,0.02,-0.2,-0.2
269,Thomas Lemar,fr  FRA,MF,Atlético Madrid,27-091,1995,7.4,0,6,3,50.0,0.82,0.41,0.00,0.00,23.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2
270,Sergio León,es  ESP,FW,Valladolid,34-036,1989,10.1,5,19,13,68.4,1.87,1.28,0.21,0.31,16.9,0,1,2,3.3,1.7,0.09,+1.7,+2.3
271,Robert Lewandowski,pl  POL,FW,Barcelona,34-174,1988,14.8,14,64,33,51.6,4.32,2.23,0.22,0.42,12.8,2,0,1,12.4,11.6,0.18,+1.6,+2.4
272,Pol Lirola,es  ESP,DF,Elche,25-182,1997,6.1,1,1,1,100.0,0.16,0.16,1.00,1.00,10.5,0,0,0,0.2,0.2,0.20,+0.8,+0.8
273,Javier Llabrés,es  ESP,FW,Mallorca,20-153,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
274,Marcos Llorente,es  ESP,"MF,DF",Atlético Madrid,28-012,1995,11.3,1,12,2,16.7,1.06,0.18,0.08,0.50,16.9,0,0,0,0.9,0.9,0.07,+0.1,+0.1
275,Giovani Lo Celso,ar  ARG,"MF,FW",Villarreal,26-308,1996,5.8,1,13,3,23.1,2.25,0.52,0.08,0.33,20.6,0,0,0,1.3,1.3,0.10,-0.3,-0.3
276,David López,es  ESP,DF,Girona,33-125,1989,10.4,2,8,5,62.5,0.77,0.48,0.25,0.40,15.0,0,0,0,0.6,0.6,0.07,+1.4,+1.4
277,Diego López,es  ESP,GK,Rayo Vallecano,41-100,1981,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
278,Unai López,es  ESP,MF,Rayo Vallecano,27-104,1995,8.8,1,16,7,43.8,1.81,0.79,0.06,0.14,26.2,2,0,0,0.9,0.9,0.06,+0.1,+0.1
279,Anthony Lozano,hn  HON,FW,Cádiz,29-292,1993,12.5,0,22,6,27.3,1.76,0.48,0.00,0.00,17.0,0,0,0,1.5,1.5,0.07,-1.5,-1.5
280,Pol Lozano,es  ESP,MF,Espanyol,23-128,1999,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
281,José Luis Gayà,es  ESP,DF,Valencia,27-262,1995,15.5,1,13,6,46.2,0.84,0.39,0.08,0.17,26.2,2,0,1,1.6,0.8,0.06,-0.6,+0.2
282,José Luis Morales,es  ESP,"FW,MF",Villarreal,35-203,1987,6.6,1,17,10,58.8,2.59,1.52,0.06,0.10,15.6,0,0,0,1.9,1.9,0.14,-0.9,-0.9
283,Andriy Lunin,ua  UKR,GK,Real Madrid,24-000,1999,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
284,Awer Mabil,au  AUS,"MF,FW",Cádiz,27-149,1995,1.8,0,3,1,33.3,1.64,0.55,0.00,0.00,17.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2
285,Darwin Machís,ve  VEN,FW,Valladolid,30-004,1993,2.0,0,3,1,33.3,1.50,0.50,0.00,0.00,14.4,0,0,0,0.3,0.3,0.10,-0.3,-0.3
286,Pablo Maffeo,es  ESP,DF,Mallorca,25-214,1997,16.3,1,9,2,22.2,0.55,0.12,0.11,0.50,15.4,0,0,0,0.7,0.7,0.08,+0.3,+0.3
287,Lisandro Magallán,ar  ARG,DF,Elche,29-137,1993,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
288,Jon Magunacelaya,es  ESP,"MF,FW",Real Sociedad,22-213,2000,0.7,0,1,1,100.0,1.38,1.38,0.00,0.00,10.8,0,0,0,0.0,0.0,0.02,0.0,0.0
289,Nemanja Maksimović,rs  SRB,MF,Getafe,28-016,1995,7.9,0,4,1,25.0,0.51,0.13,0.00,0.00,18.8,0,0,0,0.2,0.2,0.06,-0.2,-0.2
290,Hugo Mallo,es  ESP,DF,Celta Vigo,31-234,1991,13.4,0,12,4,33.3,0.90,0.30,0.00,0.00,12.7,0,0,0,0.8,0.8,0.07,-0.8,-0.8
291,Mickael Malsa,mq  MTQ,MF,Valladolid,27-122,1995,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
292,Giorgi Mamardashvili,ge  GEO,GK,Valencia,22-135,2000,20.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
293,Reinildo Mandava,mz  MOZ,DF,Atlético Madrid,29-021,1994,18.4,0,6,0,0.0,0.33,0.00,0.00,,22.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4
294,Aïssa Mandi,dz  ALG,DF,Villarreal,31-112,1991,4.9,0,1,1,100.0,0.20,0.20,0.00,0.00,9.0,0,0,0,0.1,0.1,0.09,-0.1,-0.1
295,Maranhão,br  BRA,"FW,MF",Valencia,26-114,1996,4.8,1,17,2,11.8,3.57,0.42,0.06,0.50,14.6,0,0,0,1.5,1.3,0.08,-0.5,-0.3
296,Marcão,br  BRA,DF,Sevilla,26-251,1996,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
297,Agustín Marchesín,ar  ARG,GK,Celta Vigo,34-332,1988,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
298,Óscar de Marcos,es  ESP,DF,Athletic Club,33-303,1989,17.0,0,1,0,0.0,0.06,0.00,0.00,,11.5,0,0,0,0.2,0.2,0.20,-0.2,-0.2
