,Player,Nation,Pos,Squad,Age,Born,90s,Gls_Standard,Sh_Standard,SoT_Standard,SoT%_Standard,Sh/90_Standard,SoT/90_Standard,G/Sh_Standard,G/SoT_Standard,Dist_Standard,FK_Standard,PK_Standard,PKatt_Standard,xG_Expected,npxG_Expected,npxG/Sh_Expected,G-xG_Expected,np:G-xG_Expected
146,Pervis Estupiñán,ec  ECU,DF,Brighton,25-021,1998,13.0,0,7,0,0.0,0.54,0.00,0.00,,23.9,0,0,0,0.1,0.1,0.02,-0.1,-0.1
147,Jonny Evans,nir  NIR,DF,Leicester City,35-039,1988,9.0,0,1,1,100.0,0.11,0.11,0.00,0.00,3.8,0,0,0,0.2,0.2,0.17,-0.2,-0.2
148,Eberechi Eze,eng  ENG,"MF,FW",Crystal Palace,24-227,1998,17.0,3,38,10,26.3,2.24,0.59,0.08,0.30,23.0,9,0,0,2.6,2.6,0.07,+0.4,+0.4
149,Łukasz Fabiański,pl  POL,GK,West Ham,37-299,1985,19.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
150,Fabinho,br  BRA,MF,Liverpool,29-111,1993,13.9,0,8,3,37.5,0.57,0.22,0.00,0.00,18.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3
151,Wout Faes,be  BEL,DF,Leicester City,24-314,1998,15.0,0,4,1,25.0,0.27,0.07,0.00,0.00,15.5,0,0,0,0.3,0.3,0.09,-0.3,-0.3
152,João Félix,pt  POR,FW,Chelsea,23-093,1999,0.6,0,6,4,66.7,9.47,6.32,0.00,0.00,18.5,0,0,0,0.8,0.8,0.14,-0.8,-0.8
153,Evan Ferguson,ie  IRL,FW,Brighton,18-115,2004,2.2,3,8,5,62.5,3.62,2.26,0.38,0.60,15.9,0,0,0,1.2,1.2,0.15,+1.8,+1.8
154,Bruno Fernandes,pt  POR,"MF,FW",Manchester Utd,28-156,1994,21.0,5,43,13,30.2,2.05,0.62,0.09,0.31,21.6,3,1,1,4.5,3.7,0.09,+0.5,+0.3
155,Enzo Fernández,ar  ARG,MF,Chelsea,22-025,2001,1.0,0,1,0,0.0,1.00,0.00,0.00,,29.2,0,0,0,0.0,0.0,0.03,0.0,0.0
156,Mateo Fernández,es  ESP,"FW,MF",Leeds United,19-115,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
157,Roberto Firmino,br  BRA,"FW,MF",Liverpool,31-132,1991,10.3,7,33,20,60.6,3.20,1.94,0.21,0.35,12.7,0,0,0,4.2,4.2,0.13,+2.8,+2.8
158,Junior Firpo,es  ESP,DF,Leeds United,26-173,1996,2.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
159,Phil Foden,eng  ENG,"FW,DF",Manchester City,22-259,2000,11.6,7,28,14,50.0,2.41,1.21,0.25,0.50,14.2,0,0,0,3.7,3.7,0.13,+3.3,+3.3
160,Datro Fofana,ci  CIV,"FW,MF",Chelsea,20-051,2002,0.2,0,1,0,0.0,5.63,0.00,0.00,,11.1,0,0,0,0.2,0.2,0.20,-0.2,-0.2
161,Pablo Fornals,es  ESP,"FW,MF",West Ham,26-354,1996,10.7,1,17,5,29.4,1.59,0.47,0.06,0.20,23.9,0,0,0,0.8,0.8,0.05,+0.2,+0.2
162,Adam Forshaw,eng  ENG,MF,Leeds United,31-126,1991,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
163,Fraser Forster,eng  ENG,GK,Tottenham,34-331,1988,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
164,Tyrese Francois,au  AUS,FW,Fulham,22-210,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
165,Ryan Fraser,sct  SCO,FW,Newcastle Utd,28-352,1994,3.5,0,6,1,16.7,1.73,0.29,0.00,0.00,16.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3
166,Fred,br  BRA,MF,Manchester Utd,29-343,1993,8.5,2,21,5,23.8,2.48,0.59,0.10,0.40,18.4,0,0,0,1.7,1.7,0.08,+0.3,+0.3
167,Ryan Fredericks,eng  ENG,DF,Bournemouth,30-124,1992,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
168,Remo Freuler,ch  SUI,MF,Nott'ham Forest,30-302,1992,15.2,0,6,1,16.7,0.39,0.07,0.00,0.00,22.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3
169,Cody Gakpo,nl  NED,FW,Liverpool,23-280,1999,2.8,0,9,1,11.1,3.18,0.35,0.00,0.00,13.7,0,0,0,1.0,1.0,0.11,-1.0,-1.0
170,Conor Gallagher,eng  ENG,"MF,FW",Chelsea,23-005,2000,9.2,1,12,5,41.7,1.30,0.54,0.08,0.20,19.7,0,0,0,0.9,0.9,0.08,+0.1,+0.1
171,Idrissa Gana Gueye,sn  SEN,MF,Everton,33-138,1989,13.6,0,1,1,100.0,0.07,0.07,0.00,0.00,28.8,0,0,0,0.0,0.0,0.03,0.0,0.0
172,Alejandro Garnacho,es  ESP,FW,Manchester Utd,18-225,2004,3.6,1,12,5,41.7,3.29,1.37,0.08,0.20,15.8,0,0,0,1.5,1.5,0.12,-0.5,-0.5
173,James Garner,eng  ENG,MF,Everton,21-335,2001,1.6,0,2,1,50.0,1.27,0.63,0.00,0.00,22.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
174,David de Gea,es  ESP,GK,Manchester Utd,32-096,1990,22.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
175,Joe Gelhardt,eng  ENG,FW,Leeds United,20-283,2002,2.4,0,10,2,20.0,4.25,0.85,0.00,0.00,23.5,1,0,0,0.8,0.8,0.08,-0.8,-0.8
176,Saman Ghoddos,ir  IRN,"MF,FW",Brentford,29-158,1993,1.0,0,1,1,100.0,1.00,1.00,0.00,0.00,19.2,0,0,0,0.0,0.0,0.05,0.0,0.0
177,Billy Gilmour,sct  SCO,MF,Brighton,21-245,2001,1.8,0,2,0,0.0,1.10,0.00,0.00,,17.1,0,0,0,0.2,0.2,0.11,-0.2,-0.2
178,Degnand Gnonto,it  ITA,"FW,MF",Leeds United,19-098,2003,8.0,2,13,6,46.2,1.63,0.75,0.15,0.33,18.0,0,0,0,1.2,1.2,0.10,+0.8,+0.8
179,Ben Godfrey,eng  ENG,DF,Everton,25-027,1998,2.3,0,3,0,0.0,1.28,0.00,0.00,,8.1,0,0,0,1.1,1.1,0.36,-1.1,-1.1
180,Toti Gomes,pt  POR,DF,Wolves,24-026,1999,3.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
181,Joe Gomez,eng  ENG,DF,Liverpool,25-264,1997,12.3,0,3,0,0.0,0.24,0.00,0.00,,20.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1
182,Sergio Gómez,es  ESP,"DF,MF",Manchester City,22-160,2000,1.2,0,2,0,0.0,1.62,0.00,0.00,,17.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1
183,Demarai Gray,eng  ENG,"FW,MF",Everton,26-228,1996,18.7,3,36,14,38.9,1.93,0.75,0.06,0.14,20.1,4,1,1,3.7,2.9,0.08,-0.7,-0.9
184,Jack Grealish,eng  ENG,FW,Manchester City,27-154,1995,11.6,2,19,4,21.1,1.64,0.35,0.11,0.50,13.6,0,0,0,2.7,2.7,0.14,-0.7,-0.7
185,Sam Greenwood,eng  ENG,"MF,FW",Leeds United,21-016,2002,3.5,1,11,2,18.2,3.11,0.57,0.09,0.50,24.3,5,0,0,0.6,0.6,0.06,+0.4,+0.4
186,Pascal Groß,de  GER,"MF,DF",Brighton,31-241,1991,19.2,6,21,10,47.6,1.09,0.52,0.29,0.60,16.0,0,0,0,3.3,3.3,0.16,+2.7,+2.7
187,Vicente Guaita,es  ESP,GK,Crystal Palace,36-032,1987,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
188,Gonçalo Guedes,pt  POR,"FW,MF",Wolves,26-074,1996,7.9,1,19,6,31.6,2.42,0.76,0.05,0.17,18.4,1,0,0,1.2,1.2,0.06,-0.2,-0.2
189,Marc Guéhi,eng  ENG,DF,Crystal Palace,22-213,2000,20.0,0,7,4,57.1,0.35,0.20,0.00,0.00,9.1,0,0,0,0.5,0.5,0.07,-0.5,-0.5
190,Bruno Guimarães,br  BRA,MF,Newcastle Utd,25-087,1997,15.5,3,14,5,35.7,0.90,0.32,0.21,0.60,22.1,0,0,0,0.9,0.9,0.06,+2.1,+2.1
191,İlkay Gündoğan,de  GER,MF,Manchester City,32-110,1990,13.9,2,31,8,25.8,2.23,0.58,0.06,0.25,18.5,2,0,0,3.3,3.3,0.11,-1.3,-1.3
192,Darko Gyabi,eng  ENG,FW,Leeds United,18-358,2004,0.1,0,1,0,0.0,11.25,0.00,0.00,,17.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1
193,Erling Haaland,no  NOR,FW,Manchester City,22-205,2000,18.2,25,70,36,51.4,3.85,1.98,0.30,0.58,12.6,0,4,4,16.9,13.7,0.20,+8.1,+7.3
194,Lewis Hall,eng  ENG,"DF,MF",Chelsea,18-156,2004,3.4,0,5,2,40.0,1.48,0.59,0.00,0.00,13.3,0,0,0,0.5,0.5,0.10,-0.5,-0.5
195,Luke Harris,wls  WAL,"MF,FW",Fulham,17-314,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
196,Jack Harrison,eng  ENG,"FW,MF",Leeds United,26-083,1996,14.8,1,18,7,38.9,1.22,0.47,0.06,0.14,18.5,1,0,0,2.4,2.4,0.13,-1.4,-1.4
197,Kai Havertz,de  GER,"FW,MF",Chelsea,23-245,1999,16.7,5,40,17,42.5,2.40,1.02,0.13,0.29,11.8,0,0,0,6.1,6.1,0.15,-1.1,-1.1
198,Jan Paul van Hecke,nl  NED,DF,Brighton,22-248,2000,0.9,0,2,0,0.0,2.25,0.00,0.00,,16.3,0,0,0,0.6,0.6,0.30,-0.6,-0.6
199,Hwang Hee-chan,kr  KOR,FW,Wolves,27-016,1996,7.7,0,6,3,50.0,0.78,0.39,0.00,0.00,20.3,0,0,0,0.4,0.4,0.07,-0.4,-0.4
200,Dean Henderson,eng  ENG,GK,Nott'ham Forest,25-336,1997,18.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
201,Jordan Henderson,eng  ENG,MF,Liverpool,32-239,1990,10.2,0,12,3,25.0,1.18,0.29,0.00,0.00,23.1,0,0,0,0.6,0.6,0.05,-0.6,-0.6
202,Wayne Hennessey,wls  WAL,GK,Nott'ham Forest,36-018,1987,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
203,Rico Henry,eng  ENG,DF,Brentford,25-218,1997,19.9,0,9,2,22.2,0.45,0.10,0.00,0.00,20.2,0,0,0,0.6,0.6,0.06,-0.6,-0.6
204,Son Heung-min,kr  KOR,"MF,FW",Tottenham,30-218,1992,18.2,4,50,25,50.0,2.75,1.37,0.08,0.16,19.0,5,0,0,4.9,4.9,0.10,-0.9,-0.9
205,Aaron Hickey,sct  SCO,DF,Brentford,20-246,2002,8.2,0,4,1,25.0,0.49,0.12,0.00,0.00,21.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
206,Joseph Hodge,ie  IRL,MF,Wolves,20-150,2002,1.9,0,1,0,0.0,0.53,0.00,0.00,,12.7,0,0,0,0.1,0.1,0.12,-0.1,-0.1
207,Rob Holding,eng  ENG,DF,Arsenal,27-144,1995,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
208,Mason Holgate,eng  ENG,DF,Everton,26-112,1996,3.6,0,3,0,0.0,0.84,0.00,0.00,,14.0,0,0,0,0.3,0.3,0.10,-0.3,-0.3
209,Will Hughes,eng  ENG,MF,Crystal Palace,27-300,1995,3.6,0,2,2,100.0,0.56,0.56,0.00,0.00,14.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1
210,Omari Hutchinson,eng  ENG,FW,Chelsea,19-104,2003,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
211,Pierre Højbjerg,dk  DEN,MF,Tottenham,27-190,1995,20.8,4,23,7,30.4,1.11,0.34,0.17,0.57,21.1,0,0,0,1.5,1.5,0.06,+2.5,+2.5
212,Kelechi Iheanacho,ng  NGA,"FW,MF",Leicester City,26-131,1996,4.1,2,14,4,28.6,3.43,0.98,0.14,0.50,18.2,0,0,0,2.4,2.4,0.17,-0.4,-0.4
213,Alexander Isak,se  SWE,FW,Newcastle Utd,23-143,1999,3.2,3,9,7,77.8,2.85,2.22,0.22,0.29,13.2,0,1,1,3.2,2.4,0.27,-0.2,-0.4
214,Alex Iwobi,ng  NGA,MF,Everton,26-284,1996,20.8,1,19,5,26.3,0.91,0.24,0.05,0.20,22.5,0,0,0,1.3,1.3,0.07,-0.3,-0.3
215,Reece James,eng  ENG,"DF,MF",Chelsea,23-065,1999,7.4,1,9,3,33.3,1.21,0.40,0.11,0.33,20.1,1,0,0,0.8,0.8,0.09,+0.2,+0.2
216,Vitaly Janelt,de  GER,"MF,DF",Brentford,24-277,1998,15.0,2,8,4,50.0,0.53,0.27,0.25,0.50,12.1,0,0,0,1.9,1.9,0.24,+0.1,+0.1
217,Pontus Jansson,se  SWE,DF,Brentford,31-363,1991,5.7,0,1,0,0.0,0.17,0.00,0.00,,15.4,0,0,0,0.0,0.0,0.02,0.0,0.0
218,Mathias Jensen,dk  DEN,MF,Brentford,27-041,1996,17.6,3,13,4,30.8,0.74,0.23,0.23,0.75,23.4,2,0,0,1.3,1.3,0.10,+1.7,+1.7
219,Gabriel Jesus,br  BRA,FW,Arsenal,25-314,1997,13.5,5,50,20,40.0,3.69,1.48,0.10,0.25,10.9,0,0,0,7.7,7.7,0.16,-2.7,-2.7
220,Raúl Jiménez,mx  MEX,FW,Wolves,31-282,1991,3.6,0,12,4,33.3,3.32,1.11,0.00,0.00,15.0,0,0,0,1.6,1.6,0.13,-1.6,-1.6
221,Joelinton,br  BRA,"MF,FW",Newcastle Utd,26-181,1996,17.8,2,30,11,36.7,1.69,0.62,0.07,0.18,14.1,0,0,0,3.2,3.2,0.11,-1.2,-1.2
222,Ben Johnson,eng  ENG,DF,West Ham,23-018,2000,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
223,Brennan Johnson,wls  WAL,FW,Nott'ham Forest,21-264,2001,19.0,5,31,16,51.6,1.64,0.84,0.13,0.25,16.9,0,1,2,5.9,4.3,0.14,-0.9,-0.3
224,Curtis Jones,eng  ENG,"MF,FW",Liverpool,22-012,2001,2.1,0,4,1,25.0,1.90,0.48,0.00,0.00,17.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2
225,Diogo Jota,pt  POR,"FW,MF",Liverpool,26-069,1996,2.2,0,3,1,33.3,1.38,0.46,0.00,0.00,7.8,0,0,0,0.8,0.8,0.26,-0.8,-0.8
226,Hamed Junior Traorè,ci  CIV,FW,Bournemouth,22-360,2000,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
227,James Justin,eng  ENG,DF,Leicester City,24-353,1998,13.9,0,5,0,0.0,0.36,0.00,0.00,,23.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3
228,Mathias Jørgensen,dk  DEN,DF,Brentford,32-294,1990,8.3,0,3,1,33.3,0.36,0.12,0.00,0.00,8.5,0,0,0,0.5,0.5,0.16,-0.5,-0.5
229,Sasa Kalajdzic,at  AUT,FW,Wolves,25-219,1997,0.5,0,1,0,0.0,2.00,0.00,0.00,,4.4,0,0,0,0.3,0.3,0.27,-0.3,-0.3
230,Boubacar Kamara,fr  FRA,MF,Aston Villa,23-080,1999,13.3,0,4,1,25.0,0.30,0.08,0.00,0.00,29.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2
231,Harry Kane,eng  ENG,FW,Tottenham,29-198,1993,21.8,17,80,35,43.8,3.66,1.60,0.19,0.43,15.5,2,2,3,12.8,10.5,0.13,+4.2,+4.5
232,N'Golo Kanté,fr  FRA,MF,Chelsea,31-319,1991,1.9,0,2,1,50.0,1.03,0.52,0.00,0.00,21.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
233,Michael Keane,eng  ENG,DF,Everton,30-031,1993,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
234,Neeskens Kebano,cd  COD,FW,Fulham,30-338,1992,7.9,0,9,2,22.2,1.14,0.25,0.00,0.00,15.2,0,0,0,0.5,0.5,0.05,-0.5,-0.5
235,Thilo Kehrer,de  GER,DF,West Ham,26-143,1996,15.5,0,7,1,14.3,0.45,0.06,0.00,0.00,19.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4
236,Naby Keïta,gn  GUI,MF,Liverpool,28-001,1995,2.7,0,10,0,0.0,3.64,0.00,0.00,,20.6,0,0,0,0.6,0.6,0.06,-0.6,-0.6
237,Lloyd Kelly,eng  ENG,DF,Bournemouth,24-128,1998,10.0,0,2,0,0.0,0.20,0.00,0.00,,8.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1
238,Max Kilman,eng  ENG,DF,Wolves,25-264,1997,21.0,0,8,0,0.0,0.38,0.00,0.00,,8.8,0,0,0,0.8,0.8,0.10,-0.8,-0.8
239,Mateusz Klich,pl  POL,"MF,FW",Leeds United,32-243,1990,3.1,0,4,1,25.0,1.29,0.32,0.00,0.00,21.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2
240,Robin Koch,de  GER,DF,Leeds United,26-209,1996,19.5,0,6,1,16.7,0.31,0.05,0.00,0.00,12.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3
241,Ibrahima Konaté,fr  FRA,DF,Liverpool,23-262,1999,4.2,0,3,1,33.3,0.71,0.24,0.00,0.00,9.6,0,0,0,0.2,0.2,0.07,-0.2,-0.2
242,Ezri Konsa,eng  ENG,DF,Aston Villa,25-111,1997,19.9,0,4,0,0.0,0.20,0.00,0.00,,8.0,0,0,0,0.6,0.6,0.14,-0.6,-0.6
243,Kalidou Koulibaly,sn  SEN,DF,Chelsea,31-236,1991,12.4,2,9,4,44.4,0.73,0.32,0.22,0.50,12.5,0,0,0,0.8,0.8,0.09,+1.2,+1.2
244,Cheikhou Kouyaté,sn  SEN,"MF,DF",Nott'ham Forest,33-052,1989,7.8,1,5,5,100.0,0.64,0.64,0.20,0.20,17.1,0,0,0,0.3,0.3,0.07,+0.7,+0.7
245,Mateo Kovačić,hr  CRO,MF,Chelsea,28-281,1994,9.3,0,12,0,0.0,1.29,0.00,0.00,,25.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4
246,Emil Krafth,se  SWE,DF,Newcastle Utd,28-193,1994,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
247,Dejan Kulusevski,se  SWE,"MF,FW",Tottenham,22-292,2000,11.7,2,20,6,30.0,1.71,0.51,0.10,0.33,17.3,0,0,0,1.3,1.3,0.06,+0.7,+0.7
248,Layvin Kurzawa,fr  FRA,DF,Fulham,30-160,1992,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
249,Adam Lallana,eng  ENG,"MF,FW",Brighton,34-277,1988,8.0,2,8,5,62.5,1.00,0.62,0.25,0.40,13.3,0,0,0,0.9,0.9,0.11,+1.1,+1.1
250,Tariq Lamptey,gh  GHA,DF,Brighton,22-134,2000,4.4,0,3,0,0.0,0.69,0.00,0.00,,17.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1
251,Manuel Lanzini,ar  ARG,"MF,FW",West Ham,29-361,1993,1.4,0,2,0,0.0,1.43,0.00,0.00,,31.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
252,Aymeric Laporte,es  ESP,DF,Manchester City,28-260,1994,4.2,0,7,0,0.0,1.68,0.00,0.00,,16.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2
253,Juan Larios,es  ESP,DF,Southampton,19-030,2004,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
254,Jamaal Lascelles,eng  ENG,DF,Newcastle Utd,29-092,1993,1.2,0,1,0,0.0,0.84,0.00,0.00,,8.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1
255,Roméo Lavia,be  BEL,MF,Southampton,19-036,2004,8.9,1,5,2,40.0,0.56,0.22,0.20,0.50,25.7,0,0,0,0.2,0.2,0.04,+0.8,+0.8
256,Dexter Lembikisa,jm  JAM,DF,Wolves,19-099,2003,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
257,Mario Lemina,ga  GAB,MF,Wolves,29-163,1993,1.8,0,1,0,0.0,0.54,0.00,0.00,,32.7,0,0,0,0.0,0.0,0.01,0.0,0.0
258,Clément Lenglet,fr  FRA,DF,Tottenham,27-239,1995,10.4,0,7,0,0.0,0.67,0.00,0.00,,15.7,0,0,0,0.6,0.6,0.09,-0.6,-0.6
259,Bernd Leno,de  GER,GK,Fulham,30-344,1992,20.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
260,Jefferson Lerma,co  COL,"MF,DF",Bournemouth,28-109,1994,20.9,2,16,3,18.8,0.76,0.14,0.13,0.67,16.2,0,0,0,1.3,1.3,0.08,+0.7,+0.7
261,Jamal Lewis,nir  NIR,DF,Newcastle Utd,25-017,1998,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
262,Rico Lewis,eng  ENG,"DF,MF",Manchester City,18-082,2004,5.0,0,1,1,100.0,0.20,0.20,0.00,0.00,26.3,0,0,0,0.0,0.0,0.04,0.0,0.0
263,Keane Lewis-Potter,eng  ENG,"FW,MF",Brentford,21-354,2001,3.4,0,7,2,28.6,2.06,0.59,0.00,0.00,14.1,0,0,0,0.5,0.5,0.07,-0.5,-0.5
264,Victor Lindelöf,se  SWE,DF,Manchester Utd,28-209,1994,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
265,Jesse Lingard,eng  ENG,"FW,MF",Nott'ham Forest,30-058,1992,9.6,0,10,2,20.0,1.05,0.21,0.00,0.00,19.3,0,0,0,1.0,1.0,0.10,-1.0,-1.0
266,Diego Llorente,es  ESP,DF,Leeds United,29-179,1993,7.2,0,6,0,0.0,0.83,0.00,0.00,,12.5,0,0,0,0.7,0.7,0.12,-0.7,-0.7
267,Hugo Lloris,fr  FRA,GK,Tottenham,36-047,1986,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
268,Renan Lodi,br  BRA,DF,Nott'ham Forest,24-309,1998,11.2,0,9,0,0.0,0.80,0.00,0.00,,20.3,2,0,0,0.6,0.6,0.07,-0.6,-0.6
269,Ruben Loftus-Cheek,eng  ENG,"MF,DF",Chelsea,27-019,1996,10.6,0,9,2,22.2,0.85,0.19,0.00,0.00,18.6,0,0,0,0.8,0.8,0.09,-0.8,-0.8
270,Sean Longstaff,eng  ENG,MF,Newcastle Utd,25-104,1997,17.7,1,17,3,17.6,0.96,0.17,0.06,0.33,16.7,0,0,0,1.8,1.8,0.11,-0.8,-0.8
271,Jamal Lowe,jm  JAM,"MF,FW",Bournemouth,28-205,1994,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
272,Douglas Luiz,br  BRA,MF,Aston Villa,24-278,1998,15.9,2,17,6,35.3,1.07,0.38,0.12,0.33,26.2,2,0,0,0.9,0.9,0.05,+1.1,+1.1
273,Lyanco,br  BRA,DF,Southampton,26-010,1997,7.6,0,7,3,42.9,0.93,0.40,0.00,0.00,21.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2
274,Alexis Mac Allister,ar  ARG,MF,Brighton,24-049,1998,16.2,5,28,10,35.7,1.73,0.62,0.07,0.20,27.6,5,3,3,3.8,1.5,0.05,+1.2,+0.5
275,James Maddison,eng  ENG,"MF,FW",Leicester City,26-080,1996,13.2,8,42,14,33.3,3.19,1.06,0.19,0.57,20.5,7,0,0,3.2,3.2,0.08,+4.8,+4.8
276,Noni Madueke,eng  ENG,FW,Chelsea,20-338,2002,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
277,Harry Maguire,eng  ENG,DF,Manchester Utd,29-343,1993,4.3,0,1,0,0.0,0.23,0.00,0.00,,5.7,0,0,0,0.2,0.2,0.22,-0.2,-0.2
278,Riyad Mahrez,dz  ALG,"FW,MF",Manchester City,31-355,1991,10.0,4,24,9,37.5,2.41,0.90,0.17,0.44,15.6,1,0,0,3.3,3.3,0.14,+0.7,+0.7
279,Ainsley Maitland-Niles,eng  ENG,"MF,DF",Southampton,25-166,1997,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
280,Tyrell Malacia,nl  NED,DF,Manchester Utd,23-178,1999,9.4,0,3,1,33.3,0.32,0.11,0.00,0.00,20.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2
281,Orel Mangala,be  BEL,MF,Nott'ham Forest,24-330,1998,7.1,0,6,1,16.7,0.85,0.14,0.00,0.00,21.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3
282,Javier Manquillo,es  ESP,DF,Newcastle Utd,28-282,1994,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
283,Sekou Mara,fr  FRA,"FW,MF",Southampton,20-196,2002,3.6,0,14,2,14.3,3.85,0.55,0.00,0.00,15.6,0,0,0,0.8,0.8,0.06,-0.8,-0.8
284,Solly March,eng  ENG,"FW,DF",Brighton,28-206,1994,19.1,4,43,16,37.2,2.25,0.84,0.09,0.25,16.7,1,0,0,4.5,4.5,0.11,-0.5,-0.5
285,Emiliano Marcondes,dk  DEN,MF,Bournemouth,27-339,1995,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
286,Marquinhos,br  BRA,MF,Arsenal,19-310,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
287,Anthony Martial,fr  FRA,FW,Manchester Utd,27-068,1995,5.1,3,11,5,45.5,2.16,0.98,0.18,0.40,12.9,0,1,1,3.2,2.4,0.22,-0.2,-0.4
288,Martinelli,br  BRA,FW,Arsenal,21-238,2001,18.5,7,49,17,34.7,2.65,0.92,0.14,0.41,16.6,2,0,0,4.3,4.3,0.09,+2.7,+2.7
289,Emiliano Martínez,ar  ARG,GK,Aston Villa,30-162,1992,18.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
290,Lisandro Martínez,ar  ARG,DF,Manchester Utd,25-024,1998,17.4,1,4,1,25.0,0.23,0.06,0.25,1.00,16.9,0,0,0,0.2,0.2,0.04,+0.8,+0.8
291,Pape Matar Sarr,sn  SEN,MF,Tottenham,20-150,2002,1.2,0,1,0,0.0,0.81,0.00,0.00,,28.0,0,0,0,0.0,0.0,0.03,0.0,0.0
292,Jean-Philippe Mateta,fr  FRA,FW,Crystal Palace,25-228,1997,4.9,1,16,6,37.5,3.27,1.22,0.06,0.17,12.4,0,0,0,1.7,1.7,0.11,-0.7,-0.7
293,Joël Matip,cm  CMR,DF,Liverpool,31-187,1991,7.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
294,Neal Maupay,fr  FRA,FW,Everton,26-181,1996,7.9,1,16,7,43.8,2.02,0.88,0.06,0.14,14.9,0,0,0,2.1,2.1,0.13,-1.1,-1.1
