,Player,Nation,Pos,Squad,Age,Born,90s,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs_Performance,Int_Performance,TklW_Performance,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
188,Gonçalo Guedes,pt  POR,"FW,MF",Wolves,26-074,1996,7.9,1,0,0,11,24,5,27,1,6,0,0,0,34,7,11,38.9
189,Marc Guéhi,eng  ENG,DF,Crystal Palace,22-213,2000,20.0,7,0,0,15,23,0,0,22,15,0,0,1,121,25,21,54.3
190,Bruno Guimarães,br  BRA,MF,Newcastle Utd,25-087,1997,15.5,3,0,0,22,42,0,7,21,19,0,0,0,126,9,6,60.0
191,İlkay Gündoğan,de  GER,MF,Manchester City,32-110,1990,13.9,0,0,0,14,12,3,15,14,11,1,0,0,84,14,6,70.0
192,Darko Gyabi,eng  ENG,FW,Leeds United,18-358,2004,0.1,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,
193,Erling Haaland,no  NOR,FW,Manchester City,22-205,2000,18.2,3,0,0,15,15,5,5,2,1,1,0,0,20,25,23,52.1
194,Lewis Hall,eng  ENG,"DF,MF",Chelsea,18-156,2004,3.4,1,0,0,2,8,1,9,10,3,0,0,0,29,6,3,66.7
195,Luke Harris,wls  WAL,"MF,FW",Fulham,17-314,2005,0.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,
196,Jack Harrison,eng  ENG,"FW,MF",Leeds United,26-083,1996,14.8,2,0,0,21,21,1,96,5,9,0,0,0,85,4,23,14.8
197,Kai Havertz,de  GER,"FW,MF",Chelsea,23-245,1999,16.7,3,0,0,36,15,21,5,6,10,0,0,0,50,49,36,57.6
198,Jan Paul van Hecke,nl  NED,DF,Brighton,22-248,2000,0.9,0,0,0,0,0,0,0,4,1,0,0,0,4,1,2,33.3
199,Hwang Hee-chan,kr  KOR,FW,Wolves,27-016,1996,7.7,1,0,0,12,10,0,7,1,6,0,0,0,30,2,22,8.3
200,Dean Henderson,eng  ENG,GK,Nott'ham Forest,25-336,1997,18.0,2,0,0,1,1,0,0,0,0,0,1,0,11,1,0,100.0
201,Jordan Henderson,eng  ENG,MF,Liverpool,32-239,1990,10.2,1,0,0,5,3,0,9,10,8,0,0,0,76,5,6,45.5
202,Wayne Hennessey,wls  WAL,GK,Nott'ham Forest,36-018,1987,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
203,Rico Henry,eng  ENG,DF,Brentford,25-218,1997,19.9,0,0,0,15,21,1,47,16,17,0,0,0,104,19,31,38.0
204,Son Heung-min,kr  KOR,"MF,FW",Tottenham,30-218,1992,18.2,1,0,0,9,24,8,83,7,8,0,0,0,59,6,12,33.3
205,Aaron Hickey,sct  SCO,DF,Brentford,20-246,2002,8.2,4,0,0,7,17,0,13,11,14,0,0,0,36,4,6,40.0
206,Joseph Hodge,ie  IRL,MF,Wolves,20-150,2002,1.9,1,0,0,2,1,0,1,0,2,0,0,0,12,1,2,33.3
207,Rob Holding,eng  ENG,DF,Arsenal,27-144,1995,0.2,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,100.0
208,Mason Holgate,eng  ENG,DF,Everton,26-112,1996,3.6,1,0,0,3,4,0,1,6,4,0,0,0,16,6,6,50.0
209,Will Hughes,eng  ENG,MF,Crystal Palace,27-300,1995,3.6,3,0,0,11,4,0,10,4,4,0,1,0,30,1,5,16.7
210,Omari Hutchinson,eng  ENG,FW,Chelsea,19-104,2003,0.3,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,
211,Pierre Højbjerg,dk  DEN,MF,Tottenham,27-190,1995,20.8,2,0,0,20,22,1,11,32,15,0,0,0,157,15,4,78.9
212,Kelechi Iheanacho,ng  NGA,"FW,MF",Leicester City,26-131,1996,4.1,0,0,0,8,1,2,2,0,0,0,0,0,12,0,6,0.0
213,Alexander Isak,se  SWE,FW,Newcastle Utd,23-143,1999,3.2,0,0,0,5,4,2,0,1,2,0,0,0,9,4,8,33.3
214,Alex Iwobi,ng  NGA,MF,Everton,26-284,1996,20.8,2,0,0,10,6,4,46,13,21,1,0,0,131,4,13,23.5
215,Reece James,eng  ENG,"DF,MF",Chelsea,23-065,1999,7.4,3,0,0,6,8,3,43,7,10,0,0,0,47,11,5,68.8
216,Vitaly Janelt,de  GER,"MF,DF",Brentford,24-277,1998,15.0,1,0,0,14,15,0,13,16,19,0,0,0,106,21,16,56.8
217,Pontus Jansson,se  SWE,DF,Brentford,31-363,1991,5.7,0,0,0,1,1,1,0,8,2,0,0,0,16,17,9,65.4
218,Mathias Jensen,dk  DEN,MF,Brentford,27-041,1996,17.6,3,0,0,20,12,1,93,21,20,0,0,0,109,7,12,36.8
219,Gabriel Jesus,br  BRA,FW,Arsenal,25-314,1997,13.5,4,0,0,24,38,8,7,8,16,1,0,0,42,24,46,34.3
220,Raúl Jiménez,mx  MEX,FW,Wolves,31-282,1991,3.6,0,0,0,4,7,6,1,0,2,0,0,0,5,12,9,57.1
221,Joelinton,br  BRA,"MF,FW",Newcastle Utd,26-181,1996,17.8,8,0,0,35,20,1,13,26,35,1,0,0,117,37,40,48.1
222,Ben Johnson,eng  ENG,DF,West Ham,23-018,2000,6.0,0,0,0,2,2,0,11,6,8,0,0,0,39,9,5,64.3
223,Brennan Johnson,wls  WAL,FW,Nott'ham Forest,21-264,2001,19.0,4,0,0,22,9,9,38,2,13,0,0,0,53,13,34,27.7
224,Curtis Jones,eng  ENG,"MF,FW",Liverpool,22-012,2001,2.1,1,0,0,3,5,0,3,1,2,0,0,0,12,0,0,
225,Diogo Jota,pt  POR,"FW,MF",Liverpool,26-069,1996,2.2,1,0,0,3,4,2,3,2,7,0,0,0,10,3,5,37.5
226,Hamed Junior Traorè,ci  CIV,FW,Bournemouth,22-360,2000,0.7,0,0,0,0,0,0,3,1,3,0,0,0,7,0,1,0.0
227,James Justin,eng  ENG,DF,Leicester City,24-353,1998,13.9,0,0,0,8,29,2,21,15,18,1,0,0,64,23,32,41.8
228,Mathias Jørgensen,dk  DEN,DF,Brentford,32-294,1990,8.3,1,0,0,6,3,2,1,14,7,0,0,1,35,10,10,50.0
229,Sasa Kalajdzic,at  AUT,FW,Wolves,25-219,1997,0.5,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,
230,Boubacar Kamara,fr  FRA,MF,Aston Villa,23-080,1999,13.3,3,0,0,21,19,0,0,11,18,0,0,0,93,19,14,57.6
231,Harry Kane,eng  ENG,FW,Tottenham,29-198,1993,21.8,4,0,0,19,31,9,24,1,6,1,0,0,48,36,44,45.0
232,N'Golo Kanté,fr  FRA,MF,Chelsea,31-319,1991,1.9,0,0,0,0,0,1,3,3,3,0,0,0,17,0,2,0.0
233,Michael Keane,eng  ENG,DF,Everton,30-031,1993,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0
234,Neeskens Kebano,cd  COD,FW,Fulham,30-338,1992,7.9,0,0,0,8,15,2,20,1,5,0,0,0,43,1,12,7.7
235,Thilo Kehrer,de  GER,DF,West Ham,26-143,1996,15.5,4,0,0,20,8,0,16,21,14,0,1,1,70,19,24,44.2
236,Naby Keïta,gn  GUI,MF,Liverpool,28-001,1995,2.7,0,0,0,8,2,0,2,1,2,0,0,0,24,2,5,28.6
237,Lloyd Kelly,eng  ENG,DF,Bournemouth,24-128,1998,10.0,2,0,0,8,2,0,6,13,7,0,1,0,43,19,8,70.4
238,Max Kilman,eng  ENG,DF,Wolves,25-264,1997,21.0,3,0,0,10,5,0,0,15,13,0,0,0,112,45,24,65.2
239,Mateusz Klich,pl  POL,"MF,FW",Leeds United,32-243,1990,3.1,2,0,0,10,3,0,8,0,8,0,0,0,24,1,2,33.3
240,Robin Koch,de  GER,DF,Leeds United,26-209,1996,19.5,5,0,0,24,11,0,1,29,17,0,0,1,112,50,29,63.3
241,Ibrahima Konaté,fr  FRA,DF,Liverpool,23-262,1999,4.2,0,0,0,5,3,1,0,9,7,0,0,1,39,12,7,63.2
242,Ezri Konsa,eng  ENG,DF,Aston Villa,25-111,1997,19.9,3,0,0,7,37,0,4,16,8,0,0,0,96,33,24,57.9
243,Kalidou Koulibaly,sn  SEN,DF,Chelsea,31-236,1991,12.4,5,1,1,18,6,0,3,18,16,0,0,0,71,22,18,55.0
244,Cheikhou Kouyaté,sn  SEN,"MF,DF",Nott'ham Forest,33-052,1989,7.8,2,0,0,15,7,0,0,5,15,0,0,0,45,14,5,73.7
245,Mateo Kovačić,hr  CRO,MF,Chelsea,28-281,1994,9.3,3,0,0,10,5,0,2,12,12,0,0,0,59,4,7,36.4
246,Emil Krafth,se  SWE,DF,Newcastle Utd,28-193,1994,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
247,Dejan Kulusevski,se  SWE,"MF,FW",Tottenham,22-292,2000,11.7,0,0,0,11,13,1,25,2,5,0,0,0,77,2,2,50.0
248,Layvin Kurzawa,fr  FRA,DF,Fulham,30-160,1992,1.5,1,0,0,1,0,0,2,2,2,0,0,0,5,0,2,0.0
249,Adam Lallana,eng  ENG,"MF,FW",Brighton,34-277,1988,8.0,0,0,0,2,7,0,3,2,4,0,0,0,25,8,9,47.1
250,Tariq Lamptey,gh  GHA,DF,Brighton,22-134,2000,4.4,1,0,0,5,12,0,28,5,6,0,0,0,26,2,6,25.0
251,Manuel Lanzini,ar  ARG,"MF,FW",West Ham,29-361,1993,1.4,0,0,0,1,0,1,1,0,0,0,0,0,7,0,1,0.0
252,Aymeric Laporte,es  ESP,DF,Manchester City,28-260,1994,4.2,0,0,0,0,2,0,2,1,1,0,0,0,16,14,7,66.7
253,Juan Larios,es  ESP,DF,Southampton,19-030,2004,1.7,0,0,0,1,0,0,4,3,6,0,0,0,9,2,5,28.6
254,Jamaal Lascelles,eng  ENG,DF,Newcastle Utd,29-092,1993,1.2,3,0,0,4,2,0,0,0,0,0,0,0,0,4,1,80.0
255,Roméo Lavia,be  BEL,MF,Southampton,19-036,2004,8.9,4,0,0,9,13,0,1,13,11,0,0,0,72,4,3,57.1
256,Dexter Lembikisa,jm  JAM,DF,Wolves,19-099,2003,0.3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0.0
257,Mario Lemina,ga  GAB,MF,Wolves,29-163,1993,1.8,1,0,0,2,1,0,1,0,2,0,0,0,11,2,0,100.0
258,Clément Lenglet,fr  FRA,DF,Tottenham,27-239,1995,10.4,2,0,0,8,10,0,11,10,8,0,0,0,48,23,11,67.6
259,Bernd Leno,de  GER,GK,Fulham,30-344,1992,20.0,2,0,0,0,1,0,0,0,0,0,0,0,28,7,0,100.0
260,Jefferson Lerma,co  COL,"MF,DF",Bournemouth,28-109,1994,20.9,3,0,0,20,23,2,4,21,17,0,2,1,141,39,24,61.9
261,Jamal Lewis,nir  NIR,DF,Newcastle Utd,25-017,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
262,Rico Lewis,eng  ENG,"DF,MF",Manchester City,18-082,2004,5.0,1,0,0,4,8,0,4,2,7,0,0,0,18,0,1,0.0
263,Keane Lewis-Potter,eng  ENG,"FW,MF",Brentford,21-354,2001,3.4,0,0,0,1,4,1,6,0,0,0,0,0,18,2,4,33.3
264,Victor Lindelöf,se  SWE,DF,Manchester Utd,28-209,1994,5.0,0,0,0,2,0,0,0,5,3,0,0,0,26,12,5,70.6
265,Jesse Lingard,eng  ENG,"FW,MF",Nott'ham Forest,30-058,1992,9.6,1,0,0,8,8,2,4,4,3,0,0,0,37,1,2,33.3
266,Diego Llorente,es  ESP,DF,Leeds United,29-179,1993,7.2,1,0,0,6,2,0,1,15,10,0,0,0,57,18,7,72.0
267,Hugo Lloris,fr  FRA,GK,Tottenham,36-047,1986,21.0,0,0,0,0,2,0,0,1,1,0,0,1,27,6,3,66.7
268,Renan Lodi,br  BRA,DF,Nott'ham Forest,24-309,1998,11.2,2,0,0,15,20,1,42,18,15,0,0,0,72,10,11,47.6
269,Ruben Loftus-Cheek,eng  ENG,"MF,DF",Chelsea,27-019,1996,10.6,1,0,0,6,26,1,10,8,7,0,0,1,67,19,19,50.0
270,Sean Longstaff,eng  ENG,MF,Newcastle Utd,25-104,1997,17.7,2,0,0,17,23,1,21,12,14,0,0,0,93,17,20,45.9
271,Jamal Lowe,jm  JAM,"MF,FW",Bournemouth,28-205,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
272,Douglas Luiz,br  BRA,MF,Aston Villa,24-278,1998,15.9,2,1,0,25,20,1,55,22,20,0,0,0,107,17,15,53.1
273,Lyanco,br  BRA,DF,Southampton,26-010,1997,7.6,4,0,0,11,6,0,2,12,8,0,0,0,58,17,9,65.4
274,Alexis Mac Allister,ar  ARG,MF,Brighton,24-049,1998,16.2,5,0,0,18,23,0,15,20,27,0,0,1,135,11,5,68.8
275,James Maddison,eng  ENG,"MF,FW",Leicester City,26-080,1996,13.2,5,0,0,15,34,2,55,9,10,0,0,0,40,2,7,22.2
276,Noni Madueke,eng  ENG,FW,Chelsea,20-338,2002,0.5,0,0,0,0,1,0,3,0,1,0,0,0,5,0,0,
277,Harry Maguire,eng  ENG,DF,Manchester Utd,29-343,1993,4.3,3,0,0,3,2,0,0,7,3,0,0,0,23,9,8,52.9
278,Riyad Mahrez,dz  ALG,"FW,MF",Manchester City,31-355,1991,10.0,2,0,0,7,17,3,44,4,5,0,0,0,41,3,8,27.3
279,Ainsley Maitland-Niles,eng  ENG,"MF,DF",Southampton,25-166,1997,6.0,2,0,0,3,3,0,6,8,9,0,0,0,32,4,6,40.0
280,Tyrell Malacia,nl  NED,DF,Manchester Utd,23-178,1999,9.4,3,0,0,21,8,1,13,15,17,0,0,0,52,5,3,62.5
281,Orel Mangala,be  BEL,MF,Nott'ham Forest,24-330,1998,7.1,1,0,0,8,12,0,5,7,7,0,0,0,40,6,4,60.0
282,Javier Manquillo,es  ESP,DF,Newcastle Utd,28-282,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
283,Sekou Mara,fr  FRA,"FW,MF",Southampton,20-196,2002,3.6,0,0,0,12,4,3,0,0,6,0,0,0,15,15,22,40.5
284,Solly March,eng  ENG,"FW,DF",Brighton,28-206,1994,19.1,2,0,0,31,27,9,87,18,14,0,0,0,76,23,28,45.1
285,Emiliano Marcondes,dk  DEN,MF,Bournemouth,27-339,1995,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
286,Marquinhos,br  BRA,MF,Arsenal,19-310,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
287,Anthony Martial,fr  FRA,FW,Manchester Utd,27-068,1995,5.1,0,0,0,4,3,3,3,1,0,1,0,0,5,5,3,62.5
288,Martinelli,br  BRA,FW,Arsenal,21-238,2001,18.5,2,0,0,25,25,5,86,7,10,0,0,0,66,9,30,23.1
289,Emiliano Martínez,ar  ARG,GK,Aston Villa,30-162,1992,18.4,3,0,0,0,3,0,0,1,0,0,0,0,18,5,0,100.0
290,Lisandro Martínez,ar  ARG,DF,Manchester Utd,25-024,1998,17.4,4,0,0,17,8,0,0,26,17,0,0,0,115,26,21,55.3
291,Pape Matar Sarr,sn  SEN,MF,Tottenham,20-150,2002,1.2,1,0,0,2,3,0,0,4,5,0,0,0,10,1,1,50.0
292,Jean-Philippe Mateta,fr  FRA,FW,Crystal Palace,25-228,1997,4.9,2,0,0,9,3,3,1,2,1,0,0,0,14,19,27,41.3
293,Joël Matip,cm  CMR,DF,Liverpool,31-187,1991,7.1,1,0,0,4,4,1,1,10,5,0,0,1,48,8,14,36.4
294,Neal Maupay,fr  FRA,FW,Everton,26-181,1996,7.9,3,0,0,10,16,1,1,2,3,0,0,0,20,10,23,30.3
295,Kevin Mbabu,ch  SUI,"DF,FW",Fulham,27-298,1995,1.6,1,0,0,4,0,0,7,3,2,0,0,0,6,2,6,25.0
296,Bryan Mbeumo,cm  CMR,FW,Brentford,23-188,1999,17.6,4,0,0,12,12,3,68,4,6,0,0,0,80,16,32,33.3
297,John McGinn,sct  SCO,MF,Aston Villa,28-116,1994,13.6,4,0,0,20,26,0,27,12,24,1,0,0,83,13,9,59.1
298,Scott McKenna,sct  SCO,DF,Nott'ham Forest,26-091,1996,16.2,4,0,0,8,4,0,2,11,7,0,1,0,63,31,22,58.5
299,Weston McKennie,us  USA,MF,Leeds United,24-167,1998,1.4,1,0,0,4,0,0,0,3,1,0,0,0,11,6,1,85.7
300,Dwight McNeil,eng  ENG,"FW,DF",Everton,23-081,1999,10.9,2,0,0,4,7,1,69,8,20,0,0,0,53,4,11,26.7
301,Scott McTominay,sct  SCO,MF,Manchester Utd,26-065,1996,8.4,5,0,0,19,5,0,2,9,15,0,1,0,50,20,14,58.8
302,Ben Mee,eng  ENG,DF,Brentford,33-143,1989,19.4,1,0,0,9,8,1,5,28,11,0,0,0,110,73,45,61.9
303,Edouard Mendy,sn  SEN,GK,Chelsea,30-347,1992,8.5,1,0,0,0,2,0,0,0,0,0,0,0,14,2,0,100.0
304,Nampalys Mendy,sn  SEN,MF,Leicester City,30-233,1992,3.9,0,0,0,3,4,0,1,5,2,0,0,0,20,0,5,0.0
305,Chris Mepham,wls  WAL,DF,Bournemouth,25-098,1997,16.9,5,0,0,12,6,0,0,14,12,0,0,1,58,29,20,59.2
306,Illan Meslier,fr  FRA,GK,Leeds United,22-346,2000,21.0,2,0,0,1,2,0,0,1,0,0,0,0,18,6,1,85.7
307,Alexander Mighten,eng  ENG,FW,Nott'ham Forest,20-306,2002,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
308,Luka Milivojević,rs  SRB,MF,Crystal Palace,31-310,1991,3.3,0,0,0,8,2,0,3,6,6,0,0,0,21,6,2,75.0
309,James Milner,eng  ENG,"DF,MF",Liverpool,37-038,1986,6.1,1,0,0,7,8,0,41,10,4,0,0,0,35,7,9,43.8
310,Yerry Mina,co  COL,DF,Everton,28-141,1994,2.6,1,0,0,4,3,0,0,2,4,0,0,0,12,7,7,50.0
311,Tyrone Mings,eng  ENG,DF,Aston Villa,29-335,1993,19.0,4,0,0,13,12,1,2,32,2,1,0,1,99,30,17,63.8
312,Tyrick Mitchell,eng  ENG,DF,Crystal Palace,23-163,1999,15.2,3,1,0,16,7,0,27,20,19,0,0,0,94,12,14,46.2
313,Kaoru Mitoma,jp  JPN,"FW,DF",Brighton,25-267,1997,9.3,0,0,0,4,10,4,19,4,13,0,0,0,44,7,4,63.6
314,Aleksandar Mitrović,rs  SRB,FW,Fulham,28-148,1994,17.2,5,0,0,26,30,11,3,2,6,2,0,0,49,81,79,50.6
315,Kieffer Moore,wls  WAL,FW,Bournemouth,30-187,1992,12.4,0,0,0,22,28,1,6,1,11,0,0,0,24,55,51,51.9
316,Andrew Moran,ie  IRL,FW,Brighton,19-119,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
317,Álex Moreno,es  ESP,DF,Aston Villa,29-248,1993,2.4,1,0,0,6,4,0,11,0,2,0,0,0,17,2,1,66.7
318,Mason Mount,eng  ENG,"MF,FW",Chelsea,24-032,1999,16.8,3,0,0,24,26,1,63,7,16,0,0,0,80,8,12,40.0
319,Lucas Moura,br  BRA,"MF,DF",Tottenham,30-182,1992,1.1,0,0,0,1,3,0,6,2,5,0,0,0,6,2,1,66.7
320,João Moutinho,pt  POR,MF,Wolves,36-156,1986,15.0,2,0,0,23,10,1,38,14,20,0,0,0,81,6,17,26.1
321,Divin Mubama,eng  ENG,FW,West Ham,18-109,2004,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
322,Mykhailo Mudryk,ua  UKR,FW,Chelsea,22-037,2001,0.9,0,0,0,1,1,0,1,0,4,0,0,0,6,1,2,33.3
323,Jacob Murphy,eng  ENG,FW,Newcastle Utd,27-352,1995,6.1,0,0,0,7,4,1,21,2,4,0,0,0,24,1,3,25.0
324,Enock Mwepu,zm  ZAM,"FW,MF",Brighton,25-041,1998,2.4,0,0,0,2,1,2,3,1,5,0,0,0,9,0,7,0.0
325,Vitaliy Mykolenko,ua  UKR,"DF,MF",Everton,23-258,1999,19.8,3,0,0,19,13,0,35,26,17,0,0,0,97,14,25,35.9
326,Keylor Navas,cr  CRC,GK,Nott'ham Forest,36-058,1986,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
327,Wilfred Ndidi,ng  NGA,"MF,DF",Leicester City,26-057,1996,9.7,3,0,0,17,7,0,1,17,19,0,1,0,79,9,14,39.1
328,Reiss Nelson,eng  ENG,FW,Arsenal,23-063,1999,0.7,0,0,0,2,2,0,1,0,0,0,0,0,5,0,1,0.0
329,Neto,br  BRA,GK,Bournemouth,33-207,1989,10.5,3,0,0,0,3,0,0,0,0,0,0,0,7,2,2,50.0
330,Pedro Neto,pt  POR,"FW,MF",Wolves,22-339,2000,6.7,1,0,0,5,7,2,45,3,6,0,0,0,35,0,3,0.0
331,Rúben Neves,pt  POR,MF,Wolves,25-335,1997,20.0,7,0,0,17,8,0,20,29,24,0,1,0,140,15,16,48.4
332,Moussa Niakhate,fr  FRA,DF,Nott'ham Forest,26-340,1996,1.8,0,0,0,3,0,0,0,1,0,0,0,0,7,11,6,64.7
333,Rasmus Nissen,dk  DEN,DF,Leeds United,25-215,1997,12.6,4,0,0,16,4,1,27,21,20,0,0,0,60,20,14,58.8
334,Eddie Nketiah,eng  ENG,FW,Arsenal,23-257,1999,7.7,1,0,0,20,16,6,0,1,8,0,0,0,18,7,23,23.3
335,Matheus Nunes,pt  POR,MF,Wolves,24-168,1998,14.9,1,0,0,23,22,0,21,8,22,0,1,0,78,12,11,52.2
336,Darwin Núñez,uy  URU,FW,Liverpool,23-232,1999,11.0,1,1,0,12,10,13,12,2,3,0,0,0,22,25,29,46.3
337,Ethan Nwaneri,eng  ENG,FW,Arsenal,15-327,2007,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
338,Christian Nørgaard,dk  DEN,MF,Brentford,28-338,1994,9.7,0,0,0,12,9,0,3,22,12,0,0,0,90,8,10,44.4
339,Lewis O'Brien,eng  ENG,MF,Nott'ham Forest,24-120,1998,6.5,2,0,0,5,15,0,4,5,9,0,0,0,51,2,6,25.0
340,Angelo Ogbonna,it  ITA,DF,West Ham,34-264,1988,4.3,0,0,0,0,0,0,0,7,1,0,0,0,22,8,11,42.1
341,Michael Olise,fr  FRA,"MF,FW",Crystal Palace,21-061,2001,14.4,2,0,0,13,27,3,105,7,15,0,0,0,72,6,14,30.0
342,Robin Olsen,se  SWE,GK,Aston Villa,33-034,1990,2.6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
343,Amadou Onana,be  BEL,MF,Everton,21-179,2001,16.5,6,0,0,30,34,0,3,19,33,0,0,0,90,33,34,49.3
344,Josh Onomah,eng  ENG,MF,Fulham,25-290,1997,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
345,Paul Onuachu,ng  NGA,FW,Southampton,28-259,1994,0.5,0,0,0,0,0,1,0,0,0,0,0,0,2,6,7,46.2
346,Frank Onyeka,ng  NGA,MF,Brentford,25-041,1998,4.9,0,0,0,9,11,1,1,5,9,0,0,0,31,5,10,33.3
347,Mislav Oršić,hr  CRO,MF,Southampton,30-044,1992,0.1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,
348,Dango Ouattara,bf  BFA,MF,Bournemouth,21-000,2002,2.0,0,0,0,2,3,2,7,2,2,0,0,0,10,9,3,75.0
349,Alex Oxlade-Chamberlain,eng  ENG,"FW,MF",Liverpool,29-180,1993,3.5,0,0,0,3,4,1,2,1,4,0,0,0,19,1,4,20.0
350,David Ozoh,,FW,Crystal Palace,17-256,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
351,João Palhinha,pt  POR,MF,Fulham,27-217,1995,20.7,8,0,0,25,26,1,2,27,56,0,0,0,125,42,25,62.7
352,Cole Palmer,eng  ENG,"FW,MF",Manchester City,20-281,2002,1.3,1,0,0,1,3,1,4,1,1,0,0,0,7,1,1,50.0
353,Emerson Palmieri,it  ITA,"DF,MF",West Ham,28-192,1994,5.1,1,0,0,7,5,0,13,6,2,0,0,0,23,9,3,75.0
354,Lucas Paquetá,br  BRA,MF,West Ham,25-168,1997,11.9,3,0,0,27,17,1,13,10,19,0,0,0,72,21,13,61.8
355,Thomas Partey,gh  GHA,MF,Arsenal,29-243,1993,16.1,2,0,0,19,10,0,2,19,22,0,0,0,127,20,12,62.5
356,Nathan Patterson,sct  SCO,"DF,MF",Everton,21-118,2001,11.0,3,0,0,8,10,1,29,11,17,0,0,0,67,7,8,46.7
357,Ben Pearson,eng  ENG,MF,Bournemouth,28-038,1995,3.2,1,0,0,9,2,0,0,2,3,0,0,0,19,2,3,40.0
358,Facundo Pellistri,uy  URU,FW,Manchester Utd,21-053,2001,0.4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
359,Andreas Pereira,br  BRA,MF,Fulham,27-041,1996,20.2,6,0,0,28,23,2,140,4,6,0,1,0,84,7,19,26.9
360,Ayoze Pérez,es  ESP,"MF,FW",Leicester City,29-197,1993,4.2,0,0,0,7,12,0,17,2,8,0,0,0,35,2,4,33.3
361,Ivan Perišić,hr  CRO,"DF,MF",Tottenham,34-009,1989,15.0,3,0,0,20,2,4,122,15,14,0,0,0,75,15,20,42.9
362,Romain Perraud,fr  FRA,DF,Southampton,25-142,1997,12.3,2,0,0,14,8,3,45,14,18,0,0,1,48,8,19,29.6
363,Kalvin Phillips,eng  ENG,MF,Manchester City,27-071,1995,0.2,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,
364,Nathaniel Phillips,eng  ENG,DF,Liverpool,25-327,1997,0.7,0,0,0,1,0,0,0,2,1,0,0,0,14,4,0,100.0
365,Jordan Pickford,eng  ENG,GK,Everton,28-341,1994,20.0,4,0,0,1,2,0,0,2,0,0,1,0,19,4,3,57.1
366,Ethan Pinnock,jm  JAM,DF,Brentford,29-258,1993,13.0,0,0,0,4,4,0,3,12,7,0,0,1,49,51,27,65.4
367,Daniel Podence,pt  POR,"FW,MF",Wolves,27-113,1995,14.6,4,0,0,22,19,2,31,4,14,0,0,0,67,6,9,40.0
368,Nick Pope,eng  ENG,GK,Newcastle Utd,30-298,1992,21.0,3,0,0,0,0,0,0,0,0,0,0,0,15,2,0,100.0
369,Dennis Praet,be  BEL,MF,Leicester City,28-273,1994,4.0,1,0,0,5,6,1,10,1,7,0,0,0,26,0,8,0.0
370,Isaac Price,nir  NIR,MF,Everton,19-138,2003,0.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
371,Christian Pulisic,us  USA,"FW,DF",Chelsea,24-146,1998,6.8,1,0,0,9,14,0,7,2,6,0,0,0,23,4,16,20.0
372,Aaron Ramsdale,eng  ENG,GK,Arsenal,24-273,1998,20.0,0,0,0,0,3,0,0,0,1,0,0,0,12,3,0,100.0
373,Jacob Ramsey,eng  ENG,MF,Aston Villa,21-259,2001,13.7,4,0,0,15,26,1,8,15,25,0,0,1,72,9,21,30.0
374,Marcus Rashford,eng  ENG,FW,Manchester Utd,25-103,1997,19.9,2,0,0,8,15,9,16,5,6,0,0,0,59,17,30,36.2
375,David Raya,es  ESP,GK,Brentford,27-149,1995,21.0,1,0,0,0,2,0,0,0,0,0,0,0,27,11,1,91.7
376,Tim Ream,us  USA,DF,Fulham,35-129,1987,22.0,2,0,0,11,5,1,4,32,11,0,0,0,131,29,18,61.7
377,Nathan Redmond,eng  ENG,DF,Southampton,28-342,1994,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
