,Player,Nation,Pos,Squad,Age,Born,90s,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Att_Take-Ons,Succ_Take-Ons,Succ%_Take-Ons,Tkld_Take-Ons,Tkld%_Take-Ons,Carries_Carries,TotDist_Carries,PrgDist_Carries,PrgC_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Rec_Receiving,PrgR_Receiving
155,Enzo Fernández,ar  ARG,MF,Chelsea,22-025,2001,1.0,93,6,34,58,3,0,93,0,0,,0,,49,168,62,1,1,0,3,1,65,0
156,Mateo Fernández,es  ESP,"FW,MF",Leeds United,19-115,2003,0.0,4,1,1,2,1,0,4,1,0,0.0,1,100.0,3,10,0,0,0,0,0,1,3,2
157,Roberto Firmino,br  BRA,"FW,MF",Liverpool,31-132,1991,10.3,568,3,55,289,225,69,568,15,7,46.7,7,46.7,320,1303,526,12,7,6,26,19,434,72
158,Junior Firpo,es  ESP,DF,Leeds United,26-173,1996,2.3,132,8,34,76,23,2,132,3,2,66.7,1,33.3,52,151,59,1,2,0,3,3,67,8
159,Phil Foden,eng  ENG,"FW,DF",Manchester City,22-259,2000,11.6,757,8,57,259,450,75,757,29,11,37.9,15,51.7,497,2168,923,23,20,6,23,22,608,163
160,Datro Fofana,ci  CIV,"FW,MF",Chelsea,20-051,2002,0.2,9,0,0,3,6,3,9,3,2,66.7,1,33.3,2,7,5,0,0,0,2,0,4,3
161,Pablo Fornals,es  ESP,"FW,MF",West Ham,26-354,1996,10.7,577,10,96,263,227,20,577,16,8,50.0,8,50.0,311,1625,775,19,19,7,13,10,391,65
162,Adam Forshaw,eng  ENG,MF,Leeds United,31-126,1991,1.8,79,2,14,56,11,0,79,5,4,80.0,1,20.0,44,221,90,0,2,0,4,1,51,0
163,Fraser Forster,eng  ENG,GK,Tottenham,34-331,1988,1.0,25,24,25,0,0,0,25,0,0,,0,,13,96,59,0,0,0,0,0,7,0
164,Tyrese Francois,au  AUS,FW,Fulham,22-210,2000,0.0,5,0,1,3,1,0,5,0,0,,0,,1,0,0,0,0,0,1,0,2,1
165,Ryan Fraser,sct  SCO,FW,Newcastle Utd,28-352,1994,3.5,147,1,18,51,80,9,147,2,1,50.0,0,0.0,94,600,322,8,7,1,7,1,107,23
166,Fred,br  BRA,MF,Manchester Utd,29-343,1993,8.5,605,22,157,268,187,25,605,10,4,40.0,5,50.0,308,1197,616,7,14,1,20,9,359,28
167,Ryan Fredericks,eng  ENG,DF,Bournemouth,30-124,1992,5.0,247,23,75,100,74,5,247,6,1,16.7,4,66.7,105,644,356,11,9,1,4,3,141,23
168,Remo Freuler,ch  SUI,MF,Nott'ham Forest,30-302,1992,15.2,727,53,257,362,112,4,727,9,4,44.4,3,33.3,342,1575,686,5,10,0,13,5,389,5
169,Cody Gakpo,nl  NED,FW,Liverpool,23-280,1999,2.8,75,1,5,23,48,15,75,6,3,50.0,1,16.7,42,190,111,4,2,2,3,7,55,17
170,Conor Gallagher,eng  ENG,"MF,FW",Chelsea,23-005,2000,9.2,619,20,123,296,208,25,619,25,9,36.0,12,48.0,376,1994,739,20,25,6,18,21,422,43
171,Idrissa Gana Gueye,sn  SEN,MF,Everton,33-138,1989,13.6,811,36,244,472,105,3,811,13,5,38.5,5,38.5,439,2241,1108,15,14,0,17,9,478,9
172,Alejandro Garnacho,es  ESP,FW,Manchester Utd,18-225,2004,3.6,183,1,19,37,130,36,183,24,6,25.0,14,58.3,133,1031,599,21,21,17,16,9,141,55
173,James Garner,eng  ENG,MF,Everton,21-335,2001,1.6,99,6,18,57,26,4,99,2,1,50.0,1,50.0,51,280,73,1,2,1,1,1,54,1
174,David de Gea,es  ESP,GK,Manchester Utd,32-096,1990,22.0,718,593,714,4,0,0,718,0,0,,0,,426,2038,1249,0,0,0,0,0,419,0
175,Joe Gelhardt,eng  ENG,FW,Leeds United,20-283,2002,2.4,115,4,10,52,54,14,115,9,1,11.1,7,77.8,68,189,66,2,2,2,9,7,84,21
176,Saman Ghoddos,ir  IRN,"MF,FW",Brentford,29-158,1993,1.0,63,7,20,27,19,1,63,2,0,0.0,2,100.0,25,65,33,0,1,0,3,0,24,2
177,Billy Gilmour,sct  SCO,MF,Brighton,21-245,2001,1.8,169,6,40,101,29,3,169,1,0,0.0,1,100.0,108,530,280,3,4,1,3,4,136,3
178,Degnand Gnonto,it  ITA,"FW,MF",Leeds United,19-098,2003,8.0,375,4,45,123,218,23,375,40,11,27.5,24,60.0,261,1806,995,37,22,11,18,10,284,73
179,Ben Godfrey,eng  ENG,DF,Everton,25-027,1998,2.3,109,10,46,53,13,3,109,2,1,50.0,1,50.0,61,295,129,0,1,0,2,0,62,0
180,Toti Gomes,pt  POR,DF,Wolves,24-026,1999,3.4,215,50,124,82,9,2,215,0,0,,0,,129,574,351,0,2,0,2,0,138,2
181,Joe Gomez,eng  ENG,DF,Liverpool,25-264,1997,12.3,1153,83,451,658,51,4,1153,5,4,80.0,1,20.0,749,3507,2004,10,10,0,10,2,765,2
182,Sergio Gómez,es  ESP,"DF,MF",Manchester City,22-160,2000,1.2,103,5,20,56,27,7,103,0,0,,0,,53,206,95,2,2,1,3,2,75,12
183,Demarai Gray,eng  ENG,"FW,MF",Everton,26-228,1996,18.7,851,17,77,320,464,69,850,57,16,28.1,28,49.1,506,3851,1878,66,42,35,53,38,558,129
184,Jack Grealish,eng  ENG,FW,Manchester City,27-154,1995,11.6,679,8,59,227,408,71,679,53,20,37.7,18,34.0,498,4485,2099,78,48,32,19,18,553,158
185,Sam Greenwood,eng  ENG,"MF,FW",Leeds United,21-016,2002,3.5,195,4,37,85,77,5,195,5,1,20.0,3,60.0,94,403,206,5,5,1,4,5,97,5
186,Pascal Groß,de  GER,"MF,DF",Brighton,31-241,1991,19.2,1291,31,214,562,521,54,1291,15,5,33.3,8,53.3,695,3117,1405,27,21,1,25,11,867,118
187,Vicente Guaita,es  ESP,GK,Crystal Palace,36-032,1987,21.0,712,625,710,2,0,0,712,0,0,,0,,413,2130,1351,0,0,0,1,0,308,0
188,Gonçalo Guedes,pt  POR,"FW,MF",Wolves,26-074,1996,7.9,280,3,28,105,153,30,280,15,5,33.3,7,46.7,174,1303,644,20,12,7,17,7,199,54
189,Marc Guéhi,eng  ENG,DF,Crystal Palace,22-213,2000,20.0,1377,243,783,568,34,15,1377,7,2,28.6,1,14.3,793,3506,2027,7,6,0,9,4,913,2
190,Bruno Guimarães,br  BRA,MF,Newcastle Utd,25-087,1997,15.5,1039,36,205,582,267,18,1039,47,21,44.7,17,36.2,663,3521,1446,17,24,1,20,36,751,12
191,İlkay Gündoğan,de  GER,MF,Manchester City,32-110,1990,13.9,934,17,115,476,347,51,934,23,6,26.1,11,47.8,517,2724,1373,32,22,4,16,14,721,77
192,Darko Gyabi,eng  ENG,FW,Leeds United,18-358,2004,0.1,8,0,1,4,3,1,8,1,0,0.0,0,0.0,4,5,3,0,0,0,1,0,2,0
193,Erling Haaland,no  NOR,FW,Manchester City,22-205,2000,18.2,441,11,26,174,241,137,437,14,5,35.7,8,57.1,230,1013,373,19,5,17,26,18,330,92
194,Lewis Hall,eng  ENG,"DF,MF",Chelsea,18-156,2004,3.4,254,12,99,94,63,10,254,12,2,16.7,9,75.0,155,822,367,10,5,3,9,6,165,19
195,Luke Harris,wls  WAL,"MF,FW",Fulham,17-314,2005,0.1,14,0,0,8,6,0,14,0,0,,0,,9,46,14,0,0,0,0,1,13,0
196,Jack Harrison,eng  ENG,"FW,MF",Leeds United,26-083,1996,14.8,798,12,77,283,447,44,798,59,25,42.4,31,52.5,496,2671,1345,61,32,14,56,32,547,138
197,Kai Havertz,de  GER,"FW,MF",Chelsea,23-245,1999,16.7,728,29,78,295,363,99,728,32,8,25.0,22,68.8,400,2134,800,33,20,20,57,28,543,127
198,Jan Paul van Hecke,nl  NED,DF,Brighton,22-248,2000,0.9,108,2,21,79,8,2,108,0,0,,0,,93,496,250,3,4,0,1,0,91,0
199,Hwang Hee-chan,kr  KOR,FW,Wolves,27-016,1996,7.7,254,5,40,114,106,17,254,16,6,37.5,7,43.8,143,858,408,16,4,6,21,12,166,35
200,Dean Henderson,eng  ENG,GK,Nott'ham Forest,25-336,1997,18.0,715,600,711,5,0,0,715,0,0,,0,,397,2242,1245,0,0,0,1,0,319,0
201,Jordan Henderson,eng  ENG,MF,Liverpool,32-239,1990,10.2,825,18,139,498,194,17,825,7,2,28.6,3,42.9,474,2398,1049,20,17,1,7,5,622,25
202,Wayne Hennessey,wls  WAL,GK,Nott'ham Forest,36-018,1987,2.0,64,52,64,0,0,0,64,0,0,,0,,34,146,111,0,0,0,0,0,30,0
203,Rico Henry,eng  ENG,DF,Brentford,25-218,1997,19.9,856,70,261,329,280,21,856,24,11,45.8,9,37.5,406,2038,1034,31,22,8,34,26,420,68
204,Son Heung-min,kr  KOR,"MF,FW",Tottenham,30-218,1992,18.2,735,5,74,270,405,58,735,43,13,30.2,24,55.8,435,2837,1477,53,37,15,44,32,509,122
205,Aaron Hickey,sct  SCO,DF,Brentford,20-246,2002,8.2,404,22,106,212,90,9,404,25,7,28.0,11,44.0,248,1317,809,22,7,0,7,4,252,25
206,Joseph Hodge,ie  IRL,MF,Wolves,20-150,2002,1.9,103,5,25,47,31,3,103,0,0,,0,,50,156,76,1,2,0,1,2,65,4
207,Rob Holding,eng  ENG,DF,Arsenal,27-144,1995,0.2,8,2,6,2,0,0,8,0,0,,0,,2,5,2,0,0,0,0,0,2,0
208,Mason Holgate,eng  ENG,DF,Everton,26-112,1996,3.6,198,27,87,100,11,4,198,3,3,100.0,0,0.0,78,368,247,4,2,0,2,0,109,2
209,Will Hughes,eng  ENG,MF,Crystal Palace,27-300,1995,3.6,194,13,46,92,58,6,194,2,0,0.0,2,100.0,88,464,261,4,3,1,5,4,100,9
210,Omari Hutchinson,eng  ENG,FW,Chelsea,19-104,2003,0.3,15,0,0,4,11,2,15,0,0,,0,,11,61,23,1,0,1,1,1,11,1
211,Pierre Højbjerg,dk  DEN,MF,Tottenham,27-190,1995,20.8,1594,71,397,916,295,20,1594,16,12,75.0,3,18.8,918,4315,2078,27,26,6,28,28,1180,52
212,Kelechi Iheanacho,ng  NGA,"FW,MF",Leicester City,26-131,1996,4.1,160,3,10,60,94,21,160,11,3,27.3,8,72.7,103,547,224,11,4,8,12,12,139,38
213,Alexander Isak,se  SWE,FW,Newcastle Utd,23-143,1999,3.2,87,1,6,23,62,18,86,11,2,18.2,8,72.7,41,234,125,4,5,2,4,4,57,17
214,Alex Iwobi,ng  NGA,MF,Everton,26-284,1996,20.8,1105,33,215,552,357,32,1105,40,18,45.0,20,50.0,662,3488,1574,38,30,4,38,29,764,81
215,Reece James,eng  ENG,"DF,MF",Chelsea,23-065,1999,7.4,620,11,123,273,227,14,620,14,6,42.9,5,35.7,332,1912,1075,29,17,4,7,6,419,67
216,Vitaly Janelt,de  GER,"MF,DF",Brentford,24-277,1998,15.0,767,44,218,411,143,22,767,16,9,56.3,6,37.5,398,1715,779,10,13,0,11,10,443,15
217,Pontus Jansson,se  SWE,DF,Brentford,31-363,1991,5.7,286,47,174,108,4,4,286,2,2,100.0,0,0.0,149,603,241,1,0,0,1,1,167,0
218,Mathias Jensen,dk  DEN,MF,Brentford,27-041,1996,17.6,1082,19,220,503,368,19,1082,34,11,32.4,18,52.9,504,1958,740,14,14,1,37,21,562,40
219,Gabriel Jesus,br  BRA,FW,Arsenal,25-314,1997,13.5,637,16,53,242,345,123,637,66,27,40.9,31,47.0,370,2068,894,30,15,18,54,40,485,122
220,Raúl Jiménez,mx  MEX,FW,Wolves,31-282,1991,3.6,103,6,9,40,54,20,103,4,2,50.0,1,25.0,55,273,122,4,3,1,7,7,82,19
221,Joelinton,br  BRA,"MF,FW",Newcastle Utd,26-181,1996,17.8,1016,45,183,465,382,66,1016,62,26,41.9,27,43.5,519,2996,1400,40,30,4,50,39,656,102
222,Ben Johnson,eng  ENG,DF,West Ham,23-018,2000,6.0,396,33,169,173,58,1,396,11,6,54.5,2,18.2,175,905,398,8,4,0,7,5,216,9
223,Brennan Johnson,wls  WAL,FW,Nott'ham Forest,21-264,2001,19.0,473,3,44,173,272,66,471,47,19,40.4,19,40.4,256,2383,1257,50,28,20,46,12,297,91
224,Curtis Jones,eng  ENG,"MF,FW",Liverpool,22-012,2001,2.1,169,3,26,81,63,10,169,6,3,50.0,3,50.0,115,580,223,6,3,3,4,6,134,16
225,Diogo Jota,pt  POR,"FW,MF",Liverpool,26-069,1996,2.2,100,7,21,45,37,11,100,8,2,25.0,5,62.5,52,399,196,8,5,4,7,4,60,18
226,Hamed Junior Traorè,ci  CIV,FW,Bournemouth,22-360,2000,0.7,31,0,7,14,14,1,31,3,2,66.7,1,33.3,18,247,132,5,4,1,4,1,14,3
227,James Justin,eng  ENG,DF,Leicester City,24-353,1998,13.9,980,48,296,475,216,8,980,19,4,21.1,11,57.9,417,1831,834,20,19,4,15,6,574,50
228,Mathias Jørgensen,dk  DEN,DF,Brentford,32-294,1990,8.3,422,64,210,193,20,7,422,1,0,0.0,1,100.0,215,858,509,1,1,0,2,1,221,1
229,Sasa Kalajdzic,at  AUT,FW,Wolves,25-219,1997,0.5,7,0,2,1,4,2,7,0,0,,0,,2,6,3,0,0,0,1,0,5,1
230,Boubacar Kamara,fr  FRA,MF,Aston Villa,23-080,1999,13.3,852,46,246,509,105,6,852,20,8,40.0,8,40.0,463,1765,833,11,7,0,11,9,529,6
231,Harry Kane,eng  ENG,FW,Tottenham,29-198,1993,21.8,751,17,56,353,355,107,748,61,21,34.4,32,52.5,467,2602,1060,38,31,13,36,41,590,122
232,N'Golo Kanté,fr  FRA,MF,Chelsea,31-319,1991,1.9,144,1,15,77,54,4,144,6,4,66.7,2,33.3,72,469,250,7,4,1,3,2,105,7
233,Michael Keane,eng  ENG,DF,Everton,30-031,1993,0.3,10,4,6,1,3,0,10,0,0,,0,,1,6,5,0,0,0,1,0,3,0
234,Neeskens Kebano,cd  COD,FW,Fulham,30-338,1992,7.9,285,10,46,80,166,27,285,28,9,32.1,14,50.0,182,1403,794,37,14,10,15,10,194,63
235,Thilo Kehrer,de  GER,DF,West Ham,26-143,1996,15.5,883,85,410,391,87,11,883,6,4,66.7,2,33.3,472,1977,1012,11,10,1,11,4,532,20
236,Naby Keïta,gn  GUI,MF,Liverpool,28-001,1995,2.7,177,3,22,100,55,11,177,3,2,66.7,0,0.0,95,435,200,4,6,0,11,4,121,20
237,Lloyd Kelly,eng  ENG,DF,Bournemouth,24-128,1998,10.0,592,89,363,197,36,5,592,1,1,100.0,0,0.0,290,1656,1024,4,1,0,9,0,345,1
238,Max Kilman,eng  ENG,DF,Wolves,25-264,1997,21.0,1444,263,880,541,32,14,1444,10,6,60.0,4,40.0,807,4303,2559,17,4,0,10,5,993,1
239,Mateusz Klich,pl  POL,"MF,FW",Leeds United,32-243,1990,3.1,189,3,25,82,85,9,189,6,2,33.3,4,66.7,110,385,149,5,5,2,11,1,124,21
240,Robin Koch,de  GER,DF,Leeds United,26-209,1996,19.5,1116,153,599,481,45,11,1116,0,0,,0,,566,2500,1354,7,5,0,7,1,627,4
241,Ibrahima Konaté,fr  FRA,DF,Liverpool,23-262,1999,4.2,328,35,181,138,11,5,328,2,1,50.0,0,0.0,184,900,465,3,2,0,4,0,203,2
242,Ezri Konsa,eng  ENG,DF,Aston Villa,25-111,1997,19.9,1191,169,669,487,41,9,1191,8,2,25.0,2,25.0,731,3015,1660,5,4,0,8,1,831,8
243,Kalidou Koulibaly,sn  SEN,DF,Chelsea,31-236,1991,12.4,1080,94,493,539,54,15,1080,6,4,66.7,2,33.3,684,3128,1623,9,8,0,8,1,790,3
244,Cheikhou Kouyaté,sn  SEN,"MF,DF",Nott'ham Forest,33-052,1989,7.8,292,27,105,139,51,10,292,9,6,66.7,1,11.1,135,657,252,6,3,3,12,4,147,8
245,Mateo Kovačić,hr  CRO,MF,Chelsea,28-281,1994,9.3,732,17,130,466,142,3,732,9,2,22.2,5,55.6,470,2868,1311,20,18,1,13,12,565,10
246,Emil Krafth,se  SWE,DF,Newcastle Utd,28-193,1994,0.0,1,0,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0
247,Dejan Kulusevski,se  SWE,"MF,FW",Tottenham,22-292,2000,11.7,547,13,88,191,285,65,547,59,22,37.3,32,54.2,364,2688,1457,53,26,31,42,22,379,106
248,Layvin Kurzawa,fr  FRA,DF,Fulham,30-160,1992,1.5,64,8,35,18,11,0,64,4,2,50.0,2,50.0,29,100,20,1,0,0,3,1,24,2
249,Adam Lallana,eng  ENG,"MF,FW",Brighton,34-277,1988,8.0,373,6,43,180,151,33,373,6,3,50.0,3,50.0,206,839,420,10,4,4,15,11,295,43
250,Tariq Lamptey,gh  GHA,DF,Brighton,22-134,2000,4.4,318,14,67,112,142,15,318,26,7,26.9,13,50.0,195,1199,651,24,11,5,14,1,218,50
251,Manuel Lanzini,ar  ARG,"MF,FW",West Ham,29-361,1993,1.4,89,0,15,53,22,0,89,0,0,,0,,57,298,116,2,3,0,1,2,71,4
252,Aymeric Laporte,es  ESP,DF,Manchester City,28-260,1994,4.2,347,34,111,168,69,7,347,2,1,50.0,1,50.0,237,1447,1014,12,23,0,1,0,270,2
253,Juan Larios,es  ESP,DF,Southampton,19-030,2004,1.7,106,10,32,55,20,2,106,4,3,75.0,1,25.0,38,338,201,10,2,1,3,2,47,1
254,Jamaal Lascelles,eng  ENG,DF,Newcastle Utd,29-092,1993,1.2,41,15,28,12,1,1,41,0,0,,0,,21,81,17,0,0,0,0,0,21,0
255,Roméo Lavia,be  BEL,MF,Southampton,19-036,2004,8.9,447,15,96,287,69,0,447,15,7,46.7,6,40.0,279,1316,535,3,8,0,6,15,259,8
256,Dexter Lembikisa,jm  JAM,DF,Wolves,19-099,2003,0.3,13,0,3,7,3,0,13,0,0,,0,,7,29,21,2,0,0,0,0,8,3
257,Mario Lemina,ga  GAB,MF,Wolves,29-163,1993,1.8,94,7,27,51,17,0,94,1,1,100.0,0,0.0,45,145,52,0,0,0,0,3,57,2
258,Clément Lenglet,fr  FRA,DF,Tottenham,27-239,1995,10.4,817,90,411,357,52,8,817,4,1,25.0,2,50.0,581,2719,1613,14,13,0,7,1,624,5
259,Bernd Leno,de  GER,GK,Fulham,30-344,1992,20.0,787,620,781,6,0,0,787,0,0,,0,,426,2164,1262,0,0,0,0,0,363,0
260,Jefferson Lerma,co  COL,"MF,DF",Bournemouth,28-109,1994,20.9,1107,116,384,553,185,26,1107,15,8,53.3,7,46.7,517,2130,1047,13,19,1,16,11,658,17
261,Jamal Lewis,nir  NIR,DF,Newcastle Utd,25-017,1998,0.1,13,0,6,2,5,2,13,0,0,,0,,8,38,10,0,1,0,0,0,11,1
262,Rico Lewis,eng  ENG,"DF,MF",Manchester City,18-082,2004,5.0,379,9,62,217,103,6,379,8,3,37.5,2,25.0,270,1438,751,17,13,3,3,9,304,10
263,Keane Lewis-Potter,eng  ENG,"FW,MF",Brentford,21-354,2001,3.4,121,4,21,40,62,18,121,13,4,30.8,9,69.2,83,597,294,8,6,3,11,8,79,35
264,Victor Lindelöf,se  SWE,DF,Manchester Utd,28-209,1994,5.0,358,43,180,169,10,0,358,0,0,,0,,225,1065,546,1,0,0,0,0,253,0
265,Jesse Lingard,eng  ENG,"FW,MF",Nott'ham Forest,30-058,1992,9.6,332,7,41,179,119,14,332,9,5,55.6,4,44.4,191,916,467,10,10,0,14,9,235,31
266,Diego Llorente,es  ESP,DF,Leeds United,29-179,1993,7.2,506,59,283,210,15,6,506,3,2,66.7,1,33.3,303,1566,721,2,1,0,6,1,312,1
267,Hugo Lloris,fr  FRA,GK,Tottenham,36-047,1986,21.0,682,623,681,1,0,0,682,0,0,,0,,374,2109,1296,0,0,0,2,0,303,0
268,Renan Lodi,br  BRA,DF,Nott'ham Forest,24-309,1998,11.2,587,41,218,229,148,9,587,18,8,44.4,6,33.3,295,1576,808,15,9,1,7,9,294,38
269,Ruben Loftus-Cheek,eng  ENG,"MF,DF",Chelsea,27-019,1996,10.6,657,23,121,353,191,30,657,33,15,45.5,13,39.4,374,2101,1169,31,16,5,19,14,472,46
270,Sean Longstaff,eng  ENG,MF,Newcastle Utd,25-104,1997,17.7,915,30,177,481,262,44,915,18,4,22.2,13,72.2,458,1872,744,9,7,3,20,19,591,73
271,Jamal Lowe,jm  JAM,"MF,FW",Bournemouth,28-205,1994,0.1,4,0,0,3,1,0,4,0,0,,0,,2,7,1,0,0,0,0,0,3,0
272,Douglas Luiz,br  BRA,MF,Aston Villa,24-278,1998,15.9,1097,30,261,631,219,7,1096,22,9,40.9,8,36.4,583,2994,1353,24,18,2,16,16,671,16
273,Lyanco,br  BRA,DF,Southampton,26-010,1997,7.6,411,45,197,187,35,6,411,7,5,71.4,2,28.6,220,1152,609,5,5,1,10,4,198,1
274,Alexis Mac Allister,ar  ARG,MF,Brighton,24-049,1998,16.2,1116,32,237,625,263,9,1113,24,15,62.5,5,20.8,629,2692,1290,20,21,1,14,16,778,17
275,James Maddison,eng  ENG,"MF,FW",Leicester City,26-080,1996,13.2,743,8,75,353,317,53,743,29,9,31.0,11,37.9,496,2669,1200,34,20,14,23,14,575,76
276,Noni Madueke,eng  ENG,FW,Chelsea,20-338,2002,0.5,36,0,4,18,15,1,36,3,2,66.7,0,0.0,24,173,73,3,0,1,1,1,26,5
277,Harry Maguire,eng  ENG,DF,Manchester Utd,29-343,1993,4.3,299,34,149,133,17,4,299,1,0,0.0,1,100.0,167,921,573,3,1,0,0,0,200,2
278,Riyad Mahrez,dz  ALG,"FW,MF",Manchester City,31-355,1991,10.0,673,3,39,243,397,57,673,32,10,31.3,12,37.5,450,2424,1080,34,26,19,16,10,509,128
279,Ainsley Maitland-Niles,eng  ENG,"MF,DF",Southampton,25-166,1997,6.0,332,24,106,170,59,3,332,3,3,100.0,0,0.0,130,663,263,3,4,1,6,5,191,9
280,Tyrell Malacia,nl  NED,DF,Manchester Utd,23-178,1999,9.4,564,35,213,225,131,7,564,10,2,20.0,8,80.0,264,1352,693,14,12,1,12,3,302,20
281,Orel Mangala,be  BEL,MF,Nott'ham Forest,24-330,1998,7.1,315,8,60,196,62,5,315,20,7,35.0,10,50.0,172,910,428,10,3,2,3,6,202,6
282,Javier Manquillo,es  ESP,DF,Newcastle Utd,28-282,1994,0.1,8,1,2,2,4,0,8,0,0,,0,,5,46,31,2,0,0,0,0,5,1
283,Sekou Mara,fr  FRA,"FW,MF",Southampton,20-196,2002,3.6,125,1,14,56,60,16,125,17,7,41.2,10,58.8,75,396,141,2,7,0,15,11,84,19
284,Solly March,eng  ENG,"FW,DF",Brighton,28-206,1994,19.1,1015,35,133,316,575,79,1015,58,26,44.8,19,32.8,608,3859,1716,59,30,27,37,25,685,213
285,Emiliano Marcondes,dk  DEN,MF,Bournemouth,27-339,1995,0.1,3,1,1,2,0,0,3,1,0,0.0,0,0.0,2,11,7,0,0,0,0,0,2,0
286,Marquinhos,br  BRA,MF,Arsenal,19-310,2003,0.0,3,0,0,2,1,0,3,0,0,,0,,2,6,1,0,0,0,0,0,3,0
287,Anthony Martial,fr  FRA,FW,Manchester Utd,27-068,1995,5.1,173,3,5,70,98,23,172,9,4,44.4,4,44.4,107,431,207,7,5,4,15,4,145,28
288,Martinelli,br  BRA,FW,Arsenal,21-238,2001,18.5,911,9,80,261,585,134,911,81,33,40.7,36,44.4,601,4519,2009,78,36,44,54,40,671,213
289,Emiliano Martínez,ar  ARG,GK,Aston Villa,30-162,1992,18.4,698,575,689,9,0,0,698,0,0,,0,,380,1979,1192,0,0,0,2,0,326,0
290,Lisandro Martínez,ar  ARG,DF,Manchester Utd,25-024,1998,17.4,1335,219,699,602,44,6,1335,9,9,100.0,0,0.0,775,3938,2310,11,13,0,10,7,848,1
291,Pape Matar Sarr,sn  SEN,MF,Tottenham,20-150,2002,1.2,98,8,34,52,12,1,98,3,0,0.0,1,33.3,76,383,170,1,0,0,2,1,71,0
292,Jean-Philippe Mateta,fr  FRA,FW,Crystal Palace,25-228,1997,4.9,160,10,24,66,71,23,160,5,2,40.0,3,60.0,80,330,101,4,5,1,17,8,108,22
293,Joël Matip,cm  CMR,DF,Liverpool,31-187,1991,7.1,554,71,283,247,30,4,554,6,3,50.0,3,50.0,334,2236,1584,18,15,1,6,1,379,1
294,Neal Maupay,fr  FRA,FW,Everton,26-181,1996,7.9,230,1,18,104,111,25,230,9,3,33.3,6,66.7,132,582,196,7,4,3,25,13,171,34
295,Kevin Mbabu,ch  SUI,"DF,FW",Fulham,27-298,1995,1.6,114,4,38,40,38,0,114,6,4,66.7,2,33.3,57,273,159,4,2,0,1,2,59,11
296,Bryan Mbeumo,cm  CMR,FW,Brentford,23-188,1999,17.6,646,11,101,190,365,59,645,38,18,47.4,16,42.1,382,2132,800,31,12,14,37,31,425,112
297,John McGinn,sct  SCO,MF,Aston Villa,28-116,1994,13.6,682,17,112,394,181,16,682,22,12,54.5,6,27.3,384,1541,690,9,13,1,28,17,438,29
298,Scott McKenna,sct  SCO,DF,Nott'ham Forest,26-091,1996,16.2,835,146,483,315,39,16,835,7,5,71.4,1,14.3,416,1830,909,5,1,0,2,2,488,1
299,Weston McKennie,us  USA,MF,Leeds United,24-167,1998,1.4,83,6,23,44,17,0,83,0,0,,0,,32,104,52,0,1,0,1,4,45,2
300,Dwight McNeil,eng  ENG,"FW,DF",Everton,23-081,1999,10.9,539,16,96,216,232,21,539,38,15,39.5,21,55.3,282,1961,712,27,15,5,22,15,327,47
301,Scott McTominay,sct  SCO,MF,Manchester Utd,26-065,1996,8.4,387,50,132,177,79,14,387,14,8,57.1,4,28.6,173,795,303,5,7,1,16,9,211,15
302,Ben Mee,eng  ENG,DF,Brentford,33-143,1989,19.4,1179,163,632,470,81,34,1179,2,2,100.0,0,0.0,626,2370,1069,2,5,2,12,1,641,7
303,Edouard Mendy,sn  SEN,GK,Chelsea,30-347,1992,8.5,286,247,283,3,0,0,286,1,0,0.0,1,100.0,160,744,399,0,0,0,0,0,148,0
304,Nampalys Mendy,sn  SEN,MF,Leicester City,30-233,1992,3.9,213,6,61,138,16,0,213,2,2,100.0,0,0.0,116,627,203,1,2,0,2,0,151,3
305,Chris Mepham,wls  WAL,DF,Bournemouth,25-098,1997,16.9,880,203,589,279,17,7,880,1,0,0.0,0,0.0,433,2030,1067,1,3,1,4,3,530,0
306,Illan Meslier,fr  FRA,GK,Leeds United,22-346,2000,21.0,689,561,684,5,1,0,689,0,0,,0,,343,2108,1185,0,0,0,1,0,248,0
307,Alexander Mighten,eng  ENG,FW,Nott'ham Forest,20-306,2002,0.1,4,0,1,0,3,0,4,3,0,0.0,2,66.7,4,27,10,0,0,0,0,0,4,1
308,Luka Milivojević,rs  SRB,MF,Crystal Palace,31-310,1991,3.3,202,16,72,98,35,0,202,0,0,,0,,107,445,150,1,2,0,2,5,118,2
309,James Milner,eng  ENG,"DF,MF",Liverpool,37-038,1986,6.1,496,15,114,218,165,20,496,16,8,50.0,6,37.5,252,1127,553,12,10,4,13,9,310,52
310,Yerry Mina,co  COL,DF,Everton,28-141,1994,2.6,207,25,92,107,9,3,207,0,0,,0,,120,603,328,1,1,0,3,0,141,1
311,Tyrone Mings,eng  ENG,DF,Aston Villa,29-335,1993,19.0,1123,180,623,466,36,11,1123,5,1,20.0,2,40.0,679,3608,1922,9,6,1,5,4,737,6
312,Tyrick Mitchell,eng  ENG,DF,Crystal Palace,23-163,1999,15.2,921,56,339,407,183,15,921,16,7,43.8,6,37.5,421,1677,813,14,11,3,16,11,489,39
