,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance,CrdR_Performance,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes
177,Riccardo Fiamozzi,it  ITA,MF,Genoa,22,1993,8,4,480,5.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
178,Diogo Figueiras,pt  POR,"MF,DF",Genoa,24,1991,9,7,546,6.1,1,0,1,0,0,2,0,0.16,0.00,0.16,0.16,0.16
179,Alessandro Florenzi,it  ITA,"DF,MF",Roma,24,1991,33,31,2719,30.2,7,3,7,0,0,4,0,0.23,0.10,0.33,0.23,0.33
180,Alessandro Frara,it  ITA,MF,Frosinone,32,1982,20,14,1162,12.9,2,0,2,0,0,3,0,0.15,0.00,0.15,0.15,0.15
181,Remo Freuler,ch  SUI,MF,Atalanta,23,1992,6,5,449,5.0,1,0,1,0,0,0,0,0.20,0.00,0.20,0.20,0.20
182,Nicolas Frey,fr  FRA,DF,Chievo,31,1984,19,17,1484,16.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
183,Dominik Furman,pl  POL,MF,Hellas Verona,23,1992,1,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
184,Manolo Gabbiadini,it  ITA,FW,Napoli,23,1991,23,4,562,6.2,5,3,4,1,1,1,0,0.80,0.48,1.28,0.64,1.12
185,Gabriel,br  BRA,GK,Napoli,22,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
186,Roberto Gagliardini,it  ITA,MF,Atalanta,21,1994,1,1,81,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
187,Riccardo Gagliolo,se  SWE,DF,Carpi,25,1990,31,29,2637,29.3,1,0,1,0,0,12,1,0.03,0.00,0.03,0.03,0.03
188,Alessandro Gamberini,it  ITA,DF,Chievo,33,1981,22,22,1809,20.1,0,1,0,0,0,1,0,0.00,0.05,0.05,0.00,0.05
189,Daniele Gastaldello,it  ITA,DF,Bologna,32,1983,26,26,2197,24.4,1,2,1,0,0,8,1,0.04,0.08,0.12,0.04,0.12
190,Alessandro Gazzi,it  ITA,MF,Torino,32,1983,15,11,967,10.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
191,Marcello Gazzola,it  ITA,DF,Sassuolo,30,1985,9,4,480,5.3,0,1,0,0,0,1,0,0.00,0.19,0.19,0.00,0.19
192,Santiago Gentiletti,ar  ARG,DF,Lazio,30,1985,19,19,1710,19.0,0,0,0,0,0,10,0,0.00,0.00,0.00,0.00,0.00
193,Gervinho,ci  CIV,"FW,MF",Roma,28,1987,14,13,1086,12.1,6,1,6,0,0,0,0,0.50,0.08,0.58,0.50,0.58
194,Faouzi Ghoulam,dz  ALG,DF,Napoli,24,1991,34,32,2918,32.4,0,3,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09
195,Emanuele Giaccherini,it  ITA,"FW,MF",Bologna,30,1985,28,27,2174,24.2,7,0,7,0,0,7,0,0.29,0.00,0.29,0.29,0.29
196,Alberto Gilardino,it  ITA,FW,Palermo,33,1982,33,26,2350,26.1,10,2,10,0,0,4,0,0.38,0.08,0.46,0.38,0.46
197,Luigi Giorgi,it  ITA,MF,Atalanta,28,1987,1,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
198,Kamil Glik,pl  POL,DF,Torino,27,1988,33,33,2970,33.0,0,0,0,0,0,11,0,0.00,0.00,0.00,0.00,0.00
199,Assane Gnoukouri,ci  CIV,MF,Inter,18,1996,2,1,57,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
200,Massimo Gobbi,it  ITA,DF,Chievo,34,1980,34,31,2788,31.0,0,1,0,0,0,7,0,0.00,0.03,0.03,0.00,0.03
201,Edoardo Goldaniga,it  ITA,DF,Palermo,21,1993,17,14,1213,13.5,2,0,2,0,0,5,0,0.15,0.00,0.15,0.15,0.15
202,Pierluigi Gollini,it  ITA,GK,Hellas Verona,20,1995,26,25,2320,25.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
203,Papu Gómez,ar  ARG,FW,Atalanta,27,1988,34,33,2810,31.2,7,7,7,0,0,4,1,0.22,0.22,0.45,0.22,0.45
204,Giancarlo González,cr  CRC,DF,Palermo,27,1988,35,35,3137,34.9,2,0,2,0,0,11,0,0.06,0.00,0.06,0.06,0.06
205,Mirko Gori,it  ITA,MF,Frosinone,22,1993,28,26,2162,24.0,0,0,0,0,0,10,1,0.00,0.00,0.00,0.00,0.00
206,Alberto Grassi,it  ITA,MF,Atalanta,20,1995,13,13,974,10.8,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00
207,Leandro Greco,it  ITA,MF,Hellas Verona,29,1986,26,22,1892,21.0,1,0,1,0,0,7,0,0.05,0.00,0.05,0.05,0.05
208,Fredy Guarín,co  COL,MF,Inter,29,1986,16,11,971,10.8,1,1,1,0,0,7,0,0.09,0.09,0.19,0.09,0.19
209,Robert Gucher,at  AUT,MF,Frosinone,24,1991,24,15,1372,15.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
210,Guilherme,br  BRA,MF,Udinese,24,1991,5,4,338,3.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
211,Jonathan de Guzmán,nl  NED,FW,Carpi,27,1987,5,1,115,1.3,1,0,0,1,1,0,0,0.78,0.00,0.78,0.00,0.00
212,Norbert Gyömbér,sk  SVK,"DF,MF",Roma,23,1992,6,0,99,1.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
213,Marek Hamšík,sk  SVK,MF,Napoli,28,1987,38,38,3220,35.8,6,11,5,1,2,0,0,0.17,0.31,0.48,0.14,0.45
214,Samir Handanović,si  SVN,GK,Inter,31,1984,36,36,3240,36.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
215,Filip Helander,se  SWE,DF,Hellas Verona,22,1993,24,21,1867,20.7,2,0,2,0,0,4,0,0.10,0.00,0.10,0.10,0.10
216,Përparim Hetemaj,fi  FIN,MF,Chievo,28,1986,28,26,2255,25.1,1,0,1,0,0,7,0,0.04,0.00,0.04,0.04,0.04
217,Thomas Heurtaux,fr  FRA,DF,Udinese,27,1988,15,10,1075,11.9,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
218,Gonzalo Higuaín,ar  ARG,FW,Napoli,27,1987,35,35,2958,32.9,36,2,33,3,3,2,1,1.10,0.06,1.16,1.00,1.06
219,Oscar Hiljemark,se  SWE,MF,Palermo,23,1992,37,36,2889,32.1,4,5,4,0,0,4,0,0.12,0.16,0.28,0.12,0.28
220,Wesley Hoedt,nl  NED,DF,Lazio,21,1994,25,24,2049,22.8,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00
221,Keisuke Honda,jp  JPN,MF,Milan,29,1986,30,23,1925,21.4,1,3,1,0,0,2,0,0.05,0.14,0.19,0.05,0.19
222,Elseid Hysaj,al  ALB,DF,Napoli,21,1994,37,37,3281,36.5,0,2,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05
223,Víctor Ibarbo,co  COL,"FW,MF",Roma,25,1990,2,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
224,Mauro Icardi,ar  ARG,FW,Inter,22,1993,33,32,2584,28.7,16,4,15,1,2,1,0,0.56,0.14,0.70,0.52,0.66
225,Salvador Ichazo,uy  URU,GK,Torino,23,1992,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
226,Josip Iličić,si  SVN,MF,Fiorentina,27,1988,30,24,1907,21.2,13,5,6,7,7,2,0,0.61,0.24,0.85,0.28,0.52
227,Ciro Immobile,it  ITA,FW,Torino,25,1990,14,11,987,11.0,5,2,3,2,3,2,0,0.46,0.18,0.64,0.27,0.46
228,Roberto Inglese,it  ITA,FW,Chievo,23,1991,26,14,1383,15.4,3,1,3,0,0,3,0,0.20,0.07,0.26,0.20,0.26
229,Lorenzo Insigne,it  ITA,"FW,MF",Napoli,24,1991,37,34,2598,28.9,12,10,10,2,2,2,0,0.42,0.35,0.76,0.35,0.69
230,Artur Ioniță,md  MDA,"MF,FW",Hellas Verona,24,1990,31,27,2378,26.4,4,2,4,0,0,2,0,0.15,0.08,0.23,0.15,0.23
231,Mauricio Isla,cl  CHI,"DF,MF",Juventus,27,1988,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
232,Juan Iturbe,py  PAR,FW,Roma,22,1993,12,3,407,4.5,1,0,1,0,0,1,0,0.22,0.00,0.22,0.22,0.22
233,Manuel Iturra,cl  CHI,MF,Udinese,31,1984,17,14,1023,11.4,0,1,0,0,0,8,0,0.00,0.09,0.09,0.00,0.09
234,Dávid Ivan,sk  SVK,MF,Sampdoria,20,1995,21,12,1100,12.2,1,0,1,0,0,5,1,0.08,0.00,0.08,0.08,0.08
235,Armando Izzo,it  ITA,DF,Genoa,23,1992,33,30,2705,30.1,0,1,0,0,0,8,2,0.00,0.03,0.03,0.00,0.03
236,Mato Jajalo,ba  BIH,MF,Palermo,27,1988,28,24,2033,22.6,0,1,0,0,0,8,0,0.00,0.04,0.04,0.00,0.04
237,Boško Janković,rs  SRB,"FW,MF",Hellas Verona,31,1984,15,11,894,9.9,1,0,1,0,0,4,1,0.10,0.00,0.10,0.10,0.10
238,Pontus Jansson,se  SWE,DF,Torino,24,1991,7,6,616,6.8,1,0,1,0,0,1,0,0.15,0.00,0.15,0.15,0.15
239,Juan Jesus,br  BRA,DF,Inter,24,1991,19,16,1413,15.7,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
240,Nigel de Jong,nl  NED,MF,Milan,30,1984,5,5,370,4.1,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00
241,Jorginho,it  ITA,MF,Napoli,23,1991,35,32,2915,32.4,0,4,0,0,0,11,1,0.00,0.12,0.12,0.00,0.12
242,Stevan Jovetić,me  MNE,"FW,MF",Inter,25,1989,26,18,1516,16.8,6,2,5,1,1,4,0,0.36,0.12,0.47,0.30,0.42
243,Juanito,ar  ARG,FW,Hellas Verona,30,1985,33,19,1842,20.5,1,0,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05
244,Omar El Kaddouri,ma  MAR,MF,Napoli,24,1990,20,0,251,2.8,1,2,1,0,0,1,0,0.36,0.72,1.08,0.36,1.08
245,Nikola Kalinić,hr  CRO,FW,Fiorentina,27,1988,36,25,2576,28.6,12,3,12,0,1,5,0,0.42,0.10,0.52,0.42,0.52
246,Abdelhamid El Kaoutari,ma  MAR,DF,Palermo,25,1990,7,7,630,7.0,1,0,1,0,0,2,0,0.14,0.00,0.14,0.14,0.14
247,Orestis Karnezis,gr  GRE,GK,Udinese,30,1985,38,38,3420,38.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
248,Seydou Keita,ml  MLI,MF,Roma,35,1980,20,16,1367,15.2,1,0,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07
249,Sami Khedira,de  GER,MF,Juventus,28,1987,20,20,1528,17.0,5,4,5,0,0,3,1,0.29,0.24,0.53,0.29,0.53
250,Ricardo Kishna,nl  NED,"MF,FW",Lazio,20,1995,11,7,558,6.2,2,0,2,0,0,0,0,0.32,0.00,0.32,0.32,0.32
251,Miroslav Klose,de  GER,FW,Lazio,37,1978,24,14,1357,15.1,7,7,6,1,1,3,0,0.46,0.46,0.93,0.40,0.86
252,Geoffrey Kondogbia,cf  CTA,MF,Inter,22,1993,26,23,1988,22.1,1,0,1,0,0,6,1,0.05,0.00,0.05,0.05,0.05
253,Abdoulay Konko,fr  FRA,DF,Lazio,31,1984,18,17,1529,17.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
254,Kalidou Koulibaly,sn  SEN,DF,Napoli,24,1991,33,32,2888,32.1,0,0,0,0,0,11,0,0.00,0.00,0.00,0.00,0.00
255,Emil Krafth,se  SWE,DF,Bologna,20,1994,4,2,146,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
256,Oliver Kragl,de  GER,"FW,MF",Frosinone,25,1990,15,12,925,10.3,1,0,1,0,0,4,0,0.10,0.00,0.10,0.10,0.10
257,Nenad Krstičić,rs  SRB,MF,Sampdoria,25,1990,10,6,544,6.0,0,1,0,0,0,5,0,0.00,0.17,0.17,0.00,0.17
258,Rade Krunić,ba  BIH,MF,Empoli,21,1993,15,5,499,5.5,1,0,1,0,0,3,0,0.18,0.00,0.18,0.18,0.18
259,Jasmin Kurtić,si  SVN,MF,Atalanta,26,1989,32,30,2404,26.7,2,0,2,0,0,6,1,0.07,0.00,0.07,0.07,0.07
260,Zdravko Kuzmanović,rs  SRB,MF,Udinese,27,1987,16,13,1131,12.6,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
261,Antonino La Gumina,it  ITA,FW,Palermo,19,1996,3,0,67,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
262,Eugenio Lamanna,it  ITA,GK,Genoa,25,1989,13,13,1170,13.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
263,Danilo Larangeira,br  BRA,DF,Udinese,31,1984,34,34,2947,32.7,0,0,0,0,0,10,2,0.00,0.00,0.00,0.00,0.00
264,Karim Laribi,tn  TUN,MF,Sassuolo,24,1991,11,6,484,5.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
265,Kevin Lasagna,it  ITA,"FW,MF",Carpi,22,1992,36,8,1504,16.7,5,2,5,0,0,1,0,0.30,0.12,0.42,0.30,0.42
266,Vincent Laurini,fr  FRA,DF,Empoli,26,1989,25,24,1949,21.7,1,0,1,0,0,5,0,0.05,0.00,0.05,0.05,0.05
267,Diego Laxalt,uy  URU,"MF,FW",Genoa,22,1993,35,35,3072,34.1,3,4,3,0,0,3,0,0.09,0.12,0.21,0.09,0.21
268,Achraf Lazaar,ma  MAR,"MF,DF",Palermo,23,1992,30,26,2292,25.5,1,2,1,0,0,3,1,0.04,0.08,0.12,0.04,0.12
269,Darko Lazović,rs  SRB,FW,Genoa,24,1990,15,6,650,7.2,0,2,0,0,0,0,0,0.00,0.28,0.28,0.00,0.28
270,Andrea Lazzari,it  ITA,MF,Carpi,30,1984,8,3,346,3.8,1,0,1,0,1,1,0,0.26,0.00,0.26,0.26,0.26
271,Nicola Leali,it  ITA,GK,Frosinone,22,1993,33,33,2970,33.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
272,Mario Lemina,ga  GAB,MF,Juventus,21,1993,10,7,729,8.1,2,0,1,1,0,4,0,0.25,0.00,0.25,0.12,0.12
273,Gaetano Letizia,it  ITA,"DF,MF",Carpi,25,1990,35,33,2892,32.1,1,0,1,0,0,5,0,0.03,0.00,0.03,0.03,0.03
274,Luca Lezzerini,it  ITA,GK,Fiorentina,20,1995,2,1,110,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
275,Stephan Lichtsteiner,ch  SUI,"MF,DF",Juventus,31,1984,26,22,1817,20.2,0,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05
276,Marko Livaja,hr  CRO,FW,Empoli,21,1993,18,4,609,6.8,1,0,1,0,0,7,0,0.15,0.00,0.15,0.15,0.15
277,Fernando Llorente,es  ESP,FW,Juventus,30,1985,1,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
278,Manuel Locatelli,it  ITA,MF,Milan,17,1998,2,1,94,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
279,Francesco Lodi,it  ITA,MF,Udinese,31,1984,24,20,1871,20.8,1,1,1,0,0,3,0,0.05,0.05,0.10,0.05,0.10
280,Lorenzo Lollo,it  ITA,"MF,FW",Carpi,24,1990,27,25,2094,23.3,3,1,3,0,0,12,2,0.13,0.04,0.17,0.13,0.17
281,Alessandro Longhi,it  ITA,DF,Sassuolo,26,1989,6,4,310,3.4,0,1,0,0,0,1,0,0.00,0.29,0.29,0.00,0.29
282,Samuele Longo,it  ITA,FW,Frosinone,23,1992,18,3,332,3.7,0,1,0,0,0,2,0,0.00,0.27,0.27,0.00,0.27
283,David López,es  ESP,MF,Napoli,25,1989,25,6,748,8.3,1,1,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24
284,Diego López,es  ESP,GK,Milan,33,1981,8,8,720,8.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
285,Maxi López,ar  ARG,FW,Torino,31,1984,26,8,1092,12.1,4,2,2,2,3,2,0,0.33,0.16,0.49,0.16,0.33
286,Senad Lulić,ba  BIH,"DF,MF",Lazio,29,1986,30,28,2348,26.1,3,3,3,0,0,10,1,0.11,0.11,0.23,0.11,0.23
287,Paul-Jose M'Poku,cd  COD,"FW,MF",Chievo,23,1992,20,6,764,8.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
288,Massimo Maccarone,it  ITA,FW,Empoli,35,1979,37,35,2745,30.5,13,5,12,1,1,4,0,0.43,0.16,0.59,0.39,0.56
289,Christian Maggio,it  ITA,DF,Napoli,33,1982,8,4,398,4.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
290,Francesco Magnanelli,it  ITA,MF,Sassuolo,30,1984,34,34,3060,34.0,1,1,1,0,0,8,0,0.03,0.03,0.06,0.03,0.06
291,Raffaele Maiello,it  ITA,MF,Empoli,24,1991,12,4,474,5.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
292,Domenico Maietta,it  ITA,DF,Bologna,32,1982,19,18,1559,17.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
293,Nikola Maksimović,rs  SRB,DF,Torino,23,1991,16,16,1440,16.0,0,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06
294,Rey Manaj,al  ALB,FW,Inter,18,1997,4,0,36,0.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
295,Mario Mandžukić,hr  CRO,FW,Juventus,29,1986,27,24,2040,22.7,10,4,10,0,0,5,0,0.44,0.18,0.62,0.44,0.62
296,Kostas Manolas,gr  GRE,DF,Roma,24,1991,37,36,3122,34.7,2,2,2,0,0,7,0,0.06,0.06,0.12,0.06,0.12
297,Giovanni Marchese,it  ITA,DF,Genoa,30,1984,11,7,664,7.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
298,Federico Marchetti,it  ITA,GK,Lazio,32,1983,29,29,2547,28.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
299,Claudio Marchisio,it  ITA,MF,Juventus,29,1986,23,23,1927,21.4,0,2,0,0,0,8,0,0.00,0.09,0.09,0.00,0.09
300,Enzo Maresca,it  ITA,MF,Palermo,35,1980,15,10,988,11.0,1,0,1,0,0,3,0,0.09,0.00,0.09,0.09,0.09
301,Rafael Márquez,mx  MEX,DF,Hellas Verona,36,1979,9,9,757,8.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
302,Marquinho,br  BRA,MF,Udinese,29,1986,11,4,451,5.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
303,Luca Martinelli,it  ITA,DF,Empoli,26,1988,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
304,Josef Martínez,ve  VEN,FW,Torino,22,1993,21,10,923,10.3,3,1,3,0,0,0,0,0.29,0.10,0.39,0.29,0.39
305,Raphael Martinho,br  BRA,MF,Carpi,27,1988,11,10,679,7.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
306,Andrea Masiello,it  ITA,DF,Atalanta,29,1986,29,27,2398,26.6,0,1,0,0,0,7,0,0.00,0.04,0.04,0.00,0.04
307,Adam Masina,ma  MAR,DF,Bologna,21,1994,33,30,2620,29.1,2,3,2,0,0,8,1,0.07,0.10,0.17,0.07,0.17
308,Tim Matavž,si  SVN,FW,Genoa,26,1989,7,5,466,5.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
309,Alessandro Matri,it  ITA,"FW,MF",Lazio,30,1984,19,7,816,9.1,4,1,4,0,0,1,1,0.44,0.11,0.55,0.44,0.55
310,Federico Mattiello,it  ITA,DF,Chievo,20,1995,1,1,90,1.0,0,1,0,0,0,0,0,0.00,1.00,1.00,0.00,1.00
311,Matuzalém,br  BRA,MF,Hellas Verona,35,1980,7,2,210,2.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
312,José Mauri,it  ITA,MF,Milan,19,1996,5,3,245,2.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
313,Stefano Mauri,it  ITA,"MF,FW",Lazio,35,1980,12,6,505,5.6,1,1,1,0,0,0,0,0.18,0.18,0.36,0.18,0.36
314,Maurício,br  BRA,DF,Lazio,26,1988,24,19,1923,21.4,0,0,0,0,0,14,1,0.00,0.00,0.00,0.00,0.00
315,Jerry Mbakogu,ng  NGA,FW,Carpi,22,1992,24,20,1692,18.8,2,2,1,1,3,2,0,0.11,0.11,0.21,0.05,0.16
316,Ibrahima Mbaye,sn  SEN,DF,Bologna,20,1994,15,11,978,10.9,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00
317,Levan Mchedlidze,ge  GEO,FW,Empoli,25,1990,13,2,321,3.6,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00
318,Gary Medel,cl  CHI,"MF,DF",Inter,27,1987,30,28,2411,26.8,1,1,1,0,0,10,0,0.04,0.04,0.07,0.04,0.07
319,Riccardo Meggiorini,it  ITA,FW,Chievo,29,1985,26,19,1640,18.2,5,7,5,0,0,8,1,0.27,0.38,0.66,0.27,0.66
320,Felipe Melo,br  BRA,MF,Inter,32,1983,26,21,1773,19.7,1,1,1,0,0,7,2,0.05,0.05,0.10,0.05,0.10
321,Jérémy Ménez,fr  FRA,FW,Milan,28,1987,10,2,296,3.3,2,0,1,1,1,1,0,0.61,0.00,0.61,0.30,0.30
322,Alexander Merkel,kz  KAZ,MF,Udinese,23,1992,1,1,57,0.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
323,Dries Mertens,be  BEL,FW,Napoli,28,1987,33,6,1108,12.3,5,5,5,0,0,7,0,0.41,0.41,0.81,0.41,0.81
324,Djamel Mesbah,dz  ALG,DF,Sampdoria,30,1984,7,6,585,6.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
325,Philippe Mexès,fr  FRA,DF,Milan,33,1982,5,4,401,4.5,1,0,1,0,0,4,0,0.22,0.00,0.22,0.22,0.22
326,Giulio Migliaccio,it  ITA,MF,Atalanta,34,1981,18,3,537,6.0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00
327,Sergej Milinković-Savić,rs  SRB,MF,Lazio,20,1995,25,17,1642,18.2,1,0,1,0,0,6,1,0.05,0.00,0.05,0.05,0.05
328,Miranda,br  BRA,DF,Inter,30,1984,32,31,2788,31.0,1,3,1,0,0,7,2,0.03,0.10,0.13,0.03,0.13
329,Antonio Mirante,it  ITA,GK,Bologna,32,1983,33,33,2970,33.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
330,Simone Missiroli,it  ITA,MF,Sassuolo,29,1986,24,22,1832,20.4,2,0,2,0,0,7,1,0.10,0.00,0.10,0.10,0.10
331,Niklas Moisander,fi  FIN,DF,Sampdoria,29,1985,22,19,1779,19.8,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00
332,Cristian Molinaro,it  ITA,MF,Torino,32,1983,27,23,1960,21.8,1,1,1,0,0,4,1,0.05,0.05,0.09,0.05,0.09
333,Gaetano Monachello,it  ITA,FW,Atalanta,21,1994,10,3,360,4.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
334,Riccardo Montolivo,it  ITA,MF,Milan,30,1985,31,31,2680,29.8,0,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03
335,Martín Montoya,es  ESP,DF,Inter,24,1991,3,3,255,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
336,Maximiliano Moralez,ar  ARG,FW,Atalanta,28,1987,17,16,1355,15.1,1,4,1,0,0,2,0,0.07,0.27,0.33,0.07,0.33
337,Vangelis Moras,gr  GRE,DF,Hellas Verona,33,1981,31,30,2750,30.6,1,1,1,0,0,5,1,0.03,0.03,0.07,0.03,0.07
338,Álvaro Morata,es  ESP,FW,Juventus,22,1992,34,16,1441,16.0,7,7,6,1,1,6,1,0.44,0.44,0.87,0.37,0.81
339,Emiliano Moretti,it  ITA,DF,Torino,34,1981,35,35,3150,35.0,1,1,1,0,0,4,0,0.03,0.03,0.06,0.03,0.06
340,Michel Morganella,ch  SUI,"MF,DF",Palermo,26,1989,14,11,1024,11.4,0,1,0,0,0,4,1,0.00,0.09,0.09,0.00,0.09
341,Archimede Morleo,it  ITA,DF,Bologna,31,1983,5,5,397,4.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
342,Ravel Morrison,jm  JAM,MF,Lazio,22,1993,4,0,63,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
343,Anthony Mounier,fr  FRA,"FW,MF",Bologna,27,1987,30,24,1929,21.4,4,2,4,0,0,6,0,0.19,0.09,0.28,0.19,0.28
344,Ezequiel Muñoz,ar  ARG,DF,Genoa,24,1990,18,17,1404,15.6,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00
345,Luis Muriel,co  COL,FW,Sampdoria,24,1991,32,19,1692,18.8,6,5,6,0,0,3,0,0.32,0.27,0.59,0.32,0.59
346,Jeison Murillo,co  COL,DF,Inter,23,1992,34,32,2843,31.6,2,1,2,0,0,6,3,0.06,0.03,0.09,0.06,0.09
347,Yuto Nagatomo,jp  JPN,DF,Inter,28,1986,22,19,1651,18.3,0,0,0,0,0,5,2,0.00,0.00,0.00,0.00,0.00
348,Radja Nainggolan,be  BEL,MF,Roma,27,1988,35,33,2936,32.6,6,1,6,0,0,11,1,0.18,0.03,0.21,0.18,0.21
349,Neto,br  BRA,GK,Juventus,26,1989,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
350,M'Baye Niang,sn  SEN,FW,Milan,20,1994,16,15,1147,12.7,5,4,3,2,2,1,0,0.39,0.31,0.71,0.24,0.55
351,Nikola Ninković,rs  SRB,"FW,MF",Chievo,20,1994,1,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
352,Antonio Nocerino,it  ITA,MF,Milan,30,1985,2,1,65,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
353,Olivier Ntcham,fr  FRA,"MF,FW",Genoa,19,1996,17,11,1000,11.1,0,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09
354,Joel Obi,ng  NGA,MF,Torino,24,1991,10,7,489,5.4,1,0,1,0,0,1,1,0.18,0.00,0.18,0.18,0.18
355,Marios Oikonomou,gr  GRE,DF,Bologna,22,1992,20,17,1619,18.0,0,1,0,0,0,6,1,0.00,0.06,0.06,0.00,0.06
356,Wallace Oliveira,br  BRA,MF,Carpi,21,1994,6,1,162,1.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
357,Ogenyi Onazi,ng  NGA,MF,Lazio,22,1992,15,14,1181,13.1,1,1,1,0,0,2,0,0.08,0.08,0.15,0.08,0.15
