,Id,Name,Age,Nationality,Club,Height,Weight,Value,Wage,Overall,Potential
1172,235634,Ghislain Konan,25,Côte d'Ivoire,Stade de Reims,176,71,€9M,€22K,76,79
1173,235467,Marcelino Moreno,26,Argentina,Atlanta United,168,65,€9M,€9K,76,77
1174,235424,Diadié Samassékou,25,Mali,TSG Hoffenheim,175,70,€9M,€28K,76,79
1175,235036,Wout Faes,23,Belgium,Stade de Reims,187,82,€11M,€20K,76,82
1176,235008,Lucas Robertone,24,Argentina,Unión Deportiva Almería,175,70,€11.5M,€11K,76,81
1177,234833,Florian Müller,23,Germany,VfB Stuttgart,190,88,€8.5M,€16K,76,80
1178,234791,Luan Peres Petroni,26,Brazil,Olympique de Marseille,190,79,€8M,€32K,76,77
1179,234772,Salvador Sánchez Ponce,30,Spain,Cádiz CF,175,64,€7M,€28K,76,76
1180,234686,Jordan Lotomba,22,Switzerland,OGC Nice,177,71,€10M,€24K,76,80
1181,234568,Gedson Carvalho Fernandes,22,Portugal,Çaykur Rizespor,181,71,€12M,€12K,76,82
1182,234505,Evander da Silva Ferreira,23,Brazil,FC Midtjylland,179,76,€11.5M,€24K,76,81
1183,234226,Bruno Viana Willemen Da Silva,26,Brazil,Wuhan FC,187,79,€8.5M,€14K,76,79
1184,234171,Roland Sallai,24,Hungary,Sport-Club Freiburg,183,76,€9.5M,€23K,76,78
1185,234078,Orel Mangala,23,Belgium,VfB Stuttgart,178,82,€11.5M,€23K,76,81
1186,233959,Sebastián Villa,25,Colombia,Boca Juniors,179,71,€9M,€18K,76,77
1187,233866,Odsonne Edouard,23,France,Crystal Palace,187,83,€12M,€46K,76,82
1188,233556,Riccardo Orsolini,24,Italy,Bologna,183,73,€11.5M,€27K,76,81
1189,233531,Yeferson Soteldo,24,Venezuela,Tigres U.A.N.L.,158,55,€11M,€37K,76,80
1190,233260,Alexis Vega,23,Mexico,Club Deportivo Guadalajara,173,77,€12M,€42K,76,82
1191,233084,Nahuel Molina,23,Argentina,Udinese Calcio,175,70,€11M,€14K,76,82
1192,233029,Rodrigo Aliendro,30,Argentina,Club Atlético Colón,180,70,€7M,€15K,76,76
1193,232999,Tyler Adams,22,United States,RB Leipzig,175,72,€10.5M,€46K,76,81
1194,232498,Isaac Palazón Camacho,26,Spain,Rayo Vallecano,169,71,€8M,€20K,76,76
1195,232144,Felix Uduokhai,23,Germany,FC Augsburg,193,89,€10M,€19K,76,81
1196,232099,Marko Grujić,25,Serbia,FC Porto,191,84,€10M,€13K,76,79
1197,231913,Fredrik Aursnes,25,Norway,Feyenoord,179,71,€8.5M,€10K,76,78
1198,231826,Yann Karamoh,22,France,Fatih Karagümrük S.K.,185,77,€11M,€5K,76,80
1199,231627,Umar Sadiq,24,Nigeria,Unión Deportiva Almería,192,75,€11.5M,€12K,76,81
1200,231591,Javier Galán Gil,26,Spain,RC Celta de Vigo,172,70,€8M,€21K,76,77
1201,231227,Niklas Dorsch,23,Germany,FC Augsburg,178,76,€10.5M,€19K,76,81
1202,230978,Taiwo Awoniyi,23,Nigeria,1. FC Union Berlin,183,85,€10.5M,€28K,76,79
1203,230975,Duván Vergara,24,Colombia,CF Monterrey ,175,72,€9.5M,€42K,76,78
1204,230965,Nahitan Nández,25,Uruguay,Cagliari,172,70,€9M,€29K,76,77
1205,230918,Trevoh Chalobah,21,England,Chelsea,191,84,€11M,€53K,76,82
1206,230786,Jose Luís García Vayá,22,Spain,Levante Unión Deportiva,186,73,€12M,€23K,76,82
1207,230475,Adilson Patrick Edrada Pereira,29,Brazil,Santos,176,72,€7.5M,€27K,76,76
1208,230463,Simão Alvin Acunha Bardini,33,Brazil,Clube Atlético Mineiro,178,71,€4.7M,€33K,76,76
1209,230457,Gabriel Jairo Aníbal Rangel,29,Brazil,RB Bragantino,182,77,€6.5M,€17K,76,76
1210,230453,David Jefferson Seijalbo Vaz,25,Brazil,Clube Atlético Mineiro,176,76,€7.5M,€29K,76,76
1211,230425,Rubem Thomas Esteiro Branco,33,Brazil,Palmeiras,179,77,€4.7M,€35K,76,76
1212,230373,Nicolás Evandro Filheiro Stein,25,Brazil,Palmeiras,172,69,€8.5M,€34K,76,76
1213,230348,Erick Sebastião Laforte Medeiros,29,Brazil,Juventude,178,75,€6.5M,€23K,76,76
1214,230328,Pierre Tomás Torres De Faria,37,Brazil,Santos,190,82,€825K,€13K,76,76
1215,230318,Nelson Arturo Reis Lopes,21,Brazil,Ceará Sporting Club,190,88,€8M,€7K,76,79
1216,230317,Fred Marcos Aníbal Dias,29,Brazil,Club Athletico Paranaense,192,90,€5M,€13K,76,76
1217,230280,Antonaldo David Machado Chagas,33,Brazil,Clube Atlético Mineiro,188,82,€3.6M,€30K,76,76
1218,230208,Lúcio Anselmo Corteijo Salazar,33,Brazil,América Futebol Clube,175,71,€3.9M,€16K,76,76
1219,230189,Silas Enaldo Barros de Almeida,29,Brazil,Ceará Sporting Club,177,76,€6.5M,€14K,76,76
1220,230021,Joseph Aidoo,25,Ghana,RC Celta de Vigo,184,80,€10M,€20K,76,81
1221,229980,César Montes,24,Mexico,CF Monterrey ,191,70,€9M,€34K,76,79
1222,229971,Fabien Centonze,25,France,FC Metz,182,75,€9M,€17K,76,79
1223,229942,Axel Disasi,23,France,AS Monaco,190,86,€10M,€34K,76,81
1224,229167,Milot Rashica,25,Kosovo,Norwich City,177,73,€9.5M,€33K,76,78
1225,229153,Levi García,23,Trinidad and Tobago,AEK Athens,182,78,€11M,€1K,76,80
1226,228819,Matías Vargas,24,Argentina,Adana Demirspor,168,66,€10M,€17K,76,79
1227,228747,Oussama Idrissi,25,Morocco,Cádiz CF,175,78,€9M,€26K,76,77
1228,228708,Lucas Martínez Quarta,25,Argentina,Fiorentina,183,78,€10M,€40K,76,81
1229,228414,Matheus Fellipe Costa Pereira,25,Brazil,Al Hilal,175,74,€10M,€35K,76,79
1230,228386,Pape Abou Cissé,25,Senegal,Olympiacos CFP,197,90,€9.5M,€1K,76,80
1231,227562,Lukáš Haraslín,25,Slovakia,AC Sparta Praha,182,71,€10M,€1K,76,79
1232,227528,Braian Romero,30,Argentina,River Plate,176,73,€7.5M,€19K,76,76
1233,227508,Gonzalo Melero Manzanares,27,Spain,Levante Unión Deportiva,183,77,€8M,€26K,76,76
1234,227476,Francisco Soares dos Santos,30,Brazil,Olympiacos CFP,187,82,€7.5M,€2K,76,76
1235,226853,Jeremiah St. Juste,24,Netherlands,1. FSV Mainz 05,184,77,€9.5M,€19K,76,80
1236,226627,Takumi Minamino,26,Japan,Liverpool,174,67,€9M,€88K,76,77
1237,226377,Gonzalo Martínez,28,Argentina,Al Nassr,172,75,€7.5M,€38K,76,76
1238,226229,Thilo Kehrer,24,Germany,Paris Saint-Germain,186,76,€9M,€49K,76,79
1239,226093,Ché Adams,24,Scotland,Southampton,178,70,€11.5M,€46K,76,81
1240,225782,Ainsley Maitland-Niles,23,England,Roma,177,71,€9M,€52K,76,78
1241,225309,Nadiem Amiri,24,Germany,Genoa,180,77,€11M,€38K,76,80
1242,225024,Mason Holgate,24,England,Everton,184,75,€9M,€52K,76,79
1243,224739,Peter Olayinka,25,Nigeria,SK Slavia Praha,188,77,€9M,€1K,76,77
1244,224540,Emmanuel Boateng,25,Ghana,Dalian Professional Football Club,175,70,€10M,€17K,76,79
1245,224520,Ryan Kent,24,England,Rangers FC,172,65,€9.5M,€46K,76,78
1246,224396,Yeimar Gómez Andrade,29,Colombia,Seattle Sounders FC,187,92,€6.5M,€9K,76,76
1247,224158,Sofyan Amrabat,24,Morocco,Fiorentina,185,70,€9M,€36K,76,78
1248,224151,Henry Martín,28,Mexico,Club América,177,83,€7.5M,€48K,76,76
1249,224019,Pedro Chirivella Burgos,24,Spain,FC Nantes,178,66,€10M,€20K,76,80
1250,223898,Paul Bernardoni,24,France,AS Saint-Étienne,190,78,€9M,€14K,76,81
1251,223627,Omar Al Somah,32,Syria,Al Ahli,190,86,€6M,€40K,76,76
1252,222461,Diogo Filipe Rocha Costa,26,Portugal,Vitória de Guimarães,169,69,€8M,€13K,76,76
1253,222390,Unai López Cabrera,25,Spain,Rayo Vallecano,170,69,€10M,€19K,76,79
1254,221909,Jindřich Staněk,25,Czech Republic,FC Viktoria Plzeň,191,93,€7.5M,€800,76,79
1255,221832,Lucas Olaza,26,Uruguay,Elche CF,175,70,€8M,€11K,76,77
1256,221714,Alfredo Morelos,25,Colombia,Rangers FC,177,79,€10.5M,€51K,76,80
1257,221671,Jae Sung Lee,28,Korea Republic,1. FSV Mainz 05,181,74,€7.5M,€25K,76,76
1258,221634,Luciano Acosta,27,Argentina,FC Cincinnati,161,59,€8M,€9K,76,76
1259,221174,Mislav Oršić,28,Croatia,Dinamo Zagreb,179,69,€7.5M,€1K,76,76
1260,221125,Sebastián Driussi,25,Argentina,Austin FC,179,79,€10M,€9K,76,79
1261,220710,Harry Wilson,24,Wales,Fulham,173,70,€10M,€45K,76,79
1262,220570,Jan Bednarek,25,Poland,Southampton,189,77,€9.5M,€42K,76,80
1263,220421,Hassane Kamara,27,Côte d'Ivoire,Watford,168,67,€7M,€44K,76,76
1264,220334,Óscar Romero,28,Paraguay,Boca Juniors,176,74,€7.5M,€18K,76,76
1265,220332,Ángel Romero,28,Paraguay,Cruz Azul,176,73,€7.5M,€62K,76,76
1266,220287,Juan Dinenno,26,Argentina,Club Universidad Nacional,186,83,€9M,€16K,76,77
1267,220196,David Brooks,23,Wales,AFC Bournemouth,180,62,€12M,€33K,76,82
1268,219862,Miguel Borja,28,Colombia,Junior FC,183,87,€7.5M,€5K,76,76
1269,219809,Tiemoué Bakayoko,26,France,AC Milan,189,85,€7M,€74K,76,76
1270,219792,Baptiste Santamaria,26,France,Stade Rennais FC,183,73,€9M,€41K,76,77
1271,219466,Birger Meling,26,Norway,Stade Rennais FC,174,64,€8M,€37K,76,77
1272,219391,Gonzalo Escalante,28,Argentina,Deportivo Alavés,182,76,€6.5M,€47K,76,76
1273,218868,Alejandro Silva,31,Uruguay,Club Olimpia,178,68,€6M,€1K,76,76
1274,216793,Jean-David Beauguel,29,France,FC Viktoria Plzeň,196,98,€7.5M,€1K,76,76
1275,216778,Rúben Afonso Borges Semedo,27,Portugal,FC Porto,189,84,€7.5M,€1K,76,77
1276,216774,Wesley Hoedt,27,Netherlands,RSC Anderlecht,188,77,€7.5M,€21K,76,77
1277,216643,Léo Dubois,26,France,Olympique Lyonnais,178,65,€8M,€48K,76,77
1278,216497,Maximilian Philipp,27,Germany,VfL Wolfsburg,183,79,€8M,€55K,76,76
1279,216447,Álvaro García Rivera,28,Spain,Rayo Vallecano,167,61,€7.5M,€21K,76,76
1280,216350,Arijan Ademi,30,North Macedonia,Dinamo Zagreb,185,79,€6.5M,€900,76,76
1281,216283,Danilo Teodoro Soares,29,Brazil,VfL Bochum 1848,170,72,€6.5M,€23K,76,76
1282,216065,Marco Sportiello,29,Italy,Atalanta,192,87,€5M,€33K,76,76
1283,215785,Keita Baldé,26,Senegal,Cagliari,184,77,€9M,€33K,76,77
1284,215699,Youssouf Sabaly,28,Senegal,Real Betis Balompié,173,67,€7M,€22K,76,76
1285,215689,Andrea Petagna,26,Italy,Napoli,190,85,€9.5M,€56K,76,78
1286,215590,Ayoze Pérez Gutiérrez,27,Spain,Leicester City,178,72,€8M,€83K,76,76
1287,215502,Bartłomiej Drągowski,23,Poland,Fiorentina,188,74,€8M,€28K,76,79
1288,215441,Serhou Guirassy,25,France,Stade Rennais FC,187,82,€10M,€43K,76,79
1289,215135,Leonardo Sigali,34,Argentina,Racing Club,181,74,€2.4M,€17K,76,76
1290,215119,Lucas Romero,27,Argentina,Club Atlético Independiente,167,70,€7M,€14K,76,76
1291,215061,Darío Benedetto,31,Argentina,Boca Juniors,177,75,€6.5M,€19K,76,76
1292,215057,Iván Marcone,31,Argentina,Elche CF,182,79,€5M,€18K,76,76
1293,214491,Luis Quiñones,30,Colombia,Tigres U.A.N.L.,178,66,€7M,€43K,76,76
1294,214373,Antony Silva,37,Paraguay,Puebla FC,190,92,€825K,€5K,76,76
1295,214040,Frank Fabra,30,Colombia,Boca Juniors,174,78,€6.5M,€16K,76,76
1296,214009,Gustavo Cuéllar,28,Colombia,Al Hilal,177,75,€6.5M,€35K,76,76
1297,213951,Helton Brant Aleixo Leite,30,Brazil,SL Benfica,196,92,€5M,€10K,76,76
1298,213874,Thiago Henrique Mendes Ribeiro,29,Brazil,Olympique Lyonnais,177,75,€6.5M,€50K,76,76
1299,213666,Ruben Loftus-Cheek,25,England,Chelsea,191,88,€10M,€78K,76,79
1300,213655,Alex Iwobi,25,Nigeria,Everton,185,75,€9M,€63K,76,77
1301,213135,Divock Origi,26,Belgium,Liverpool,189,88,€9M,€88K,76,77
1302,213013,Frank Acheampong,27,Ghana,Shenzhen FC,170,60,€8M,€14K,76,76
1303,212883,Daniel Amartey,26,Ghana,Leicester City,186,79,€7.5M,€70K,76,77
1304,212715,Sebastián Palacios,29,Argentina,Panathinaikos FC,163,69,€7.5M,€1K,76,76
1305,212678,Ludwig Augustinsson,27,Sweden,Sevilla FC,181,72,€7M,€23K,76,76
1306,212591,Walker Zimmerman,28,United States,Nashville SC,191,89,€7M,€9K,76,77
1307,212269,Riechedly Bazoer,24,Netherlands,Vitesse,184,74,€9.5M,€14K,76,80
1308,212245,Yannick Gerhardt,27,Germany,VfL Wolfsburg,184,81,€8M,€51K,76,76
1309,212230,Iuri José Picanço Medeiros,26,Portugal,SC Braga,174,64,€8.5M,€16K,76,76
1310,212212,Dominik Kohr,27,Germany,1. FSV Mainz 05,183,80,€7.5M,€25K,76,77
1311,212204,Brandon Mechele,28,Belgium,Club Brugge KV,190,79,€7M,€24K,76,77
1312,212127,Darko Lazović,30,Serbia,Hellas Verona,181,66,€7M,€26K,76,76
1313,211575,André Filipe Tavares Gomes,27,Portugal,Everton,188,84,€8M,€66K,76,76
1314,211454,Mohamed Elneny,28,Egypt,Arsenal,179,72,€6.5M,€63K,76,76
1315,211361,Danilo Cataldi,26,Italy,Lazio,180,70,€8M,€45K,76,77
1316,211348,Stole Dimitrievski,27,North Macedonia,Rayo Vallecano,188,84,€7.5M,€15K,76,79
1317,211147,Valentino Lazaro,25,Austria,SL Benfica,180,75,€9M,€71K,76,77
1318,210896,Morgan Sanson,26,France,Aston Villa,180,73,€9M,€56K,76,77
1319,210864,Elseid Hysaj,27,Albania,Lazio,182,70,€7M,€45K,76,76
1320,210648,Ahmed Hegazi,30,Egypt,Al Ittihad,193,88,€6M,€33K,76,76
1321,210602,Salem Al Dawsari,29,Saudi Arabia,Al Hilal,173,71,€7.5M,€41K,76,76
1322,210537,Renato Steffen,29,Switzerland,VfL Wolfsburg,170,65,€7.5M,€53K,76,76
1323,209329,Matheus Dória Macedo,26,Brazil,Santos Laguna,188,82,€8.5M,€20K,76,79
1324,209288,Florent Mollet,29,France,Montpellier Hérault SC,170,67,€7.5M,€26K,76,76
1325,208861,Johan Gastien,33,France,Clermont Foot 63,179,69,€3.7M,€18K,76,76
1326,208498,Munas Dabbur,29,Israel,TSG Hoffenheim,183,78,€7.5M,€36K,76,76
1327,208001,Paulo Otávio Rosa da Silva,26,Brazil,VfL Wolfsburg,174,68,€7.5M,€47K,76,76
1328,207939,Guido Pizarro,31,Argentina,Tigres U.A.N.L.,185,78,€5M,€39K,76,76
1329,207707,Fernando Marçal de Oliveira,32,Brazil,Wolverhampton Wanderers,178,72,€5M,€60K,76,76
1330,207616,Adam Webster,26,England,Brighton & Hove Albion,191,75,€8.5M,€47K,76,79
1331,207554,Viktor Claesson,29,Sweden,F.C. København,183,79,€7.5M,€22K,76,76
1332,207471,Franco Vázquez,32,Argentina,Parma,187,82,€6M,€6K,76,76
1333,207441,Luciano Vietto,27,Argentina,Al Shabab,173,61,€8M,€36K,76,76
1334,206652,Sergio Rico González,27,Spain,RCD Mallorca,196,90,€7M,€46K,76,78
1335,206493,Yunis Abdelhamid,33,Morocco,Stade de Reims,190,83,€3.6M,€23K,76,76
1336,206254,Miroslav Stevanović,30,Bosnia and Herzegovina,Servette FC,180,72,€7M,€21K,76,76
1337,206115,Isaac Hayden,26,England,Newcastle United,185,79,€9M,€34K,76,79
1338,205966,Amin Younes,27,Germany,Ettifaq FC,168,70,€8M,€29K,76,76
1339,205855,Marko Livaja,27,Croatia,Hajduk Split,182,80,€8M,€1K,76,76
1340,205083,Fayçal Fajr,32,Morocco,Demir Grup Sivasspor,179,71,€6M,€19K,76,76
1341,204760,Charlie Taylor,27,England,Burnley,185,70,€7M,€31K,76,76
1342,204451,Koray Günter,26,Germany,Hellas Verona,184,79,€8M,€24K,76,78
1343,204308,Hendrik Van Crombrugge,28,Belgium,RSC Anderlecht,188,88,€6.5M,€18K,76,78
1344,204277,Roque Mesa Quevedo,32,Spain,Real Valladolid CF,172,76,€6M,€12K,76,76
1345,202935,Álvaro González Soberón,31,Spain,Olympique de Marseille,182,75,€5M,€32K,76,76
1346,202851,Gregoire Defrel,30,France,U.S. Sassuolo Calcio,180,79,€7.5M,€33K,76,76
1347,202789,Alexander Schwolow,29,Germany,Hertha BSC,190,84,€6M,€31K,76,78
1348,202562,Jérôme Roussillon,28,France,VfL Wolfsburg,175,80,€7M,€49K,76,76
1349,202493,Aleix Vidal Parreu,31,Spain,RCD Espanyol de Barcelona,177,70,€5.5M,€17K,76,76
1350,202061,Jasmin Kurtić,32,Slovenia,PAOK,186,88,€6M,€1K,76,76
1351,201508,Gastón Ramírez,30,Uruguay,AC Monza,183,78,€7M,€6K,76,76
1352,201505,David López Silva,31,Spain,RCD Espanyol de Barcelona,183,81,€5M,€17K,76,76
1353,201325,Ciprian Tătărușanu,35,Romania,AC Milan,198,90,€825K,€17K,76,76
1354,201046,Riccardo Saponara,29,Italy,Fiorentina,184,73,€7.5M,€52K,76,76
1355,200759,Jeffrey Schlupp,28,Ghana,Crystal Palace,178,72,€7.5M,€51K,76,76
1356,200318,Mark Uth,29,Germany,1. FC Köln,185,72,€7.5M,€28K,76,76
1357,200110,Marco Bizot,30,Netherlands,Stade Brestois 29,193,88,€5M,€15K,76,76
1358,199833,Lars Unnerstall,30,Germany,FC Twente,198,103,€5M,€9K,76,76
1359,199745,Erik Sviatchenko,29,Denmark,FC Midtjylland,184,82,€6.5M,€26K,76,76
1360,199577,Sergi Gómez Solà,29,Spain,RCD Espanyol de Barcelona,185,76,€6.5M,€18K,76,76
1361,199189,Ross Barkley,27,England,Chelsea,186,76,€8M,€81K,76,76
1362,198719,Nathan Redmond,27,England,Southampton,173,69,€8M,€49K,76,76
1363,198451,Daniel Rodríguez Vázquez,33,Spain,RCD Mallorca,178,71,€4.7M,€25K,76,76
1364,198368,Tomás Pina Isla,33,Spain,Deportivo Alavés,184,78,€3.7M,€21K,76,76
1365,198129,Celso Ortiz,32,Paraguay,CF Monterrey ,174,74,€5M,€40K,76,76
1366,197837,Dedryck Boyata,30,Belgium,Hertha BSC,188,84,€6M,€37K,76,76
1367,197813,Jonas Martin,31,France,Stade Rennais FC,184,76,€6M,€41K,76,76
1368,195668,Joel Robles Blázquez,31,Spain,Real Betis Balompié,195,90,€4M,€17K,76,76
1369,193348,Xherdan Shaqiri,29,Switzerland,Chicago Fire Football Club,169,72,€7.5M,€10K,76,76
1370,193290,Martin Braithwaite,30,Denmark,FC Barcelona,177,73,€7.5M,€110K,76,76
1371,193133,Jens Stryger Larsen,30,Denmark,Udinese Calcio,180,82,€6.5M,€16K,76,76
1372,193116,Maxime Gonalons,32,France,Granada CF,187,76,€5M,€21K,76,76
1373,192708,Carlos Eduardo de Oliveira Alves,31,Brazil,Al Ahli,184,74,€6M,€36K,76,76
1374,192641,Kevin Vogt,29,Germany,TSG Hoffenheim,194,87,€6.5M,€31K,76,76
1375,192342,Edwin Cardona,28,Colombia,Racing Club,183,92,€7.5M,€20K,76,76
1376,192045,Luis Rodríguez,30,Mexico,Tigres U.A.N.L.,177,76,€6.5M,€39K,76,76
1377,192041,Néstor Araújo,29,Mexico,RC Celta de Vigo,188,87,€6.5M,€22K,76,76
1378,191180,Javier Pastore,32,Argentina,Elche CF,187,78,€6M,€20K,76,76
1379,190577,Sebastián Blanco,33,Argentina,Portland Timbers,170,68,€4.7M,€9K,76,76
1380,190143,José Ángel Valdés Díaz,31,Spain,CA Osasuna,182,77,€5.5M,€24K,76,76
1381,189456,Liam Cooper,29,Scotland,Leeds United,187,73,€6.5M,€63K,76,76
1382,189454,Damián Díaz,35,Ecuador,Barcelona Sporting Club,173,67,€3.1M,€1K,76,76
1383,189280,Ashley Westwood,31,England,Burnley,175,73,€5M,€31K,76,76
1384,189251,Sebastian Rudy,31,Germany,TSG Hoffenheim,180,74,€6M,€32K,76,76
1385,189165,Jonjo Shelvey,29,England,Newcastle United,184,80,€7.5M,€39K,76,76
1386,189068,Bas Dost,32,Netherlands,Club Brugge KV,196,83,€6M,€27K,76,76
1387,189060,Aleksandar Dragović,30,Austria,,186,84,€0,€0,76,76
1388,188081,Alex Teixeira dos Santos,31,Brazil,Beşiktaş JK,173,68,€6M,€40K,76,76
1389,187800,Mauricio Isla,33,Chile,Universidad Católica,176,75,€3.9M,€12K,76,76
1390,186537,Cristhian Stuani,34,Uruguay,Girona FC,186,76,€3.6M,€14K,76,76
1391,186197,Gaël Kakuta,30,Congo DR,Racing Club de Lens,173,72,€7M,€28K,76,76
1392,186190,Patrick van Aanholt,30,Netherlands,Galatasaray SK,176,67,€6.5M,€45K,76,76
1393,186156,Luke Ayling,29,England,Leeds United,185,72,€6.5M,€63K,76,76
1394,186098,Rodolfo Cota,33,Mexico,Club León,183,86,€2.4M,€18K,76,76
1395,185221,Luiz Gustavo Dias,33,Brazil,Fenerbahçe SK,187,78,€3.7M,€40K,76,76
1396,184703,Luis Montes,35,Mexico,Club León,166,68,€3M,€18K,76,76
1397,184431,Sebastian Giovinco,34,Italy,U.C. Sampdoria,163,61,€3.5M,€20K,76,76
1398,184190,Romain Thomas,33,France,Angers SCO,193,84,€3.6M,€21K,76,76
1399,183285,Mamadou Sakho,31,France,Montpellier Hérault SC,187,83,€5M,€23K,76,76
1400,183130,Marc Albrighton,31,England,Leicester City,175,74,€6M,€76K,76,76
1401,183108,Nordin Amrabat,34,Morocco,AEK Athens,179,77,€3.5M,€1K,76,76
1402,182945,Max-Alain Gradel,33,Côte d'Ivoire,Demir Grup Sivasspor,175,70,€4.7M,€19K,76,76
1403,180826,Luiz Adriano Souza da Silva,34,Brazil,Antalyaspor,184,80,€3.6M,€20K,76,76
1404,179605,Adel Taarabt,32,Morocco,SL Benfica,180,76,€6M,€14K,76,76
1405,178091,Stefano Okaka,31,Italy,İstanbul Başakşehir FK,186,90,€6.5M,€38K,76,76
1406,178088,Juan Manuel Mata García,33,Spain,Manchester United,170,63,€4.7M,€87K,76,76
1407,178007,Miguel Luís Pinto Veloso,35,Portugal,Hellas Verona,180,79,€3M,€20K,76,76
1408,177633,Ángel Luís Rodríguez Díaz,34,Spain,RCD Mallorca,172,68,€3.6M,€27K,76,76
1409,176930,Marcelo Díaz,34,Chile,Club Libertad,166,67,€2.6M,€1K,76,76
1410,176526,Leonardo Burián,37,Uruguay,Club Atlético Colón,188,81,€825K,€7K,76,76
1411,175932,Ritchie De Laet,32,Belgium,Royal Antwerp FC,186,76,€5M,€20K,76,76
1412,175379,Pedro León Sánchez Gil,34,Spain,CF Fuenlabrada,183,73,€3.5M,€9K,76,76
1413,175254,Felipe Caicedo,32,Ecuador,Inter,183,82,€6M,€19K,76,76
1414,173306,Cristian Ansaldi,34,Argentina,Torino F.C.,181,76,€2.8M,€36K,76,76
1415,170597,Tim Krul,33,Netherlands,Norwich City,188,74,€2.4M,€25K,76,76
1416,170320,Lorenzo De Silvestri,33,Italy,Bologna,186,84,€3.9M,€28K,76,76
1417,167959,Marcelo Grohe,34,Brazil,Al Ittihad,188,81,€1.3M,€27K,76,76
1418,167664,Gonzalo Higuaín,33,Argentina,Inter Miami CF,186,89,€4.8M,€10K,76,76
1419,165109,Ștefan Radu,34,Romania,Lazio,183,79,€2.4M,€45K,76,76
1420,164878,Lior Refaelov,35,Israel,RSC Anderlecht,175,70,€3.1M,€17K,76,76
1421,162328,Remko Pasveer,37,Netherlands,Ajax,188,88,€825K,€8K,76,76
1422,161938,Mauro Boselli,36,Argentina,Estudiantes de La Plata,185,75,€2.6M,€12K,76,76
1423,156412,José de Jesús Corona,40,Mexico,Cruz Azul,184,84,€825K,€24K,76,76
1424,152916,Rubens Sambueza,37,Argentina,Club Atlético de San Luis,180,76,€2.4M,€13K,76,76
1425,150724,Joe Hart,34,England,Celtic,196,91,€1.3M,€36K,76,76
1426,142902,Andriy Pyatov,37,Ukraine,Shakhtar Donetsk,190,90,€825K,€500,76,76
1427,20775,Ricardo Andrade Quaresma Bernardo,37,Portugal,Vitória de Guimarães,175,68,€2.4M,€10K,76,76
1428,262138,Castello Lukeba,18,France,Olympique Lyonnais,184,73,€11M,€13K,75,86
1429,261204,Myrto Uzuni,26,Albania,Granada CF,178,64,€6.5M,€22K,75,76
1430,260801,Kiyan Prince,30,England,Queens Park Rangers,188,86,€5.5M,€20K,75,75
1431,260314,Taras Kacharaba,26,Ukraine,SK Slavia Praha,189,79,€6M,€900,75,76
1432,258208,Ondřej Lingr,22,Czech Republic,SK Slavia Praha,175,70,€8.5M,€900,75,80
1433,257771,Josip Juranović,25,Croatia,Celtic,173,68,€7M,€40K,75,78
1434,257290,João Mário Neto Lopes,21,Portugal,FC Porto,178,66,€12M,€9K,75,84
1435,256854,Warmed Omari,21,France,Stade Rennais FC,185,78,€10.5M,€25K,75,82
1436,256268,Armando Broja,19,Albania,Southampton,191,75,€12M,€51K,75,85
1437,256035,Kamaldeen Sulemana,19,Ghana,Stade Rennais FC,174,69,€12M,€22K,75,85
1438,255654,Pierre Kalulu,21,France,AC Milan,179,69,€12M,€22K,75,83
1439,255472,Pedro Victor Delmino da Silva,23,Brazil,Shakhtar Donetsk,171,65,€9M,€900,75,81
1440,255069,Nicolás González Iglesias,19,Spain,FC Barcelona,188,86,€12M,€55K,75,85
1441,254909,Oscar Dorley,22,Liberia,SK Slavia Praha,174,66,€8.5M,€800,75,81
1442,254566,Patrick Wimmer,20,Austria,DSC Arminia Bielefeld,182,77,€12.5M,€17K,75,85
1443,254548,Melvin Bard,20,France,OGC Nice,173,65,€10.5M,€19K,75,82
1444,254470,Luke Thomas,20,England,Leicester City,177,68,€10.5M,€48K,75,82
1445,252935,Leonardo Fernández,22,Uruguay,Deportivo Toluca,166,66,€12.5M,€18K,75,83
1446,252931,Luka Ivanušec,22,Croatia,Dinamo Zagreb,175,76,€11.5M,€800,75,82
1447,252339,Tiago Emanuel Embaló Djaló,21,Portugal,LOSC Lille,190,82,€10.5M,€20K,75,82
1448,252238,Alan Velasco,18,Argentina,FC Dallas,167,63,€12M,€3K,75,85
1449,252143,Daniel Santos Bragança,22,Portugal,Sporting CP,178,71,€12.5M,€11K,75,84
1450,251892,Norberto Gomes Betuncal,23,Portugal,Udinese Calcio,194,88,€9M,€9K,75,81
1451,251528,Zaidu Sanusi,24,Nigeria,FC Porto,182,74,€7.5M,€10K,75,79
1452,251353,Kodjo Fo-Doh Laba,29,Togo,Al Ain FC,183,82,€5.5M,€1K,75,75
1453,251221,Lukáš Kalvach,25,Czech Republic,FC Viktoria Plzeň,183,77,€6.5M,€950,75,77
1454,251217,Jean Lucas de Souza Oliveira,23,Brazil,AS Monaco,181,78,€8.5M,€36K,75,80
1455,248872,Richard Sánchez,25,Paraguay,Club América,170,70,€7.5M,€39K,75,78
1456,248484,Nathan Collins,20,Republic of Ireland,Burnley,193,81,€10.5M,€21K,75,82
1457,248148,Martín Zubimendi Ibáñez,22,Spain,Real Sociedad,181,74,€12.5M,€24K,75,84
