,Id,Name,Age,Nationality,Club,Height,Weight,Value,Wage,Overall,Potential
296,221479,Dominic Calvert-Lewin,24,England,Everton,187,71,€37.5M,€90K,81,85
297,220018,Ante Rebić,27,Croatia,AC Milan,185,78,€27.5M,€54K,81,81
298,217870,Giovanni Di Lorenzo,27,Italy,Napoli,183,83,€25M,€68K,81,81
299,216475,José Luis Morales Nogales,33,Spain,Levante Unión Deportiva,180,70,€16M,€38K,81,81
300,216409,Matteo Politano,27,Italy,Napoli,171,67,€27.5M,€81K,81,81
301,216388,Allan Saint-Maximin,24,France,Newcastle United,173,67,€35M,€46K,81,84
302,216201,Iñaki Williams Arthuer,27,Spain,Athletic Club de Bilbao,186,80,€28M,€39K,81,81
303,215330,Joaquín Correa,26,Argentina,Inter,189,75,€31M,€76K,81,82
304,215316,Gerónimo Rulli,29,Argentina,Villarreal CF,189,84,€17.5M,€33K,81,81
305,214979,Juan Musso,27,Argentina,Atalanta,191,93,€22M,€44K,81,82
306,213331,Jonathan Tah,25,Germany,Bayer 04 Leverkusen,195,98,€30.5M,€54K,81,84
307,212442,José Pedro Malheiro de Sá,28,Portugal,Wolverhampton Wanderers,192,84,€20.5M,€74K,81,82
308,211990,Odisseas Vlachodimos,27,Greece,SL Benfica,191,78,€23.5M,€14K,81,83
309,211748,Kerem Demirbay,27,Germany,Bayer 04 Leverkusen,183,73,€27.5M,€62K,81,81
310,211256,Nicolás Tagliafico,28,Argentina,Ajax,172,65,€23.5M,€22K,81,81
311,210413,Alessio Romagnoli,26,Italy,AC Milan,185,75,€24.5M,€46K,81,81
312,210385,Rui Tiago Dantas da Silva,27,Portugal,Real Betis Balompié,191,91,€25.5M,€24K,81,84
313,210008,Adrien Rabiot,26,France,Juventus,192,80,€30M,€87K,81,82
314,209519,Gaëtan Laborde,27,France,Stade Rennais FC,181,78,€28M,€63K,81,81
315,208618,Lucas Vázquez Iglesias,30,Spain,Real Madrid CF,173,70,€22M,€140K,81,81
316,208448,Emil Forsberg,29,Sweden,RB Leipzig,177,76,€25.5M,€87K,81,81
317,208330,Adnan Januzaj,26,Belgium,Real Sociedad,186,75,€28M,€45K,81,81
318,205686,Téji Savanier,29,France,Montpellier Hérault SC,172,69,€25.5M,€38K,81,81
319,205678,Edin Višća,31,Bosnia and Herzegovina,Trabzonspor,172,63,€21.5M,€41K,81,81
320,205569,James Ward-Prowse,26,England,Southampton,173,66,€30M,€69K,81,82
321,204935,Jordan Pickford,27,England,Everton,185,77,€23.5M,€70K,81,83
322,204923,Marcel Sabitzer,27,Austria,FC Bayern München,178,76,€27.5M,€83K,81,81
323,204638,Willi Orban,28,Hungary,RB Leipzig,186,87,€22M,€79K,81,81
324,204525,Iñigo Martínez Berridi,30,Spain,Athletic Club de Bilbao,182,77,€21M,€33K,81,81
325,204311,Kurt Zouma,26,France,West Ham United,190,95,€30M,€75K,81,84
326,203841,Nick Pope,29,England,Burnley,199,76,€17.5M,€38K,81,81
327,203486,Thorgan Hazard,28,Belgium,Borussia Dortmund,175,71,€26M,€69K,81,81
328,203263,Harry Maguire,28,England,Manchester United,194,100,€24.5M,€120K,81,82
329,202648,Sergi Darder Moll,27,Spain,RCD Espanyol de Barcelona,180,71,€27.5M,€27K,81,81
330,201153,Álvaro Borja Morata Martín,28,Spain,Juventus,190,84,€26.5M,€71K,81,81
331,200949,Lucas Rodrigues M. Silva,28,Brazil,Tottenham Hotspur,174,70,€26M,€115K,81,81
332,200724,José Ignacio Fernández Iglesias,31,Spain,Real Madrid CF,180,76,€17.5M,€140K,81,81
333,200610,Kevin Volland,28,Germany,AS Monaco,179,85,€26.5M,€70K,81,81
334,199914,Allan Marques Loureiro,30,Brazil,Everton,175,74,€21.5M,€86K,81,81
335,199823,José Gómez Campaña,28,Spain,Levante Unión Deportiva,179,70,€25.5M,€39K,81,81
336,198950,Pablo Sarabia García,29,Spain,Sporting CP,174,70,€25.5M,€100K,81,81
337,194404,Norberto Murara Neto,31,Brazil,FC Barcelona,190,84,€13.5M,€105K,81,81
338,193283,Thomas Delaney,29,Denmark,Sevilla FC,182,79,€22M,€34K,81,81
339,193165,Jesús Corona,28,Mexico,Sevilla FC,173,66,€26M,€37K,81,81
340,193105,Alphonse Areola,28,France,West Ham United,195,94,€22M,€69K,81,83
341,192883,Henrikh Mkhitaryan,32,Armenia,Roma,177,75,€20.5M,€69K,81,81
342,192563,Bernd Leno,29,Germany,Arsenal,190,83,€17.5M,€74K,81,81
343,192366,Nicolás Otamendi,33,Argentina,SL Benfica,183,76,€12.5M,€18K,81,81
344,192318,Mario Götze,29,Germany,PSV,176,71,€25.5M,€26K,81,81
345,191043,Alex Sandro Lobo Silva,30,Brazil,Juventus,180,80,€22M,€80K,81,81
346,190815,Daley Blind,31,Netherlands,Ajax,180,72,€18.5M,€21K,81,81
347,188152,Oscar dos Santos Emboaba,29,Brazil,Shanghai Port FC,179,70,€25.5M,€35K,81,81
348,187598,Rafael Tolói,30,Italy,Atalanta,185,75,€21M,€55K,81,81
349,184200,Marko Arnautović,32,Austria,Bologna,192,83,€21M,€48K,81,81
350,181872,Arturo Vidal,34,Chile,Inter,180,75,€12M,€105K,81,81
351,180206,Miralem Pjanić,31,Bosnia and Herzegovina,Beşiktaş JK,178,72,€21M,€145K,81,81
352,178509,Olivier Giroud,34,France,AC Milan,192,93,€12.5M,€54K,81,81
353,178086,Antonio Adán Garrido,34,Spain,Sporting CP,190,94,€4.4M,€14K,81,81
354,173731,Gareth Bale,31,Wales,Los Angeles FC,185,82,€21.5M,€14K,81,81
355,172871,Jan Vertonghen,34,Belgium,SL Benfica,189,86,€8.5M,€18K,81,81
356,169416,Carlos Vela,32,Mexico,Los Angeles FC,177,77,€20.5M,€14K,81,81
357,162347,João Filipe Moutinho,34,Portugal,Wolverhampton Wanderers,170,61,€12M,€95K,81,81
358,157481,Raúl Albiol Tortajada,35,Spain,Villarreal CF,190,82,€7M,€27K,81,81
359,156519,Héctor Herrera,31,Mexico,Houston Dynamo,185,78,€21M,€13K,81,81
360,153244,André-Pierre Gignac,35,France,Tigres U.A.N.L.,189,85,€11M,€50K,81,81
361,135507,Fernando Luiz Rosa,36,Brazil,Manchester City,179,67,€5M,€86K,81,81
362,45186,Joaquín Sánchez Rodríguez,39,Spain,Real Betis Balompié,179,75,€8.5M,€23K,81,81
363,252145,Nuno Alexandre Tavares Mendes,19,Portugal,Paris Saint-Germain,176,70,€43.5M,€9K,80,88
364,247851,Bruno Guimarães Moura,23,Brazil,Newcastle United,182,74,€31.5M,€43K,80,85
365,247819,Nico Schlotterbeck,21,Germany,Sport-Club Freiburg,191,86,€31M,€23K,80,86
366,247394,Dejan Kulusevski,21,Sweden,Tottenham Hotspur,186,75,€34M,€67K,80,86
367,247263,Edmond Tapsoba,22,Burkina Faso,Bayer 04 Leverkusen,194,85,€31M,€46K,80,86
368,245279,Sergio Reguilón Rodríguez,24,Spain,Tottenham Hotspur,178,68,€26.5M,€74K,80,83
369,244470,Vladimír Coufal,28,Czech Republic,West Ham United,175,76,€19M,€73K,80,80
370,244369,Viktor Tsygankov,23,Ukraine,Dynamo Kyiv,178,72,€32M,€1K,80,85
371,243812,Rodrygo Silva de Goes,20,Brazil,Real Madrid CF,174,64,€42M,€120K,80,87
372,243576,Pedro Antonio Porro Sauceda,21,Spain,Sporting CP,176,71,€40.5M,€80K,80,87
373,241788,Mehdi Taremi,28,Iran,FC Porto,187,83,€21.5M,€20K,80,80
374,241671,Dominik Livaković,26,Croatia,Dinamo Zagreb,187,79,€21M,€950,80,83
375,240709,Ridle Baku,23,Germany,VfL Wolfsburg,176,75,€32M,€59K,80,85
376,240273,Emile Smith Rowe,20,England,Arsenal,182,72,€42M,€65K,80,87
377,239580,Gleison Bremer Silva Nascimento,24,Brazil,Torino F.C.,188,82,€29M,€41K,80,85
378,239301,Lisandro Martínez,23,Argentina,Ajax,178,77,€29M,€17K,80,85
379,239231,Marc Cucurella Saseta,22,Spain,Brighton & Hove Albion,172,66,€30M,€53K,80,85
380,238067,Nicolò Zaniolo,21,Italy,Roma,190,79,€47.5M,€49K,80,88
381,237678,Ibrahima Konaté,22,France,Liverpool,194,95,€44.5M,€85K,80,88
382,236987,Boubacar Kamara,21,France,Olympique de Marseille,184,68,€31M,€30K,80,86
383,236791,Antonín Barák,26,Czech Republic,Hellas Verona,190,86,€25M,€38K,80,81
384,236786,Martin Terrier,24,France,Stade Rennais FC,184,73,€29M,€52K,80,83
385,236496,Mattéo Guendouzi,22,France,Olympique de Marseille,185,68,€33.5M,€77K,80,86
386,236403,Evan Ndicka,21,France,Eintracht Frankfurt,192,82,€29.5M,€23K,80,85
387,234742,Harvey Barnes,23,England,Leicester City,180,66,€29M,€88K,80,83
388,233306,Dean Henderson,24,England,Manchester United,188,85,€24M,€70K,80,84
389,233195,Xaver Schlager,23,Austria,VfL Wolfsburg,174,76,€27.5M,€53K,80,84
390,232730,Daichi Kamada,24,Japan,Eintracht Frankfurt,184,76,€27.5M,€31K,80,82
391,232665,Mauro Arambarri,25,Uruguay,Getafe CF,175,74,€28.5M,€31K,80,85
392,230767,Renato Júnior Luz Sanches,23,Portugal,LOSC Lille,176,70,€33M,€38K,80,86
393,230313,Tony Josimar Abranjes Meneses,33,Brazil,Internacional,179,80,€10M,€32K,80,80
394,230271,Laureano Thomas Santeiro Marre,21,Brazil,Fluminense,171,63,€25M,€23K,80,80
395,230204,Héniton Enaldo Pires Tramontino,25,Brazil,Flamengo,182,74,€17M,€33K,80,80
396,230201,Maikel Renan Catarino Fagundes,25,Brazil,Sport Club Corinthians Paulista,177,75,€21M,€33K,80,80
397,229880,Aaron Wan-Bissaka,23,England,Manchester United,183,72,€26.5M,€90K,80,83
398,229582,Gianluca Mancini,25,Italy,Roma,190,77,€25M,€52K,80,83
399,227950,Yeray Álvarez López,26,Spain,Athletic Club de Bilbao,182,79,€23M,€31K,80,82
400,227290,Marko Dmitrović,29,Serbia,Sevilla FC,194,94,€16M,€26K,80,81
401,226300,Uğurcan Çakır,25,Turkey,Trabzonspor,191,82,€24.5M,€24K,80,85
402,226226,Giovani Lo Celso,25,Argentina,Villarreal CF,177,68,€27.5M,€90K,80,83
403,226221,Aritz Elustondo,27,Spain,Real Sociedad,180,71,€22.5M,€36K,80,82
404,226166,Nordi Mukiele,23,France,RB Leipzig,187,84,€28M,€61K,80,84
405,226110,Nicolas Pépé,26,Côte d'Ivoire,Arsenal,183,73,€25M,€88K,80,81
406,225953,Steven Bergwijn,23,Netherlands,Tottenham Hotspur,178,78,€29M,€90K,80,83
407,225201,Alejandro Berenguer Remiro,25,Spain,Athletic Club de Bilbao,175,73,€25M,€32K,80,81
408,224309,Joan Jordán Moreno,26,Spain,Sevilla FC,183,74,€24.5M,€33K,80,81
409,224179,Borja Iglesias Quintás,28,Spain,Real Betis Balompié,187,86,€21.5M,€34K,80,80
410,223689,Wout Weghorst,28,Netherlands,Burnley,197,84,€21.5M,€51K,80,80
411,223273,Mario Pašalić,26,Croatia,Atalanta,188,82,€23M,€56K,80,80
412,222558,Rick Karsdorp,26,Netherlands,Roma,184,80,€21M,€54K,80,80
413,222331,Lukas Klostermann,25,Germany,RB Leipzig,187,88,€23.5M,€67K,80,82
414,221660,Victor Lindelöf,26,Sweden,Manchester United,187,80,€23M,€105K,80,82
415,220971,Naby Keïta,26,Guinea,Liverpool,172,64,€24.5M,€110K,80,81
416,220440,Clément Lenglet,26,France,FC Barcelona,186,81,€24.5M,€125K,80,83
417,220093,Hans Hateboer,27,Netherlands,Atalanta,185,72,€20.5M,€51K,80,80
418,219683,Corentin Tolisso,26,France,FC Bayern München,181,81,€23M,€78K,80,80
419,218339,Mahmoud Dahoud,25,Germany,Borussia Dortmund,178,68,€26.5M,€59K,80,82
420,217940,Dakonam Djené,29,Togo,Getafe CF,178,72,€17.5M,€34K,80,80
421,217036,Alexandre Moreno Lopera,28,Spain,Real Betis Balompié,179,68,€19M,€29K,80,80
422,216320,Seko Fofana,26,Côte d'Ivoire,Racing Club de Lens,185,74,€24.5M,€37K,80,81
423,216189,Ander Capa Rodríguez,29,Spain,Athletic Club de Bilbao,175,75,€18.5M,€32K,80,80
424,215223,Walter Benítez,28,Argentina,OGC Nice,191,93,€18M,€32K,80,82
425,214097,Benjamin Bourigeaud,27,France,Stade Rennais FC,178,68,€22.5M,€59K,80,80
426,214047,Mateus Uribe,30,Colombia,FC Porto,182,71,€20M,€18K,80,80
427,213955,Sardar Azmoun,26,Iran,Bayer 04 Leverkusen,186,78,€25M,€63K,80,81
428,212462,Alex Nicolao Telles,28,Brazil,Manchester United,181,71,€19M,€110K,80,80
429,212096,Vincenzo Grifo,28,Italy,Sport-Club Freiburg,180,76,€21M,€37K,80,80
430,211300,Anthony Martial,25,France,Sevilla FC,184,76,€28.5M,€120K,80,83
431,210930,Carles Gil Pareja,28,Spain,New England Revolution,170,66,€21M,€13K,80,80
432,210463,Darwin Machís,28,Venezuela,Granada CF,174,74,€21M,€31K,80,80
433,210455,Jonathan Castro Otto,27,Spain,Wolverhampton Wanderers,170,70,€20.5M,€81K,80,80
434,210324,Jonas Hofmann,28,Germany,Borussia Mönchengladbach,176,73,€21M,€37K,80,80
435,209960,Fernando Pacheco Flores,29,Spain,Deportivo Alavés,186,81,€16M,€25K,80,81
436,209846,Christian Günter,28,Germany,Sport-Club Freiburg,184,83,€19M,€34K,80,80
437,209297,Frederico de Paula Santos,28,Brazil,Manchester United,169,62,€21M,€120K,80,80
438,208596,Andrea Belotti,27,Italy,Torino F.C.,181,84,€23M,€57K,80,80
439,208461,Marten de Roon,30,Netherlands,Atalanta,185,76,€17.5M,€51K,80,80
440,208421,Saúl Ñíguez Esclápez,26,Spain,Chelsea,184,75,€24.5M,€58K,80,81
441,207439,Leandro Paredes,27,Argentina,Paris Saint-Germain,180,75,€21.5M,€76K,80,81
442,206585,Kepa Arrizabalaga,26,Spain,Chelsea,186,88,€21M,€80K,80,83
443,206511,Maximilian Arnold,27,Germany,VfL Wolfsburg,184,74,€21.5M,€62K,80,81
444,205659,Alessio Cragno,27,Italy,Cagliari,184,78,€18M,€30K,80,81
445,205070,Cristian Portugues Manzanera,29,Spain,Real Sociedad,167,66,€20.5M,€44K,80,80
446,204120,Tomáš Vaclík,32,Czech Republic,Olympiacos CFP,188,85,€10.5M,€1K,80,80
447,203890,Šime Vrsaljko,29,Croatia,Atlético de Madrid,181,76,€18.5M,€56K,80,80
448,202695,James Tarkowski,28,England,Burnley,188,81,€18M,€43K,80,80
449,202651,Jesús Joaquín Fernández Sáez,27,Spain,Sevilla FC,176,70,€22.5M,€36K,80,80
450,202335,Eric Dier,27,England,Tottenham Hotspur,190,90,€21M,€86K,80,81
451,202024,Remo Freuler,29,Switzerland,Atalanta,181,80,€20.5M,€58K,80,80
452,201519,Jordan Veretout,28,France,Roma,177,67,€18.5M,€57K,80,80
453,201119,Ismaily Gonçalves dos S.,31,Brazil,Shakhtar Donetsk,177,82,€15.5M,€1K,80,80
454,201095,Agustín Marchesín,33,Argentina,FC Porto,188,84,€7M,€13K,80,80
455,200888,Danilo Luís Hélio Pereira,29,Portugal,Paris Saint-Germain,188,83,€18M,€79K,80,80
456,200454,Francisco Alcácer García,27,Spain,Villarreal CF,175,70,€23M,€42K,80,80
457,199987,Jasper Cillessen,32,Netherlands,Valencia CF,185,83,€10.5M,€31K,80,80
458,199564,Sergio Roberto Carnicer,29,Spain,FC Barcelona,178,68,€18.5M,€130K,80,80
459,199304,Danilo Luiz da Silva,29,Brazil,Juventus,184,78,€18.5M,€78K,80,80
460,199254,João Pedro G. Santos Galvão,29,Italy,Cagliari,184,73,€21M,€46K,80,80
461,199042,Charles Aránguiz,32,Chile,Bayer 04 Leverkusen,171,68,€14M,€53K,80,80
462,198141,Marc Bartra Aregall,30,Spain,Real Betis Balompié,184,73,€17.5M,€28K,80,80
463,198031,Sérgio Miguel Relvas de Oliveira,29,Portugal,Roma,181,78,€20.5M,€19K,80,80
464,198009,Mattia Perin,28,Italy,Juventus,188,77,€16.5M,€64K,80,81
465,197242,Grzegorz Krychowiak,31,Poland,AEK Athens,186,78,€15M,€2K,80,80
466,195859,Danny Ings,28,England,Aston Villa,178,73,€21.5M,€84K,80,80
467,195365,Kevin Kampl,30,Slovenia,RB Leipzig,178,66,€20M,€78K,80,80
468,193983,Andy Delort,29,Algeria,OGC Nice,181,83,€21M,€46K,80,80
469,192638,Marcos Alonso Mendoza,30,Spain,Chelsea,188,85,€18M,€100K,80,80
470,191740,Ander Herrera Agüera,31,Spain,Paris Saint-Germain,182,71,€17.5M,€83K,80,80
471,190717,Michail Antonio,31,Jamaica,West Ham United,178,82,€18M,€83K,80,80
472,190674,Benjamin André,30,France,LOSC Lille,180,74,€17.5M,€40K,80,80
473,189271,Francis Coquelin,30,France,Villarreal CF,176,74,€20M,€39K,80,80
474,187072,Lars Stindl,32,Germany,Borussia Mönchengladbach,181,80,€16.5M,€36K,80,80
475,184941,Alexis Sánchez,32,Chile,Inter,168,62,€17M,€105K,80,80
476,183907,Jérôme Boateng,32,Germany,Olympique Lyonnais,190,94,€13.5M,€64K,80,80
477,183855,Angelo Ogbonna,33,Italy,West Ham United,191,86,€10M,€70K,80,80
478,183574,Max Kruse,33,Germany,VfL Wolfsburg,180,76,€13.5M,€74K,80,80
479,182494,Fernando Muslera,35,Uruguay,Galatasaray SK,190,74,€2.3M,€32K,80,80
480,178750,Sergio Asenjo Andrés,32,Spain,Villarreal CF,189,87,€10.5M,€29K,80,80
481,177413,Axel Witsel,32,Belgium,Borussia Dortmund,186,81,€14M,€57K,80,80
482,173426,Simon Mignolet,33,Belgium,Club Brugge KV,193,87,€7M,€24K,80,80
483,172522,Daniel Wass,32,Denmark,Atlético de Madrid,181,74,€16.5M,€58K,80,80
484,171877,Marek Hamšík,33,Slovakia,Trabzonspor,183,73,€13M,€35K,80,80
485,171791,José Miguel da Rocha Fonte,37,Portugal,LOSC Lille,191,84,€3.8M,€28K,80,80
486,171579,Raúl García Escudero,34,Spain,Athletic Club de Bilbao,184,83,€10.5M,€36K,80,80
487,163489,Andrea Consigli,34,Italy,U.S. Sassuolo Calcio,189,82,€3.6M,€30K,80,80
488,140233,Guillermo Ochoa,35,Mexico,Club América,185,78,€2.3M,€27K,80,80
489,1179,Gianluigi Buffon,43,Italy,Parma,192,92,€2.3M,€3K,80,80
490,256790,Jamal Musiala,18,Germany,FC Bayern München,180,68,€37M,€26K,79,89
491,253124,Matheus Luiz Nunes,22,Portugal,Sporting CP,183,76,€35.5M,€15K,79,86
492,253072,Darwin Núñez,22,Uruguay,SL Benfica,187,81,€39.5M,€16K,79,87
493,253004,Anssumane Fati,18,Spain,FC Barcelona,178,66,€37M,€56K,79,90
494,251809,Sven Botman,21,Netherlands,LOSC Lille,195,81,€25.5M,€27K,79,85
495,251805,Jurriën Timber,20,Netherlands,Ajax,179,77,€36M,€13K,79,88
496,251517,Joško Gvardiol,19,Croatia,RB Leipzig,185,80,€35.5M,€35K,79,89
497,248243,Eduardo Camavinga,18,France,Real Madrid CF,182,68,€37M,€48K,79,89
498,246646,Maxence Caqueret,21,France,Olympique Lyonnais,174,63,€26M,€43K,79,85
499,245037,Eric García Martret,20,Spain,FC Barcelona,182,76,€24.5M,€84K,79,85
500,244749,Nayef Aguerd,25,Morocco,Stade Rennais FC,188,76,€22M,€45K,79,83
501,244263,Amir Rrahmani,27,Kosovo,Napoli,192,83,€18.5M,€60K,79,81
502,244261,Lovro Majer,23,Croatia,Stade Rennais FC,179,75,€26.5M,€45K,79,84
503,243715,William Saliba,20,France,Olympique de Marseille,192,85,€36M,€55K,79,87
504,243630,Jonathan David,21,Canada,LOSC Lille,180,77,€28.5M,€34K,79,85
505,243559,Jorge de Frutos Sebastián,24,Spain,Levante Unión Deportiva,176,71,€24M,€29K,79,82
506,241771,Anthony Nwakaeme,32,Nigeria,Trabzonspor,185,80,€14M,€36K,79,79
507,241095,Nikola Vlašić,23,Croatia,West Ham United,178,79,€26.5M,€63K,79,84
508,240900,Unai Núñez Gestoso,24,Spain,Athletic Club de Bilbao,186,81,€22.5M,€25K,79,83
509,240753,Amine Gouiri,21,France,OGC Nice,180,72,€36M,€32K,79,86
510,240679,Teun Koopmeiners,23,Netherlands,Atalanta,183,77,€25M,€46K,79,83
511,240243,Matheus Santos Carneiro Da Cunha,22,Brazil,Atlético de Madrid,184,76,€28.5M,€53K,79,85
512,239433,Nemanja Maksimović,26,Serbia,Getafe CF,189,78,€20.5M,€30K,79,82
513,239207,Maximiliano Gómez,24,Uruguay,Valencia CF,186,84,€24.5M,€38K,79,82
514,239093,Jonathan Clauss,28,France,Racing Club de Lens,178,67,€16M,€34K,79,79
515,238041,Tyrell Malacia,21,Netherlands,Feyenoord,169,67,€26.5M,€10K,79,85
516,237942,Pervis Estupiñán,23,Ecuador,Villarreal CF,175,78,€23.5M,€29K,79,83
517,236772,Dominik Szoboszlai,20,Hungary,RB Leipzig,186,74,€38.5M,€54K,79,87
518,236703,David Raum,23,Germany,TSG Hoffenheim,180,75,€23.5M,€32K,79,83
519,236632,David Neres Campos,24,Brazil,Shakhtar Donetsk,176,71,€24M,€1K,79,82
520,236610,Moise Kean,21,Italy,Juventus,182,72,€39.5M,€69K,79,87
521,236572,Owen Wijndal,21,Netherlands,AZ Alkmaar,176,65,€25M,€10K,79,84
522,236355,Luiz Felipe Ramos Marchi,24,Italy,Lazio,187,80,€24M,€48K,79,84
523,236276,Arnaut Danjuma,24,Netherlands,Villarreal CF,178,74,€24M,€32K,79,82
524,235889,Cengiz Ünder,23,Turkey,Olympique de Marseille,173,66,€24M,€54K,79,82
525,235844,Edson Álvarez,23,Mexico,Ajax,187,73,€24.5M,€16K,79,84
526,235688,Lucas Veríssimo da Silva,25,Brazil,SL Benfica,188,77,€23M,€15K,79,84
527,235569,Tanguy Ndombele,24,France,Olympique Lyonnais,179,76,€26.5M,€77K,79,84
528,235374,Manuel Lazzari,27,Italy,Lazio,174,67,€17M,€56K,79,79
529,235173,Ibrahim Sangaré,23,Côte d'Ivoire,PSV,191,77,€25.5M,€18K,79,85
530,234906,Houssem Aouar,23,France,Olympique Lyonnais,175,70,€26.5M,€57K,79,84
531,233738,Igor Zubeldia Elorza,24,Spain,Real Sociedad,181,73,€24M,€29K,79,84
532,233500,Luis Sinisterra,22,Colombia,Feyenoord,172,60,€35.5M,€14K,79,86
533,233486,Robin Le Normand,24,France,Real Sociedad,187,81,€24M,€29K,79,84
534,232432,Luka Jović,23,Serbia,Real Madrid CF,182,85,€27M,€130K,79,84
535,232229,Justin Bijlow,23,Netherlands,Feyenoord,188,76,€30M,€9K,79,86
536,232119,Çağlar Söyüncü,25,Turkey,Leicester City,185,82,€19.5M,€84K,79,81
537,231936,Benjamin White,23,England,Arsenal,185,77,€32.5M,€65K,79,86
538,231691,Alban Lafont,22,France,FC Nantes,196,90,€23M,€20K,79,85
539,231447,Donyell Malen,22,Netherlands,Borussia Dortmund,178,77,€28.5M,€56K,79,85
540,231340,Gonzalo Montiel,24,Argentina,Sevilla FC,175,70,€22M,€25K,79,82
541,231102,Ludovic Blas,23,France,FC Nantes,180,70,€25M,€28K,79,83
542,230498,Luan Vágner Boas Macedo,21,Brazil,Santos,176,73,€21M,€27K,79,79
543,230312,Bernard Gabriel Prestão Chaves,29,Brazil,Internacional,186,80,€12M,€26K,79,79
544,230251,Melvin Luan Parrela Porfírio,21,Brazil,RB Bragantino,188,88,€18.5M,€15K,79,79
545,230234,Everton Jorge Andrade Zanon,25,Brazil,Fluminense,177,75,€17M,€26K,79,79
546,230216,Adnan Claudiano Vidual Machado,29,Brazil,Internacional,175,70,€15.5M,€32K,79,79
547,230184,Ronaldo Diego Esler Domingues,21,Brazil,Fortaleza,168,65,€19M,€12K,79,79
548,229857,Stefano Sensi,25,Italy,U.C. Sampdoria,168,62,€23M,€89K,79,82
549,229752,Djibril Sow,24,Switzerland,Eintracht Frankfurt,184,76,€24M,€29K,79,82
550,228881,Davide Calabria,24,Italy,AC Milan,177,70,€22M,€35K,79,82
551,228520,Ezequiel Ávila,27,Argentina,CA Osasuna,172,81,€19M,€36K,79,79
552,227813,Oleksandr Zinchenko,24,Ukraine,Manchester City,175,64,€22M,€90K,79,82
553,227678,Ezri Konsa,23,England,Aston Villa,183,77,€32.5M,€55K,79,86
554,227535,Rodrigo Bentancur,24,Uruguay,Tottenham Hotspur,187,78,€25M,€77K,79,83
555,227236,André-Franck Zambo Anguissa,25,Cameroon,Napoli,184,78,€23M,€62K,79,82
556,227174,Matty Cash,23,Poland,Aston Villa,179,74,€23.5M,€55K,79,83
557,226851,Benjamin Pavard,25,France,FC Bayern München,186,81,€21.5M,€64K,79,82
558,226456,Pablo Fornals Malla,25,Spain,West Ham United,178,67,€23M,€69K,79,82
559,226162,Emiliano Buendía,24,Argentina,Aston Villa,172,65,€24M,€61K,79,82
560,225663,Alexandr Golovin,25,Russia,AS Monaco,180,69,€24.5M,€53K,79,83
561,225341,David García Zubiria,27,Spain,CA Osasuna,185,72,€18.5M,€30K,79,81
562,225126,Ellyes Skhiri,26,Tunisia,1. FC Köln,185,74,€19.5M,€31K,79,81
563,224371,Jarrod Bowen,24,England,West Ham United,175,70,€24M,€63K,79,82
564,224031,Adam Marušić,28,Montenegro,Lazio,185,85,€16M,€59K,79,79
565,224003,Sergio Herrera Pirón,28,Spain,CA Osasuna,192,82,€15M,€26K,79,81
566,223959,Lucas Torreira,25,Uruguay,Fiorentina,166,60,€20M,€73K,79,81
567,223816,Jonathan Rodríguez,27,Uruguay,Al Nassr,177,79,€19M,€50K,79,79
568,223249,Gabriel Arias,33,Chile,Racing Club,188,82,€5.5M,€18K,79,79
569,222501,Timothy Castagne,25,Belgium,Leicester City,185,80,€20M,€84K,79,81
570,222028,Julian Weigl,25,Germany,SL Benfica,186,80,€23M,€16K,79,82
571,221363,Donny van de Beek,24,Netherlands,Everton,184,74,€26.5M,€95K,79,84
572,221087,Pau López Sabata,26,Spain,Olympique de Marseille,189,77,€17.5M,€33K,79,82
573,220793,Davinson Sánchez,25,Colombia,Tottenham Hotspur,187,81,€18.5M,€77K,79,80
574,220673,Renato Tapia,25,Peru,RC Celta de Vigo,185,80,€22M,€25K,79,83
575,220407,Martin Dúbravka,32,Slovakia,Newcastle United,190,80,€8.5M,€35K,79,79
576,220253,Munir El Haddadi,25,Morocco,Sevilla FC,175,69,€21M,€33K,79,80
577,219789,Hamari Traoré,29,Mali,Stade Rennais FC,175,71,€15.5M,€49K,79,79
578,219733,Ludovic Ajorque,27,France,RC Strasbourg Alsace,197,92,€19M,€32K,79,79
579,216531,João Paulo Dias Fernandes,28,Portugal,Sporting CP,187,88,€18M,€19K,79,79
580,216435,Stanislav Lobotka,26,Slovakia,Napoli,170,64,€18.5M,€60K,79,80
581,216150,Davide Zappacosta,29,Italy,Atalanta,182,75,€15.5M,€51K,79,79
582,215270,Lucas Zelarayán,29,Armenia,Columbus Crew,172,70,€17M,€12K,79,79
583,214584,Franco Armani,34,Argentina,River Plate,189,88,€3M,€16K,79,79
584,213956,Adama Traoré Diarra,25,Spain,FC Barcelona,178,86,€21M,€87K,79,80
585,213516,Ricardo Jorge da Luz Horta,26,Portugal,SC Braga,173,63,€21M,€20K,79,80
586,212814,João Mário N. Costa Eduardo,28,Portugal,SL Benfica,179,73,€17.5M,€18K,79,79
587,212404,Federico Bernardeschi,27,Italy,Juventus,185,77,€18.5M,€77K,79,79
588,212382,Paul Ebere Onuachu,27,Nigeria,KRC Genk,201,93,€19M,€23K,79,79
589,212242,Robert Andrich,26,Germany,Bayer 04 Leverkusen,187,83,€18.5M,€50K,79,80
590,212151,Thomas Strakosha,26,Albania,Lazio,193,78,€17.5M,€46K,79,82
