,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh_Standard,SoT_Standard,SoT%_Standard,Sh/90_Standard,SoT/90_Standard,G/Sh_Standard,G/SoT_Standard,Dist_Standard,PK_Performance,PKatt_Performance
212,Sverrir Ingi Ingason,is  ISL,DF,Granada,22,1993,16.3,1,5,1,20.0,0.31,0.06,0.20,1.00,,0,0
213,Andrés Iniesta,es  ESP,MF,Barcelona,32,1984,14.8,0,18,7,38.9,1.21,0.47,0.00,0.00,,0,0
214,Pablo Insua,es  ESP,DF,Leganés,22,1993,21.3,1,7,3,42.9,0.33,0.14,0.14,0.33,,0,0
215,Takashi Inui,jp  JPN,MF,Eibar,28,1988,22.8,3,44,20,45.5,1.93,0.88,0.07,0.15,,0,0
216,Gorka Iraizoz,es  ESP,GK,Athletic Club,35,1981,15.6,0,0,0,,0.00,0.00,,,,0,0
217,Isco,es  ESP,"MF,FW",Real Madrid,24,1992,18.2,10,32,15,46.9,1.76,0.83,0.31,0.67,,0,0
218,Ander Iturraspe,es  ESP,MF,Athletic Club,27,1989,12.9,0,4,1,25.0,0.31,0.08,0.00,0.00,,0,0
219,Jesé,es  ESP,"MF,FW",Las Palmas,23,1993,12.9,3,33,19,57.6,2.56,1.47,0.06,0.11,,1,1
220,Joaquín,es  ESP,"FW,MF",Betis,35,1981,18.5,3,26,11,42.3,1.40,0.59,0.12,0.27,,0,0
221,Ola John,nl  NED,"MF,FW",La Coruña,24,1992,3.9,0,8,3,37.5,2.03,0.76,0.00,0.00,,0,0
222,Jony,es  ESP,MF,Málaga,25,1991,13.8,2,31,9,29.0,2.25,0.65,0.03,0.11,,1,1
223,Willian José,br  BRA,FW,Real Sociedad,24,1991,22.8,12,70,31,44.3,3.07,1.36,0.13,0.29,,3,3
224,Joselu,es  ESP,FW,La Coruña,26,1990,9.8,5,31,14,45.2,3.16,1.43,0.16,0.36,,0,0
225,Jota,es  ESP,MF,Eibar,25,1991,2.2,0,3,0,0.0,1.35,0.00,0.00,,,0,0
226,Stevan Jovetić,me  MNE,FW,Sevilla,26,1989,13.4,6,58,24,41.4,4.33,1.79,0.10,0.25,,0,1
227,Jozabed,es  ESP,MF,Celta Vigo,25,1991,12.1,2,16,9,56.3,1.32,0.74,0.13,0.22,,0,0
228,Juankar,es  ESP,"DF,MF",Málaga,26,1990,22.9,2,16,8,50.0,0.70,0.35,0.13,0.25,,0,0
229,Juanmi,es  ESP,"FW,MF",Real Sociedad,23,1993,20.5,11,48,20,41.7,2.35,0.98,0.23,0.55,,0,0
230,Juanpi,ve  VEN,"MF,FW",Málaga,22,1994,16.3,2,41,11,26.8,2.51,0.67,0.05,0.18,,0,0
231,David Juncà,es  ESP,DF,Eibar,22,1993,7.6,0,4,0,0.0,0.52,0.00,0.00,,,0,0
232,Gaël Kakuta,cd  COD,MF,La Coruña,25,1991,6.0,2,11,4,36.4,1.84,0.67,0.18,0.50,,0,0
233,Carlos Kameni,cm  CMR,GK,Málaga,32,1984,35.0,0,0,0,,0.00,0.00,,,,0,0
234,Aleksandar Katai,rs  SRB,"MF,FW",Alavés,25,1991,8.7,3,22,8,36.4,2.52,0.92,0.14,0.38,,0,0
235,Keko,es  ESP,MF,Málaga,24,1991,11.6,0,18,3,16.7,1.55,0.26,0.00,0.00,,0,0
236,Kike,es  ESP,FW,Eibar,26,1989,17.0,7,27,18,66.7,1.59,1.06,0.26,0.39,,0,0
237,Hiroshi Kiyotake,jp  JPN,"MF,FW",Sevilla,26,1989,3.2,1,2,1,50.0,0.63,0.32,0.50,1.00,,0,0
238,Kenan Kodro,ba  BIH,FW,Osasuna,22,1993,16.3,7,39,16,41.0,2.39,0.98,0.18,0.44,,0,0
239,Koke,es  ESP,MF,Atlético Madrid,24,1992,35.2,4,27,10,37.0,0.77,0.28,0.15,0.40,,0,0
240,Timothée Kolodziejczak,fr  FRA,DF,Sevilla,24,1991,3.7,0,3,0,0.0,0.82,0.00,0.00,,,0,0
241,Bakary Koné,bf  BFA,DF,Málaga,28,1988,6.7,0,1,0,0.0,0.15,0.00,0.00,,,0,0
242,Mamadou Koné,ci  CIV,FW,Leganés,24,1991,2.0,0,4,1,25.0,2.03,0.51,0.00,0.00,,0,0
243,Panagiotis Kone,gr  GRE,MF,Granada,29,1987,0.5,0,0,0,,0.00,0.00,,,,0,0
244,Mateo Kovačić,hr  CRO,MF,Real Madrid,22,1994,18.7,1,14,5,35.7,0.75,0.27,0.07,0.20,,0,0
245,Matías Kranevitter,ar  ARG,MF,Sevilla,23,1993,14.3,0,3,0,0.0,0.21,0.00,0.00,,,0,0
246,Artem Kravets,ua  UKR,FW,Granada,27,1989,15.3,5,40,14,35.0,2.62,0.92,0.13,0.36,,0,0
247,Rene Krhin,si  SVN,MF,Granada,26,1990,10.4,0,3,1,33.3,0.29,0.10,0.00,0.00,,0,0
248,Michael Krohn-Dehli,dk  DEN,"MF,FW",Sevilla,33,1983,1.9,0,3,0,0.0,1.60,0.00,0.00,,,0,0
249,Toni Kroos,de  GER,MF,Real Madrid,26,1990,27.7,3,33,12,36.4,1.19,0.43,0.09,0.25,,0,0
250,Nenad Krstičić,rs  SRB,MF,Alavés,26,1990,8.2,2,3,2,66.7,0.36,0.24,0.67,1.00,,0,0
251,Zdravko Kuzmanović,rs  SRB,MF,Málaga,28,1987,2.3,0,4,0,0.0,1.74,0.00,0.00,,,0,0
252,Víctor Laguardia,es  ESP,DF,Alavés,26,1989,23.9,2,10,4,40.0,0.42,0.17,0.20,0.50,,0,0
253,Aymeric Laporte,es  ESP,DF,Athletic Club,22,1994,31.8,2,17,6,35.3,0.53,0.19,0.12,0.33,,0,0
254,Miguel de las Cuevas,es  ESP,MF,Osasuna,30,1986,19.9,0,22,7,31.8,1.10,0.35,0.00,0.00,,0,0
255,Toni Lato,es  ESP,DF,Valencia,18,1997,5.4,0,0,0,,0.00,0.00,,,,0,0
256,Laure,es  ESP,DF,La Coruña,31,1985,4.8,0,0,0,,0.00,0.00,,,,0,0
257,Florian Lejeune,fr  FRA,DF,Eibar,25,1991,33.0,1,28,11,39.3,0.85,0.33,0.04,0.09,,0,0
258,Iñigo Lekue,es  ESP,"MF,DF",Athletic Club,23,1993,17.6,2,19,5,26.3,1.08,0.28,0.11,0.40,,0,0
259,Álvaro Lemos,es  ESP,"DF,MF",Celta Vigo,23,1993,4.8,1,3,1,33.3,0.62,0.21,0.33,1.00,,0,0
260,Mauricio Lemos,uy  URU,DF,Las Palmas,20,1995,20.6,5,19,11,57.9,0.92,0.53,0.26,0.45,,0,0
261,Clément Lenglet,fr  FRA,DF,Sevilla,21,1995,15.1,0,1,1,100.0,0.07,0.07,0.00,0.00,,0,0
262,Pedro León,es  ESP,MF,Eibar,29,1986,33.3,10,85,38,44.7,2.55,1.14,0.11,0.24,,1,2
263,Sergio León,es  ESP,FW,Osasuna,27,1989,26.5,10,72,32,44.4,2.72,1.21,0.13,0.28,,1,1
264,Lillo,es  ESP,DF,Sporting Gijón,27,1989,23.7,0,5,2,40.0,0.21,0.08,0.00,0.00,,0,0
265,Marko Livaja,hr  CRO,FW,Las Palmas,22,1993,16.0,5,26,16,61.5,1.62,1.00,0.19,0.31,,0,0
266,Raúl Lizoain,es  ESP,GK,Las Palmas,25,1991,13.0,0,0,0,,0.00,0.00,,,,0,0
267,Diego Llorente,es  ESP,"DF,MF",Málaga,22,1993,22.6,2,11,5,45.5,0.49,0.22,0.18,0.40,,0,0
268,Marcos Llorente,es  ESP,MF,Alavés,21,1995,31.2,0,14,1,7.1,0.45,0.03,0.00,0.00,,0,0
269,Raoul Loé,cm  CMR,MF,Osasuna,27,1989,6.3,0,5,2,40.0,0.79,0.32,0.00,0.00,,0,0
270,David Lombán,es  ESP,DF,Granada,29,1987,20.4,2,10,3,30.0,0.49,0.15,0.20,0.67,,0,0
271,Hélder Lopes,pt  POR,DF,Las Palmas,27,1989,13.6,0,6,0,0.0,0.44,0.00,0.00,,,0,0
272,Adrián López,es  ESP,"FW,MF",Villarreal,28,1988,7.5,2,10,5,50.0,1.33,0.66,0.20,0.40,,0,0
273,David López,es  ESP,"DF,MF",Espanyol,26,1989,36.0,3,17,10,58.8,0.47,0.28,0.18,0.30,,0,0
274,Diego López,es  ESP,GK,Espanyol,34,1981,34.6,0,0,0,,0.00,0.00,,,,0,0
275,Isma López,es  ESP,"DF,MF",Sporting Gijón,26,1990,19.3,0,12,3,25.0,0.62,0.16,0.00,0.00,,0,1
276,Javi López,es  ESP,DF,Espanyol,30,1986,16.9,0,1,0,0.0,0.06,0.00,0.00,,,0,0
277,Unai López,es  ESP,MF,Leganés,20,1995,13.0,2,12,6,50.0,0.92,0.46,0.17,0.33,,0,0
278,Alberto Lora,es  ESP,DF,Sporting Gijón,29,1987,4.2,0,3,0,0.0,0.71,0.00,0.00,,,0,0
279,Luciano,br  BRA,FW,Leganés,23,1993,13.2,4,25,8,32.0,1.90,0.61,0.12,0.38,,1,1
280,José Luis Gayà,es  ESP,DF,Valencia,21,1995,23.2,1,14,8,57.1,0.60,0.34,0.07,0.13,,0,0
281,Filipe Luís,br  BRA,DF,Atlético Madrid,30,1985,33.4,3,25,11,44.0,0.75,0.33,0.12,0.27,,0,0
282,Luisinho,pt  POR,"DF,MF",La Coruña,31,1985,21.2,0,12,0,0.0,0.57,0.00,0.00,,,0,0
283,Antonio Luna,es  ESP,DF,Eibar,25,1991,23.5,1,3,1,33.3,0.13,0.04,0.33,1.00,,0,0
284,Germán Lux,ar  ARG,GK,La Coruña,34,1982,24.5,0,0,0,,0.00,0.00,,,,0,0
285,Darwin Machís,ve  VEN,"MF,FW",Leganés,23,1993,12.0,1,36,12,33.3,3.00,1.00,0.03,0.08,,0,0
286,Aly Mallé,ml  MLI,"MF,FW",Granada,18,1998,5.6,0,6,4,66.7,1.07,0.71,0.00,0.00,,0,0
287,Hugo Mallo,es  ESP,DF,Celta Vigo,25,1991,22.1,2,13,6,46.2,0.59,0.27,0.15,0.33,,0,0
288,Aïssa Mandi,dz  ALG,DF,Betis,24,1991,24.6,2,13,9,69.2,0.53,0.37,0.15,0.22,,0,0
289,Eliaquim Mangala,fr  FRA,DF,Valencia,25,1991,29.4,2,10,7,70.0,0.34,0.24,0.20,0.29,,0,0
290,Martín Mantovani,ar  ARG,DF,Leganés,32,1984,29.9,1,15,3,20.0,0.50,0.10,0.07,0.33,,0,0
291,José Manuel Jurado,es  ESP,MF,Espanyol,30,1986,27.3,3,35,14,40.0,1.28,0.51,0.09,0.21,,0,0
292,Marcelo,br  BRA,DF,Real Madrid,28,1988,25.3,2,25,4,16.0,0.99,0.16,0.08,0.50,,0,0
293,Óscar de Marcos,es  ESP,DF,Athletic Club,27,1989,23.9,1,10,3,30.0,0.42,0.13,0.10,0.33,,0,0
294,José María Giménez,uy  URU,"DF,MF",Atlético Madrid,21,1995,11.3,0,13,6,46.2,1.15,0.53,0.00,0.00,,0,0
295,Adrián Marín,es  ESP,DF,Leganés,19,1997,10.1,0,7,3,42.9,0.69,0.30,0.00,0.00,,0,0
296,Diego Mariño,es  ESP,GK,Sporting Gijón,26,1990,2.0,0,0,0,,0.00,0.00,,,,0,0
297,Marlon,br  BRA,DF,Barcelona,20,1995,2.0,0,0,0,,0.00,0.00,,,,0,0
298,Iván Márquez,es  ESP,DF,Osasuna,22,1994,4.0,0,0,0,,0.00,0.00,,,,0,0
299,Javi Márquez,es  ESP,MF,Granada,30,1986,4.4,0,11,2,18.2,2.48,0.45,0.00,0.00,,0,0
300,Aarón Martín,es  ESP,DF,Espanyol,19,1997,28.8,0,3,1,33.3,0.10,0.03,0.00,0.00,,0,0
301,Alberto Martín,es  ESP,MF,Leganés,27,1989,13.2,0,4,0,0.0,0.30,0.00,0.00,,,0,0
302,Jonas Martin,fr  FRA,MF,Betis,26,1990,12.7,2,9,5,55.6,0.71,0.39,0.22,0.40,,0,0
303,Álex Martínez,es  ESP,DF,Betis,25,1990,10.8,0,8,3,37.5,0.74,0.28,0.00,0.00,,0,0
304,Carlos Martínez,es  ESP,DF,Real Sociedad,30,1986,9.6,0,1,1,100.0,0.10,0.10,0.00,0.00,,0,0
305,Iñigo Martínez,es  ESP,DF,Real Sociedad,25,1991,33.3,3,41,13,31.7,1.23,0.39,0.07,0.23,,0,0
306,Luís Martins,pt  POR,DF,Granada,24,1992,0.8,0,0,0,,0.00,0.00,,,,0,0
307,Javier Mascherano,ar  ARG,DF,Barcelona,32,1984,21.4,1,11,2,18.2,0.51,0.09,0.00,0.00,,1,1
308,Jérémy Mathieu,fr  FRA,DF,Barcelona,32,1983,11.5,1,5,2,40.0,0.43,0.17,0.20,0.50,,0,0
309,Carl Medjani,dz  ALG,DF,Leganés,31,1985,6.6,0,3,0,0.0,0.45,0.00,0.00,,,0,0
310,Álvaro Medrán,es  ESP,MF,Valencia,22,1994,10.6,2,13,4,30.8,1.23,0.38,0.15,0.50,,0,0
311,Óscar Melendo,es  ESP,MF,Espanyol,18,1997,3.5,0,1,0,0.0,0.28,0.00,0.00,,,0,0
312,Tiago Mendes,pt  POR,MF,Atlético Madrid,35,1981,5.1,1,5,2,40.0,0.98,0.39,0.20,0.50,,0,0
313,Edgar Mendez,es  ESP,MF,Alavés,26,1990,17.8,4,,15,,,0.84,,0.20,,1,1
314,Gabriel Mercado,ar  ARG,DF,Sevilla,29,1987,24.3,3,13,6,46.2,0.54,0.25,0.23,0.50,,0,0
315,Jorge Meré,es  ESP,DF,Sporting Gijón,19,1997,30.8,0,8,2,25.0,0.26,0.06,0.00,0.00,,0,0
316,Fran Mérida,es  ESP,MF,Osasuna,26,1990,9.1,1,16,4,25.0,1.76,0.44,0.06,0.25,,0,0
317,Sabin Merino,es  ESP,"FW,MF",Athletic Club,24,1992,5.4,1,17,4,23.5,3.14,0.74,0.06,0.25,,0,0
318,Roque Mesa,es  ESP,MF,Las Palmas,27,1989,33.7,1,23,8,34.8,0.68,0.24,0.04,0.13,,0,0
319,Lionel Messi,ar  ARG,FW,Barcelona,29,1987,31.4,37,179,82,45.8,5.70,2.61,0.17,0.38,,6,7
320,Michel,br  BRA,DF,Las Palmas,26,1990,23.1,0,10,1,10.0,0.43,0.04,0.00,0.00,,0,0
321,Santi Mina,es  ESP,"FW,MF",Valencia,20,1995,15.7,6,33,15,45.5,2.10,0.95,0.18,0.40,,0,0
322,Rafa Mir,es  ESP,FW,Valencia,19,1997,0.1,0,1,0,0.0,10.00,0.00,0.00,,,0,0
323,Luka Modrić,hr  CRO,MF,Real Madrid,30,1985,20.9,1,20,11,55.0,0.95,0.53,0.05,0.09,,0,0
324,Momo,es  ESP,"MF,FW",Las Palmas,34,1982,13.8,3,12,5,41.7,0.87,0.36,0.17,0.40,,1,1
325,Ángel Montoro,es  ESP,MF,Las Palmas,28,1988,12.3,0,4,1,25.0,0.33,0.08,0.00,0.00,,0,0
326,Martín Montoya,es  ESP,DF,Valencia,25,1991,24.6,2,11,4,36.4,0.45,0.16,0.18,0.50,,0,0
327,Walter Montoya,ar  ARG,FW,Sevilla,23,1993,1.3,0,2,0,0.0,1.58,0.00,0.00,,,0,0
328,Erik Morán,es  ESP,MF,Leganés,25,1991,10.5,0,4,0,0.0,0.38,0.00,0.00,,,0,0
329,Álvaro Morata,es  ESP,FW,Real Madrid,23,1992,14.8,14,54,31,57.4,3.64,2.09,0.26,0.45,,0,0
330,Gerard Moreno,es  ESP,FW,Espanyol,24,1992,36.3,13,82,33,40.2,2.26,0.91,0.16,0.39,,0,1
331,Marlos Moreno,co  COL,"MF,FW",La Coruña,19,1996,8.8,0,24,6,25.0,2.72,0.68,0.00,0.00,,0,0
332,Pedro Mosquera,es  ESP,MF,La Coruña,28,1988,17.4,3,10,4,40.0,0.57,0.23,0.30,0.75,,0,0
333,Iker Muniain,es  ESP,MF,Athletic Club,23,1992,26.6,7,41,19,46.3,1.54,0.71,0.17,0.37,,0,0
334,Luis Muñoz,es  ESP,DF,Málaga,19,1997,4.3,0,1,0,0.0,0.23,0.00,0.00,,,0,0
335,Mateo Musacchio,ar  ARG,DF,Villarreal,25,1990,22.9,0,8,1,12.5,0.35,0.04,0.00,0.00,,0,0
336,Charly Musonda Jr.,be  BEL,MF,Betis,19,1996,2.9,0,6,2,33.3,2.08,0.69,0.00,0.00,,0,0
337,Shkodran Mustafi,de  GER,DF,Valencia,24,1992,0.5,0,1,0,0.0,2.00,0.00,0.00,,,0,0
338,Alfred N'Diaye,sn  SEN,MF,Villarreal,26,1990,1.3,0,1,0,0.0,0.74,0.00,0.00,,,0,0
339,Nacho,es  ESP,DF,Real Madrid,26,1990,25.6,2,8,5,62.5,0.31,0.20,0.25,0.40,,0,0
340,Matías Nahuel,es  ESP,"FW,MF",Betis,19,1996,1.8,0,1,0,0.0,0.55,0.00,0.00,,,0,0
341,Nani,pt  POR,"MF,FW",Valencia,29,1986,20.7,5,68,19,27.9,3.29,0.92,0.06,0.21,,1,1
342,Nano,es  ESP,FW,Eibar,21,1995,1.8,1,7,3,42.9,3.87,1.66,0.14,0.33,,0,0
343,Samir Nasri,fr  FRA,"MF,FW",Sevilla,29,1987,20.4,2,25,12,48.0,1.22,0.59,0.08,0.17,,0,1
344,Fernando Navarro,es  ESP,DF,La Coruña,34,1982,22.8,0,4,0,0.0,0.18,0.00,0.00,,,0,0
345,Marc Navarro,es  ESP,DF,Espanyol,21,1995,8.7,2,16,3,18.8,1.83,0.34,0.13,0.67,,0,0
346,Rafa Navarro,es  ESP,DF,Betis,22,1994,14.2,2,7,5,71.4,0.49,0.35,0.29,0.40,,0,0
347,Keylor Navas,cr  CRC,GK,Real Madrid,29,1986,27.0,0,0,0,,0.00,0.00,,,,0,0
348,Raúl Navas,es  ESP,DF,Real Sociedad,28,1988,31.1,1,26,6,23.1,0.84,0.19,0.04,0.17,,0,0
349,Dani Ndi,cm  CMR,MF,Sporting Gijón,20,1995,1.7,0,3,0,0.0,1.75,0.00,0.00,,,0,0
350,Neymar,br  BRA,FW,Barcelona,24,1992,29.4,13,105,50,47.6,3.57,1.70,0.11,0.24,,1,1
351,Saúl Ñíguez,es  ESP,MF,Atlético Madrid,21,1994,28.2,4,47,15,31.9,1.67,0.53,0.09,0.27,,0,0
352,Steven Nzonzi,fr  FRA,MF,Sevilla,27,1988,34.0,2,32,12,37.5,0.94,0.35,0.06,0.17,,0,0
353,Jan Oblak,si  SVN,GK,Atlético Madrid,23,1993,29.4,0,0,0,,0.00,0.00,,,,0,0
354,Guillermo Ochoa,mx  MEX,GK,Granada,31,1985,38.0,0,0,0,,0.00,0.00,,,,0,0
355,Álvaro Odriozola,es  ESP,DF,Real Sociedad,20,1995,14.2,0,1,0,0.0,0.07,0.00,0.00,,,0,0
356,Miguel Olavide,es  ESP,"MF,DF",Osasuna,20,1996,5.6,1,4,1,25.0,0.72,0.18,0.25,1.00,,0,0
357,Weligton Oliveira,br  BRA,DF,Málaga,36,1979,1.0,0,0,0,,0.00,0.00,,,,0,0
358,Javier Ontiveros,es  ESP,MF,Málaga,18,1997,9.2,2,23,4,17.4,2.49,0.43,0.09,0.50,,0,0
359,Adrián Ortolá,es  ESP,GK,Alavés,22,1993,2.0,0,0,0,,0.00,0.00,,,,0,0
360,Antonio Otegui,es  ESP,MF,Osasuna,18,1998,0.6,0,0,0,,0.00,0.00,,,,0,0
361,Mikel Oyarzabal,es  ESP,"FW,MF",Real Sociedad,19,1997,30.2,2,57,17,29.8,1.88,0.56,0.04,0.12,,0,0
362,Fernando Pacheco,es  ESP,GK,Alavés,24,1992,36.0,0,0,0,,0.00,0.00,,,,0,0
363,Asdrúbal Padrón,es  ESP,"FW,MF",Las Palmas,25,1991,0.4,0,0,0,,0.00,0.00,,,,0,0
364,Aleksandar Pantić,rs  SRB,DF,Alavés,24,1992,1.7,0,1,0,0.0,0.58,0.00,0.00,,,0,0
365,Nicolás Pareja,ar  ARG,DF,Sevilla,32,1984,23.9,1,10,4,40.0,0.42,0.17,0.10,0.25,,0,0
366,Daniel Parejo,es  ESP,MF,Valencia,27,1989,35.4,5,50,26,52.0,1.41,0.73,0.04,0.08,,3,5
367,Thomas Partey,gh  GHA,"MF,DF",Atlético Madrid,23,1993,7.1,1,8,4,50.0,1.12,0.56,0.13,0.25,,0,1
368,Alexandre Pato,br  BRA,FW,Villarreal,26,1989,9.7,2,28,13,46.4,2.90,1.34,0.07,0.15,,0,1
369,Rubén Peña,es  ESP,"MF,FW",Eibar,25,1991,11.9,1,22,6,27.3,1.84,0.50,0.05,0.17,,0,0
370,Adalberto Peñaranda,ve  VEN,FW,Málaga,19,1997,1.9,0,0,0,,0.00,0.00,,,,0,0
371,Pepe,pt  POR,DF,Real Madrid,33,1983,12.0,2,5,2,40.0,0.42,0.17,0.40,1.00,,0,0
372,Luis Perea,es  ESP,MF,Osasuna,18,1997,0.2,0,0,0,,0.00,0.00,,,,0,0
373,Andreas Pereira,br  BRA,MF,Granada,20,1996,31.2,5,75,25,33.3,2.40,0.80,0.07,0.20,,0,0
374,Enzo Pérez,ar  ARG,MF,Valencia,30,1986,24.3,0,11,2,18.2,0.45,0.08,0.00,0.00,,0,0
375,Hernán Pérez,py  PAR,MF,Espanyol,27,1989,19.8,3,27,7,25.9,1.36,0.35,0.11,0.43,,0,0
376,Lucas Pérez,es  ESP,FW,La Coruña,27,1988,1.0,1,3,1,33.3,3.00,1.00,0.00,0.00,,1,1
377,Nauzet Pérez,es  ESP,GK,Osasuna,31,1985,13.0,0,0,0,,0.00,0.00,,,,0,0
378,Rubén Pérez,es  ESP,MF,Leganés,27,1989,25.9,0,19,4,21.1,0.73,0.15,0.00,0.00,,0,0
379,Petros,br  BRA,MF,Betis,27,1989,23.8,1,13,2,15.4,0.55,0.08,0.08,0.50,,0,0
380,Germán Pezzella,ar  ARG,DF,Betis,25,1991,34.4,1,17,6,35.3,0.49,0.17,0.06,0.17,,0,0
381,Pablo Piatti,ar  ARG,MF,Espanyol,27,1989,25.8,10,40,20,50.0,1.55,0.78,0.23,0.45,,1,1
382,Cristiano Piccini,it  ITA,DF,Betis,23,1992,19.3,2,15,3,20.0,0.78,0.16,0.13,0.67,,0,0
383,Óscar Pinchi,es  ESP,MF,La Coruña,20,1996,0.0,0,,0,,,0.00,,,,0,0
384,Gerard Piqué,es  ESP,DF,Barcelona,29,1987,24.3,2,19,9,47.4,0.78,0.37,0.11,0.22,,0,0
385,Carles Planas,es  ESP,DF,Celta Vigo,25,1991,10.5,0,2,0,0.0,0.19,0.00,0.00,,,0,0
386,Ezequiel Ponce,ar  ARG,FW,Granada,19,1997,12.7,2,37,10,27.0,2.91,0.79,0.05,0.20,,0,1
387,Xabi Prieto,es  ESP,MF,Real Sociedad,32,1983,31.3,8,34,13,38.2,1.09,0.42,0.21,0.54,,1,1
388,Nemanja Radoja,rs  SRB,MF,Celta Vigo,23,1993,26.9,1,9,4,44.4,0.33,0.15,0.11,0.25,,0,0
389,Juan Rafael Fuentes,es  ESP,DF,Osasuna,26,1990,14.2,0,1,1,100.0,0.07,0.07,0.00,0.00,,0,0
390,Rafinha,br  BRA,MF,Barcelona,23,1993,11.9,6,25,10,40.0,2.10,0.84,0.24,0.60,,0,0
391,Ivan Rakitić,hr  CRO,MF,Barcelona,28,1988,26.0,8,48,17,35.4,1.84,0.65,0.17,0.47,,0,0
392,Adil Rami,fr  FRA,DF,Sevilla,30,1985,19.8,0,11,2,18.2,0.56,0.10,0.00,0.00,,0,0
393,Benito Ramírez,es  ESP,"DF,MF",Las Palmas,21,1995,0.2,0,0,0,,0.00,0.00,,,,0,0
394,Sandro Ramírez,es  ESP,FW,Málaga,21,1995,25.6,14,92,39,42.4,3.60,1.53,0.15,0.36,,0,1
395,Iván Ramis,es  ESP,DF,Eibar,31,1984,19.1,3,9,6,66.7,0.47,0.31,0.33,0.50,,0,0
396,Adrián Ramos,co  COL,FW,Granada,30,1986,12.5,4,23,13,56.5,1.84,1.04,0.17,0.31,,0,0
397,Omar Ramos,es  ESP,MF,Leganés,28,1988,10.7,0,14,2,14.3,1.30,0.19,0.00,0.00,,0,0
398,Sergio Ramos,es  ESP,DF,Real Madrid,30,1986,27.6,7,35,13,37.1,1.27,0.47,0.20,0.54,,0,0
399,Recio,es  ESP,MF,Málaga,25,1991,15.0,3,15,8,53.3,1.00,0.53,0.13,0.25,,1,1
400,Diego Reyes,mx  MEX,DF,Espanyol,23,1992,32.1,1,9,3,33.3,0.28,0.09,0.11,0.33,,0,0
401,Federico Ricca,uy  URU,DF,Málaga,21,1994,18.0,0,11,3,27.3,0.61,0.17,0.00,0.00,,0,0
402,Diego Rico,es  ESP,DF,Leganés,23,1993,24.6,1,16,4,25.0,0.65,0.16,0.06,0.25,,0,0
403,Fran Rico,es  ESP,MF,Eibar,28,1987,13.6,2,13,5,38.5,0.95,0.37,0.15,0.40,,0,0
404,Mikel Rico,es  ESP,MF,Athletic Club,31,1984,5.5,1,10,2,20.0,1.82,0.36,0.10,0.50,,0,0
405,Sergio Rico,es  ESP,GK,Sevilla,22,1993,35.0,0,0,0,,0.00,0.00,,,,0,0
406,Oriol Riera,es  ESP,FW,Osasuna,30,1986,16.2,4,39,15,38.5,2.41,0.93,0.10,0.27,,0,0
407,Asier Riesgo,es  ESP,GK,Eibar,32,1983,13.9,0,0,0,,0.00,0.00,,,,0,0
408,Cristian Rivera,es  ESP,MF,Eibar,19,1997,8.1,0,6,2,33.3,0.74,0.25,0.00,0.00,,0,0
409,Emmanuel Rivière,fr  FRA,"FW,MF",Osasuna,26,1990,8.9,0,16,6,37.5,1.80,0.68,0.00,0.00,,0,0
410,Roberto,es  ESP,GK,Espanyol,30,1986,3.4,0,0,0,,0.00,0.00,,,,0,0
411,Sergi Roberto,es  ESP,DF,Barcelona,24,1992,26.5,0,16,5,31.3,0.60,0.19,0.00,0.00,,0,0
412,Marc Roca,es  ESP,MF,Espanyol,19,1996,14.8,0,13,3,23.1,0.88,0.20,0.00,0.00,,0,0
413,Rodri,es  ESP,MF,Villarreal,20,1996,9.6,0,8,1,12.5,0.84,0.10,0.00,0.00,,0,0
414,Rodrigo,es  ESP,"FW,MF",Valencia,25,1991,15.4,5,31,11,35.5,2.02,0.72,0.16,0.45,,0,0
415,Kévin Rodrigues,pt  POR,DF,Real Sociedad,22,1994,1.2,0,3,0,0.0,2.57,0.00,0.00,,,0,0
416,James Rodríguez,co  COL,"MF,FW",Real Madrid,25,1991,13.1,8,32,18,56.3,2.44,1.37,0.25,0.44,,0,0
417,José Rodríguez,es  ESP,MF,Málaga,21,1994,5.0,0,2,2,100.0,0.40,0.40,0.00,0.00,,0,0
418,Juan Rodríguez,es  ESP,DF,Sporting Gijón,21,1995,2.6,0,0,0,,0.00,0.00,,,,0,0
419,Víctor Rodríguez,es  ESP,MF,Sporting Gijón,27,1989,15.6,2,27,12,44.4,1.73,0.77,0.07,0.17,,0,0
420,Davy Roef,be  BEL,GK,La Coruña,22,1994,1.0,0,0,0,,0.00,0.00,,,,0,0
421,Jaime Romero,es  ESP,"MF,FW",Osasuna,26,1990,10.1,0,16,6,37.5,1.58,0.59,0.00,0.00,,0,0
422,Óscar Romero,py  PAR,MF,Alavés,24,1992,6.0,0,24,10,41.7,4.00,1.67,0.00,0.00,,0,0
423,Cristiano Ronaldo,pt  POR,FW,Real Madrid,31,1985,28.2,25,162,64,39.5,5.75,2.27,0.12,0.30,,6,7
424,Facundo Roncaglia,ar  ARG,DF,Celta Vigo,29,1987,30.2,2,19,5,26.3,0.63,0.17,0.11,0.40,,0,0
425,Roberto Rosales,ve  VEN,DF,Málaga,27,1988,31.8,1,19,5,26.3,0.60,0.16,0.05,0.20,,0,0
426,Giuseppe Rossi,it  ITA,FW,Celta Vigo,29,1987,8.9,4,25,10,40.0,2.82,1.13,0.16,0.40,,0,0
