,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance,CrdR_Performance,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes
177,Mario Gaspar,es  ESP,DF,Villarreal,25,1990,36,36,3240,36.0,0,3,0,0,0,6,0,0.00,0.08,0.08,0.00,0.08
178,Jon Gaztañaga,es  ESP,"DF,MF",Real Sociedad,25,1991,2,0,26,0.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
179,Carles Gil,es  ESP,MF,La Coruña,23,1992,23,16,1403,15.6,1,4,1,0,0,6,0,0.06,0.26,0.32,0.06,0.32
180,Nacho Gil,es  ESP,MF,Valencia,20,1995,2,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
181,Dani Giménez,es  ESP,GK,Betis,33,1983,1,1,90,1.0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00
182,Diego Godín,uy  URU,DF,Atlético Madrid,30,1986,31,30,2707,30.1,3,1,3,0,0,11,2,0.10,0.03,0.13,0.10,0.13
183,André Gomes,pt  POR,MF,Barcelona,23,1993,30,17,1573,17.5,3,1,3,0,0,3,0,0.17,0.06,0.23,0.17,0.23
184,Ibai Gómez,es  ESP,MF,Alavés,26,1989,29,23,1809,20.1,5,2,5,0,0,2,0,0.25,0.10,0.35,0.25,0.35
185,Moi Gómez,es  ESP,MF,Sporting Gijón,22,1994,26,24,1847,20.5,2,5,1,1,1,5,0,0.10,0.24,0.34,0.05,0.29
186,Sergi Gómez,es  ESP,DF,Celta Vigo,24,1992,25,21,1906,21.2,0,0,0,0,0,4,4,0.00,0.00,0.00,0.00,0.00
187,Vicente Gómez,es  ESP,MF,Las Palmas,27,1988,29,28,2306,25.6,2,0,2,0,0,3,0,0.08,0.00,0.08,0.08,0.08
188,Adrián González,es  ESP,MF,Eibar,28,1988,28,19,1525,16.9,7,1,2,5,5,3,0,0.41,0.06,0.47,0.12,0.18
189,Bruno González,es  ESP,DF,Betis,26,1990,16,15,1332,14.8,1,1,1,0,0,9,0,0.07,0.07,0.14,0.07,0.14
190,Diego González,es  ESP,DF,Sevilla,21,1995,3,0,37,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
191,Mario González,es  ESP,FW,Villarreal,20,1996,2,0,26,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
192,Mikel González,es  ESP,DF,Real Sociedad,30,1985,9,8,665,7.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
193,Esteban Granero,es  ESP,MF,Real Sociedad,29,1987,19,8,707,7.9,0,1,0,0,0,5,2,0.00,0.13,0.13,0.00,0.13
194,Antoine Griezmann,fr  FRA,FW,Atlético Madrid,25,1991,36,36,3039,33.8,16,8,16,0,2,3,0,0.47,0.24,0.71,0.47,0.71
195,John Guidetti,se  SWE,FW,Celta Vigo,24,1992,23,14,1061,11.8,4,1,3,1,1,8,0,0.34,0.08,0.42,0.25,0.34
196,Guilherme,br  BRA,MF,La Coruña,25,1991,30,26,2287,25.4,2,1,2,0,0,6,0,0.08,0.04,0.12,0.08,0.12
197,Jon Guridi,es  ESP,MF,Real Sociedad,21,1995,1,1,74,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
198,Felipe Gutiérrez,cl  CHI,MF,Betis,25,1990,14,9,790,8.8,1,0,1,0,0,3,0,0.11,0.00,0.11,0.11,0.11
199,Alen Halilović,hr  CRO,"MF,FW",Las Palmas,20,1996,18,6,660,7.3,0,2,0,0,0,2,0,0.00,0.27,0.27,0.00,0.27
200,Uche Henry Agbo,ng  NGA,MF,Granada,20,1995,31,28,2377,26.4,0,0,0,0,0,13,3,0.00,0.00,0.00,0.00,0.00
201,Hernán,es  ESP,MF,Las Palmas,25,1990,10,3,296,3.3,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,0.00
202,Lucas Hernández,fr  FRA,DF,Atlético Madrid,20,1996,15,13,1257,14.0,0,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07
203,Luis Hernández,es  ESP,DF,Málaga,27,1989,19,19,1678,18.6,1,1,1,0,0,3,0,0.05,0.05,0.11,0.05,0.11
204,Pablo Hernández,cl  CHI,MF,Celta Vigo,29,1986,26,20,1905,21.2,1,0,1,0,0,10,2,0.05,0.00,0.05,0.05,0.05
205,Theo Hernández,fr  FRA,DF,Alavés,18,1997,32,30,2725,30.3,1,2,1,0,0,10,1,0.03,0.07,0.10,0.03,0.10
206,Iago Herrerín,es  ESP,GK,Leganés,28,1988,21,21,1827,20.3,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00
207,Andrew Hjulsager,dk  DEN,MF,Celta Vigo,21,1995,7,3,262,2.9,1,0,1,0,0,0,0,0.34,0.00,0.34,0.34,0.34
208,Martin Hongla,cm  CMR,"DF,MF",Granada,18,1998,10,8,793,8.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
209,Robert Ibáñez,es  ESP,MF,Leganés,23,1993,5,1,174,1.9,2,1,2,0,0,0,0,1.03,0.52,1.55,1.03,1.55
210,Vicente Iborra,es  ESP,MF,Sevilla,28,1988,31,12,1495,16.6,7,2,6,1,1,9,0,0.42,0.12,0.54,0.36,0.48
211,Asier Illarramendi,es  ESP,MF,Real Sociedad,26,1990,34,33,3006,33.4,1,2,1,0,0,13,0,0.03,0.06,0.09,0.03,0.09
212,Sverrir Ingi Ingason,is  ISL,DF,Granada,22,1993,17,17,1471,16.3,1,0,1,0,0,7,0,0.06,0.00,0.06,0.06,0.06
213,Andrés Iniesta,es  ESP,MF,Barcelona,32,1984,23,13,1335,14.8,0,3,0,0,0,2,0,0.00,0.20,0.20,0.00,0.20
214,Pablo Insua,es  ESP,DF,Leganés,22,1993,29,20,1916,21.3,1,0,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05
215,Takashi Inui,jp  JPN,MF,Eibar,28,1988,28,26,2051,22.8,3,2,3,0,0,5,0,0.13,0.09,0.22,0.13,0.22
216,Gorka Iraizoz,es  ESP,GK,Athletic Club,35,1981,16,15,1405,15.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
217,Isco,es  ESP,"MF,FW",Real Madrid,24,1992,30,18,1636,18.2,10,7,10,0,0,4,0,0.55,0.39,0.94,0.55,0.94
218,Ander Iturraspe,es  ESP,MF,Athletic Club,27,1989,24,12,1164,12.9,0,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08
219,Jesé,es  ESP,"MF,FW",Las Palmas,23,1993,16,13,1162,12.9,3,1,2,1,1,5,0,0.23,0.08,0.31,0.15,0.23
220,Joaquín,es  ESP,"FW,MF",Betis,35,1981,28,19,1667,18.5,3,4,3,0,0,2,0,0.16,0.22,0.38,0.16,0.38
221,Ola John,nl  NED,"MF,FW",La Coruña,24,1992,11,3,355,3.9,0,1,0,0,0,1,0,0.00,0.25,0.25,0.00,0.25
222,Jony,es  ESP,MF,Málaga,25,1991,24,15,1242,13.8,2,1,1,1,1,3,0,0.14,0.07,0.22,0.07,0.14
223,Willian José,br  BRA,FW,Real Sociedad,24,1991,28,27,2052,22.8,12,4,9,3,3,4,0,0.53,0.18,0.70,0.39,0.57
224,Joselu,es  ESP,FW,La Coruña,26,1990,20,9,883,9.8,5,0,5,0,0,7,0,0.51,0.00,0.51,0.51,0.51
225,Jota,es  ESP,MF,Eibar,25,1991,5,3,200,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
226,Stevan Jovetić,me  MNE,FW,Sevilla,26,1989,21,12,1206,13.4,6,4,6,0,1,4,0,0.45,0.30,0.75,0.45,0.75
227,Jozabed,es  ESP,MF,Celta Vigo,25,1991,19,12,1090,12.1,2,2,2,0,0,2,0,0.17,0.17,0.33,0.17,0.33
228,Juankar,es  ESP,"DF,MF",Málaga,26,1990,28,23,2058,22.9,2,4,2,0,0,8,1,0.09,0.17,0.26,0.09,0.26
229,Juanmi,es  ESP,"FW,MF",Real Sociedad,23,1993,35,19,1842,20.5,11,0,11,0,0,7,2,0.54,0.00,0.54,0.54,0.54
230,Juanpi,ve  VEN,"MF,FW",Málaga,22,1994,22,16,1471,16.3,2,0,2,0,0,4,2,0.12,0.00,0.12,0.12,0.12
231,David Juncà,es  ESP,DF,Eibar,22,1993,9,7,687,7.6,0,2,0,0,0,1,0,0.00,0.26,0.26,0.00,0.26
232,Gaël Kakuta,cd  COD,MF,La Coruña,25,1991,10,8,538,6.0,2,1,2,0,0,0,0,0.33,0.17,0.50,0.33,0.50
233,Carlos Kameni,cm  CMR,GK,Málaga,32,1984,35,35,3150,35.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
234,Aleksandar Katai,rs  SRB,"MF,FW",Alavés,25,1991,20,8,785,8.7,3,3,3,0,0,3,1,0.34,0.34,0.69,0.34,0.69
235,Keko,es  ESP,MF,Málaga,24,1991,22,13,1048,11.6,0,3,0,0,0,6,0,0.00,0.26,0.26,0.00,0.26
236,Kike,es  ESP,FW,Eibar,26,1989,24,18,1528,17.0,7,1,7,0,0,8,0,0.41,0.06,0.47,0.41,0.47
237,Hiroshi Kiyotake,jp  JPN,"MF,FW",Sevilla,26,1989,4,3,284,3.2,1,1,1,0,0,0,0,0.32,0.32,0.63,0.32,0.63
238,Kenan Kodro,ba  BIH,FW,Osasuna,22,1993,28,17,1471,16.3,7,1,7,0,0,4,0,0.43,0.06,0.49,0.43,0.49
239,Koke,es  ESP,MF,Atlético Madrid,24,1992,36,36,3168,35.2,4,8,4,0,0,7,2,0.11,0.23,0.34,0.11,0.34
240,Timothée Kolodziejczak,fr  FRA,DF,Sevilla,24,1991,5,3,331,3.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
241,Bakary Koné,bf  BFA,DF,Málaga,28,1988,7,7,600,6.7,0,1,0,0,0,2,2,0.00,0.15,0.15,0.00,0.15
242,Mamadou Koné,ci  CIV,FW,Leganés,24,1991,5,1,177,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
243,Panagiotis Kone,gr  GRE,MF,Granada,29,1987,2,0,46,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
244,Mateo Kovačić,hr  CRO,MF,Real Madrid,22,1994,27,19,1687,18.7,1,3,1,0,0,2,0,0.05,0.16,0.21,0.05,0.21
245,Matías Kranevitter,ar  ARG,MF,Sevilla,23,1993,21,14,1286,14.3,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00
246,Artem Kravets,ua  UKR,FW,Granada,27,1989,26,16,1375,15.3,5,2,5,0,0,2,0,0.33,0.13,0.46,0.33,0.46
247,Rene Krhin,si  SVN,MF,Granada,26,1990,12,11,934,10.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
248,Michael Krohn-Dehli,dk  DEN,"MF,FW",Sevilla,33,1983,2,2,169,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
249,Toni Kroos,de  GER,MF,Real Madrid,26,1990,29,28,2495,27.7,3,11,3,0,0,6,0,0.11,0.40,0.51,0.11,0.51
250,Nenad Krstičić,rs  SRB,MF,Alavés,26,1990,14,9,742,8.2,2,0,2,0,0,3,0,0.24,0.00,0.24,0.24,0.24
251,Zdravko Kuzmanović,rs  SRB,MF,Málaga,28,1987,4,3,207,2.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
252,Víctor Laguardia,es  ESP,DF,Alavés,26,1989,26,24,2149,23.9,2,1,2,0,0,5,0,0.08,0.04,0.13,0.08,0.13
253,Aymeric Laporte,es  ESP,DF,Athletic Club,22,1994,33,33,2863,31.8,2,0,2,0,0,10,0,0.06,0.00,0.06,0.06,0.06
254,Miguel de las Cuevas,es  ESP,MF,Osasuna,30,1986,28,20,1793,19.9,0,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05
255,Toni Lato,es  ESP,DF,Valencia,18,1997,8,4,482,5.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
256,Laure,es  ESP,DF,La Coruña,31,1985,7,4,428,4.8,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00
257,Florian Lejeune,fr  FRA,DF,Eibar,25,1991,34,33,2971,33.0,1,1,1,0,0,7,2,0.03,0.03,0.06,0.03,0.06
258,Iñigo Lekue,es  ESP,"MF,DF",Athletic Club,23,1993,26,17,1588,17.6,2,1,2,0,0,1,0,0.11,0.06,0.17,0.11,0.17
259,Álvaro Lemos,es  ESP,"DF,MF",Celta Vigo,23,1993,5,5,436,4.8,1,1,1,0,0,2,0,0.21,0.21,0.41,0.21,0.41
260,Mauricio Lemos,uy  URU,DF,Las Palmas,20,1995,23,21,1855,20.6,5,0,5,0,0,6,0,0.24,0.00,0.24,0.24,0.24
261,Clément Lenglet,fr  FRA,DF,Sevilla,21,1995,17,15,1360,15.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
262,Pedro León,es  ESP,MF,Eibar,29,1986,37,34,2997,33.3,10,5,9,1,2,5,0,0.30,0.15,0.45,0.27,0.42
263,Sergio León,es  ESP,FW,Osasuna,27,1989,33,27,2382,26.5,10,0,9,1,1,4,0,0.38,0.00,0.38,0.34,0.34
264,Lillo,es  ESP,DF,Sporting Gijón,27,1989,25,24,2137,23.7,0,0,0,0,0,7,2,0.00,0.00,0.00,0.00,0.00
265,Marko Livaja,hr  CRO,FW,Las Palmas,22,1993,25,16,1441,16.0,5,3,5,0,0,12,1,0.31,0.19,0.50,0.31,0.50
266,Raúl Lizoain,es  ESP,GK,Las Palmas,25,1991,13,13,1170,13.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
267,Diego Llorente,es  ESP,"DF,MF",Málaga,22,1993,25,23,2031,22.6,2,0,2,0,0,2,1,0.09,0.00,0.09,0.09,0.09
268,Marcos Llorente,es  ESP,MF,Alavés,21,1995,32,31,2807,31.2,0,1,0,0,0,4,0,0.00,0.03,0.03,0.00,0.03
269,Raoul Loé,cm  CMR,MF,Osasuna,27,1989,7,6,571,6.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
270,David Lombán,es  ESP,DF,Granada,29,1987,21,20,1839,20.4,2,0,2,0,0,6,0,0.10,0.00,0.10,0.10,0.10
271,Hélder Lopes,pt  POR,DF,Las Palmas,27,1989,15,13,1221,13.6,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07
272,Adrián López,es  ESP,"FW,MF",Villarreal,28,1988,15,7,677,7.5,2,1,2,0,0,0,0,0.27,0.13,0.40,0.27,0.40
273,David López,es  ESP,"DF,MF",Espanyol,26,1989,36,36,3240,36.0,3,2,3,0,0,3,0,0.08,0.06,0.14,0.08,0.14
274,Diego López,es  ESP,GK,Espanyol,34,1981,35,35,3110,34.6,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
275,Isma López,es  ESP,"DF,MF",Sporting Gijón,26,1990,27,19,1737,19.3,0,2,0,0,1,5,0,0.00,0.10,0.10,0.00,0.10
276,Javi López,es  ESP,DF,Espanyol,30,1986,19,17,1519,16.9,0,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06
277,Unai López,es  ESP,MF,Leganés,20,1995,23,12,1171,13.0,2,0,2,0,0,2,0,0.15,0.00,0.15,0.15,0.15
278,Alberto Lora,es  ESP,DF,Sporting Gijón,29,1987,7,4,382,4.2,0,0,0,0,0,1,2,0.00,0.00,0.00,0.00,0.00
279,Luciano,br  BRA,FW,Leganés,23,1993,25,11,1185,13.2,4,2,3,1,1,3,0,0.30,0.15,0.46,0.23,0.38
280,José Luis Gayà,es  ESP,DF,Valencia,21,1995,27,24,2088,23.2,1,2,1,0,0,4,0,0.04,0.09,0.13,0.04,0.13
281,Filipe Luís,br  BRA,DF,Atlético Madrid,30,1985,34,34,3003,33.4,3,6,3,0,0,5,0,0.09,0.18,0.27,0.09,0.27
282,Luisinho,pt  POR,"DF,MF",La Coruña,31,1985,26,20,1907,21.2,0,2,0,0,0,6,0,0.00,0.09,0.09,0.00,0.09
283,Antonio Luna,es  ESP,DF,Eibar,25,1991,26,24,2115,23.5,1,5,1,0,0,3,0,0.04,0.21,0.26,0.04,0.26
284,Germán Lux,ar  ARG,GK,La Coruña,34,1982,25,25,2205,24.5,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
285,Darwin Machís,ve  VEN,"MF,FW",Leganés,23,1993,27,10,1080,12.0,1,3,1,0,0,1,0,0.08,0.25,0.33,0.08,0.33
286,Aly Mallé,ml  MLI,"MF,FW",Granada,18,1998,11,6,506,5.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
287,Hugo Mallo,es  ESP,DF,Celta Vigo,25,1991,23,22,1990,22.1,2,1,2,0,0,10,1,0.09,0.05,0.14,0.09,0.14
288,Aïssa Mandi,dz  ALG,DF,Betis,24,1991,26,25,2214,24.6,2,1,2,0,0,4,0,0.08,0.04,0.12,0.08,0.12
289,Eliaquim Mangala,fr  FRA,DF,Valencia,25,1991,30,30,2644,29.4,2,0,2,0,0,11,1,0.07,0.00,0.07,0.07,0.07
290,Martín Mantovani,ar  ARG,DF,Leganés,32,1984,31,30,2692,29.9,1,0,1,0,0,10,0,0.03,0.00,0.03,0.03,0.03
291,José Manuel Jurado,es  ESP,MF,Espanyol,30,1986,31,27,2454,27.3,3,3,3,0,0,1,0,0.11,0.11,0.22,0.11,0.22
292,Marcelo,br  BRA,DF,Real Madrid,28,1988,30,26,2277,25.3,2,8,2,0,0,2,0,0.08,0.32,0.40,0.08,0.40
293,Óscar de Marcos,es  ESP,DF,Athletic Club,27,1989,27,24,2153,23.9,1,4,1,0,0,3,0,0.04,0.17,0.21,0.04,0.21
294,José María Giménez,uy  URU,"DF,MF",Atlético Madrid,21,1995,17,12,1015,11.3,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
295,Adrián Marín,es  ESP,DF,Leganés,19,1997,13,11,909,10.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
296,Diego Mariño,es  ESP,GK,Sporting Gijón,26,1990,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
297,Marlon,br  BRA,DF,Barcelona,20,1995,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
298,Iván Márquez,es  ESP,DF,Osasuna,22,1994,4,4,360,4.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
299,Javi Márquez,es  ESP,MF,Granada,30,1986,7,4,400,4.4,0,1,0,0,0,2,0,0.00,0.23,0.23,0.00,0.23
300,Aarón Martín,es  ESP,DF,Espanyol,19,1997,30,28,2590,28.8,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
301,Alberto Martín,es  ESP,MF,Leganés,27,1989,16,14,1189,13.2,0,0,0,0,0,6,2,0.00,0.00,0.00,0.00,0.00
302,Jonas Martin,fr  FRA,MF,Betis,26,1990,20,15,1145,12.7,2,0,2,0,0,5,0,0.16,0.00,0.16,0.16,0.16
303,Álex Martínez,es  ESP,DF,Betis,25,1990,14,11,968,10.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
304,Carlos Martínez,es  ESP,DF,Real Sociedad,30,1986,10,10,868,9.6,0,3,0,0,0,2,0,0.00,0.31,0.31,0.00,0.31
305,Iñigo Martínez,es  ESP,DF,Real Sociedad,25,1991,34,34,2998,33.3,3,2,3,0,0,10,2,0.09,0.06,0.15,0.09,0.15
306,Luís Martins,pt  POR,DF,Granada,24,1992,2,1,73,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
307,Javier Mascherano,ar  ARG,DF,Barcelona,32,1984,25,20,1928,21.4,1,3,0,1,1,6,0,0.05,0.14,0.19,0.00,0.14
308,Jérémy Mathieu,fr  FRA,DF,Barcelona,32,1983,13,12,1037,11.5,1,0,1,0,0,0,0,0.09,0.00,0.09,0.09,0.09
309,Carl Medjani,dz  ALG,DF,Leganés,31,1985,8,7,597,6.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
310,Álvaro Medrán,es  ESP,MF,Valencia,22,1994,16,10,950,10.6,2,0,2,0,0,3,0,0.19,0.00,0.19,0.19,0.19
311,Óscar Melendo,es  ESP,MF,Espanyol,18,1997,11,2,316,3.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
312,Tiago Mendes,pt  POR,MF,Atlético Madrid,35,1981,12,5,457,5.1,1,1,1,0,0,2,0,0.20,0.20,0.39,0.20,0.39
313,Edgar Mendez,es  ESP,MF,Alavés,26,1990,27,18,1605,17.8,4,1,3,1,1,6,0,0.22,0.06,0.28,0.17,0.22
314,Gabriel Mercado,ar  ARG,DF,Sevilla,29,1987,29,26,2186,24.3,3,1,3,0,0,10,0,0.12,0.04,0.16,0.12,0.16
315,Jorge Meré,es  ESP,DF,Sporting Gijón,19,1997,31,31,2774,30.8,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00
316,Fran Mérida,es  ESP,MF,Osasuna,26,1990,15,9,816,9.1,1,0,1,0,0,5,0,0.11,0.00,0.11,0.11,0.11
317,Sabin Merino,es  ESP,"FW,MF",Athletic Club,24,1992,13,5,487,5.4,1,1,1,0,0,2,0,0.18,0.18,0.37,0.18,0.37
318,Roque Mesa,es  ESP,MF,Las Palmas,27,1989,35,34,3030,33.7,1,2,1,0,0,14,0,0.03,0.06,0.09,0.03,0.09
319,Lionel Messi,ar  ARG,FW,Barcelona,29,1987,34,32,2828,31.4,37,9,31,6,7,6,0,1.18,0.29,1.46,0.99,1.27
320,Michel,br  BRA,DF,Las Palmas,26,1990,25,24,2082,23.1,0,4,0,0,0,5,0,0.00,0.17,0.17,0.00,0.17
321,Santi Mina,es  ESP,"FW,MF",Valencia,20,1995,29,13,1415,15.7,6,2,6,0,0,2,0,0.38,0.13,0.51,0.38,0.51
322,Rafa Mir,es  ESP,FW,Valencia,19,1997,2,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
323,Luka Modrić,hr  CRO,MF,Real Madrid,30,1985,25,22,1885,20.9,1,2,1,0,0,2,0,0.05,0.10,0.14,0.05,0.14
324,Momo,es  ESP,"MF,FW",Las Palmas,34,1982,23,12,1242,13.8,3,0,2,1,1,3,0,0.22,0.00,0.22,0.14,0.14
325,Ángel Montoro,es  ESP,MF,Las Palmas,28,1988,17,12,1107,12.3,0,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08
326,Martín Montoya,es  ESP,DF,Valencia,25,1991,29,26,2218,24.6,2,1,2,0,0,8,0,0.08,0.04,0.12,0.08,0.12
327,Walter Montoya,ar  ARG,FW,Sevilla,23,1993,4,1,114,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
328,Erik Morán,es  ESP,MF,Leganés,25,1991,12,11,946,10.5,0,1,0,0,0,7,0,0.00,0.10,0.10,0.00,0.10
329,Álvaro Morata,es  ESP,FW,Real Madrid,23,1992,26,14,1336,14.8,14,4,14,0,0,8,0,0.94,0.27,1.21,0.94,1.21
330,Gerard Moreno,es  ESP,FW,Espanyol,24,1992,37,37,3270,36.3,13,4,13,0,1,6,0,0.36,0.11,0.47,0.36,0.47
331,Marlos Moreno,co  COL,"MF,FW",La Coruña,19,1996,19,9,794,8.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
332,Pedro Mosquera,es  ESP,MF,La Coruña,28,1988,23,17,1567,17.4,3,0,3,0,0,7,0,0.17,0.00,0.17,0.17,0.17
333,Iker Muniain,es  ESP,MF,Athletic Club,23,1992,35,28,2397,26.6,7,2,7,0,0,5,0,0.26,0.08,0.34,0.26,0.34
334,Luis Muñoz,es  ESP,DF,Málaga,19,1997,5,4,387,4.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
335,Mateo Musacchio,ar  ARG,DF,Villarreal,25,1990,23,23,2065,22.9,0,2,0,0,0,6,0,0.00,0.09,0.09,0.00,0.09
336,Charly Musonda Jr.,be  BEL,MF,Betis,19,1996,8,1,259,2.9,0,1,0,0,0,2,0,0.00,0.35,0.35,0.00,0.35
337,Shkodran Mustafi,de  GER,DF,Valencia,24,1992,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
338,Alfred N'Diaye,sn  SEN,MF,Villarreal,26,1990,7,1,121,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
339,Nacho,es  ESP,DF,Real Madrid,26,1990,28,24,2306,25.6,2,3,2,0,0,5,0,0.08,0.12,0.20,0.08,0.20
340,Matías Nahuel,es  ESP,"FW,MF",Betis,19,1996,10,0,164,1.8,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00
341,Nani,pt  POR,"MF,FW",Valencia,29,1986,25,22,1860,20.7,5,7,4,1,1,6,0,0.24,0.34,0.58,0.19,0.53
342,Nano,es  ESP,FW,Eibar,21,1995,6,1,163,1.8,1,0,1,0,0,0,0,0.55,0.00,0.55,0.55,0.55
343,Samir Nasri,fr  FRA,"MF,FW",Sevilla,29,1987,23,22,1838,20.4,2,3,2,0,1,7,0,0.10,0.15,0.24,0.10,0.24
344,Fernando Navarro,es  ESP,DF,La Coruña,34,1982,25,22,2052,22.8,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00
345,Marc Navarro,es  ESP,DF,Espanyol,21,1995,12,10,786,8.7,2,1,2,0,0,0,0,0.23,0.11,0.34,0.23,0.34
346,Rafa Navarro,es  ESP,DF,Betis,22,1994,18,14,1280,14.2,2,2,2,0,0,4,0,0.14,0.14,0.28,0.14,0.28
347,Keylor Navas,cr  CRC,GK,Real Madrid,29,1986,27,27,2430,27.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
348,Raúl Navas,es  ESP,DF,Real Sociedad,28,1988,32,31,2800,31.1,1,1,1,0,0,5,0,0.03,0.03,0.06,0.03,0.06
349,Dani Ndi,cm  CMR,MF,Sporting Gijón,20,1995,6,1,154,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
350,Neymar,br  BRA,FW,Barcelona,24,1992,30,30,2650,29.4,13,11,12,1,1,7,2,0.44,0.37,0.82,0.41,0.78
351,Saúl Ñíguez,es  ESP,MF,Atlético Madrid,21,1994,33,29,2538,28.2,4,3,4,0,0,8,0,0.14,0.11,0.25,0.14,0.25
352,Steven Nzonzi,fr  FRA,MF,Sevilla,27,1988,35,34,3063,34.0,2,3,2,0,0,6,0,0.06,0.09,0.15,0.06,0.15
353,Jan Oblak,si  SVN,GK,Atlético Madrid,23,1993,30,30,2649,29.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
354,Guillermo Ochoa,mx  MEX,GK,Granada,31,1985,38,38,3420,38.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
355,Álvaro Odriozola,es  ESP,DF,Real Sociedad,20,1995,15,15,1282,14.2,0,3,0,0,0,0,0,0.00,0.21,0.21,0.00,0.21
356,Miguel Olavide,es  ESP,"MF,DF",Osasuna,20,1996,14,4,500,5.6,1,0,1,0,0,3,0,0.18,0.00,0.18,0.18,0.18
357,Weligton Oliveira,br  BRA,DF,Málaga,36,1979,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
358,Javier Ontiveros,es  ESP,MF,Málaga,18,1997,18,7,832,9.2,2,2,2,0,0,4,0,0.22,0.22,0.43,0.22,0.43
