,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Min_Playing Time,Mn/MP_Playing Time,Min%_Playing Time,90s_Playing Time,Starts_Playing Time,Mn/Start_Starts,Compl_Starts,Subs_Subs,Mn/Sub_Subs,unSub_Subs,PPM_Team Success,onG_Team Success,onGA_Team Success,+/-_Team Success,+/-90_Team Success,On-Off_Team Success
181,Gabi,es  ESP,MF,Atlético Madrid,33,1983,34,2887,85,84.4,32.1,33,,27,1,,1,2.00,58,23,+35,+1.09,-0.26
182,Gabriel,br  BRA,"MF,FW",Leganés,22,1993,34,2730,80,79.8,30.3,33,,20,1,,0,1.00,30,46,-16,-0.53,-0.14
183,Nicolás Gaitán,ar  ARG,MF,Atlético Madrid,28,1988,23,1032,45,30.2,11.5,11,,4,12,,11,2.13,29,5,+24,+2.09,+1.38
184,Álex Gálvez,es  ESP,DF,Eibar,27,1989,19,1334,70,39.0,14.8,14,,13,5,,13,1.45,16,16,0,0.00,-0.22
185,Bruno Gama,pt  POR,MF,La Coruña,28,1987,22,1437,65,42.0,16.0,18,,5,4,,7,1.05,17,25,-8,-0.50,-0.05
186,Kévin Gameiro,fr  FRA,FW,Atlético Madrid,29,1987,30,1670,56,48.8,18.6,21,,3,9,,2,1.90,36,19,+17,+0.92,-0.42
187,Ganso,br  BRA,MF,Sevilla,26,1989,10,487,49,14.2,5.4,5,,1,5,,13,2.30,10,6,+4,+0.74,+0.25
188,Ezequiel Garay,ar  ARG,DF,Valencia,29,1986,27,2337,87,68.3,26.0,27,,25,0,,0,1.30,39,44,-5,-0.19,+0.14
189,Dani García,es  ESP,MF,Eibar,26,1990,36,3182,88,93.0,35.4,36,,33,0,,0,1.50,54,47,+7,+0.20,+0.95
190,Imanol García,es  ESP,"MF,DF",Osasuna,20,1995,8,526,66,15.4,5.8,6,,4,2,,4,0.38,6,13,-7,-1.20,+0.26
191,Mateo García,ar  ARG,"FW,MF",Las Palmas,19,1996,19,731,38,21.4,8.1,8,,1,11,,5,0.89,8,18,-10,-1.23,-0.86
192,Samu García,es  ESP,MF,Leganés,26,1990,11,535,49,15.6,5.9,5,,2,6,,6,0.73,11,5,+6,+1.01,+1.79
193,Unai García,es  ESP,DF,Osasuna,24,1992,22,1875,85,54.8,20.8,20,,20,2,,6,0.59,25,48,-23,-1.10,+0.70
194,Mario Gaspar,es  ESP,DF,Villarreal,25,1990,36,3240,90,94.7,36.0,36,,36,0,,0,1.69,51,32,+19,+0.53,-1.47
195,Jon Gaztañaga,es  ESP,"DF,MF",Real Sociedad,25,1991,2,26,13,0.8,0.3,0,,0,2,,0,2.00,0,0,0,0.00,-0.16
196,Carles Gil,es  ESP,MF,La Coruña,23,1992,23,1403,61,41.0,15.6,16,,6,7,,4,1.09,21,26,-5,-0.32,+0.26
197,Nacho Gil,es  ESP,MF,Valencia,20,1995,2,5,3,0.1,0.1,0,,0,2,,0,1.50,0,0,0,0.00,+0.24
198,Dani Giménez,es  ESP,GK,Betis,33,1983,1,90,90,2.6,1.0,1,,1,0,,35,1.00,4,4,0,0.00,+0.62
199,Diego Godín,uy  URU,DF,Atlético Madrid,30,1986,31,2707,87,79.2,30.1,30,,29,1,,0,1.90,47,22,+25,+0.83,-1.44
200,André Gomes,pt  POR,MF,Barcelona,23,1993,30,1573,52,46.0,17.5,17,,5,13,,4,2.30,56,20,+36,+2.06,-0.04
201,Ibai Gómez,es  ESP,MF,Alavés,26,1989,29,1809,62,52.9,20.1,23,,4,6,,2,1.45,20,14,+6,+0.30,+0.75
202,Moi Gómez,es  ESP,MF,Sporting Gijón,22,1994,26,1847,71,54.0,20.5,24,,8,2,,3,0.92,27,35,-8,-0.39,+0.87
203,Sergi Gómez,es  ESP,DF,Celta Vigo,24,1992,25,1906,76,55.7,21.2,21,,17,4,,11,1.08,19,41,-22,-1.04,-1.40
204,Vicente Gómez,es  ESP,MF,Las Palmas,27,1988,29,2306,80,67.4,25.6,28,,17,1,,2,1.31,44,43,+1,+0.04,+1.82
205,Adrián González,es  ESP,MF,Eibar,28,1988,28,1525,54,44.6,16.9,19,,6,9,,9,1.39,27,23,+4,+0.24,+0.19
206,Bruno González,es  ESP,DF,Betis,26,1990,16,1332,83,38.9,14.8,15,,14,1,,15,1.50,16,17,-1,-0.07,+0.88
207,Diego González,es  ESP,DF,Sevilla,21,1995,3,37,12,1.1,0.4,0,,0,3,,1,2.00,0,0,0,0.00,-0.53
208,Mario González,es  ESP,FW,Villarreal,20,1996,2,26,13,0.8,0.3,0,,0,2,,3,1.00,0,0,0,0.00,-0.61
209,Mikel González,es  ESP,DF,Real Sociedad,30,1985,9,665,74,19.4,7.4,8,,6,1,,13,1.44,8,9,-1,-0.14,-0.36
210,Esteban Granero,es  ESP,MF,Real Sociedad,29,1987,19,707,37,20.7,7.9,8,,3,11,,6,1.58,8,10,-2,-0.25,-0.52
211,Antoine Griezmann,fr  FRA,FW,Atlético Madrid,25,1991,36,3039,84,88.9,33.8,36,,22,0,,1,2.06,56,25,+31,+0.92,-1.92
212,Sergi Guardiola,es  ESP,"FW,MF",Granada,25,1991,0,,,,,0,,0,0,,1,,,,,,
213,John Guidetti,se  SWE,FW,Celta Vigo,24,1992,23,1061,46,31.0,11.8,14,,1,9,,4,1.04,14,22,-8,-0.68,-0.37
214,Guilherme,br  BRA,MF,La Coruña,25,1991,30,2287,76,66.9,25.4,26,,19,4,,3,0.93,32,48,-16,-0.63,-0.47
215,Jon Guridi,es  ESP,MF,Real Sociedad,21,1995,1,74,74,2.2,0.8,1,,0,0,,0,0.00,0,1,-1,-1.22,-1.40
216,Alejandro Gutiérrez Mozo,es  ESP,MF,Leganés,21,1995,0,,,,,0,,0,0,,2,,,,,,
217,Felipe Gutiérrez,cl  CHI,MF,Betis,25,1990,14,790,56,23.1,8.8,9,,4,5,,1,1.07,9,13,-4,-0.46,+0.19
218,Achraf Hakimi,ma  MAR,"DF,MF",Real Madrid,17,1998,0,,,,,0,,0,0,,1,,,,,,
219,Alen Halilović,hr  CRO,"MF,FW",Las Palmas,20,1996,18,660,37,19.3,7.3,6,,1,12,,1,0.61,9,17,-8,-1.09,-0.67
220,Uche Henry Agbo,ng  NGA,MF,Granada,20,1995,31,2377,77,69.5,26.4,28,,17,3,,0,0.58,20,57,-37,-1.40,-0.11
221,Hernán,es  ESP,MF,Las Palmas,25,1990,10,296,30,8.7,3.3,3,,0,7,,6,0.30,0,10,-10,-3.04,-2.72
222,Lucas Hernández,fr  FRA,DF,Atlético Madrid,20,1996,15,1257,84,36.8,14.0,13,,13,2,,19,2.67,33,9,+24,+1.72,+0.93
223,Luis Hernández,es  ESP,DF,Málaga,27,1989,19,1678,88,49.1,18.6,19,,18,0,,0,1.32,22,21,+1,+0.05,+0.42
224,Pablo Hernández,cl  CHI,MF,Celta Vigo,29,1986,26,1905,73,55.7,21.2,20,,18,6,,1,1.12,35,41,-6,-0.28,+0.31
225,Theo Hernández,fr  FRA,DF,Alavés,18,1997,32,2725,85,79.7,30.3,30,,27,2,,1,1.44,30,33,-3,-0.10,-0.23
226,Manu Herrera,es  ESP,GK,Betis,34,1981,0,,,,,0,,0,0,,2,,,,,,
227,Andrew Hjulsager,dk  DEN,MF,Celta Vigo,21,1995,7,262,37,7.7,2.9,3,,0,4,,5,1.00,5,7,-2,-0.69,-0.29
228,Martin Hongla,cm  CMR,"DF,MF",Granada,18,1998,10,793,79,23.2,8.8,8,,6,2,,5,0.60,9,18,-9,-1.02,+0.45
229,Vicente Iborra,es  ESP,MF,Sevilla,28,1988,31,1495,48,43.7,16.6,12,,8,19,,4,1.74,28,22,+6,+0.36,-0.29
230,Asier Illarramendi,es  ESP,MF,Real Sociedad,26,1990,34,3006,88,87.9,33.4,33,,33,1,,0,1.76,56,50,+6,+0.18,+0.18
231,Sverrir Ingi Ingason,is  ISL,DF,Granada,22,1993,17,1471,87,43.0,16.3,17,,16,0,,2,0.53,13,36,-23,-1.41,-0.07
232,Andrés Iniesta,es  ESP,MF,Barcelona,32,1984,23,1335,58,39.0,14.8,13,,10,10,,5,2.22,45,16,+29,+1.96,-0.20
233,Pablo Insua,es  ESP,DF,Leganés,22,1993,29,1916,66,56.0,21.3,20,,19,9,,7,0.86,15,34,-19,-0.89,-0.89
234,Takashi Inui,jp  JPN,MF,Eibar,28,1988,28,2051,73,60.0,22.8,26,,7,2,,4,1.21,32,28,+4,+0.18,+0.11
235,Gorka Iraizoz,es  ESP,GK,Athletic Club,35,1981,16,1405,88,41.1,15.6,15,,15,1,,18,1.12,18,24,-6,-0.38,-1.10
236,Isco,es  ESP,"MF,FW",Real Madrid,24,1992,30,1636,55,47.8,18.2,18,,5,12,,5,2.67,52,19,+33,+1.82,+0.20
237,Ander Iturraspe,es  ESP,MF,Athletic Club,27,1989,24,1164,49,34.0,12.9,12,,6,12,,9,1.83,19,18,+1,+0.08,-0.28
238,Jesé,es  ESP,"MF,FW",Las Palmas,23,1993,16,1162,73,34.0,12.9,13,,11,3,,0,0.69,18,32,-14,-1.08,-0.81
239,Joaquín,es  ESP,"FW,MF",Betis,35,1981,28,1667,60,48.7,18.5,19,,5,9,,3,1.04,20,32,-12,-0.65,-0.08
240,Ola John,nl  NED,"MF,FW",La Coruña,24,1992,11,355,32,10.4,3.9,3,,0,8,,3,1.18,6,6,0,0.00,+0.53
241,Jony,es  ESP,MF,Málaga,25,1991,24,1242,52,36.3,13.8,15,,2,9,,10,1.04,18,21,-3,-0.22,-0.09
242,Willian José,br  BRA,FW,Real Sociedad,24,1991,28,2052,73,60.0,22.8,27,,10,1,,1,1.68,37,33,+4,+0.18,+0.04
243,Joselu,es  ESP,FW,La Coruña,26,1990,20,883,44,25.8,9.8,9,,5,11,,1,0.95,11,20,-9,-0.92,-0.60
244,Jota,es  ESP,MF,Eibar,25,1991,5,200,40,5.8,2.2,3,,0,2,,2,1.20,2,2,0,0.00,-0.14
245,Stevan Jovetić,me  MNE,FW,Sevilla,26,1989,21,1206,57,35.3,13.4,12,,5,9,,0,1.71,27,18,+9,+0.67,+0.22
246,Jozabed,es  ESP,MF,Celta Vigo,25,1991,19,1090,57,31.9,12.1,12,,4,7,,1,0.95,14,22,-8,-0.66,-0.35
247,Juankar,es  ESP,"DF,MF",Málaga,26,1990,28,2058,74,60.2,22.9,23,,15,5,,2,1.29,26,35,-9,-0.39,-0.59
248,Juanmi,es  ESP,"FW,MF",Real Sociedad,23,1993,35,1842,53,53.9,20.5,19,,7,16,,1,1.66,27,27,0,0.00,-0.34
249,Juanpi,ve  VEN,"MF,FW",Málaga,22,1994,22,1471,67,43.0,16.3,16,,10,6,,1,1.14,19,24,-5,-0.31,-0.26
250,David Juncà,es  ESP,DF,Eibar,22,1993,9,687,76,20.1,7.6,7,,7,2,,9,0.78,6,11,-5,-0.66,-0.98
251,Gaël Kakuta,cd  COD,MF,La Coruña,25,1991,10,538,54,15.7,6.0,8,,1,2,,1,0.70,8,11,-3,-0.50,-0.03
252,Carlos Kameni,cm  CMR,GK,Málaga,32,1984,35,3150,90,92.1,35.0,35,,35,0,,3,1.26,45,48,-3,-0.09,+0.91
253,Wilfrid Kaptoum,cm  CMR,MF,Barcelona,20,1996,0,,,,,0,,0,0,,1,,,,,,
254,Aleksandar Katai,rs  SRB,"MF,FW",Alavés,25,1991,20,785,39,23.0,8.7,8,,1,12,,10,1.10,12,14,-2,-0.23,-0.23
255,Keko,es  ESP,MF,Málaga,24,1991,22,1048,48,30.6,11.6,13,,0,9,,3,1.09,12,16,-4,-0.34,-0.27
256,Kike,es  ESP,FW,Eibar,26,1989,24,1528,64,44.7,17.0,18,,5,6,,3,1.42,23,20,+3,+0.18,+0.08
257,Hiroshi Kiyotake,jp  JPN,"MF,FW",Sevilla,26,1989,4,284,71,8.3,3.2,3,,2,1,,7,2.00,9,6,+3,+0.95,+0.46
258,Kenan Kodro,ba  BIH,FW,Osasuna,22,1993,28,1471,53,43.0,16.3,17,,9,11,,2,0.57,16,38,-22,-1.35,+0.13
259,Koke,es  ESP,MF,Atlético Madrid,24,1992,36,3168,88,92.6,35.2,36,,33,0,,0,2.00,59,25,+34,+0.97,-2.25
260,Timothée Kolodziejczak,fr  FRA,DF,Sevilla,24,1991,5,331,66,9.7,3.7,3,,3,2,,7,1.60,4,5,-1,-0.27,-0.88
261,Bakary Koné,bf  BFA,DF,Málaga,28,1988,7,600,86,17.5,6.7,7,,5,0,,5,1.57,12,9,+3,+0.45,+0.74
262,Mamadou Koné,ci  CIV,FW,Leganés,24,1991,5,177,35,5.2,2.0,1,,1,4,,1,0.60,3,7,-4,-2.03,-1.62
263,Panagiotis Kone,gr  GRE,MF,Granada,29,1987,2,46,23,1.3,0.5,0,,0,2,,2,1.50,0,1,-1,-1.96,-0.60
264,Yevhen Konoplyanka,ua  UKR,"FW,MF",Sevilla,26,1989,0,,,,,0,,0,0,,1,,,,,,
265,Mateo Kovačić,hr  CRO,MF,Real Madrid,22,1994,27,1687,62,49.3,18.7,19,,9,8,,10,2.48,55,24,+31,+1.65,-0.11
266,Matías Kranevitter,ar  ARG,MF,Sevilla,23,1993,21,1286,61,37.6,14.3,14,,10,7,,13,1.90,24,20,+4,+0.28,-0.39
267,Artem Kravets,ua  UKR,FW,Granada,27,1989,26,1375,53,40.2,15.3,16,,6,10,,0,0.50,12,32,-20,-1.31,+0.10
268,Rene Krhin,si  SVN,MF,Granada,26,1990,12,934,78,27.3,10.4,11,,7,1,,5,0.17,7,28,-21,-2.02,-0.90
269,Michael Krohn-Dehli,dk  DEN,"MF,FW",Sevilla,33,1983,2,169,85,4.9,1.9,2,,0,0,,1,1.50,6,4,+2,+1.07,+0.57
270,Toni Kroos,de  GER,MF,Real Madrid,26,1990,29,2495,86,73.0,27.7,28,,24,1,,3,2.34,74,28,+46,+1.66,-0.19
271,Nenad Krstičić,rs  SRB,MF,Alavés,26,1990,14,742,53,21.7,8.2,9,,2,5,,8,1.07,13,12,+1,+0.12,+0.22
272,Kuki,es  ESP,FW,Málaga,18,1998,0,,,,,0,,0,0,,1,,,,,,
273,Zdravko Kuzmanović,rs  SRB,MF,Málaga,28,1987,4,207,52,6.1,2.3,3,,0,1,,3,1.75,4,3,+1,+0.43,+0.63
274,Víctor Laguardia,es  ESP,DF,Alavés,26,1989,26,2149,83,62.8,23.9,24,,22,2,,2,1.35,21,26,-5,-0.21,-0.42
275,Aymeric Laporte,es  ESP,DF,Athletic Club,22,1994,33,2863,87,83.7,31.8,33,,31,0,,0,1.67,47,38,+9,+0.28,+0.12
276,Pablo Larrea,es  ESP,MF,Villarreal,22,1994,0,,,,,0,,0,0,,1,,,,,,
277,Miguel de las Cuevas,es  ESP,MF,Osasuna,30,1986,28,1793,64,52.4,19.9,20,,11,8,,5,0.50,17,51,-34,-1.71,-0.60
278,Toni Lato,es  ESP,DF,Valencia,18,1997,8,482,60,14.1,5.4,4,,3,4,,5,1.38,9,9,0,0.00,+0.28
279,Laure,es  ESP,DF,La Coruña,31,1985,7,428,61,12.5,4.8,4,,3,3,,17,1.14,4,7,-3,-0.63,-0.18
280,Florian Lejeune,fr  FRA,DF,Eibar,25,1991,34,2971,87,86.9,33.0,33,,32,1,,0,1.50,51,43,+8,+0.24,+0.84
281,Iñigo Lekue,es  ESP,"MF,DF",Athletic Club,23,1993,26,1588,61,46.4,17.6,17,,12,9,,8,1.48,23,25,-2,-0.11,-0.70
282,Álvaro Lemos,es  ESP,"DF,MF",Celta Vigo,23,1993,5,436,87,12.7,4.8,5,,4,0,,7,1.20,5,7,-2,-0.41,+0.01
283,Mauricio Lemos,uy  URU,DF,Las Palmas,20,1995,23,1855,81,54.2,20.6,21,,18,2,,11,0.91,26,43,-17,-0.82,-0.59
284,Clément Lenglet,fr  FRA,DF,Sevilla,21,1995,17,1360,80,39.8,15.1,15,,13,2,,3,1.41,20,18,+2,+0.13,-0.65
285,Pedro León,es  ESP,MF,Eibar,29,1986,37,2997,81,87.6,33.3,34,,25,3,,0,1.43,51,47,+4,+0.12,-0.09
286,Sergio León,es  ESP,FW,Osasuna,27,1989,33,2382,72,69.6,26.5,27,,14,6,,3,0.64,29,62,-33,-1.25,+0.57
287,Lillo,es  ESP,DF,Sporting Gijón,27,1989,25,2137,85,62.5,23.7,24,,22,1,,3,0.72,25,49,-24,-1.01,-0.59
288,Marko Livaja,hr  CRO,FW,Las Palmas,22,1993,25,1441,58,42.1,16.0,16,,7,9,,2,1.40,30,27,+3,+0.19,+1.28
289,Raúl Lizoain,es  ESP,GK,Las Palmas,25,1991,13,1170,90,34.2,13.0,13,,13,0,,25,1.00,19,27,-8,-0.62,-0.10
290,Diego Llorente,es  ESP,"DF,MF",Málaga,22,1993,25,2031,81,59.4,22.6,23,,20,2,,3,1.36,24,29,-5,-0.22,-0.16
291,Marcos Llorente,es  ESP,MF,Alavés,21,1995,32,2807,88,82.1,31.2,31,,31,1,,2,1.50,27,30,-3,-0.10,-0.24
292,Raoul Loé,cm  CMR,MF,Osasuna,27,1989,7,571,82,16.7,6.3,6,,6,1,,1,0.57,5,19,-14,-2.21,-0.94
293,David Lombán,es  ESP,DF,Granada,29,1987,21,1839,88,53.8,20.4,20,,19,1,,5,0.43,14,47,-33,-1.62,-0.53
294,Hélder Lopes,pt  POR,DF,Las Palmas,27,1989,15,1221,81,35.7,13.6,13,,10,2,,6,0.47,12,31,-19,-1.40,-1.32
295,Adrián López,es  ESP,"FW,MF",Villarreal,28,1988,15,677,45,19.8,7.5,7,,1,8,,0,1.80,11,5,+6,+0.80,+0.24
296,Borja López,es  ESP,DF,Barcelona,22,1994,0,,,,,0,,0,0,,1,,,,,,
297,David López,es  ESP,"DF,MF",Espanyol,26,1989,36,3240,90,94.7,36.0,36,,36,0,,0,1.53,43,42,+1,+0.03,+1.03
298,Diego López,es  ESP,GK,Espanyol,34,1981,35,3110,89,90.9,34.6,35,,34,0,,0,1.54,41,38,+3,+0.09,+1.25
299,Isma López,es  ESP,"DF,MF",Sporting Gijón,26,1990,27,1737,64,50.8,19.3,19,,15,8,,3,1.00,25,40,-15,-0.78,+0.02
300,Javi López,es  ESP,DF,Espanyol,30,1986,19,1519,80,44.4,16.9,17,,12,2,,3,1.16,18,32,-14,-0.83,-1.44
301,Pau López,es  ESP,GK,Espanyol,21,1994,0,,,,,0,,0,0,,2,,,,,,
302,Unai López,es  ESP,MF,Leganés,20,1995,23,1171,51,34.2,13.0,12,,5,11,,4,0.70,8,25,-17,-1.31,-1.23
303,Alberto Lora,es  ESP,DF,Sporting Gijón,29,1987,7,382,55,11.2,4.2,4,,3,3,,6,0.71,1,6,-5,-1.18,-0.44
304,Luciano,br  BRA,FW,Leganés,23,1993,25,1185,47,34.6,13.2,11,,4,14,,7,1.00,14,19,-5,-0.38,+0.18
305,José Luis Gayà,es  ESP,DF,Valencia,21,1995,27,2088,77,61.1,23.2,24,,20,3,,1,1.26,29,36,-7,-0.30,-0.17
306,Filipe Luís,br  BRA,DF,Atlético Madrid,30,1985,34,3003,88,87.8,33.4,34,,31,0,,0,2.03,62,23,+39,+1.17,+0.31
307,Luisinho,pt  POR,"DF,MF",La Coruña,31,1985,26,1907,73,55.8,21.2,20,,15,6,,7,0.77,22,33,-11,-0.52,-0.10
308,Antonio Luna,es  ESP,DF,Eibar,25,1991,26,2115,81,61.8,23.5,24,,20,2,,5,1.50,35,34,+1,+0.04,-0.23
309,Germán Lux,ar  ARG,GK,La Coruña,34,1982,25,2205,88,64.5,24.5,25,,24,0,,12,0.88,19,38,-19,-0.78,-0.85
310,Darwin Machís,ve  VEN,"MF,FW",Leganés,23,1993,27,1080,40,31.6,12.0,10,,4,17,,7,0.63,7,20,-13,-1.08,-0.85
311,Aly Mallé,ml  MLI,"MF,FW",Granada,18,1998,11,506,46,14.8,5.6,6,,2,5,,3,0.55,2,14,-12,-2.13,-0.90
312,Hugo Mallo,es  ESP,DF,Celta Vigo,25,1991,23,1990,87,58.2,22.1,22,,21,1,,3,1.17,32,44,-12,-0.54,-0.29
313,Aïssa Mandi,dz  ALG,DF,Betis,24,1991,26,2214,85,64.7,24.6,25,,22,1,,3,0.92,27,50,-23,-0.93,-0.93
314,Eliaquim Mangala,fr  FRA,DF,Valencia,25,1991,30,2644,88,77.3,29.4,30,,28,0,,3,1.23,40,47,-7,-0.24,-0.01
315,Martín Mantovani,ar  ARG,DF,Leganés,32,1984,31,2692,87,78.7,29.9,30,,27,1,,5,1.00,29,40,-11,-0.37,+0.62
316,José Manuel Jurado,es  ESP,MF,Espanyol,30,1986,31,2454,79,71.8,27.3,27,,20,4,,5,1.52,33,32,+1,+0.04,+0.22
317,Marcelo,br  BRA,DF,Real Madrid,28,1988,30,2277,76,66.6,25.3,26,,23,4,,2,2.43,72,27,+45,+1.78,+0.20
318,Óscar de Marcos,es  ESP,DF,Athletic Club,27,1989,27,2153,80,63.0,23.9,24,,22,3,,0,1.63,36,31,+5,+0.21,-0.15
319,José María Giménez,uy  URU,"DF,MF",Atlético Madrid,21,1995,17,1015,60,29.7,11.3,12,,9,5,,12,2.12,17,5,+12,+1.06,-0.10
320,Adrián Marín,es  ESP,DF,Leganés,19,1997,13,909,70,26.6,10.1,11,,7,2,,2,0.77,5,15,-10,-0.99,-0.67
321,Diego Mariño,es  ESP,GK,Sporting Gijón,26,1990,2,180,90,5.3,2.0,2,,2,0,,33,2.00,5,3,+2,+1.00,+1.89
322,Marlon,br  BRA,DF,Barcelona,20,1995,2,180,90,5.3,2.0,2,,2,0,,4,3.00,8,3,+5,+2.50,+0.44
323,Iván Márquez,es  ESP,DF,Osasuna,22,1994,4,360,90,10.5,4.0,4,,4,0,,2,0.25,4,11,-7,-1.75,-0.37
324,Javi Márquez,es  ESP,MF,Granada,30,1986,7,400,57,11.7,4.4,4,,3,3,,7,0.71,3,13,-10,-2.25,-1.00
325,Aarón Martín,es  ESP,DF,Espanyol,19,1997,30,2590,86,75.7,28.8,28,,28,2,,3,1.60,38,30,+8,+0.28,+1.25
326,Alberto Martín,es  ESP,MF,Leganés,27,1989,16,1189,74,34.8,13.2,14,,10,2,,5,0.69,9,17,-8,-0.61,-0.16
327,Jonas Martin,fr  FRA,MF,Betis,26,1990,20,1145,57,33.5,12.7,15,,6,5,,4,0.95,13,24,-11,-0.86,-0.39
328,Álex Martínez,es  ESP,DF,Betis,25,1990,14,968,69,28.3,10.8,11,,9,3,,16,0.79,9,20,-11,-1.02,-0.58
329,Carlos Martínez,es  ESP,DF,Real Sociedad,30,1986,10,868,87,25.4,9.6,10,,9,0,,1,2.20,22,13,+9,+0.93,+1.04
330,Iñigo Martínez,es  ESP,DF,Real Sociedad,25,1991,34,2998,88,87.7,33.3,34,,32,0,,0,1.62,51,46,+5,+0.15,-0.06
331,Luís Martins,pt  POR,DF,Granada,24,1992,2,73,37,2.1,0.8,1,,0,1,,0,0.50,1,2,-1,-1.23,+0.14
332,Javier Mascherano,ar  ARG,DF,Barcelona,32,1984,25,1928,77,56.4,21.4,20,,20,5,,6,2.24,58,20,+38,+1.77,-0.70
333,Jordi Masip,es  ESP,GK,Barcelona,27,1989,0,,,,,0,,0,0,,6,,,,,,
334,Jérémy Mathieu,fr  FRA,DF,Barcelona,32,1983,13,1037,80,30.3,11.5,12,,10,1,,4,2.15,35,11,+24,+2.08,+0.01
335,Carl Medjani,dz  ALG,DF,Leganés,31,1985,8,597,75,17.5,6.6,7,,6,1,,7,0.88,6,15,-9,-1.36,-1.04
336,Álvaro Medrán,es  ESP,MF,Valencia,22,1994,16,950,59,27.8,10.6,10,,7,6,,19,1.25,15,24,-9,-0.85,-0.85
337,Óscar Melendo,es  ESP,MF,Espanyol,18,1997,11,316,29,9.2,3.5,2,,1,9,,7,1.00,6,7,-1,-0.28,-0.28
338,José Mena Rodríguez,es  ESP,MF,Sevilla,18,1998,0,,,,,0,,0,0,,1,,,,,,
339,Tiago Mendes,pt  POR,MF,Atlético Madrid,35,1981,12,457,38,13.4,5.1,5,,1,7,,6,2.17,11,3,+8,+1.58,+0.51
340,Edgar Mendez,es  ESP,MF,Alavés,26,1990,27,1605,59,46.9,17.8,18,,,9,,0,,,,,,
341,Édgar Méndez,es  ESP,"MF,FW",Alavés,26,1990,0,,,,,0,,0,0,,3,,,,,,
342,Gabriel Mercado,ar  ARG,DF,Sevilla,29,1987,29,2186,75,63.9,24.3,26,,19,3,,5,1.97,47,37,+10,+0.41,-0.32
343,Jorge Meré,es  ESP,DF,Sporting Gijón,19,1997,31,2774,89,81.1,30.8,31,,30,0,,2,0.84,35,57,-22,-0.71,+0.40
344,Fran Mérida,es  ESP,MF,Osasuna,26,1990,15,816,54,23.9,9.1,9,,4,6,,7,0.53,10,29,-19,-2.10,-0.89
345,Sabin Merino,es  ESP,"FW,MF",Athletic Club,24,1992,13,487,37,14.2,5.4,5,,0,8,,7,1.85,9,3,+6,+1.11,+0.99
346,Roque Mesa,es  ESP,MF,Las Palmas,27,1989,35,3030,87,88.6,33.7,34,,29,1,,1,1.09,48,63,-15,-0.45,+0.94
347,Lionel Messi,ar  ARG,FW,Barcelona,29,1987,34,2828,83,82.7,31.4,32,,28,2,,0,2.44,94,30,+64,+2.04,-0.24
348,Michel,br  BRA,DF,Las Palmas,26,1990,25,2082,83,60.9,23.1,24,,22,1,,1,1.16,37,43,-6,-0.26,+0.75
349,Santi Mina,es  ESP,"FW,MF",Valencia,20,1995,29,1415,49,41.4,15.7,13,,5,16,,2,1.00,23,32,-9,-0.57,-0.57
350,Rafa Mir,es  ESP,FW,Valencia,19,1997,2,9,5,0.3,0.1,0,,0,2,,2,0.00,0,1,-1,-10.00,-9.79
351,Luka Modrić,hr  CRO,MF,Real Madrid,30,1985,25,1885,75,55.1,20.9,22,,14,3,,4,2.40,53,20,+33,+1.58,-0.30
352,Álvaro Molina González,es  ESP,DF,Leganés,22,1994,0,,,,,0,,0,0,,5,,,,,,
353,Momo,es  ESP,"MF,FW",Las Palmas,34,1982,23,1242,54,36.3,13.8,12,,4,11,,10,1.17,17,26,-9,-0.65,-0.16
354,Nacho Monsalve,es  ESP,DF,La Coruña,22,1994,0,,,,,0,,0,0,,2,,,,,,
355,Ángel Montoro,es  ESP,MF,Las Palmas,28,1988,17,1107,65,32.4,12.3,12,,8,5,,13,0.76,11,27,-16,-1.30,-1.11
356,Martín Montoya,es  ESP,DF,Valencia,25,1991,29,2218,76,64.9,24.6,26,,20,3,,5,1.24,39,42,-3,-0.12,+0.33
357,Walter Montoya,ar  ARG,FW,Sevilla,23,1993,4,114,29,3.3,1.3,1,,0,3,,6,1.25,2,3,-1,-0.79,-1.36
358,Erik Morán,es  ESP,MF,Leganés,25,1991,12,946,79,27.7,10.5,11,,7,1,,3,0.83,7,12,-5,-0.48,+0.03
359,Álvaro Morata,es  ESP,FW,Real Madrid,23,1992,26,1336,51,39.1,14.8,14,,5,12,,8,2.69,45,18,+27,+1.82,+0.18
360,André Moreira,pt  POR,GK,Atlético Madrid,20,1995,0,,,,,0,,0,0,,21,,,,,,
361,Juan Moreno Fernández,es  ESP,MF,Atlético Madrid,19,1997,0,,,,,0,,0,0,,5,,,,,,
362,Gerard Moreno,es  ESP,FW,Espanyol,24,1992,37,3270,88,95.6,36.3,37,,33,0,,0,1.51,48,47,+1,+0.03,+1.23
363,Marlos Moreno,co  COL,"MF,FW",La Coruña,19,1996,19,794,42,23.2,8.8,9,,1,10,,7,0.84,8,14,-6,-0.68,-0.27
364,Pedro Mosquera,es  ESP,MF,La Coruña,28,1988,23,1567,68,45.8,17.4,17,,16,6,,7,1.09,17,27,-10,-0.57,-0.19
365,Toni Moya,es  ESP,MF,Atlético Madrid,18,1998,0,,,,,0,,0,0,,1,,,,,,
