,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Min_Playing Time,Mn/MP_Playing Time,Min%_Playing Time,90s_Playing Time,Starts_Playing Time,Mn/Start_Starts,Compl_Starts,Subs_Subs,Mn/Sub_Subs,unSub_Subs,PPM_Team Success,onG_Team Success,onGA_Team Success,+/-_Team Success,+/-90_Team Success,On-Off_Team Success
180,Edimar Fraga,br  BRA,"DF,MF",Córdoba,28,1986,17,1497,88,43.8,16.6,17,,15,0,,2,0.19,5,32,-27,-1.62,-0.73
181,Franco Fragapane,ar  ARG,"FW,MF",Elche,21,1993,1,26,26,0.8,0.3,0,,0,1,,5,0.00,0,0,0,0.00,+0.72
182,José Fran,es  ESP,MF,Córdoba,22,1992,0,,,,,0,,0,0,,2,,,,,,
183,Pol Freixanet,es  ESP,GK,Elche,22,1991,0,,,,,0,,0,0,,8,,,,,,
184,Javi Fuego,es  ESP,MF,Valencia,30,1984,35,2998,86,87.7,33.3,34,,29,1,,1,2.00,63,27,+36,+1.08,+0.65
185,Gabi,es  ESP,MF,Atlético Madrid,31,1983,34,2589,76,75.7,28.8,32,,18,2,,1,1.94,49,24,+25,+0.87,-0.54
186,Rafa Gálvez,es  ESP,"DF,MF",Elche,21,1993,4,122,31,3.6,1.4,1,,1,3,,2,1.50,0,3,-3,-2.21,-1.56
187,Kévin Gameiro,fr  FRA,FW,Sevilla,27,1987,26,960,37,28.1,10.7,7,,3,19,,0,1.96,20,13,+7,+0.66,-0.04
188,Jesús Gámez,es  ESP,DF,Atlético Madrid,29,1985,14,1083,77,31.7,12.0,12,,11,2,,16,2.00,19,9,+10,+0.83,-0.25
189,Borja García,es  ESP,"FW,MF",Córdoba,23,1990,28,1970,70,57.6,21.9,22,,11,6,,2,0.68,12,34,-22,-1.01,+0.48
190,Dani García,es  ESP,MF,Eibar,24,1990,34,2951,87,86.3,32.8,34,,27,0,,1,1.00,31,46,-15,-0.46,+0.69
191,Raúl García,es  ESP,"FW,MF",Atlético Madrid,28,1986,31,1707,55,49.9,19.0,17,,13,14,,1,2.06,32,9,+23,+1.21,+0.42
192,Rubén García,es  ESP,"FW,MF",Levante,21,1993,27,1369,51,40.0,15.2,13,,5,14,,7,1.04,16,21,-5,-0.33,+0.90
193,Samu García,es  ESP,"FW,MF",Málaga,24,1990,32,2232,70,65.3,24.8,27,,12,5,,1,1.28,30,32,-2,-0.08,+0.22
194,Sergio García,es  ESP,"FW,MF",Espanyol,31,1983,35,3015,86,88.2,33.5,34,,27,1,,0,1.34,43,45,-2,-0.06,+0.38
195,Mario Gaspar,es  ESP,DF,Villarreal,23,1990,34,2841,84,83.1,31.6,31,,31,3,,3,1.41,35,34,+1,+0.03,-1.52
196,Jaime Gavilán,es  ESP,MF,Levante,29,1985,2,70,35,2.0,0.8,1,,0,1,,1,1.50,1,3,-2,-2.57,-1.74
197,Jon Gaztañaga,es  ESP,"DF,MF",Real Sociedad,23,1991,3,149,50,4.4,1.7,1,,1,2,,10,0.33,1,2,-1,-0.60,-0.44
198,Nabil Ghilas,dz  ALG,"FW,MF",Córdoba,24,1990,27,2100,78,61.4,23.3,23,,20,4,,0,0.56,16,38,-22,-0.94,+0.69
199,Carles Gil,es  ESP,"FW,MF",Valencia,21,1992,8,276,35,8.1,3.1,2,,1,6,,7,1.75,3,6,-3,-0.98,-2.15
200,Álvaro Giménez,es  ESP,"FW,MF",Elche,23,1991,17,390,23,11.4,4.3,2,,1,15,,11,0.82,2,7,-5,-1.15,-0.50
201,Diego Godín,uy  URU,DF,Atlético Madrid,28,1986,34,3060,90,89.5,34.0,34,,34,0,,1,2.06,58,24,+34,+1.00,0.00
202,André Gomes,pt  POR,MF,Valencia,21,1993,33,2539,77,74.2,28.2,31,,18,2,,1,1.97,56,25,+31,+1.10,+0.38
203,Yeray Gómez Ferragut,es  ESP,GK,Almería,22,1992,0,,,,,0,,0,0,,13,,,,,,
204,Abel Gómez Moreno,es  ESP,MF,Córdoba,32,1982,22,1253,57,36.6,13.9,14,,5,8,,13,0.59,8,22,-14,-1.01,+0.32
205,David Gómez,es  ESP,GK,La Coruña,20,1994,0,,,,,0,,0,0,,1,,,,,,
206,Ibai Gómez,es  ESP,"FW,MF",Athletic Club,24,1989,21,1010,48,29.5,11.2,9,,2,12,,9,1.45,15,12,+3,+0.27,+0.34
207,Moi Gómez,es  ESP,"FW,MF",Villarreal,20,1994,31,1617,52,47.3,18.0,17,,8,14,,4,1.58,25,15,+10,+0.56,+0.51
208,Sergi Gómez,es  ESP,DF,Celta Vigo,22,1992,22,1286,58,37.6,14.3,14,,11,8,,15,1.50,14,13,+1,+0.07,-0.01
209,Abraham González,es  ESP,MF,Espanyol,29,1985,22,1264,57,37.0,14.0,16,,8,6,,6,1.27,18,18,0,0.00,+0.17
210,Adrián González,es  ESP,MF,Elche,26,1988,28,1906,68,55.7,21.2,22,,13,6,,8,1.00,20,39,-19,-0.90,-0.42
211,Álvaro González,es  ESP,DF,Espanyol,24,1990,36,3141,87,91.8,34.9,34,,32,2,,0,1.31,41,46,-5,-0.14,-0.47
212,Mikel González,es  ESP,DF,Real Sociedad,28,1985,16,1240,78,36.3,13.8,14,,12,2,,8,1.19,12,18,-6,-0.44,-0.39
213,Esteban Granero,es  ESP,MF,Real Sociedad,27,1987,33,2496,76,73.0,27.7,29,,19,4,,2,1.33,34,37,-3,-0.11,+0.28
214,Antoine Griezmann,fr  FRA,"FW,MF",Atlético Madrid,23,1991,37,2451,66,71.7,27.2,29,,9,8,,0,2.08,53,21,+32,+1.18,+0.62
215,Vicente Guaita,es  ESP,GK,Getafe,27,1987,29,2610,90,76.3,29.0,29,,29,0,,2,0.97,21,44,-23,-0.79,+0.10
216,Javi Guerra,es  ESP,FW,Málaga,32,1982,13,689,53,20.1,7.7,7,,5,6,,4,0.77,9,13,-4,-0.52,-0.46
217,Guillermo,es  ESP,FW,Athletic Club,21,1993,14,567,41,16.6,6.3,5,,1,9,,7,1.21,3,11,-8,-1.27,-1.55
218,Adrián Gunino,uy  URU,DF,Córdoba,25,1989,23,1944,85,56.8,21.6,21,,20,2,,3,0.30,11,41,-30,-1.39,-0.41
219,Carlos Gurpegui,es  ESP,"DF,MF",Athletic Club,33,1980,23,1450,63,42.4,16.1,15,,14,8,,12,1.35,13,21,-8,-0.50,-0.91
220,Munir El Haddadi,ma  MAR,"FW,MF",Barcelona,18,1995,10,457,46,13.4,5.1,7,,0,3,,11,2.30,10,2,+8,+1.58,-0.88
221,Mike Havenaar,jp  JPN,FW,Córdoba,27,1987,5,289,58,8.5,3.2,4,,0,1,,0,0.40,2,5,-3,-0.93,+0.30
222,Héctor,es  ESP,"DF,FW",Atlético Madrid,18,1995,1,16,16,0.5,0.2,0,,0,1,,0,1.00,0,0,0,0.00,-1.00
223,Tomer Hemed,il  ISR,FW,Almería,27,1987,35,2326,66,68.0,25.8,26,,15,9,,2,0.80,21,42,-21,-0.81,-0.15
224,Uche Henry Agbo,ng  NGA,MF,Granada,18,1995,1,7,7,0.2,0.1,0,,0,1,,3,0.00,0,2,-2,-25.71,-24.84
225,Iker Hernández,es  ESP,FW,Real Sociedad,20,1994,1,12,12,0.4,0.1,0,,0,1,,0,1.00,0,1,-1,-7.50,-7.34
226,Javier Hernández,mx  MEX,FW,Real Madrid,26,1988,23,872,38,25.5,9.7,7,,5,16,,13,2.30,39,15,+24,+2.48,+0.50
227,Lucas Hernández,fr  FRA,DF,Atlético Madrid,18,1996,1,4,4,0.1,0.0,0,,0,1,,9,3.00,0,0,0,0.00,-1.00
228,Pablo Hernández,cl  CHI,"FW,MF",Celta Vigo,27,1986,29,1349,47,39.4,15.0,15,,5,14,,6,1.34,10,14,-4,-0.27,-0.57
229,Cristian Herrera,es  ESP,"FW,MF",Elche,23,1991,26,884,34,25.8,9.8,7,,2,19,,12,0.52,8,13,-5,-0.51,+0.27
230,Manu Herrera,es  ESP,GK,Elche,32,1981,7,559,80,16.3,6.2,6,,6,1,,19,0.88,5,15,-10,-1.61,-1.08
231,Iago Herrerín,es  ESP,GK,Athletic Club,26,1988,4,360,90,10.5,4.0,4,,4,0,,29,1.80,8,4,+4,+1.00,+1.09
232,Pablo Hervías,es  ESP,MF,Real Sociedad,21,1993,15,388,26,11.3,4.3,2,,1,13,,8,1.47,6,6,0,0.00,+0.21
233,Fredy Hinestroza,co  COL,MF,Getafe,24,1990,34,1875,55,54.8,20.8,21,,7,13,,3,0.97,18,48,-30,-1.44,-1.38
234,Ricardo Horta,pt  POR,"FW,MF",Málaga,19,1994,31,1519,49,44.4,16.9,16,,5,15,,6,1.29,16,21,-5,-0.30,-0.25
235,Vicente Iborra,es  ESP,MF,Sevilla,26,1988,26,2015,78,58.9,22.4,24,,16,2,,3,2.12,42,21,+21,+0.94,+0.62
236,Borja Iglesias,es  ESP,FW,Celta Vigo,21,1993,1,13,13,0.4,0.1,0,,,1,,0,,,,,,
237,Dani Iglesias,es  ESP,FW,La Coruña,19,1995,0,,,,,0,,0,0,,1,,,,,,
238,Asier Illarramendi,es  ESP,MF,Real Madrid,24,1990,30,1248,42,36.5,13.9,10,,7,20,,6,2.67,53,15,+38,+2.74,+1.00
239,Andrés Iniesta,es  ESP,MF,Barcelona,30,1984,24,1574,66,46.0,17.5,19,,5,5,,7,2.29,45,11,+34,+1.94,-0.74
240,Emanuel Insúa,ar  ARG,DF,Granada,23,1991,12,1020,85,29.8,11.3,12,,10,0,,0,0.92,8,16,-8,-0.71,+0.31
241,Emiliano Insúa,ar  ARG,DF,Rayo Vallecano,25,1989,24,1798,75,52.6,20.0,21,,18,3,,2,1.33,21,37,-16,-0.80,-0.47
242,Pablo Insua,es  ESP,DF,La Coruña,20,1993,17,1227,72,35.9,13.6,14,,13,3,,11,1.24,15,16,-1,-0.07,+0.91
243,Gorka Iraizoz,es  ESP,GK,Athletic Club,33,1981,34,3060,90,89.5,34.0,34,,33,0,,4,1.38,34,38,-4,-0.12,-1.37
244,Andoni Iraola,es  ESP,"DF,MF",Athletic Club,32,1982,22,1530,70,44.7,17.0,16,,10,6,,7,1.50,17,7,+10,+0.59,+1.02
245,Xabi Irureta,es  ESP,GK,Eibar,28,1986,33,2970,90,86.8,33.0,33,,33,0,,5,1.03,32,48,-16,-0.48,+0.52
246,Isco,es  ESP,"FW,MF",Real Madrid,22,1992,34,2329,69,68.1,25.9,26,,12,8,,1,2.35,73,28,+45,+1.74,-1.15
247,Manuel Iturra,cl  CHI,MF,Granada,30,1984,30,2362,79,69.1,26.2,27,,21,3,,6,0.80,20,49,-29,-1.10,-0.59
248,Ander Iturraspe,es  ESP,MF,Athletic Club,25,1989,25,1816,73,53.1,20.2,20,,17,5,,3,1.44,15,23,-8,-0.40,-0.90
249,Andreas Ivanschitz,at  AUT,MF,Levante,30,1983,20,1326,66,38.8,14.7,16,,8,4,,5,0.90,12,22,-10,-0.68,+0.31
250,Ivi,es  ESP,"FW,MF",Getafe,20,1994,8,140,18,4.1,1.6,0,,0,8,,9,0.50,0,3,-3,-1.93,-1.16
251,Jaime,es  ESP,GK,Eibar,33,1980,5,450,90,13.2,5.0,5,,5,0,,17,0.20,2,7,-5,-1.00,-0.52
252,Jason,es  ESP,"FW,MF",Levante,20,1994,2,56,28,1.6,0.6,0,,0,2,,1,1.50,2,1,+1,+1.61,+2.52
253,Jesé,es  ESP,FW,Real Madrid,21,1993,16,555,35,16.2,6.2,3,,3,13,,8,2.13,18,7,+11,+1.78,-0.38
254,Jesús,es  ESP,GK,Levante,26,1988,6,540,90,15.8,6.0,6,,6,0,,32,0.67,1,12,-11,-1.83,-1.15
255,Javier Jiménez,es  ESP,DF,Villarreal,18,1996,0,,,,,0,,0,0,,1,,,,,,
256,Raúl Jiménez,mx  MEX,FW,Atlético Madrid,23,1991,21,598,28,17.5,6.6,4,,0,17,,6,2.14,10,6,+4,+0.60,-0.48
257,Bojan Jokić,si  SVN,"DF,MF",Villarreal,28,1986,7,553,79,16.2,6.1,6,,5,1,,3,1.29,4,8,-4,-0.65,-1.12
258,Jonathas,br  BRA,FW,Elche,25,1989,34,3015,89,88.2,33.5,34,,29,0,,0,1.15,34,57,-23,-0.69,+0.20
259,Joan Jordán,es  ESP,MF,Espanyol,20,1994,3,119,40,3.5,1.3,1,,0,2,,4,0.00,1,2,-1,-0.76,-0.67
260,Jozabed,es  ESP,MF,Rayo Vallecano,23,1991,23,1185,52,34.6,13.2,10,,8,13,,11,1.09,13,30,-17,-1.29,-1.09
261,Juankar,es  ESP,"DF,FW",Granada,24,1990,21,1344,64,39.3,14.9,15,,10,6,,2,1.05,13,26,-13,-0.87,+0.08
262,Juanmi,es  ESP,"FW,MF",Málaga,21,1993,34,2226,65,65.1,24.7,26,,11,8,,0,1.21,27,34,-7,-0.28,-0.36
263,Juanpi,ve  VEN,MF,Málaga,20,1994,5,207,41,6.1,2.3,2,,0,3,,14,0.80,1,2,-1,-0.43,-0.29
264,José Jurado,es  ESP,MF,Almería,22,1992,0,,,,,0,,0,0,,2,,,,,,
265,Gaël Kakuta,cd  COD,"FW,MF",Rayo Vallecano,23,1991,35,3053,87,89.3,33.9,35,,30,0,,0,1.29,41,61,-20,-0.59,-0.10
266,Carlos Kameni,cm  CMR,GK,Málaga,30,1984,38,3420,90,100.0,38.0,38,,38,0,,0,1.32,42,48,-6,-0.16,
267,Nikolaos Karabelas,gr  GRE,DF,Levante,29,1984,14,942,67,27.5,10.5,12,,7,2,,0,1.00,8,15,-7,-0.67,+0.28
268,Sekou Keita,gn  GUI,FW,Atlético Madrid,19,1994,0,,,,,0,,0,0,,1,,,,,,
269,Sami Khedira,de  GER,MF,Real Madrid,27,1987,11,306,28,8.9,3.4,3,,1,8,,3,2.18,6,5,+1,+0.29,-1.99
270,Koke,es  ESP,MF,Atlético Madrid,22,1992,34,2881,85,84.2,32.0,33,,30,1,,0,2.03,53,23,+30,+0.94,-0.40
271,Timothée Kolodziejczak,fr  FRA,DF,Sevilla,22,1991,18,1575,88,46.1,17.5,18,,17,0,,7,1.83,33,23,+10,+0.57,-0.21
272,Rene Krhin,si  SVN,"FW,MF",Córdoba,24,1990,14,1201,86,35.1,13.3,14,,12,0,,1,0.14,3,29,-26,-1.95,-1.14
273,Michael Krohn-Dehli,dk  DEN,"FW,MF",Celta Vigo,31,1983,36,3077,85,90.0,34.2,35,,21,1,,0,1.39,43,37,+6,+0.18,+0.96
274,Toni Kroos,de  GER,MF,Real Madrid,24,1990,36,3049,85,89.2,33.9,36,,28,0,,1,2.39,107,36,+71,+2.10,-0.09
275,Grzegorz Krychowiak,pl  POL,MF,Sevilla,24,1990,32,2712,85,79.3,30.1,31,,27,1,,1,1.91,49,34,+15,+0.50,-0.90
276,Alberto de la Bella,es  ESP,DF,Real Sociedad,28,1985,23,1906,83,55.7,21.2,21,,19,2,,8,1.00,22,31,-9,-0.42,-0.54
277,Mehdi Lacen,dz  ALG,MF,Getafe,30,1984,30,2598,87,76.0,28.9,29,,26,1,,1,1.13,23,45,-22,-0.76,+0.22
278,Ángel Lafita,es  ESP,"FW,MF",Getafe,29,1984,15,1064,71,31.1,11.8,12,,7,3,,0,0.93,8,17,-9,-0.76,+0.08
279,Roberto Lago,es  ESP,"DF,MF",Getafe,28,1985,16,1029,64,30.1,11.4,11,,7,5,,13,1.00,7,26,-19,-1.66,-1.21
280,Manuel Lanzarote,es  ESP,MF,Espanyol,30,1984,0,,,,,0,,0,0,,2,,,,,,
281,Aymeric Laporte,es  ESP,DF,Athletic Club,20,1994,33,2960,90,86.5,32.9,33,,32,0,,1,1.45,38,35,+3,+0.09,+0.48
282,Javi Lara,es  ESP,MF,Eibar,28,1985,31,1715,55,50.1,19.1,16,,12,15,,6,0.71,13,24,-11,-0.58,-0.05
283,Joaquín Larrivey,ar  ARG,FW,Celta Vigo,29,1984,35,2196,63,64.2,24.4,26,,11,9,,0,1.40,35,29,+6,+0.25,+0.47
284,Daniel Larsson,se  SWE,"FW,MF",Granada,27,1987,1,45,45,1.3,0.5,0,,0,1,,6,0.00,0,0,0,0.00,+0.93
285,Laure,es  ESP,DF,La Coruña,29,1985,19,1364,72,39.9,15.2,14,,13,5,,11,1.00,17,31,-14,-0.92,-0.44
286,Dejan Lekić,rs  SRB,FW,Eibar,29,1985,18,384,21,11.2,4.3,1,,0,17,,10,0.50,3,6,-3,-0.70,-0.17
287,Pedro León,es  ESP,"FW,MF",Getafe,27,1986,25,1470,59,43.0,16.3,16,,6,9,,1,0.92,17,35,-18,-1.10,-0.50
288,Licá,pt  POR,"FW,MF",Rayo Vallecano,25,1988,21,1294,62,37.8,14.4,17,,6,4,,12,1.48,17,30,-13,-0.90,-0.52
289,Lillo,es  ESP,DF,Eibar,25,1989,31,2536,82,74.2,28.2,28,,24,3,,5,1.10,25,38,-13,-0.46,+0.35
290,Diego Llorente,es  ESP,DF,Real Madrid,20,1993,0,,,,,0,,0,0,,3,,,,,,
291,David Lombán,es  ESP,DF,Elche,27,1987,34,2984,88,87.3,33.2,33,,32,1,,1,1.12,31,51,-20,-0.60,+0.84
292,Aritz López Garai,es  ESP,MF,Córdoba,33,1980,6,380,63,11.1,4.2,5,,2,1,,9,0.50,3,9,-6,-1.42,-0.24
293,Pedro López Muñoz,es  ESP,DF,Levante,30,1983,10,860,86,25.1,9.6,10,,8,0,,5,0.60,3,22,-19,-1.99,-1.50
294,José López Silva,es  ESP,MF,Córdoba,31,1983,8,350,44,10.2,3.9,4,,2,4,,4,0.88,2,6,-4,-1.03,+0.20
295,Álex López,es  ESP,MF,Celta Vigo,26,1988,25,1121,45,32.8,12.5,12,,2,13,,12,1.36,16,17,-1,-0.08,-0.24
296,Borja López,es  ESP,DF,La Coruña,20,1994,0,,,,,0,,0,0,,3,,,,,,
297,David López,es  ESP,"DF,MF",Espanyol,24,1989,1,90,90,2.6,1.0,1,,1,0,,0,1.00,1,1,0,0.00,+0.11
298,Iago López,es  ESP,DF,La Coruña,21,1992,0,,,,,0,,0,0,,1,,,,,,
299,Íñigo López,es  ESP,DF,Córdoba,32,1982,21,1787,85,52.3,19.9,21,,18,0,,3,0.52,13,37,-24,-1.21,0.00
300,Iván López,es  ESP,DF,Levante,20,1993,26,2084,80,60.9,23.2,23,,18,3,,4,1.00,26,43,-17,-0.73,+0.34
301,Javi López,es  ESP,"DF,MF",Espanyol,28,1986,28,2180,78,63.7,24.2,25,,18,3,,9,1.22,26,31,-5,-0.21,-0.28
302,Jonathan López,es  ESP,GK,Getafe,33,1981,4,360,90,10.5,4.0,4,,4,0,,20,1.20,6,7,-1,-0.25,+0.63
303,Pau López,es  ESP,GK,Espanyol,19,1994,2,140,70,4.1,1.6,1,,1,1,,36,0.00,2,3,-1,-0.64,-0.56
304,Unai López,es  ESP,MF,Athletic Club,18,1995,19,828,44,24.2,9.2,11,,1,8,,9,1.11,6,17,-11,-1.20,-1.61
305,Alberto Lopo,es  ESP,DF,La Coruña,34,1980,30,2675,89,78.2,29.7,30,,28,0,,3,1.00,25,41,-16,-0.54,+0.55
306,José Luis Gayà,es  ESP,"DF,MF",Valencia,19,1995,35,2918,83,85.3,32.4,32,,29,3,,0,2.06,62,27,+35,+1.08,+0.54
307,José Luis Morales,es  ESP,"FW,MF",Levante,27,1987,36,2779,77,81.3,30.9,33,,21,3,,1,1.00,27,55,-28,-0.91,-0.20
308,Luisinho,pt  POR,DF,La Coruña,29,1985,35,2986,85,87.3,33.2,34,,30,1,,0,0.94,28,51,-23,-0.69,-0.28
309,Luismi,es  ESP,"DF,MF",Sevilla,22,1992,1,11,11,0.3,0.1,0,,0,1,,1,1.00,0,1,-1,-8.18,-8.89
310,Julián Luque Conde,es  ESP,"FW,MF",Espanyol,22,1992,1,30,30,0.9,0.3,0,,0,1,,0,0.00,0,1,-1,-3.00,-2.92
311,Luso,es  ESP,"DF,MF",Córdoba,29,1984,18,1395,78,40.8,15.5,16,,11,2,,7,0.50,7,27,-20,-1.29,-0.13
312,Germán Lux,ar  ARG,GK,La Coruña,32,1982,7,630,90,18.4,7.0,7,,7,0,,30,0.57,8,19,-11,-1.57,-1.12
313,Darwin Machís,ve  VEN,"FW,MF",Granada,21,1993,3,225,75,6.6,2.5,2,,2,1,,1,1.33,2,2,0,0.00,+0.99
314,Lévy Madinda,ga  GAB,MF,Celta Vigo,22,1992,5,61,12,1.8,0.7,0,,0,5,,8,1.40,2,1,+1,+1.48,+1.42
315,Diego Mainz,es  ESP,DF,Granada,31,1982,23,1731,75,50.6,19.2,18,,18,5,,11,1.04,17,34,-17,-0.88,+0.08
316,Hugo Mallo,es  ESP,DF,Celta Vigo,23,1991,28,2330,83,68.1,25.9,27,,21,1,,3,1.25,31,33,-2,-0.08,-0.49
317,Mario Mandžukić,hr  CRO,"FW,MF",Atlético Madrid,28,1986,28,1922,69,56.2,21.4,24,,8,4,,1,2.00,41,20,+21,+0.98,-0.04
318,Mané,es  ESP,"DF,MF",Almería,32,1981,5,286,57,8.4,3.2,3,,2,2,,11,0.60,1,9,-8,-2.52,-1.91
319,Manucho,ao  ANG,FW,Rayo Vallecano,31,1983,37,1651,45,48.3,18.3,12,,10,25,,0,1.24,26,32,-6,-0.33,+0.49
320,Marcelo,br  BRA,"DF,MF",Real Madrid,26,1988,34,2923,86,85.5,32.5,33,,27,1,,3,2.53,108,30,+78,+2.40,+2.04
321,Óscar de Marcos,es  ESP,"DF,FW",Athletic Club,25,1989,35,2948,84,86.2,32.8,32,,31,3,,2,1.49,36,38,-2,-0.06,-0.63
322,Sergio Marcos,es  ESP,MF,Villarreal,22,1992,7,483,69,14.1,5.4,5,,4,2,,7,1.14,6,6,0,0.00,-0.34
323,José Mari,es  ESP,MF,Levante,26,1987,14,642,46,18.8,7.1,6,,4,8,,3,1.29,6,9,-3,-0.42,+0.55
324,José María Giménez,uy  URU,DF,Atlético Madrid,19,1995,20,1757,88,51.4,19.5,19,,19,1,,17,2.30,41,15,+26,+1.33,+0.68
325,Adrián Marín,es  ESP,DF,Villarreal,17,1997,4,344,86,10.1,3.8,4,,3,0,,6,2.50,9,3,+6,+1.57,+1.42
326,Antonio Marín,es  ESP,DF,Almería,18,1996,2,125,63,3.7,1.4,1,,1,1,,4,0.00,0,5,-5,-3.60,-2.94
327,Diego Mariño,es  ESP,GK,Levante,24,1990,32,2880,90,84.2,32.0,32,,32,0,,6,1.03,33,55,-22,-0.69,+1.15
328,Javi Márquez,es  ESP,MF,Granada,28,1986,25,1424,57,41.6,15.8,15,,7,10,,9,1.00,14,24,-10,-0.63,+0.50
329,Sulayman Marreh,gm  GAM,"DF,MF",Granada,18,1996,1,45,45,1.3,0.5,1,,0,0,,0,0.00,0,0,0,0.00,+0.93
330,Carlos Martínez,es  ESP,DF,Real Sociedad,28,1986,15,1178,79,34.4,13.1,13,,11,2,,7,1.20,11,14,-3,-0.23,-0.07
331,Iñigo Martínez,es  ESP,DF,Real Sociedad,23,1991,34,3026,89,88.5,33.6,34,,33,0,,0,1.24,41,47,-6,-0.18,+0.05
332,Samu Martínez,es  ESP,MF,Elche,20,1994,2,180,90,5.3,2.0,2,,2,0,,5,0.00,0,4,-4,-2.00,-1.36
333,Luís Martins,pt  POR,DF,Granada,22,1992,3,152,51,4.4,1.7,1,,1,2,,2,0.25,2,6,-4,-2.37,-1.51
334,Rafael Martins,br  BRA,FW,Levante,25,1989,13,332,26,9.7,3.7,2,,0,11,,5,0.46,3,6,-3,-0.81,+0.06
335,Javier Mascherano,ar  ARG,"DF,MF",Barcelona,30,1984,28,2205,79,64.5,24.5,26,,21,2,,7,2.50,70,13,+57,+2.33,-0.04
336,Jordi Masip,es  ESP,GK,Barcelona,25,1989,1,90,90,2.6,1.0,1,,2,0,,2,2.00,5,2,+3,+3.00,+0.68
337,Simão Mate Junior,mz  MOZ,"DF,MF",Levante,26,1988,27,1984,73,58.0,22.0,24,,16,3,,6,0.85,14,37,-23,-1.04,-0.42
338,Jérémy Mathieu,fr  FRA,DF,Barcelona,30,1983,28,2106,75,61.6,23.4,23,,20,5,,4,2.36,61,16,+45,+1.92,-1.09
339,Ryder Matos,br  BRA,"FW,MF",Córdoba,21,1993,3,145,48,4.2,1.6,2,,0,1,,4,0.33,0,2,-2,-1.24,-0.03
340,Felipe Mattioni,br  BRA,DF,Espanyol,25,1988,5,63,13,1.8,0.7,0,,0,5,,12,0.60,0,2,-2,-2.86,-2.80
341,Borja Mayoral,es  ESP,FW,Real Madrid,17,1997,0,,,,,0,,0,0,,1,,,,,,
342,Stéphane Mbia,cm  CMR,"DF,MF",Sevilla,28,1986,23,1475,64,43.1,16.4,17,,12,6,,3,2.00,31,21,+10,+0.61,-0.13
343,Álvaro Medrán,es  ESP,MF,Real Madrid,20,1994,2,19,10,0.6,0.2,0,,0,2,,5,3.00,1,0,+1,+4.74,+2.65
344,Haris Medunjanin,ba  BIH,MF,La Coruña,29,1985,24,1484,62,43.4,16.5,16,,10,8,,9,0.88,17,29,-12,-0.73,-0.12
345,Tiago Mendes,pt  POR,MF,Atlético Madrid,33,1981,31,2670,86,78.1,29.7,31,,24,0,,3,2.10,55,21,+34,+1.15,+0.67
346,Edgar Mendez,es  ESP,MF,Almería,24,1990,30,1912,64,55.9,21.2,21,,,9,,0,,,,,,
347,Édgar Méndez,es  ESP,"FW,MF",Almería,24,1990,0,,,,,0,,0,0,,1,,,,,,
348,Lionel Messi,ar  ARG,"FW,MF",Barcelona,27,1987,38,3375,89,98.7,37.5,37,,37,1,,0,2.47,110,20,+90,+2.40,+4.40
349,Michel,br  BRA,DF,Almería,24,1990,14,1206,86,35.3,13.4,13,,10,1,,13,0.77,12,23,-11,-0.82,-0.09
350,Míchel,es  ESP,MF,Getafe,26,1988,12,780,65,22.8,8.7,8,,6,4,,3,1.36,7,9,-2,-0.23,+0.76
351,Miku,ve  VEN,FW,Rayo Vallecano,28,1985,7,227,32,6.6,2.5,2,,0,5,,2,1.43,4,2,+2,+0.79,+1.47
352,Pere Milla,es  ESP,"FW,MF",Getafe,21,1992,0,,,,,0,,0,0,,4,,,,,,
353,Santi Mina,es  ESP,FW,Celta Vigo,18,1995,20,1148,57,33.6,12.8,14,,4,6,,12,1.48,20,15,+5,+0.39,+0.47
354,Abraham Minero,es  ESP,"DF,MF",Eibar,28,1986,22,1322,60,38.7,14.7,14,,9,8,,8,1.23,10,22,-12,-0.82,-0.43
355,Miranda,br  BRA,DF,Atlético Madrid,29,1984,23,2024,88,59.2,22.5,23,,22,0,,7,1.78,35,19,+16,+0.71,-0.71
356,Luka Modrić,hr  CRO,MF,Real Madrid,28,1985,16,1290,81,37.7,14.3,16,,7,0,,1,2.44,48,11,+37,+2.58,+0.76
357,Moha,es  ESP,FW,Elche,19,1994,0,,,,,0,,0,0,,2,,,,,,
358,Paco Montañés,es  ESP,"FW,MF",Espanyol,27,1986,25,1091,44,31.9,12.1,11,,3,14,,7,0.96,12,23,-11,-0.91,-1.18
359,Martín Montoya,es  ESP,DF,Barcelona,23,1991,8,591,74,17.3,6.6,6,,6,2,,9,2.63,22,1,+21,+3.20,+1.03
360,Erik Morán,es  ESP,MF,Athletic Club,23,1991,2,51,26,1.5,0.6,1,,0,1,,3,1.50,0,1,-1,-1.76,-1.82
361,Francisco Morante Martínez,es  ESP,DF,Granada,22,1992,0,,,,,0,,0,0,,1,,,,,,
362,Jorge Morcillo,es  ESP,DF,Rayo Vallecano,28,1986,13,744,57,21.8,8.3,7,,4,6,,13,0.92,7,20,-13,-1.57,-1.27
363,Álex Moreno,es  ESP,"DF,MF",Rayo Vallecano,21,1993,11,463,42,13.5,5.1,4,,1,7,,10,0.91,6,9,-3,-0.58,0.00
364,Gerard Moreno,es  ESP,FW,Villarreal,22,1992,26,1615,62,47.2,17.9,19,,10,7,,9,1.62,20,19,+1,+0.06,-0.44
